WP_000340715.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746496.1_2638	60.256	78	106
WP_000410273.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746495.1_2637	81.935	310	314
WP_000410273.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394842.1_390	26.837	313	314
WP_000410273.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135745407.1_363	24.074	324	314
WP_000410273.1	lcl|NZ_JAMQPW010000005.1_cds_WP_135743732.1_3594	23.529	170	314
WP_000410273.1	lcl|NZ_JAMQPW010000002.1_cds_WP_265396304.1_2572	25.556	180	314
WP_000410273.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135744912.1_942	22.930	314	314
WP_000604524.1	lcl|NZ_JAMQPW010000002.1_cds_WP_238753116.1_2635	53.039	362	365
WP_000884059.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135744205.1_2139	32.857	140	185
WP_000646253.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135745407.1_363	31.210	314	329
WP_000646253.1	lcl|NZ_JAMQPW010000002.1_cds_WP_265396304.1_2572	27.299	348	329
WP_000646253.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135744912.1_942	29.870	308	329
WP_000646253.1	lcl|NZ_JAMQPW010000002.1_cds_WP_322113261.1_2594	30.094	319	329
WP_000646253.1	lcl|NZ_JAMQPW010000005.1_cds_WP_135743732.1_3594	29.032	341	329
WP_000646253.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394842.1_390	27.476	313	329
WP_000646253.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394917.1_768	27.385	325	329
WP_000646253.1	lcl|NZ_JAMQPW010000002.1_cds_WP_238753148.1_2617	25.796	314	329
WP_000646253.1	lcl|NZ_JAMQPW010000002.1_cds_WP_265396280.1_2605	26.937	271	329
WP_000646253.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746495.1_2637	26.332	319	329
WP_000646253.1	lcl|NZ_JAMQPW010000001.1_cds_WP_238734906.1_702	29.249	253	329
WP_000646253.1	lcl|NZ_JAMQPW010000002.1_cds_WP_238753183.1_2587	26.506	249	329
WP_000646253.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135745455.1_309	29.200	250	329
WP_000646253.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746455.1_2597	31.646	158	329
