WP_000340715.1	lcl|NZ_ANMY01000082.1_cds_WP_002614501.1_1842	89.535	86	106
WP_000410273.1	lcl|NZ_ANMY01000082.1_cds_WP_004494857.1_1843	91.935	310	314
WP_000410273.1	lcl|NZ_ANMY01000057.1_cds_WP_020781931.1_1315	23.741	278	314
WP_000410273.1	lcl|NZ_ANMY01000074.1_cds_WP_002615921.1_1641	24.458	323	314
WP_000410273.1	lcl|NZ_ANMY01000164.1_cds_WP_004498401.1_3459	25.826	333	314
WP_000410273.1	lcl|NZ_ANMY01000131.1_cds_WP_016759276.1_2848	24.555	281	314
WP_000410273.1	lcl|NZ_ANMY01000057.1_cds_WP_002614506.1_1317	25.137	183	314
WP_000410273.1	lcl|NZ_ANMY01000159.1_cds_WP_004495474.1_3392	25.080	311	314
WP_000884059.1	lcl|NZ_ANMY01000121.1_cds_WP_002630958.1_2666	34.932	146	185
WP_000884059.1	lcl|NZ_ANMY01000057.1_cds_WP_004498097.1_1298	33.898	177	185
WP_000646253.1	lcl|NZ_ANMY01000057.1_cds_WP_020781931.1_1315	31.464	321	329
WP_000646253.1	lcl|NZ_ANMY01000131.1_cds_WP_016759276.1_2848	30.357	336	329
WP_000646253.1	lcl|NZ_ANMY01000074.1_cds_WP_002615921.1_1641	30.476	315	329
WP_000646253.1	lcl|NZ_ANMY01000159.1_cds_WP_004495474.1_3392	31.190	311	329
WP_000646253.1	lcl|NZ_ANMY01000019.1_cds_WP_004495537.1_370	26.866	335	329
WP_000646253.1	lcl|NZ_ANMY01000057.1_cds_WP_002614506.1_1317	28.852	305	329
WP_000646253.1	lcl|NZ_ANMY01000164.1_cds_WP_004498401.1_3459	29.154	319	329
WP_000646253.1	lcl|NZ_ANMY01000052.1_cds_WP_004495465.1_1048	28.571	322	329
WP_000646253.1	lcl|NZ_ANMY01000161.1_cds_WP_002619620.1_3416	25.444	338	329
WP_000646253.1	lcl|NZ_ANMY01000082.1_cds_WP_004494857.1_1843	28.409	264	329
WP_000646253.1	lcl|NZ_ANMY01000057.1_cds_WP_002614509.1_1319	27.536	276	329
WP_000646253.1	lcl|NZ_ANMY01000029.1_cds_WP_002614572.1_555	26.996	263	329
WP_000646253.1	lcl|NZ_ANMY01000016.1_cds_WP_016760974.1_278	24.773	331	329
WP_000646253.1	lcl|NZ_ANMY01000088.1_cds_WP_004495316.1_1964	27.459	244	329
WP_000774263.1	lcl|NZ_ANMY01000057.1_cds_WP_020781937.1_1316	26.131	199	267
WP_000774263.1	lcl|NZ_ANMY01000014.1_cds_WP_020781397.1_168	30.303	198	267
WP_000774263.1	lcl|NZ_ANMY01000131.1_cds_WP_002620407.1_2849	26.316	190	267
WP_000774263.1	lcl|NZ_ANMY01000019.1_cds_WP_020781492.1_369	26.596	188	267
WP_000774263.1	lcl|NZ_ANMY01000055.1_cds_WP_026054267.1_1197	24.519	208	267
WP_240738528.1	lcl|NZ_ANMY01000015.1_cds_WP_002617878.1_243	25.688	327	509
WP_240738528.1	lcl|NZ_ANMY01000015.1_cds_WP_020781429.1_242	30.000	90	509
WP_240738528.1	lcl|NZ_ANMY01000015.1_cds_WP_002617878.1_243	25.688	327	509
WP_240738528.1	lcl|NZ_ANMY01000015.1_cds_WP_020781429.1_242	30.000	90	509
