WP_000340715.1	lcl|NZ_JADDWD010000005.1_cds_WP_002725873.1_2717	91.860	86	106
WP_000410273.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733579.1_2718	92.994	314	314
WP_000410273.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733534.1_2721	25.078	319	314
WP_000410273.1	lcl|NZ_JADDWD010000018.1_cds_WP_002722638.1_703	22.769	325	314
WP_000410273.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740024.1_2812	24.555	281	314
WP_000410273.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728309.1_2962	25.402	311	314
WP_000410273.1	lcl|NZ_JADDWD010000013.1_cds_WP_002743770.1_327	22.353	170	314
WP_000410273.1	lcl|NZ_JADDWD010000005.1_cds_WP_016749081.1_2750	22.769	325	314
WP_000604524.1	lcl|NZ_JADDWD010000005.1_cds_WP_026054882.1_2719	85.479	365	365
WP_000884059.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733646.1_2720	95.676	185	185
WP_000884059.1	lcl|NZ_JADDWD010000003.1_cds_WP_002721790.1_2114	36.301	146	185
WP_000646253.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733534.1_2721	98.176	329	329
WP_000646253.1	lcl|NZ_JADDWD010000018.1_cds_WP_002722638.1_703	29.841	315	329
WP_000646253.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740024.1_2812	31.045	335	329
WP_000646253.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728309.1_2962	30.868	311	329
WP_000646253.1	lcl|NZ_JADDWD010000013.1_cds_WP_002743770.1_327	27.273	341	329
WP_000646253.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733638.1_2758	27.299	348	329
WP_000646253.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728316.1_2965	28.182	330	329
WP_000646253.1	lcl|NZ_JADDWD010000076.1_cds_WP_002741146.1_3122	28.846	312	329
WP_000646253.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733546.1_2787	25.000	268	329
WP_000646253.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740721.1_2724	28.664	307	329
WP_000646253.1	lcl|NZ_JADDWD010000007.1_cds_WP_002732331.1_3226	25.664	339	329
WP_000646253.1	lcl|NZ_JADDWD010000005.1_cds_WP_002744551.1_2752	29.259	270	329
WP_000646253.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733579.1_2718	27.711	249	329
WP_000646253.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733698.1_2795	26.642	274	329
WP_000646253.1	lcl|NZ_JADDWD010000005.1_cds_WP_016749081.1_2750	23.659	317	329
WP_000646253.1	lcl|NZ_JADDWD010000059.1_cds_WP_002740236.1_2696	26.217	267	329
WP_000646253.1	lcl|NZ_JADDWD010000004.1_cds_WP_002721725.1_2500	25.223	337	329
WP_000646253.1	lcl|NZ_JADDWD010000004.1_cds_WP_002739935.1_2412	27.869	244	329
WP_000646253.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733757.1_2785	31.034	174	329
WP_000774263.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733627.1_2722	92.884	267	267
WP_000774263.1	lcl|NZ_JADDWD010000005.1_cds_WP_002738295.1_2784	24.701	251	267
WP_000774263.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740926.1_2763	24.786	234	267
WP_000774263.1	lcl|NZ_JADDWD010000005.1_cds_WP_002727921.1_2813	26.455	189	267
WP_000774263.1	lcl|NZ_JADDWD010000050.1_cds_WP_002729040.1_2535	33.636	110	267
WP_000774263.1	lcl|NZ_JADDWD010000013.1_cds_WP_002729513.1_326	26.455	189	267
WP_000774263.1	lcl|NZ_JADDWD010000002.1_cds_WP_002766579.1_1590	26.344	186	267
WP_240738528.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740779.1_2723	95.678	509	509
WP_240738528.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728536.1_42	26.667	315	509
WP_240738528.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728534.1_43	31.111	90	509
WP_240738528.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740779.1_2723	95.678	509	509
WP_240738528.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728536.1_42	26.667	315	509
WP_240738528.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728534.1_43	31.111	90	509
WP_001067557.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740721.1_2724	95.152	330	330
WP_001067557.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728309.1_2962	26.740	273	330
WP_001067557.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733534.1_2721	28.990	307	330
WP_001067557.1	lcl|NZ_JADDWD010000005.1_cds_WP_016749081.1_2750	30.317	221	330
WP_001067557.1	lcl|NZ_JADDWD010000018.1_cds_WP_002722638.1_703	27.425	299	330
WP_001067557.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740024.1_2812	26.183	317	330
