WP_000340715.1	lcl|NZ_JAIZBM010000006.1_cds_WP_035983633.1_3425	61.538	78	106
WP_000410273.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839019.1_3422	81.290	310	314
WP_000410273.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135748906.1_1533	27.389	314	314
WP_000410273.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837578.1_1560	24.528	318	314
WP_000410273.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839020.1_3423	21.961	255	314
WP_000410273.1	lcl|NZ_JAIZBM010000007.1_cds_WP_238839131.1_3564	24.706	170	314
WP_000410273.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238836630.1_364	22.741	321	314
WP_000884059.1	lcl|NZ_JAIZBM010000003.1_cds_WP_238838092.1_2235	30.909	165	185
WP_000646253.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837578.1_1560	30.573	314	329
WP_000646253.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238836630.1_364	30.351	313	329
WP_000646253.1	lcl|NZ_JAIZBM010000007.1_cds_WP_238839131.1_3564	29.326	341	329
WP_000646253.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839020.1_3423	27.729	339	329
WP_000646253.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135748906.1_1533	27.796	313	329
WP_000646253.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135696004.1_1145	26.168	321	329
WP_000646253.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837268.1_1213	28.854	253	329
WP_000646253.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839019.1_3422	25.786	318	329
WP_000646253.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837611.1_1613	30.488	246	329
WP_000646253.1	lcl|NZ_JAIZBM010000007.1_cds_WP_208727372.1_3553	26.407	231	329
WP_000646253.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838959.1_3365	24.335	263	329
WP_000646253.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837260.1_1205	23.507	268	329
WP_000646253.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837832.1_1897	25.140	179	329
WP_000646253.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839009.1_3412	32.584	89	329
WP_000646253.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839018.1_3421	24.460	278	329
WP_000774263.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838941.1_3304	23.755	261	267
WP_000774263.1	lcl|NZ_JAIZBM010000006.1_cds_WP_135747430.1_3413	24.645	211	267
WP_000774263.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837283.1_1241	36.036	111	267
WP_000774263.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839022.1_3424	24.413	213	267
WP_000774263.1	lcl|NZ_JAIZBM010000001.1_cds_WP_269155325.1_254	27.326	172	267
WP_000774263.1	lcl|NZ_JAIZBM010000007.1_cds_WP_135694504.1_3565	26.943	193	267
WP_240738528.1	lcl|NZ_JAIZBM010000003.1_cds_WP_238838075.1_2213	24.224	322	509
WP_240738528.1	lcl|NZ_JAIZBM010000003.1_cds_WP_238838074.1_2212	30.909	110	509
WP_240738528.1	lcl|NZ_JAIZBM010000003.1_cds_WP_238838075.1_2213	24.224	322	509
WP_240738528.1	lcl|NZ_JAIZBM010000003.1_cds_WP_238838074.1_2212	30.909	110	509
WP_001067557.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238836630.1_364	25.540	278	330
WP_001067557.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837268.1_1213	31.197	234	330
WP_001067557.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837578.1_1560	27.174	276	330
WP_001067557.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135748906.1_1533	25.602	332	330
WP_001067557.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839020.1_3423	26.336	262	330
WP_001067557.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837260.1_1205	26.378	254	330
WP_001067557.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837204.1_1133	28.235	170	330
WP_001067557.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839018.1_3421	29.688	128	330
WP_001067557.1	lcl|NZ_JAIZBM010000007.1_cds_WP_238839131.1_3564	23.077	299	330
WP_001067557.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837832.1_1897	30.921	152	330
WP_001067557.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837611.1_1613	25.701	214	330
WP_001067557.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135696004.1_1145	28.000	150	330
WP_001198107.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838989.1_3394	34.195	348	366
WP_001198107.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135697380.1_1280	28.084	381	366
WP_001198107.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839017.1_3420	29.526	359	366
WP_001198107.1	lcl|NZ_JAIZBM010000001.1_cds_WP_135777806.1_1035	29.661	354	366
WP_000608292.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838989.1_3394	36.517	356	367
WP_000608292.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839017.1_3420	36.415	357	367
WP_000608292.1	lcl|NZ_JAIZBM010000001.1_cds_WP_135777806.1_1035	29.412	374	367
WP_000608292.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135697380.1_1280	28.684	380	367
WP_000608292.1	lcl|NZ_JAIZBM010000001.1_cds_WP_135696966.1_684	26.611	357	367
WP_000608292.1	lcl|NZ_JAIZBM010000005.1_cds_WP_238838899.1_3264	33.019	106	367
WP_000342716.1	lcl|NZ_JAIZBM010000001.1_cds_WP_100718239.1_627	41.152	243	265
WP_017857901.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837755.1_1794	35.161	310	310
WP_017857901.1	lcl|NZ_JAIZBM010000005.1_cds_WP_238838847.1_3194	29.487	312	310
WP_017857901.1	lcl|NZ_JAIZBM010000003.1_cds_WP_135632427.1_2300	23.574	263	310
WP_017857901.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837755.1_1794	35.161	310	310
WP_017857901.1	lcl|NZ_JAIZBM010000005.1_cds_WP_238838847.1_3194	29.487	312	310
WP_017857901.1	lcl|NZ_JAIZBM010000003.1_cds_WP_135632427.1_2300	23.574	263	310
WP_001088861.1	lcl|NZ_JAIZBM010000005.1_cds_WP_135694130.1_3218	39.683	63	144
WP_240738526.1	lcl|NZ_JAIZBM010000003.1_cds_WP_238838146.1_2318	32.787	122	221
WP_240738526.1	lcl|NZ_JAIZBM010000007.1_cds_WP_238839271.1_3753	29.293	99	221
WP_002095414.1	lcl|NZ_JAIZBM010000001.1_cds_WP_135696775.1_574	35.398	113	388
WP_002095414.1	lcl|NZ_JAIZBM010000003.1_cds_WP_238838147.1_2319	29.927	137	388
WP_002095414.1	lcl|NZ_JAIZBM010000003.1_cds_WP_238838347.1_2608	29.197	137	388
WP_002095414.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838992.1_3396	29.240	171	388
WP_002095414.1	lcl|NZ_JAIZBM010000007.1_cds_WP_238839255.1_3731	24.603	126	388
WP_000815073.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839005.1_3407	34.307	411	409
WP_000815073.1	lcl|NZ_JAIZBM010000001.1_cds_WP_135696775.1_574	27.200	125	409
WP_000575398.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838989.1_3394	40.845	355	361
WP_000575398.1	lcl|NZ_JAIZBM010000001.1_cds_WP_135777806.1_1035	33.333	354	361
WP_000575398.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839017.1_3420	30.874	366	361
WP_000575398.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135697380.1_1280	29.487	390	361
WP_000575398.1	lcl|NZ_JAIZBM010000001.1_cds_WP_135696966.1_684	24.207	347	361
WP_000726053.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838994.1_3397	22.523	222	244
WP_000667249.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839006.1_3408	34.731	167	176
WP_239248138.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135748906.1_1533	28.710	310	313
WP_239248138.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837578.1_1560	30.420	286	313
WP_239248138.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238836630.1_364	26.820	261	313
WP_239248138.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839020.1_3423	25.532	235	313
WP_239248138.1	lcl|NZ_JAIZBM010000007.1_cds_WP_238839131.1_3564	24.514	257	313
WP_239248138.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839009.1_3412	21.296	324	313
WP_239248138.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839019.1_3422	22.561	328	313
WP_239248138.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839018.1_3421	25.405	185	313
WP_000572389.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838990.1_3395	29.008	131	134
WP_002079020.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839020.1_3423	25.846	325	311
WP_002079020.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238836630.1_364	31.383	188	311
WP_002079020.1	lcl|NZ_JAIZBM010000007.1_cds_WP_238839131.1_3564	26.761	284	311
WP_002079020.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837260.1_1205	24.723	271	311
WP_002079020.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837268.1_1213	25.610	246	311
WP_002079020.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135748906.1_1533	26.692	266	311
WP_002079020.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838959.1_3365	27.273	154	311
WP_002079020.1	lcl|NZ_JAIZBM010000007.1_cds_WP_208727372.1_3553	26.180	233	311
WP_002079020.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839018.1_3421	24.457	184	311
WP_002079020.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837578.1_1560	21.456	261	311
WP_000947528.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838974.1_3379	25.373	134	361
WP_000797356.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135749141.1_1257	31.325	498	595
WP_000797356.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238836992.1_838	32.096	539	595
WP_000797356.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837343.1_1324	30.920	511	595
WP_000797356.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238836634.1_369	29.724	508	595
WP_000797356.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238836636.1_371	31.172	478	595
WP_000797356.1	lcl|NZ_JAIZBM010000004.1_cds_WP_238838440.1_2687	33.459	266	595
WP_000797356.1	lcl|NZ_JAIZBM010000005.1_cds_WP_238838809.1_3142	33.333	225	595
WP_000797356.1	lcl|NZ_JAIZBM010000008.1_cds_WP_135692851.1_3802	29.185	233	595
WP_000797356.1	lcl|NZ_JAIZBM010000004.1_cds_WP_238838637.1_2946	29.327	208	595
WP_000797356.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238836572.1_280	28.205	195	595
WP_000797356.1	lcl|NZ_JAIZBM010000003.1_cds_WP_135592366.1_2207	27.434	226	595
WP_000797356.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837707.1_1733	33.514	185	595
