WP_000340715.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594790.1_3127	63.514	74	106
WP_000410273.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594788.1_3126	82.903	310	314
WP_000410273.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100725791.1_924	24.074	324	314
WP_000410273.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135638522.1_3075	23.214	280	314
WP_000410273.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373500.1_3073	22.876	306	314
WP_000410273.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373493.1_3055	26.129	310	314
WP_000410273.1	lcl|NZ_JAMQQC010000002.1_cds_WP_100715920.1_3393	24.118	170	314
WP_000410273.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373189.1_1485	23.100	329	314
WP_000884059.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373508.1_3095	33.898	177	185
WP_000884059.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373418.1_2683	31.783	129	185
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135638522.1_3075	31.894	301	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373500.1_3073	31.148	305	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100725791.1_924	30.255	314	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373189.1_1485	31.046	306	329
WP_000646253.1	lcl|NZ_JAMQQC010000002.1_cds_WP_100715920.1_3393	29.326	341	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373493.1_3055	27.795	331	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639720.1_951	28.981	314	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100721309.1_1308	27.950	322	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594788.1_3126	28.616	318	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639597.1_1257	27.490	251	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373503.1_3082	21.348	267	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594706.1_3085	34.194	155	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594683.1_3071	26.154	260	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639589.1_1265	24.164	269	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639750.1_872	28.514	249	329
WP_000646253.1	lcl|NZ_JAMQQC010000002.1_cds_WP_265373610.1_3404	24.272	309	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373036.1_584	25.140	179	329
WP_000646253.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373481.1_3038	24.000	275	329
WP_000774263.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594689.1_3074	27.350	234	267
WP_000774263.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594704.1_3083	27.885	208	267
WP_000774263.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135638601.1_2977	23.755	261	267
WP_000774263.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373166.1_1375	27.586	174	267
WP_000774263.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373492.1_3054	25.888	197	267
WP_000774263.1	lcl|NZ_JAMQQC010000002.1_cds_WP_100715921.1_3392	28.866	194	267
WP_240738528.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135638873.1_2705	24.773	331	509
WP_240738528.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100717065.1_2706	32.759	58	509
WP_240738528.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135638873.1_2705	24.773	331	509
WP_240738528.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100717065.1_2706	32.759	58	509
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639597.1_1257	27.925	265	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373189.1_1485	23.741	278	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135638522.1_3075	23.704	270	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100725791.1_924	27.899	276	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639720.1_951	25.786	318	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373493.1_3055	24.768	323	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639589.1_1265	22.780	259	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373500.1_3073	23.485	264	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639750.1_872	25.118	211	330
WP_001067557.1	lcl|NZ_JAMQQC010000002.1_cds_WP_100715920.1_3393	22.742	299	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373036.1_584	26.754	228	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373503.1_3082	22.264	265	330
WP_001067557.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594788.1_3126	23.724	333	330
WP_001198107.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373129.1_1195	29.427	384	366
WP_001198107.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373510.1_3100	30.337	356	366
WP_001198107.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594781.1_3123	30.362	359	366
WP_001198107.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135673600.1_3114	31.006	358	366
WP_001198107.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100718929.1_2136	29.178	353	366
WP_001198107.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100715612.1_1799	28.090	178	366
WP_000608292.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594781.1_3123	36.286	350	367
WP_000608292.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135673600.1_3114	33.333	315	367
WP_000608292.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100718929.1_2136	29.443	377	367
WP_000608292.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373129.1_1195	28.307	378	367
WP_000608292.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373510.1_3100	23.873	377	367
WP_000608292.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100715612.1_1799	28.011	357	367
WP_000608292.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100720384.1_267	33.019	106	367
WP_000342716.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100715657.1_1745	41.152	243	265
WP_017857901.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135603758.1_679	36.452	310	310
WP_017857901.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135676191.1_339	32.061	262	310
WP_017857901.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100718541.1_2620	23.574	263	310
WP_017857901.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135603758.1_679	36.452	310	310
WP_017857901.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135676191.1_339	32.061	262	310
WP_017857901.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100718541.1_2620	23.574	263	310
WP_001088861.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100718959.1_314	34.862	109	144
WP_240738526.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135638942.1_2602	30.328	122	221
WP_240738526.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373512.1_3103	33.019	106	221
WP_002095414.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594060.1_1697	30.612	147	388
WP_002095414.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135638943.1_2601	30.216	139	388
WP_002095414.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135591551.1_2324	33.333	144	388
WP_002095414.1	lcl|NZ_JAMQQC010000001.1_cds_WP_238761182.1_3088	25.581	172	388
WP_002095414.1	lcl|NZ_JAMQQC010000002.1_cds_WP_265373635.1_3479	24.603	126	388
WP_000815073.1	lcl|NZ_JAMQQC010000001.1_cds_WP_238761182.1_3088	25.899	139	409
WP_000815073.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594060.1_1697	26.400	125	409
WP_000575398.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100718929.1_2136	33.616	354	361
WP_000575398.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594781.1_3123	29.948	384	361
WP_000575398.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135673600.1_3114	32.830	265	361
WP_000575398.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373129.1_1195	28.934	394	361
WP_000575398.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373510.1_3100	28.763	299	361
WP_000575398.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100715612.1_1799	25.145	346	361
WP_000667249.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135604077.1_3056	38.418	177	176
WP_000406286.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594716.1_3090	29.143	175	303
WP_239248138.1	lcl|NZ_JAMQQC010000001.1_cds_WP_100725791.1_924	30.496	282	313
WP_239248138.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373500.1_3073	29.299	314	313
WP_239248138.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373189.1_1485	27.203	261	313
WP_239248138.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639720.1_951	27.519	258	313
WP_239248138.1	lcl|NZ_JAMQQC010000002.1_cds_WP_100715920.1_3393	23.828	256	313
WP_239248138.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135638522.1_3075	25.979	281	313
WP_239248138.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594788.1_3126	22.884	319	313
WP_239248138.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373493.1_3055	23.913	230	313
WP_002079020.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373189.1_1485	29.114	237	311
WP_002079020.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373493.1_3055	26.367	311	311
WP_002079020.1	lcl|NZ_JAMQQC010000002.1_cds_WP_100715920.1_3393	26.766	269	311
WP_002079020.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639720.1_951	27.206	272	311
WP_002079020.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373500.1_3073	26.923	260	311
WP_002079020.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135638522.1_3075	25.610	246	311
WP_002079020.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639597.1_1257	25.403	248	311
WP_002079020.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373481.1_3038	28.000	150	311
WP_002079020.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135639589.1_1265	25.397	189	311
WP_002079020.1	lcl|NZ_JAMQQC010000002.1_cds_WP_265373610.1_3404	25.751	233	311
WP_000947528.1	lcl|NZ_JAMQQC010000001.1_cds_WP_265373490.1_3052	24.627	134	361
WP_000947528.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135798983.1_2763	24.306	144	361
WP_000947528.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135594701.1_3081	27.928	111	361
WP_000797356.1	lcl|NZ_JAMQQC010000001.1_cds_WP_135651700.1_1944	32.950	522	595
