WP_000340715.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753574.1_857	94.186	86	106
WP_000410273.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755091.1_856	96.815	314	314
WP_000410273.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755430.1_853	25.705	319	314
WP_000410273.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753565.1_1323	24.691	324	314
WP_000410273.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755262.1_784	23.843	281	314
WP_000410273.1	lcl|NZ_AHMJ02000009.1_cds_WP_004751543.1_2833	24.359	234	314
WP_000604524.1	lcl|NZ_AHMJ02000014.1_cds_WP_004777161.1_855	94.247	365	365
WP_000884059.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753627.1_854	97.297	185	185
WP_000884059.1	lcl|NZ_AHMJ02000010.1_cds_WP_004752075.1_2566	40.714	140	185
WP_000646253.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755430.1_853	97.872	329	329
WP_000646253.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753565.1_1323	31.429	315	329
WP_000646253.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755262.1_784	30.746	335	329
WP_000646253.1	lcl|NZ_AHMJ02000009.1_cds_WP_004751543.1_2833	31.494	308	329
WP_000646253.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755135.1_1475	30.514	331	329
WP_000646253.1	lcl|NZ_AHMJ02000009.1_cds_WP_004751412.1_2843	30.154	325	329
WP_000646253.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754991.1_1620	27.434	339	329
WP_000646253.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755319.1_850	28.990	307	329
WP_000646253.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755091.1_856	27.239	268	329
WP_000646253.1	lcl|NZ_AHMJ02000014.1_cds_WP_002733698.1_801	26.642	274	329
WP_000646253.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755140.1_1194	26.230	244	329
WP_000646253.1	lcl|NZ_AHMJ02000010.1_cds_WP_004751780.1_2476	28.839	267	329
WP_000646253.1	lcl|NZ_AHMJ02000001.1_cds_WP_004750263.1_3536	25.191	262	329
WP_000646253.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755281.1_1763	27.984	243	329
WP_000774263.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754505.1_852	93.258	267	267
WP_000774263.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754191.1_783	25.926	189	267
WP_000774263.1	lcl|NZ_AHMJ02000014.1_cds_WP_004760150.1_1642	27.979	193	267
WP_000774263.1	lcl|NZ_AHMJ02000005.1_cds_WP_004751189.1_2962	37.209	86	267
WP_240738528.1	lcl|NZ_AHMJ02000014.1_cds_WP_004777106.1_851	95.874	509	509
WP_240738528.1	lcl|NZ_AHMJ02000010.1_cds_WP_004751764.1_2403	27.356	329	509
WP_240738528.1	lcl|NZ_AHMJ02000010.1_cds_WP_004752264.1_2404	31.111	90	509
WP_240738528.1	lcl|NZ_AHMJ02000014.1_cds_WP_004777106.1_851	95.874	509	509
WP_240738528.1	lcl|NZ_AHMJ02000010.1_cds_WP_004751764.1_2403	27.356	329	509
WP_240738528.1	lcl|NZ_AHMJ02000010.1_cds_WP_004752264.1_2404	31.111	90	509
WP_001067557.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755319.1_850	96.364	330	330
WP_001067557.1	lcl|NZ_AHMJ02000009.1_cds_WP_004751543.1_2833	26.568	271	330
WP_001067557.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755430.1_853	27.541	305	330
WP_001067557.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755262.1_784	24.642	349	330
WP_001067557.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755140.1_1194	27.572	243	330
WP_001067557.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753565.1_1323	26.812	276	330
WP_001067557.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755135.1_1475	28.854	253	330
WP_001067557.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754991.1_1620	25.551	227	330
WP_001067557.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755091.1_856	25.000	328	330
WP_001067557.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755281.1_1763	23.973	292	330
WP_001198107.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754883.1_849	95.902	366	366
WP_001198107.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753525.1_848	39.178	365	366
WP_001198107.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753906.1_790	33.811	349	366
WP_001198107.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754985.1_831	32.461	382	366
WP_001198107.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754030.1_1636	27.968	379	366
WP_001198107.1	lcl|NZ_AHMJ02000012.1_cds_WP_004752829.1_2158	30.252	357	366
WP_001198107.1	lcl|NZ_AHMJ02000021.1_cds_WP_004771239.1_673	32.105	190	366
WP_000608292.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753525.1_848	96.185	367	367
WP_000608292.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754883.1_849	39.726	365	367
WP_000608292.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753906.1_790	36.795	337	367
WP_000608292.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754985.1_831	31.933	357	367
WP_000608292.1	lcl|NZ_AHMJ02000012.1_cds_WP_004752829.1_2158	30.623	369	367
WP_000608292.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754030.1_1636	30.649	385	367
WP_000608292.1	lcl|NZ_AHMJ02000021.1_cds_WP_004771239.1_673	25.140	358	367
WP_000689747.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755296.1_847	91.176	544	544
WP_000689747.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755296.1_847	91.176	544	544
WP_000342716.1	lcl|NZ_AHMJ02000014.1_cds_WP_002740998.1_846	94.717	265	265
WP_000342716.1	lcl|NZ_AHMJ02000024.1_cds_WP_004755702.1_414	45.344	247	265
WP_017857901.1	lcl|NZ_AHMJ02000014.1_cds_WP_004777170.1_845	92.903	310	310
WP_017857901.1	lcl|NZ_AHMJ02000007.1_cds_WP_004751322.1_2921	36.513	304	310
WP_017857901.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754016.1_1882	24.752	303	310
WP_017857901.1	lcl|NZ_AHMJ02000010.1_cds_WP_004752420.1_2498	25.191	262	310
WP_017857901.1	lcl|NZ_AHMJ02000014.1_cds_WP_004777170.1_845	92.903	310	310
WP_017857901.1	lcl|NZ_AHMJ02000007.1_cds_WP_004751322.1_2921	36.513	304	310
WP_017857901.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754016.1_1882	24.752	303	310
WP_017857901.1	lcl|NZ_AHMJ02000010.1_cds_WP_004752420.1_2498	25.191	262	310
WP_000479982.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754589.1_844	94.318	264	264
WP_000715956.1	lcl|NZ_AHMJ02000014.1_cds_WP_002733551.1_843	96.124	129	131
WP_001088861.1	lcl|NZ_AHMJ02000014.1_cds_WP_004777167.1_842	98.611	144	144
WP_001088861.1	lcl|NZ_AHMJ02000027.1_cds_WP_004756253.1_60	44.643	56	144
WP_240738526.1	lcl|NZ_AHMJ02000014.1_cds_WP_002740917.1_841	95.023	221	221
WP_240738526.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755433.1_1351	26.923	78	221
WP_240738526.1	lcl|NZ_AHMJ02000007.1_cds_WP_004751308.1_2900	28.713	101	221
WP_240738524.1	lcl|NZ_AHMJ02000014.1_cds_WP_004777131.1_832	26.638	229	283
WP_002095414.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755433.1_1351	31.973	147	388
WP_002095414.1	lcl|NZ_AHMJ02000007.1_cds_WP_004751353.1_2899	27.184	206	388
WP_002095414.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754038.1_813	31.111	135	388
WP_002095414.1	lcl|NZ_AHMJ02000002.1_cds_WP_004750592.1_3389	28.667	150	388
WP_002095414.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754521.1_806	33.333	84	388
WP_000667982.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755033.1_835	30.915	317	414
WP_000815073.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755120.1_839	32.732	388	409
WP_000815073.1	lcl|NZ_AHMJ02000007.1_cds_WP_004751353.1_2899	22.973	148	409
WP_000815073.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755433.1_1351	26.357	129	409
WP_000575398.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753906.1_790	39.385	358	361
WP_000575398.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753525.1_848	40.169	356	361
WP_000575398.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754883.1_849	33.333	354	361
WP_000575398.1	lcl|NZ_AHMJ02000012.1_cds_WP_004752829.1_2158	35.244	349	361
WP_000575398.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754030.1_1636	28.866	388	361
WP_000575398.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754985.1_831	30.343	379	361
WP_000575398.1	lcl|NZ_AHMJ02000021.1_cds_WP_004771239.1_673	24.058	345	361
WP_000667249.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754967.1_786	42.697	178	176
WP_239248138.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755135.1_1475	27.019	322	313
WP_239248138.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753565.1_1323	26.183	317	313
WP_239248138.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755430.1_853	25.392	319	313
WP_239248138.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755319.1_850	29.412	221	313
WP_239248138.1	lcl|NZ_AHMJ02000009.1_cds_WP_004751543.1_2833	24.723	271	313
WP_239248138.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755262.1_784	24.924	329	313
WP_239248138.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755140.1_1194	27.309	249	313
WP_239248138.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755091.1_856	21.672	323	313
WP_239248138.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754203.1_800	25.600	250	313
WP_239248138.1	lcl|NZ_AHMJ02000001.1_cds_WP_004750263.1_3536	23.834	193	313
WP_000572389.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755098.1_791	32.500	120	134
WP_002079020.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755319.1_850	29.210	291	311
WP_002079020.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755430.1_853	29.889	271	311
WP_002079020.1	lcl|NZ_AHMJ02000009.1_cds_WP_004751543.1_2833	28.333	240	311
WP_002079020.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755262.1_784	24.149	323	311
WP_002079020.1	lcl|NZ_AHMJ02000010.1_cds_WP_004751780.1_2476	25.225	333	311
WP_002079020.1	lcl|NZ_AHMJ02000001.1_cds_WP_004750263.1_3536	25.322	233	311
WP_002079020.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753565.1_1323	21.236	259	311
WP_002079020.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755135.1_1475	22.472	267	311
WP_002079020.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754991.1_1620	29.375	160	311
WP_000947528.1	lcl|NZ_AHMJ02000014.1_cds_WP_004753611.1_787	24.686	239	361
WP_000947528.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754289.1_788	27.193	114	361
WP_000947528.1	lcl|NZ_AHMJ02000014.1_cds_WP_004755309.1_789	29.915	117	361
WP_000797356.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754744.1_1745	35.567	388	595
WP_000797356.1	lcl|NZ_AHMJ02000012.1_cds_WP_004752998.1_2182	30.297	505	595
WP_000797356.1	lcl|NZ_AHMJ02000014.1_cds_WP_004754165.1_833	36.364	231	595
