WP_000340715.1	lcl|NZ_JADHZU010000048.1_cds_WP_000340715.1_2730	100.000	86	106
WP_000410273.1	lcl|NZ_JADHZU010000048.1_cds_WP_000410266.1_2731	99.363	314	314
WP_000410273.1	lcl|NZ_JADHZU010000048.1_cds_WP_000646254.1_2734	25.705	319	314
WP_000410273.1	lcl|NZ_JADHZU010000013.1_cds_WP_000744698.1_309	24.691	324	314
WP_000410273.1	lcl|NZ_JADHZU010000017.1_cds_WP_000723091.1_562	23.611	288	314
WP_000410273.1	lcl|NZ_JADHZU010000048.1_cds_WP_001067557.1_2737	24.695	328	314
WP_000410273.1	lcl|NZ_JADHZU010000014.1_cds_WP_002072074.1_401	23.077	273	314
WP_000604524.1	lcl|NZ_JADHZU010000048.1_cds_WP_000604525.1_2732	99.178	365	365
WP_000884059.1	lcl|NZ_JADHZU010000048.1_cds_WP_000884059.1_2733	100.000	185	185
WP_000884059.1	lcl|NZ_JADHZU010000002.1_cds_WP_000351733.1_1738	40.000	140	185
WP_000646253.1	lcl|NZ_JADHZU010000048.1_cds_WP_000646254.1_2734	99.088	329	329
WP_000646253.1	lcl|NZ_JADHZU010000013.1_cds_WP_000744698.1_309	32.063	315	329
WP_000646253.1	lcl|NZ_JADHZU010000017.1_cds_WP_000723091.1_562	31.045	335	329
WP_000646253.1	lcl|NZ_JADHZU010000014.1_cds_WP_002072074.1_401	31.148	305	329
WP_000646253.1	lcl|NZ_JADHZU010000003.1_cds_WP_000649924.1_2426	29.878	328	329
WP_000646253.1	lcl|NZ_JADHZU010000014.1_cds_WP_000709508.1_411	29.231	325	329
WP_000646253.1	lcl|NZ_JADHZU010000048.1_cds_WP_001067557.1_2737	28.664	307	329
WP_000646253.1	lcl|NZ_JADHZU010000014.1_cds_WP_000688696.1_381	28.975	283	329
WP_000646253.1	lcl|NZ_JADHZU010000027.1_cds_WP_000475901.1_1491	27.372	274	329
WP_000646253.1	lcl|NZ_JADHZU010000048.1_cds_WP_000410266.1_2731	25.705	319	329
WP_000646253.1	lcl|NZ_JADHZU010000005.1_cds_WP_001074779.1_3217	28.679	265	329
WP_000646253.1	lcl|NZ_JADHZU010000004.1_cds_WP_001003560.1_2839	24.852	338	329
WP_000646253.1	lcl|NZ_JADHZU010000027.1_cds_WP_000378097.1_1457	24.419	172	329
WP_000774263.1	lcl|NZ_JADHZU010000048.1_cds_WP_000774259.1_2735	98.502	267	267
WP_000774263.1	lcl|NZ_JADHZU010000017.1_cds_WP_000842260.1_563	26.316	190	267
WP_000774263.1	lcl|NZ_JADHZU010000019.1_cds_WP_000805357.1_765	33.645	107	267
WP_000774263.1	lcl|NZ_JADHZU010000014.1_cds_WP_155572209.1_359	28.866	97	267
WP_240738528.1	lcl|NZ_JADHZU010000048.1_cds_WP_002072162.1_2736	98.035	509	509
WP_240738528.1	lcl|NZ_JADHZU010000005.1_cds_WP_000291581.1_3145	26.480	321	509
WP_240738528.1	lcl|NZ_JADHZU010000005.1_cds_WP_000364504.1_3146	31.111	90	509
WP_240738528.1	lcl|NZ_JADHZU010000048.1_cds_WP_002072162.1_2736	98.035	509	509
WP_240738528.1	lcl|NZ_JADHZU010000005.1_cds_WP_000291581.1_3145	26.480	321	509
WP_240738528.1	lcl|NZ_JADHZU010000005.1_cds_WP_000364504.1_3146	31.111	90	509
WP_001067557.1	lcl|NZ_JADHZU010000048.1_cds_WP_001067557.1_2737	100.000	330	330
WP_001067557.1	lcl|NZ_JADHZU010000048.1_cds_WP_000646254.1_2734	30.350	257	330
WP_001067557.1	lcl|NZ_JADHZU010000014.1_cds_WP_002072074.1_401	26.103	272	330
WP_001067557.1	lcl|NZ_JADHZU010000013.1_cds_WP_000744698.1_309	27.174	276	330
WP_001067557.1	lcl|NZ_JADHZU010000004.1_cds_WP_001003560.1_2839	27.984	243	330
WP_001067557.1	lcl|NZ_JADHZU010000017.1_cds_WP_000723091.1_562	23.423	333	330
WP_001067557.1	lcl|NZ_JADHZU010000003.1_cds_WP_000649924.1_2426	28.854	253	330
WP_001067557.1	lcl|NZ_JADHZU010000014.1_cds_WP_000688696.1_381	25.681	257	330
WP_001067557.1	lcl|NZ_JADHZU010000048.1_cds_WP_000410266.1_2731	24.695	328	330
WP_001198107.1	lcl|NZ_JADHZU010000048.1_cds_WP_001198107.1_2738	100.000	366	366
WP_001198107.1	lcl|NZ_JADHZU010000048.1_cds_WP_000608294.1_2739	39.452	365	366
WP_001198107.1	lcl|NZ_JADHZU010000027.1_cds_WP_000575181.1_1502	33.983	359	366
WP_001198107.1	lcl|NZ_JADHZU010000027.1_cds_WP_000172659.1_1458	32.461	382	366
WP_001198107.1	lcl|NZ_JADHZU010000014.1_cds_WP_001281953.1_365	27.441	379	366
WP_001198107.1	lcl|NZ_JADHZU010000065.1_cds_WP_000228801.1_3350	31.845	336	366
WP_001198107.1	lcl|NZ_JADHZU010000046.1_cds_WP_000538754.1_2686	29.972	357	366
WP_001198107.1	lcl|NZ_JADHZU010000021.1_cds_WP_001982414.1_1179	31.579	190	366
WP_000608292.1	lcl|NZ_JADHZU010000048.1_cds_WP_000608294.1_2739	99.728	367	367
WP_000608292.1	lcl|NZ_JADHZU010000048.1_cds_WP_001198107.1_2738	39.452	365	367
WP_000608292.1	lcl|NZ_JADHZU010000027.1_cds_WP_000575181.1_1502	36.438	365	367
WP_000608292.1	lcl|NZ_JADHZU010000027.1_cds_WP_000172659.1_1458	32.240	366	367
WP_000608292.1	lcl|NZ_JADHZU010000046.1_cds_WP_000538754.1_2686	30.458	371	367
WP_000608292.1	lcl|NZ_JADHZU010000065.1_cds_WP_000228801.1_3350	34.153	366	367
WP_000608292.1	lcl|NZ_JADHZU010000014.1_cds_WP_001281953.1_365	30.208	384	367
WP_000608292.1	lcl|NZ_JADHZU010000021.1_cds_WP_001982414.1_1179	25.419	358	367
WP_000689747.1	lcl|NZ_JADHZU010000048.1_cds_WP_000689740.1_2740	99.449	544	544
WP_000689747.1	lcl|NZ_JADHZU010000048.1_cds_WP_000689740.1_2740	99.449	544	544
WP_000342716.1	lcl|NZ_JADHZU010000048.1_cds_WP_000342716.1_2741	100.000	265	265
WP_000342716.1	lcl|NZ_JADHZU010000035.1_cds_WP_001002662.1_2117	44.856	243	265
WP_017857901.1	lcl|NZ_JADHZU010000048.1_cds_WP_001246619.1_2742	96.129	310	310
WP_017857901.1	lcl|NZ_JADHZU010000038.1_cds_WP_000501205.1_2233	36.184	304	310
WP_017857901.1	lcl|NZ_JADHZU010000018.1_cds_WP_001183721.1_671	25.914	301	310
WP_017857901.1	lcl|NZ_JADHZU010000002.1_cds_WP_000279896.1_1659	24.809	262	310
WP_017857901.1	lcl|NZ_JADHZU010000048.1_cds_WP_001246619.1_2742	96.129	310	310
