WP_000340715.1	lcl|NZ_JASEXE010000018.1_cds_WP_004462903.1_2122	95.349	86	106
WP_000410273.1	lcl|NZ_JASEXE010000018.1_cds_WP_004464977.1_2123	92.581	310	314
WP_000410273.1	lcl|NZ_JASEXE010000018.1_cds_WP_004464967.1_2177	24.731	279	314
WP_000410273.1	lcl|NZ_JASEXE010000001.1_cds_WP_008393339.1_239	24.611	321	314
WP_000410273.1	lcl|NZ_JASEXE010000001.1_cds_WP_032928188.1_122	25.000	332	314
WP_000410273.1	lcl|NZ_JASEXE010000018.1_cds_WP_282964026.1_2179	25.683	183	314
WP_000410273.1	lcl|NZ_JASEXE010000022.1_cds_WP_008394652.1_2456	23.843	281	314
WP_000410273.1	lcl|NZ_JASEXE010000024.1_cds_WP_004468319.1_2563	22.353	170	314
WP_000410273.1	lcl|NZ_JASEXE010000013.1_cds_WP_004461234.1_1764	25.359	209	314
WP_000884059.1	lcl|NZ_JASEXE010000002.1_cds_WP_004460143.1_310	35.616	146	185
WP_000884059.1	lcl|NZ_JASEXE010000018.1_cds_WP_075918475.1_2160	35.028	177	185
WP_000646253.1	lcl|NZ_JASEXE010000018.1_cds_WP_004464967.1_2177	31.776	321	329
WP_000646253.1	lcl|NZ_JASEXE010000022.1_cds_WP_008394652.1_2456	31.045	335	329
WP_000646253.1	lcl|NZ_JASEXE010000001.1_cds_WP_008393339.1_239	29.524	315	329
WP_000646253.1	lcl|NZ_JASEXE010000013.1_cds_WP_004461234.1_1764	32.476	311	329
WP_000646253.1	lcl|NZ_JASEXE010000018.1_cds_WP_282964026.1_2179	29.508	305	329
WP_000646253.1	lcl|NZ_JASEXE010000024.1_cds_WP_004468319.1_2563	27.083	336	329
WP_000646253.1	lcl|NZ_JASEXE010000001.1_cds_WP_032928188.1_122	28.571	322	329
WP_000646253.1	lcl|NZ_JASEXE010000013.1_cds_WP_004467290.1_1761	28.571	322	329
WP_000646253.1	lcl|NZ_JASEXE010000012.1_cds_WP_046943555.1_1683	24.638	345	329
WP_000646253.1	lcl|NZ_JASEXE010000018.1_cds_WP_004464977.1_2123	26.667	270	329
WP_000646253.1	lcl|NZ_JASEXE010000009.1_cds_WP_008398679.1_1396	26.718	262	329
WP_000646253.1	lcl|NZ_JASEXE010000018.1_cds_WP_004465101.1_2181	25.993	277	329
WP_000646253.1	lcl|NZ_JASEXE010000014.1_cds_WP_282963968.1_1821	24.773	331	329
WP_000646253.1	lcl|NZ_JASEXE010000017.1_cds_WP_004472818.1_2108	27.273	286	329
WP_000774263.1	lcl|NZ_JASEXE010000018.1_cds_WP_004475169.1_2178	27.568	185	267
WP_000774263.1	lcl|NZ_JASEXE010000024.1_cds_WP_004477560.1_2531	30.808	198	267
WP_000774263.1	lcl|NZ_JASEXE010000022.1_cds_WP_004475142.1_2455	26.316	190	267
WP_000774263.1	lcl|NZ_JASEXE010000024.1_cds_WP_004477855.1_2564	26.943	193	267
WP_000774263.1	lcl|NZ_JASEXE010000013.1_cds_WP_016754360.1_1793	26.923	208	267
WP_240738528.1	lcl|NZ_JASEXE010000006.1_cds_WP_004473482.1_1047	26.462	325	509
WP_240738528.1	lcl|NZ_JASEXE010000006.1_cds_WP_004460640.1_1048	33.333	90	509
WP_240738528.1	lcl|NZ_JASEXE010000006.1_cds_WP_004473482.1_1047	26.462	325	509
WP_240738528.1	lcl|NZ_JASEXE010000006.1_cds_WP_004460640.1_1048	33.333	90	509
WP_001067557.1	lcl|NZ_JASEXE010000013.1_cds_WP_004461234.1_1764	26.007	273	330
WP_001067557.1	lcl|NZ_JASEXE010000018.1_cds_WP_004464967.1_2177	23.273	275	330
WP_001067557.1	lcl|NZ_JASEXE010000001.1_cds_WP_008393339.1_239	27.899	276	330
WP_001067557.1	lcl|NZ_JASEXE010000022.1_cds_WP_008394652.1_2456	25.449	334	330
WP_001067557.1	lcl|NZ_JASEXE010000014.1_cds_WP_282963968.1_1821	25.514	243	330
WP_001067557.1	lcl|NZ_JASEXE010000012.1_cds_WP_046943555.1_1683	26.154	260	330
WP_001067557.1	lcl|NZ_JASEXE010000001.1_cds_WP_032928188.1_122	28.458	253	330
WP_001067557.1	lcl|NZ_JASEXE010000024.1_cds_WP_004468319.1_2563	24.460	139	330
WP_001067557.1	lcl|NZ_JASEXE010000018.1_cds_WP_004464977.1_2123	24.012	329	330
WP_001067557.1	lcl|NZ_JASEXE010000009.1_cds_WP_008398679.1_1396	28.462	130	330
WP_001198107.1	lcl|NZ_JASEXE010000018.1_cds_WP_004462146.1_2192	32.857	350	366
WP_001198107.1	lcl|NZ_JASEXE010000018.1_cds_WP_004475202.1_2133	34.472	322	366
WP_001198107.1	lcl|NZ_JASEXE010000024.1_cds_WP_004466571.1_2525	28.191	376	366
WP_001198107.1	lcl|NZ_JASEXE010000018.1_cds_WP_075918479.1_2154	30.513	390	366
WP_001198107.1	lcl|NZ_JASEXE010000015.1_cds_WP_004465893.1_1920	30.641	359	366
WP_001198107.1	lcl|NZ_JASEXE010000018.1_cds_WP_061207032.1_2130	37.864	206	366
WP_001198107.1	lcl|NZ_JASEXE010000012.1_cds_WP_004473876.1_1684	30.645	186	366
WP_000608292.1	lcl|NZ_JASEXE010000018.1_cds_WP_004462146.1_2192	36.390	349	367
WP_000608292.1	lcl|NZ_JASEXE010000015.1_cds_WP_004465893.1_1920	33.773	379	367
WP_000608292.1	lcl|NZ_JASEXE010000018.1_cds_WP_075918479.1_2154	31.452	372	367
WP_000608292.1	lcl|NZ_JASEXE010000024.1_cds_WP_004466571.1_2525	30.079	379	367
WP_000608292.1	lcl|NZ_JASEXE010000018.1_cds_WP_004475202.1_2133	37.959	245	367
WP_000608292.1	lcl|NZ_JASEXE010000018.1_cds_WP_061207032.1_2130	28.531	354	367
WP_000608292.1	lcl|NZ_JASEXE010000012.1_cds_WP_004473876.1_1684	26.816	358	367
WP_000608292.1	lcl|NZ_JASEXE010000002.1_cds_WP_032924150.1_345	34.831	89	367
WP_000342716.1	lcl|NZ_JASEXE010000060.1_cds_WP_046944142.1_3465	43.725	247	265
WP_017857901.1	lcl|NZ_JASEXE010000058.1_cds_WP_004474516.1_3436	37.627	295	310
WP_017857901.1	lcl|NZ_JASEXE010000023.1_cds_WP_004473577.1_2499	26.623	308	310
WP_017857901.1	lcl|NZ_JASEXE010000009.1_cds_WP_004462208.1_1359	28.571	133	310
WP_017857901.1	lcl|NZ_JASEXE010000058.1_cds_WP_004474516.1_3436	37.627	295	310
WP_017857901.1	lcl|NZ_JASEXE010000023.1_cds_WP_004473577.1_2499	26.623	308	310
WP_017857901.1	lcl|NZ_JASEXE010000009.1_cds_WP_004462208.1_1359	28.571	133	310
WP_001088861.1	lcl|NZ_JASEXE010000022.1_cds_WP_004462309.1_2422	41.270	63	144
WP_240738526.1	lcl|NZ_JASEXE010000025.1_cds_WP_004472978.1_2599	29.808	104	221
WP_240738526.1	lcl|NZ_JASEXE010000001.1_cds_WP_282963583.1_211	25.641	78	221
WP_002095414.1	lcl|NZ_JASEXE010000001.1_cds_WP_282963583.1_211	31.973	147	388
WP_002095414.1	lcl|NZ_JASEXE010000025.1_cds_WP_282964057.1_2598	30.282	142	388
WP_002095414.1	lcl|NZ_JASEXE010000023.1_cds_WP_004475523.1_2487	25.926	216	388
WP_002095414.1	lcl|NZ_JASEXE010000018.1_cds_WP_282964019.1_2139	32.632	95	388
WP_000815073.1	lcl|NZ_JASEXE010000025.1_cds_WP_282964057.1_2598	21.348	178	409
WP_000815073.1	lcl|NZ_JASEXE010000001.1_cds_WP_282963583.1_211	23.664	131	409
WP_000575398.1	lcl|NZ_JASEXE010000018.1_cds_WP_004462146.1_2192	37.989	358	361
WP_000575398.1	lcl|NZ_JASEXE010000015.1_cds_WP_004465893.1_1920	36.494	348	361
WP_000575398.1	lcl|NZ_JASEXE010000024.1_cds_WP_004466571.1_2525	29.124	388	361
WP_000575398.1	lcl|NZ_JASEXE010000018.1_cds_WP_075918479.1_2154	30.000	370	361
WP_000575398.1	lcl|NZ_JASEXE010000018.1_cds_WP_004475202.1_2133	31.939	263	361
WP_000575398.1	lcl|NZ_JASEXE010000018.1_cds_WP_061207032.1_2130	31.507	219	361
WP_000575398.1	lcl|NZ_JASEXE010000012.1_cds_WP_004473876.1_1684	24.058	345	361
WP_000667249.1	lcl|NZ_JASEXE010000022.1_cds_WP_004462151.1_2458	41.667	180	176
WP_239248138.1	lcl|NZ_JASEXE010000001.1_cds_WP_032928188.1_122	29.503	322	313
WP_239248138.1	lcl|NZ_JASEXE010000018.1_cds_WP_282964026.1_2179	30.132	302	313
WP_239248138.1	lcl|NZ_JASEXE010000001.1_cds_WP_008393339.1_239	25.234	321	313
WP_239248138.1	lcl|NZ_JASEXE010000013.1_cds_WP_004461234.1_1764	25.651	269	313
WP_239248138.1	lcl|NZ_JASEXE010000024.1_cds_WP_004468319.1_2563	22.353	340	313
WP_239248138.1	lcl|NZ_JASEXE010000018.1_cds_WP_004464967.1_2177	25.670	261	313
WP_239248138.1	lcl|NZ_JASEXE010000022.1_cds_WP_008394652.1_2456	25.076	327	313
WP_239248138.1	lcl|NZ_JASEXE010000014.1_cds_WP_282963968.1_1821	27.132	258	313
WP_239248138.1	lcl|NZ_JASEXE010000018.1_cds_WP_004464977.1_2123	23.220	323	313
WP_239248138.1	lcl|NZ_JASEXE010000009.1_cds_WP_008398679.1_1396	21.603	287	313
WP_000572389.1	lcl|NZ_JASEXE010000018.1_cds_WP_008402605.1_2191	29.752	121	134
WP_002079020.1	lcl|NZ_JASEXE010000022.1_cds_WP_008394652.1_2456	25.225	333	311
WP_002079020.1	lcl|NZ_JASEXE010000013.1_cds_WP_004461234.1_1764	29.255	188	311
WP_002079020.1	lcl|NZ_JASEXE010000018.1_cds_WP_004464967.1_2177	29.885	174	311
