WP_000340715.1	lcl|NZ_JAHERY010000058.1_cds_WP_000340715.1_2838	100.000	86	106
WP_000410273.1	lcl|NZ_JAHERY010000058.1_cds_WP_000410266.1_2839	99.363	314	314
WP_000410273.1	lcl|NZ_JAHERY010000058.1_cds_WP_000646254.1_2842	25.705	319	314
WP_000410273.1	lcl|NZ_JAHERY010000020.1_cds_WP_000744698.1_1295	24.691	324	314
WP_000410273.1	lcl|NZ_JAHERY010000018.1_cds_WP_000723091.1_1024	23.611	288	314
WP_000410273.1	lcl|NZ_JAHERY010000058.1_cds_WP_001067557.1_2845	24.695	328	314
WP_000410273.1	lcl|NZ_JAHERY010000040.1_cds_WP_002072074.1_2241	23.077	273	314
WP_000604524.1	lcl|NZ_JAHERY010000058.1_cds_WP_000604525.1_2840	99.178	365	365
WP_000884059.1	lcl|NZ_JAHERY010000058.1_cds_WP_000884059.1_2841	100.000	185	185
WP_000884059.1	lcl|NZ_JAHERY010000011.1_cds_WP_000351733.1_377	40.000	140	185
WP_000646253.1	lcl|NZ_JAHERY010000058.1_cds_WP_000646254.1_2842	99.088	329	329
WP_000646253.1	lcl|NZ_JAHERY010000020.1_cds_WP_000744698.1_1295	32.063	315	329
WP_000646253.1	lcl|NZ_JAHERY010000018.1_cds_WP_000723091.1_1024	31.045	335	329
WP_000646253.1	lcl|NZ_JAHERY010000040.1_cds_WP_002072074.1_2241	31.148	305	329
WP_000646253.1	lcl|NZ_JAHERY010000001.1_cds_WP_000649924.1_72	29.878	328	329
WP_000646253.1	lcl|NZ_JAHERY010000040.1_cds_WP_000709508.1_2232	29.231	325	329
WP_000646253.1	lcl|NZ_JAHERY010000058.1_cds_WP_001067557.1_2845	28.664	307	329
WP_000646253.1	lcl|NZ_JAHERY010000031.1_cds_WP_000688696.1_1838	28.975	283	329
WP_000646253.1	lcl|NZ_JAHERY010000094.1_cds_WP_000475901.1_3747	27.372	274	329
WP_000646253.1	lcl|NZ_JAHERY010000058.1_cds_WP_000410266.1_2839	25.705	319	329
WP_000646253.1	lcl|NZ_JAHERY010000022.1_cds_WP_001074779.1_1361	28.679	265	329
WP_000646253.1	lcl|NZ_JAHERY010000007.1_cds_WP_001003560.1_3217	24.852	338	329
WP_000646253.1	lcl|NZ_JAHERY010000049.1_cds_WP_000378097.1_2505	24.419	172	329
WP_000774263.1	lcl|NZ_JAHERY010000058.1_cds_WP_000774259.1_2843	98.502	267	267
WP_000774263.1	lcl|NZ_JAHERY010000018.1_cds_WP_000842260.1_1025	26.316	190	267
WP_000774263.1	lcl|NZ_JAHERY010000057.1_cds_WP_000805357.1_2832	33.645	107	267
WP_000774263.1	lcl|NZ_JAHERY010000031.1_cds_WP_155572209.1_1816	28.866	97	267
WP_240738528.1	lcl|NZ_JAHERY010000058.1_cds_WP_002072162.1_2844	98.035	509	509
WP_240738528.1	lcl|NZ_JAHERY010000056.1_cds_WP_000291581.1_2803	26.480	321	509
WP_240738528.1	lcl|NZ_JAHERY010000056.1_cds_WP_000364504.1_2802	31.111	90	509
WP_240738528.1	lcl|NZ_JAHERY010000058.1_cds_WP_002072162.1_2844	98.035	509	509
WP_240738528.1	lcl|NZ_JAHERY010000056.1_cds_WP_000291581.1_2803	26.480	321	509
WP_240738528.1	lcl|NZ_JAHERY010000056.1_cds_WP_000364504.1_2802	31.111	90	509
WP_001067557.1	lcl|NZ_JAHERY010000058.1_cds_WP_001067557.1_2845	100.000	330	330
WP_001067557.1	lcl|NZ_JAHERY010000058.1_cds_WP_000646254.1_2842	30.350	257	330
WP_001067557.1	lcl|NZ_JAHERY010000040.1_cds_WP_002072074.1_2241	26.103	272	330
WP_001067557.1	lcl|NZ_JAHERY010000020.1_cds_WP_000744698.1_1295	27.174	276	330
WP_001067557.1	lcl|NZ_JAHERY010000007.1_cds_WP_001003560.1_3217	27.984	243	330
WP_001067557.1	lcl|NZ_JAHERY010000018.1_cds_WP_000723091.1_1024	23.423	333	330
WP_001067557.1	lcl|NZ_JAHERY010000001.1_cds_WP_000649924.1_72	28.854	253	330
WP_001067557.1	lcl|NZ_JAHERY010000031.1_cds_WP_000688696.1_1838	25.681	257	330
WP_001067557.1	lcl|NZ_JAHERY010000058.1_cds_WP_000410266.1_2839	24.695	328	330
WP_001198107.1	lcl|NZ_JAHERY010000058.1_cds_WP_001198107.1_2846	100.000	366	366
WP_001198107.1	lcl|NZ_JAHERY010000058.1_cds_WP_000608294.1_2847	39.452	365	366
WP_001198107.1	lcl|NZ_JAHERY010000146.1_cds_WP_000575181.1_790	33.983	359	366
WP_001198107.1	lcl|NZ_JAHERY010000049.1_cds_WP_000172659.1_2506	32.461	382	366
WP_001198107.1	lcl|NZ_JAHERY010000031.1_cds_WP_001281953.1_1822	27.441	379	366
WP_001198107.1	lcl|NZ_JAHERY010000113.1_cds_WP_000228801.1_412	31.845	336	366
WP_001198107.1	lcl|NZ_JAHERY010000005.1_cds_WP_000538754.1_2585	29.972	357	366
WP_001198107.1	lcl|NZ_JAHERY010000107.1_cds_WP_001982414.1_293	31.579	190	366
WP_000608292.1	lcl|NZ_JAHERY010000058.1_cds_WP_000608294.1_2847	99.728	367	367
WP_000608292.1	lcl|NZ_JAHERY010000058.1_cds_WP_001198107.1_2846	39.452	365	367
