WP_000340715.1	lcl|NZ_JMDJ01000088.1_cds_WP_000340715.1_1430	100.000	86	106
WP_000410273.1	lcl|NZ_JMDJ01000088.1_cds_WP_000410268.1_1431	99.677	310	314
WP_000410273.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723079.1_1484	24.731	279	314
WP_000410273.1	lcl|NZ_JMDJ01000067.1_cds_WP_000744695.1_896	24.691	324	314
WP_000410273.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723082.1_1506	23.958	288	314
WP_000410273.1	lcl|NZ_JMDJ01000088.1_cds_WP_000567886.1_1486	23.348	227	314
WP_000884059.1	lcl|NZ_JMDJ01000072.1_cds_WP_000351733.1_961	40.000	140	185
WP_000884059.1	lcl|NZ_JMDJ01000088.1_cds_WP_001047906.1_1464	33.898	177	185
WP_000646253.1	lcl|NZ_JMDJ01000067.1_cds_WP_000744695.1_896	32.063	315	329
WP_000646253.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723079.1_1484	30.530	321	329
WP_000646253.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723082.1_1506	30.746	335	329
WP_000646253.1	lcl|NZ_JMDJ01000224.1_cds_WP_002123515.1_3755	30.820	305	329
WP_000646253.1	lcl|NZ_JMDJ01000176.1_cds_WP_000649924.1_3040	29.878	328	329
WP_000646253.1	lcl|NZ_JMDJ01000088.1_cds_WP_000567886.1_1486	28.525	305	329
WP_000646253.1	lcl|NZ_JMDJ01000172.1_cds_WP_000709511.1_2853	29.538	325	329
WP_000646253.1	lcl|NZ_JMDJ01000224.1_cds_WP_000688698.1_3775	28.975	283	329
WP_000646253.1	lcl|NZ_JMDJ01000088.1_cds_WP_000410268.1_1431	25.982	331	329
WP_000646253.1	lcl|NZ_JMDJ01000088.1_cds_WP_000475907.1_1489	26.667	240	329
WP_000646253.1	lcl|NZ_JMDJ01000155.1_cds_WP_001074779.1_2509	28.679	265	329
WP_000646253.1	lcl|NZ_JMDJ01000161.1_cds_WP_002102317.1_2638	24.852	338	329
WP_000774263.1	lcl|NZ_JMDJ01000088.1_cds_WP_002108504.1_1485	27.027	185	267
WP_000774263.1	lcl|NZ_JMDJ01000088.1_cds_WP_000842260.1_1507	26.316	190	267
WP_000774263.1	lcl|NZ_JMDJ01000090.1_cds_WP_000667727.1_1590	31.818	110	267
WP_000774263.1	lcl|NZ_JMDJ01000041.1_cds_WP_000805357.1_538	33.645	107	267
WP_240738528.1	lcl|NZ_JMDJ01000095.1_cds_WP_000291581.1_1616	26.480	321	509
WP_240738528.1	lcl|NZ_JMDJ01000095.1_cds_WP_000364504.1_1617	31.111	90	509
WP_240738528.1	lcl|NZ_JMDJ01000095.1_cds_WP_000291581.1_1616	26.480	321	509
WP_240738528.1	lcl|NZ_JMDJ01000095.1_cds_WP_000364504.1_1617	31.111	90	509
WP_001067557.1	lcl|NZ_JMDJ01000224.1_cds_WP_002123515.1_3755	26.103	272	330
WP_001067557.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723079.1_1484	22.909	275	330
WP_001067557.1	lcl|NZ_JMDJ01000067.1_cds_WP_000744695.1_896	27.899	276	330
WP_001067557.1	lcl|NZ_JMDJ01000161.1_cds_WP_002102317.1_2638	27.572	243	330
WP_001067557.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723082.1_1506	23.724	333	330
WP_001067557.1	lcl|NZ_JMDJ01000176.1_cds_WP_000649924.1_3040	28.854	253	330
WP_001067557.1	lcl|NZ_JMDJ01000224.1_cds_WP_000688698.1_3775	24.903	257	330
WP_001198107.1	lcl|NZ_JMDJ01000088.1_cds_WP_082271941.1_1500	33.983	359	366
WP_001198107.1	lcl|NZ_JMDJ01000088.1_cds_WP_000041234.1_1441	34.161	322	366
WP_001198107.1	lcl|NZ_JMDJ01000178.1_cds_WP_001281953.1_3130	27.441	379	366
WP_001198107.1	lcl|NZ_JMDJ01000088.1_cds_WP_002099944.1_1458	30.513	390	366
WP_001198107.1	lcl|NZ_JMDJ01000157.1_cds_WP_061246018.1_2536	29.972	357	366
WP_001198107.1	lcl|NZ_JMDJ01000088.1_cds_WP_001117631.1_1438	37.864	206	366
WP_001198107.1	lcl|NZ_JMDJ01000021.1_cds_WP_001982414.1_188	31.579	190	366
WP_000608292.1	lcl|NZ_JMDJ01000088.1_cds_WP_082271941.1_1500	36.712	365	367
WP_000608292.1	lcl|NZ_JMDJ01000088.1_cds_WP_002099944.1_1458	31.720	372	367
WP_000608292.1	lcl|NZ_JMDJ01000157.1_cds_WP_061246018.1_2536	30.352	369	367
WP_000608292.1	lcl|NZ_JMDJ01000088.1_cds_WP_000041234.1_1441	32.047	337	367
WP_000608292.1	lcl|NZ_JMDJ01000178.1_cds_WP_001281953.1_3130	30.208	384	367
WP_000608292.1	lcl|NZ_JMDJ01000088.1_cds_WP_001117631.1_1438	28.448	348	367
WP_000608292.1	lcl|NZ_JMDJ01000021.1_cds_WP_001982414.1_188	25.419	358	367
WP_000342716.1	lcl|NZ_JMDJ01000156.1_cds_WP_001002662.1_2520	44.856	243	265
WP_017857901.1	lcl|NZ_JMDJ01000185.1_cds_WP_000501205.1_3237	36.184	304	310
WP_017857901.1	lcl|NZ_JMDJ01000062.1_cds_WP_001183714.1_787	25.914	301	310
WP_017857901.1	lcl|NZ_JMDJ01000087.1_cds_WP_000279896.1_1356	24.809	262	310
WP_017857901.1	lcl|NZ_JMDJ01000185.1_cds_WP_000501205.1_3237	36.184	304	310
WP_017857901.1	lcl|NZ_JMDJ01000062.1_cds_WP_001183714.1_787	25.914	301	310
WP_017857901.1	lcl|NZ_JMDJ01000087.1_cds_WP_000279896.1_1356	24.809	262	310
WP_001088861.1	lcl|NZ_JMDJ01000027.1_cds_WP_002100450.1_305	44.643	56	144
WP_240738526.1	lcl|NZ_JMDJ01000067.1_cds_WP_001082179.1_925	28.205	78	221
WP_240738526.1	lcl|NZ_JMDJ01000185.1_cds_WP_001069827.1_3217	27.523	109	221
WP_002095414.1	lcl|NZ_JMDJ01000067.1_cds_WP_001082179.1_925	31.973	147	388
WP_002095414.1	lcl|NZ_JMDJ01000185.1_cds_WP_000347685.1_3216	32.867	143	388
WP_002095414.1	lcl|NZ_JMDJ01000175.1_cds_WP_000402849.1_2888	26.531	147	388
WP_000815073.1	lcl|NZ_JMDJ01000185.1_cds_WP_000347685.1_3216	24.324	148	409
WP_000815073.1	lcl|NZ_JMDJ01000067.1_cds_WP_001082179.1_925	26.016	123	409
WP_000815073.1	lcl|NZ_JMDJ01000147.1_cds_WP_000914170.1_2395	26.667	165	409
WP_000575398.1	lcl|NZ_JMDJ01000088.1_cds_WP_082271941.1_1500	38.827	358	361
WP_000575398.1	lcl|NZ_JMDJ01000157.1_cds_WP_061246018.1_2536	34.670	349	361
WP_000575398.1	lcl|NZ_JMDJ01000178.1_cds_WP_001281953.1_3130	28.608	388	361
WP_000575398.1	lcl|NZ_JMDJ01000088.1_cds_WP_002099944.1_1458	29.730	370	361
WP_000575398.1	lcl|NZ_JMDJ01000088.1_cds_WP_000041234.1_1441	33.080	263	361
WP_000575398.1	lcl|NZ_JMDJ01000088.1_cds_WP_001117631.1_1438	31.963	219	361
WP_000575398.1	lcl|NZ_JMDJ01000021.1_cds_WP_001982414.1_188	23.768	345	361
WP_000667249.1	lcl|NZ_JMDJ01000088.1_cds_WP_002183370.1_1504	41.667	180	176
WP_239248138.1	lcl|NZ_JMDJ01000088.1_cds_WP_000567886.1_1486	30.464	302	313
WP_239248138.1	lcl|NZ_JMDJ01000176.1_cds_WP_000649924.1_3040	28.135	327	313
WP_239248138.1	lcl|NZ_JMDJ01000067.1_cds_WP_000744695.1_896	26.168	321	313
WP_239248138.1	lcl|NZ_JMDJ01000224.1_cds_WP_002123515.1_3755	25.373	268	313
WP_239248138.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723079.1_1484	25.670	261	313
WP_239248138.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723082.1_1506	24.699	332	313
WP_239248138.1	lcl|NZ_JMDJ01000161.1_cds_WP_002102317.1_2638	27.132	258	313
WP_239248138.1	lcl|NZ_JMDJ01000088.1_cds_WP_000410268.1_1431	21.362	323	313
WP_239248138.1	lcl|NZ_JMDJ01000088.1_cds_WP_001101626.1_1490	27.477	222	313
WP_239248138.1	lcl|NZ_JMDJ01000155.1_cds_WP_001074779.1_2509	23.364	321	313
