WP_000340715.1	lcl|NZ_LUHH01000031.1_cds_WP_000340715.1_1849	100.000	86	106
WP_000410273.1	lcl|NZ_LUHH01000031.1_cds_WP_000410266.1_1850	99.363	314	314
WP_000410273.1	lcl|NZ_LUHH01000031.1_cds_WP_000646254.1_1853	25.705	319	314
WP_000410273.1	lcl|NZ_LUHH01000031.1_cds_WP_000744698.1_776	24.691	324	314
WP_000410273.1	lcl|NZ_LUHH01000031.1_cds_WP_000723091.1_1875	23.611	288	314
WP_000410273.1	lcl|NZ_LUHH01000031.1_cds_WP_001067557.1_1856	24.695	328	314
WP_000410273.1	lcl|NZ_LUHH01000031.1_cds_WP_002072074.1_3536	23.077	273	314
WP_000604524.1	lcl|NZ_LUHH01000031.1_cds_WP_000604525.1_1851	99.178	365	365
WP_000884059.1	lcl|NZ_LUHH01000031.1_cds_WP_000884059.1_1852	100.000	185	185
WP_000884059.1	lcl|NZ_LUHH01000031.1_cds_WP_000351733.1_2189	40.000	140	185
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_000646254.1_1853	99.088	329	329
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_000744698.1_776	32.063	315	329
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_000723091.1_1875	31.045	335	329
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_002072074.1_3536	31.148	305	329
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_000649924.1_944	29.878	328	329
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_000709508.1_3545	29.231	325	329
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_001067557.1_1856	28.664	307	329
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_000688696.1_3516	28.975	283	329
WP_000646253.1	lcl|NZ_LUHH01000001.1_cds_WP_000475901.1_334	27.372	274	329
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_000410266.1_1850	25.705	319	329
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_001074779.1_2399	28.679	265	329
WP_000646253.1	lcl|NZ_LUHH01000031.1_cds_WP_001003560.1_3791	24.852	338	329
WP_000646253.1	lcl|NZ_LUHH01000001.1_cds_WP_000378097.1_300	24.419	172	329
WP_000774263.1	lcl|NZ_LUHH01000031.1_cds_WP_000774259.1_1854	98.502	267	267
WP_000774263.1	lcl|NZ_LUHH01000031.1_cds_WP_000842260.1_1876	26.316	190	267
WP_000774263.1	lcl|NZ_LUHH01000031.1_cds_WP_000667727.1_3494	31.818	110	267
WP_000774263.1	lcl|NZ_LUHH01000031.1_cds_WP_000805357.1_3444	33.645	107	267
WP_240738528.1	lcl|NZ_LUHH01000031.1_cds_WP_002072162.1_1855	98.035	509	509
WP_240738528.1	lcl|NZ_LUHH01000031.1_cds_WP_000291581.1_2471	26.480	321	509
WP_240738528.1	lcl|NZ_LUHH01000031.1_cds_WP_000364504.1_2470	31.111	90	509
WP_240738528.1	lcl|NZ_LUHH01000031.1_cds_WP_002072162.1_1855	98.035	509	509
WP_240738528.1	lcl|NZ_LUHH01000031.1_cds_WP_000291581.1_2471	26.480	321	509
WP_240738528.1	lcl|NZ_LUHH01000031.1_cds_WP_000364504.1_2470	31.111	90	509
WP_001067557.1	lcl|NZ_LUHH01000031.1_cds_WP_001067557.1_1856	100.000	330	330
WP_001067557.1	lcl|NZ_LUHH01000031.1_cds_WP_000646254.1_1853	30.350	257	330
WP_001067557.1	lcl|NZ_LUHH01000031.1_cds_WP_002072074.1_3536	26.103	272	330
WP_001067557.1	lcl|NZ_LUHH01000031.1_cds_WP_000744698.1_776	27.174	276	330
WP_001067557.1	lcl|NZ_LUHH01000031.1_cds_WP_001003560.1_3791	27.984	243	330
WP_001067557.1	lcl|NZ_LUHH01000031.1_cds_WP_000723091.1_1875	23.423	333	330
WP_001067557.1	lcl|NZ_LUHH01000031.1_cds_WP_000649924.1_944	28.854	253	330
WP_001067557.1	lcl|NZ_LUHH01000031.1_cds_WP_000688696.1_3516	25.681	257	330
WP_001067557.1	lcl|NZ_LUHH01000031.1_cds_WP_000410266.1_1850	24.695	328	330
WP_001198107.1	lcl|NZ_LUHH01000031.1_cds_WP_001198107.1_1857	100.000	366	366
WP_001198107.1	lcl|NZ_LUHH01000031.1_cds_WP_000608294.1_1858	39.452	365	366
WP_001198107.1	lcl|NZ_LUHH01000001.1_cds_WP_000575181.1_345	33.983	359	366
WP_001198107.1	lcl|NZ_LUHH01000001.1_cds_WP_000172659.1_301	32.461	382	366
WP_001198107.1	lcl|NZ_LUHH01000031.1_cds_WP_001281953.1_3500	27.441	379	366
WP_001198107.1	lcl|NZ_LUHH01000005.1_cds_WP_000228801.1_357	31.845	336	366
WP_001198107.1	lcl|NZ_LUHH01000021.1_cds_WP_000538754.1_478	29.972	357	366
WP_001198107.1	lcl|NZ_LUHH01000031.1_cds_WP_001982414.1_1198	31.579	190	366
WP_000608292.1	lcl|NZ_LUHH01000031.1_cds_WP_000608294.1_1858	99.728	367	367
WP_000608292.1	lcl|NZ_LUHH01000031.1_cds_WP_001198107.1_1857	39.452	365	367
WP_000608292.1	lcl|NZ_LUHH01000001.1_cds_WP_000575181.1_345	36.438	365	367
WP_000608292.1	lcl|NZ_LUHH01000001.1_cds_WP_000172659.1_301	32.240	366	367
WP_000608292.1	lcl|NZ_LUHH01000021.1_cds_WP_000538754.1_478	30.458	371	367
WP_000608292.1	lcl|NZ_LUHH01000005.1_cds_WP_000228801.1_357	34.153	366	367
WP_000608292.1	lcl|NZ_LUHH01000031.1_cds_WP_001281953.1_3500	30.208	384	367
WP_000608292.1	lcl|NZ_LUHH01000031.1_cds_WP_001982414.1_1198	25.419	358	367
WP_000689747.1	lcl|NZ_LUHH01000031.1_cds_WP_000689740.1_1859	99.449	544	544
WP_000689747.1	lcl|NZ_LUHH01000031.1_cds_WP_000689740.1_1859	99.449	544	544
WP_000342716.1	lcl|NZ_LUHH01000031.1_cds_WP_000342716.1_1860	100.000	265	265
WP_000342716.1	lcl|NZ_LUHH01000031.1_cds_WP_001002662.1_3057	44.856	243	265
WP_017857901.1	lcl|NZ_LUHH01000031.1_cds_WP_001246619.1_1861	96.129	310	310
WP_017857901.1	lcl|NZ_LUHH01000031.1_cds_WP_000501205.1_2645	36.184	304	310
WP_017857901.1	lcl|NZ_LUHH01000031.1_cds_WP_001183721.1_3125	25.914	301	310
WP_017857901.1	lcl|NZ_LUHH01000031.1_cds_WP_000279896.1_2111	24.809	262	310
WP_017857901.1	lcl|NZ_LUHH01000031.1_cds_WP_001246619.1_1861	96.129	310	310
WP_017857901.1	lcl|NZ_LUHH01000031.1_cds_WP_000501205.1_2645	36.184	304	310
WP_017857901.1	lcl|NZ_LUHH01000031.1_cds_WP_001183721.1_3125	25.914	301	310
WP_017857901.1	lcl|NZ_LUHH01000031.1_cds_WP_000279896.1_2111	24.809	262	310
WP_000479982.1	lcl|NZ_LUHH01000031.1_cds_WP_000479980.1_1862	99.621	264	264
WP_000715956.1	lcl|NZ_LUHH01000031.1_cds_WP_000715958.1_1863	98.473	131	131
WP_001088861.1	lcl|NZ_LUHH01000031.1_cds_WP_001088861.1_1864	100.000	144	144
WP_001088861.1	lcl|NZ_LUHH01000024.1_cds_WP_002069656.1_286	42.857	56	144
WP_240738526.1	lcl|NZ_LUHH01000031.1_cds_WP_000517242.1_1865	99.548	221	221
WP_240738526.1	lcl|NZ_LUHH01000031.1_cds_WP_001082181.1_805	28.205	78	221
WP_240738526.1	lcl|NZ_LUHH01000031.1_cds_WP_001069832.1_2667	27.523	109	221
WP_240738524.1	lcl|NZ_LUHH01000001.1_cds_WP_000378097.1_300	26.522	230	283
WP_002095414.1	lcl|NZ_LUHH01000031.1_cds_WP_001082181.1_805	31.973	147	388
WP_002095414.1	lcl|NZ_LUHH01000001.1_cds_WP_002097509.1_323	27.572	243	388
WP_002095414.1	lcl|NZ_LUHH01000031.1_cds_WP_000347675.1_2668	32.867	143	388
WP_002095414.1	lcl|NZ_LUHH01000031.1_cds_WP_000402849.1_1664	26.531	147	388
WP_002095414.1	lcl|NZ_LUHH01000005.1_cds_WP_001046777.1_354	27.273	143	388
WP_002095414.1	lcl|NZ_LUHH01000001.1_cds_WP_001217660.1_330	31.111	90	388
WP_000667982.1	lcl|NZ_LUHH01000016.1_cds_WP_002072243.1_408	30.120	332	414
WP_000667982.1	lcl|NZ_LUHH01000005.1_cds_AWU66_RS00320_361	28.191	188	414
WP_000815073.1	lcl|NZ_LUHH01000005.1_cds_WP_000384508.1_356	32.546	381	409
WP_000815073.1	lcl|NZ_LUHH01000005.1_cds_WP_001046777.1_354	26.593	361	409
WP_000815073.1	lcl|NZ_LUHH01000031.1_cds_WP_000347675.1_2668	24.324	148	409
WP_000815073.1	lcl|NZ_LUHH01000031.1_cds_WP_001082181.1_805	23.602	161	409
WP_000815073.1	lcl|NZ_LUHH01000031.1_cds_WP_000914168.1_2509	26.667	165	409
WP_000575398.1	lcl|NZ_LUHH01000001.1_cds_WP_000575181.1_345	38.827	358	361
WP_000575398.1	lcl|NZ_LUHH01000031.1_cds_WP_000608294.1_1858	40.449	356	361
WP_000575398.1	lcl|NZ_LUHH01000031.1_cds_WP_001198107.1_1857	34.181	354	361
WP_000575398.1	lcl|NZ_LUHH01000021.1_cds_WP_000538754.1_478	34.670	349	361
WP_000575398.1	lcl|NZ_LUHH01000031.1_cds_WP_001281953.1_3500	28.608	388	361
WP_000575398.1	lcl|NZ_LUHH01000001.1_cds_WP_000172659.1_301	30.607	379	361
WP_000575398.1	lcl|NZ_LUHH01000005.1_cds_WP_000228801.1_357	35.507	276	361
WP_000575398.1	lcl|NZ_LUHH01000031.1_cds_WP_001982414.1_1198	23.768	345	361
WP_000667249.1	lcl|NZ_LUHH01000031.1_cds_WP_001159758.1_1873	41.667	180	176
WP_239248138.1	lcl|NZ_LUHH01000031.1_cds_WP_000649924.1_944	28.135	327	313
