WP_000340715.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000340715.1_1377	100.000	86	106
WP_000410273.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000410275.1_1378	100.000	310	314
WP_000410273.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723078.1_1427	24.731	279	314
WP_000410273.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000744700.1_54	24.691	324	314
WP_000410273.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723090.1_1447	23.958	288	314
WP_000410273.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000567887.1_1429	23.348	227	314
WP_000884059.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000351733.1_1735	40.000	140	185
WP_000884059.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001047905.1_1409	33.898	177	185
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000744700.1_54	32.063	315	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723078.1_1427	30.530	321	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723090.1_1447	30.746	335	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001984071.1_3268	31.475	305	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000649923.1_212	29.878	328	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000567887.1_1429	28.852	305	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000709511.1_3278	29.538	325	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000688696.1_3248	28.975	283	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000410275.1_1378	26.347	334	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000460023.1_1431	25.632	277	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001074785.1_1987	29.057	265	329
WP_000646253.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001003557.1_3514	25.000	332	329
WP_000774263.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000043898.1_1428	27.027	185	267
WP_000774263.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000842260.1_1448	26.316	190	267
WP_000774263.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000667727.1_3229	31.818	110	267
WP_000774263.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000805357.1_431	33.645	107	267
WP_240738528.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000291586.1_2060	26.562	320	509
WP_240738528.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000364507.1_2059	31.111	90	509
WP_240738528.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000291586.1_2060	26.562	320	509
WP_240738528.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000364507.1_2059	31.111	90	509
WP_001067557.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723078.1_1427	22.909	275	330
WP_001067557.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001984071.1_3268	25.735	272	330
WP_001067557.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001003557.1_3514	28.395	243	330
WP_001067557.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000744700.1_54	26.812	276	330
WP_001067557.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723090.1_1447	23.724	333	330
WP_001067557.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000649923.1_212	28.854	253	330
WP_001067557.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000688696.1_3248	25.681	257	330
WP_001198107.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000575178.1_1441	34.262	359	366
WP_001198107.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000041233.1_1388	33.851	322	366
WP_001198107.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002188046.1_1304	27.177	379	366
WP_001198107.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002078520.1_1403	30.256	390	366
WP_001198107.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000538757.1_668	29.692	357	366
WP_001198107.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001117632.1_1385	37.864	206	366
WP_001198107.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001982414.1_3143	31.579	190	366
WP_000608292.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000575178.1_1441	36.712	365	367
WP_000608292.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002078520.1_1403	31.452	372	367
WP_000608292.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000538757.1_668	30.458	371	367
WP_000608292.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000041233.1_1388	31.657	338	367
WP_000608292.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002188046.1_1304	30.208	384	367
WP_000608292.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001117632.1_1385	33.898	236	367
WP_000608292.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001982414.1_3143	25.419	358	367
WP_000342716.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001002663.1_2773	44.856	243	265
WP_017857901.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002187782.1_2246	36.184	304	310
WP_017857901.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001183723.1_926	25.914	301	310
WP_017857901.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000279895.1_1662	25.191	262	310
WP_017857901.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002187782.1_2246	36.184	304	310
WP_017857901.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001183723.1_926	25.914	301	310
WP_017857901.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000279895.1_1662	25.191	262	310
WP_001088861.1	lcl|NZ_JAKUHL010000002.1_cds_WP_002069656.1_3704	42.857	56	144
WP_240738526.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001082180.1_83	28.205	78	221
WP_240738526.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001075146.1_1394	31.532	111	221
WP_240738526.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001069832.1_2279	27.523	109	221
WP_002095414.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001082180.1_83	31.973	147	388
WP_002095414.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000347675.1_2280	32.867	143	388
WP_002095414.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000402845.1_1211	27.211	147	388
WP_002095414.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001075146.1_1394	31.579	95	388
WP_000815073.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000347675.1_2280	24.324	148	409
WP_000815073.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001082180.1_83	23.602	161	409
WP_000575398.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000575178.1_1441	38.547	358	361
WP_000575398.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000538757.1_668	34.957	349	361
WP_000575398.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002188046.1_1304	28.608	388	361
WP_000575398.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002078520.1_1403	29.730	370	361
WP_000575398.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000041233.1_1388	33.080	263	361
WP_000575398.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001117632.1_1385	31.963	219	361
WP_000575398.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001982414.1_3143	23.768	345	361
WP_000667249.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001159758.1_1445	41.667	180	176
WP_239248138.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000567887.1_1429	30.795	302	313
WP_239248138.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000649923.1_212	28.135	327	313
WP_239248138.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000744700.1_54	26.168	321	313
WP_239248138.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001984071.1_3268	25.461	271	313
WP_239248138.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723078.1_1427	25.670	261	313
WP_239248138.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723090.1_1447	24.699	332	313
WP_239248138.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001003557.1_3514	27.132	258	313
WP_239248138.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000410275.1_1378	21.362	323	313
WP_000572389.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000343395.1_1440	32.759	116	134
WP_002079020.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723078.1_1427	30.460	174	311
WP_002079020.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001984071.1_3268	27.888	251	311
WP_002079020.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723090.1_1447	22.601	323	311
WP_002079020.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001074785.1_1987	29.114	158	311
WP_002079020.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000744700.1_54	21.622	259	311
WP_002079020.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000688696.1_3248	31.250	160	311
WP_002079020.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000649923.1_212	22.677	269	311
WP_000947528.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002189145.1_1444	24.060	266	361
WP_000947528.1	lcl|NZ_JAKUHL010000001.1_cds_WP_025177750.1_1443	23.188	138	361
WP_000947528.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001099029.1_2512	22.396	192	361
WP_000797356.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000172205.1_604	35.115	393	595
WP_000797356.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000667646.1_643	29.901	505	595
