WP_000340715.1	lcl|NZ_RQEX01000018.1_cds_WP_040913380.1_1761	95.349	86	106
WP_000410273.1	lcl|NZ_RQEX01000018.1_cds_WP_135582571.1_1762	90.968	310	314
WP_000410273.1	lcl|NZ_RQEX01000018.1_cds_WP_135582583.1_1775	23.571	280	314
WP_000410273.1	lcl|NZ_RQEX01000005.1_cds_WP_118954467.1_767	22.462	325	314
WP_000410273.1	lcl|NZ_RQEX01000018.1_cds_WP_135582610.1_1825	23.509	285	314
WP_000410273.1	lcl|NZ_RQEX01000015.1_cds_WP_118957901.1_3213	23.529	170	314
WP_000410273.1	lcl|NZ_RQEX01000005.1_cds_WP_135581677.1_1063	24.691	243	314
WP_000884059.1	lcl|NZ_RQEX01000018.1_cds_WP_135570167.1_2072	38.356	146	185
WP_000646253.1	lcl|NZ_RQEX01000018.1_cds_WP_135582610.1_1825	31.737	334	329
WP_000646253.1	lcl|NZ_RQEX01000018.1_cds_WP_135582583.1_1775	32.107	299	329
WP_000646253.1	lcl|NZ_RQEX01000005.1_cds_WP_118954467.1_767	31.111	315	329
WP_000646253.1	lcl|NZ_RQEX01000005.1_cds_WP_135581677.1_1063	30.769	312	329
WP_000646253.1	lcl|NZ_RQEX01000015.1_cds_WP_118957901.1_3213	27.381	336	329
WP_000646253.1	lcl|NZ_RQEX01000005.1_cds_WP_135581617.1_922	29.518	332	329
WP_000646253.1	lcl|NZ_RQEX01000005.1_cds_WP_118954096.1_1175	29.503	322	329
WP_000646253.1	lcl|NZ_RQEX01000018.1_cds_WP_135582592.1_1802	23.529	255	329
WP_000646253.1	lcl|NZ_RQEX01000005.1_cds_WP_118964479.1_567	28.395	243	329
WP_000646253.1	lcl|NZ_RQEX01000018.1_cds_WP_135582571.1_1762	27.612	268	329
WP_000646253.1	lcl|NZ_RQEX01000005.1_cds_WP_135581259.1_406	25.294	340	329
WP_000646253.1	lcl|NZ_RQEX01000017.1_cds_WP_135582321.1_2611	26.336	262	329
WP_000646253.1	lcl|NZ_RQEX01000005.1_cds_WP_135581479.1_675	27.099	262	329
WP_000646253.1	lcl|NZ_RQEX01000018.1_cds_WP_118957343.1_1809	24.390	246	329
WP_000646253.1	lcl|NZ_RQEX01000018.1_cds_WP_118957365.1_1786	23.140	242	329
WP_000646253.1	lcl|NZ_RQEX01000010.1_cds_WP_118957095.1_2867	24.806	258	329
WP_000646253.1	lcl|NZ_RQEX01000005.1_cds_WP_118964890.1_1226	26.230	244	329
WP_000646253.1	lcl|NZ_RQEX01000018.1_cds_WP_118957352.1_1800	28.205	156	329
WP_000774263.1	lcl|NZ_RQEX01000018.1_cds_WP_118957371.1_1780	22.979	235	267
WP_000774263.1	lcl|NZ_RQEX01000018.1_cds_WP_118957353.1_1799	25.410	244	267
WP_000774263.1	lcl|NZ_RQEX01000018.1_cds_WP_135582611.1_1826	26.316	190	267
WP_000774263.1	lcl|NZ_RQEX01000005.1_cds_WP_118955022.1_218	36.364	110	267
WP_000774263.1	lcl|NZ_RQEX01000005.1_cds_WP_118954916.1_325	33.333	102	267
WP_000774263.1	lcl|NZ_RQEX01000015.1_cds_WP_135582047.1_3212	26.020	196	267
WP_240738528.1	lcl|NZ_RQEX01000021.1_cds_WP_135582819.1_3525	25.959	339	509
WP_240738528.1	lcl|NZ_RQEX01000021.1_cds_WP_135582820.1_3526	34.444	90	509
WP_240738528.1	lcl|NZ_RQEX01000021.1_cds_WP_135582819.1_3525	25.959	339	509
WP_240738528.1	lcl|NZ_RQEX01000021.1_cds_WP_135582820.1_3526	34.444	90	509
WP_001067557.1	lcl|NZ_RQEX01000005.1_cds_WP_135581677.1_1063	26.471	272	330
WP_001067557.1	lcl|NZ_RQEX01000018.1_cds_WP_135582583.1_1775	27.037	270	330
WP_001067557.1	lcl|NZ_RQEX01000005.1_cds_WP_118954467.1_767	28.623	276	330
WP_001067557.1	lcl|NZ_RQEX01000018.1_cds_WP_135582610.1_1825	26.154	325	330
WP_001067557.1	lcl|NZ_RQEX01000018.1_cds_WP_118957365.1_1786	31.496	127	330
WP_001067557.1	lcl|NZ_RQEX01000005.1_cds_WP_118964479.1_567	27.426	237	330
WP_001067557.1	lcl|NZ_RQEX01000005.1_cds_WP_135581259.1_406	28.070	228	330
WP_001067557.1	lcl|NZ_RQEX01000005.1_cds_WP_135581479.1_675	28.063	253	330
WP_001067557.1	lcl|NZ_RQEX01000018.1_cds_WP_135582592.1_1802	25.194	258	330
WP_001067557.1	lcl|NZ_RQEX01000005.1_cds_WP_135581617.1_922	28.968	252	330
WP_001067557.1	lcl|NZ_RQEX01000018.1_cds_WP_135582586.1_1788	23.140	242	330
WP_001067557.1	lcl|NZ_RQEX01000015.1_cds_WP_118957901.1_3213	22.162	370	330
WP_001067557.1	lcl|NZ_RQEX01000018.1_cds_WP_118957352.1_1800	26.354	277	330
WP_001067557.1	lcl|NZ_RQEX01000018.1_cds_WP_135582571.1_1762	24.847	326	330
WP_001198107.1	lcl|NZ_RQEX01000005.1_cds_WP_118955027.1_213	27.441	379	366
WP_001198107.1	lcl|NZ_RQEX01000023.1_cds_WP_118965014.1_3614	31.755	359	366
WP_001198107.1	lcl|NZ_RQEX01000018.1_cds_WP_135582584.1_1776	29.720	286	366
WP_001198107.1	lcl|NZ_RQEX01000005.1_cds_WP_167732240.1_339	30.270	185	366
WP_000608292.1	lcl|NZ_RQEX01000023.1_cds_WP_118965014.1_3614	33.773	379	367
WP_000608292.1	lcl|NZ_RQEX01000005.1_cds_WP_118955027.1_213	31.169	385	367
WP_000608292.1	lcl|NZ_RQEX01000018.1_cds_WP_135582584.1_1776	27.164	335	367
WP_000608292.1	lcl|NZ_RQEX01000005.1_cds_WP_167732240.1_339	25.978	358	367
WP_000608292.1	lcl|NZ_RQEX01000010.1_cds_WP_135581888.1_2910	24.691	162	367
WP_000608292.1	lcl|NZ_RQEX01000018.1_cds_WP_118956661.1_2106	31.092	119	367
WP_000342716.1	lcl|NZ_RQEX01000015.1_cds_WP_118957529.1_3310	44.444	243	265
WP_017857901.1	lcl|NZ_RQEX01000017.1_cds_WP_118955920.1_2408	36.271	295	310
WP_017857901.1	lcl|NZ_RQEX01000018.1_cds_WP_118955284.1_1617	24.510	306	310
WP_017857901.1	lcl|NZ_RQEX01000018.1_cds_WP_118956736.1_2021	27.820	133	310
WP_017857901.1	lcl|NZ_RQEX01000017.1_cds_WP_118955920.1_2408	36.271	295	310
WP_017857901.1	lcl|NZ_RQEX01000018.1_cds_WP_118955284.1_1617	24.510	306	310
WP_017857901.1	lcl|NZ_RQEX01000018.1_cds_WP_118956736.1_2021	27.820	133	310
WP_001088861.1	lcl|NZ_RQEX01000018.1_cds_WP_118955411.1_1480	44.643	56	144
WP_240738526.1	lcl|NZ_RQEX01000005.1_cds_WP_135581563.1_795	28.205	78	221
WP_002095414.1	lcl|NZ_RQEX01000005.1_cds_WP_135581563.1_795	30.612	147	388
WP_002095414.1	lcl|NZ_RQEX01000017.1_cds_WP_135582234.1_2391	33.108	148	388
WP_002095414.1	lcl|NZ_RQEX01000018.1_cds_WP_135582589.1_1797	33.333	102	388
WP_002095414.1	lcl|NZ_RQEX01000018.1_cds_WP_118955522.1_1355	26.389	216	388
WP_002095414.1	lcl|NZ_RQEX01000005.1_cds_WP_135580973.1_13	22.378	143	388
WP_000815073.1	lcl|NZ_RQEX01000017.1_cds_WP_135582234.1_2391	23.649	148	409
WP_000815073.1	lcl|NZ_RQEX01000005.1_cds_WP_135581563.1_795	25.600	125	409
WP_000575398.1	lcl|NZ_RQEX01000023.1_cds_WP_118965014.1_3614	35.838	346	361
WP_000575398.1	lcl|NZ_RQEX01000005.1_cds_WP_118955027.1_213	28.866	388	361
WP_000575398.1	lcl|NZ_RQEX01000018.1_cds_WP_135582584.1_1776	26.482	253	361
WP_000575398.1	lcl|NZ_RQEX01000005.1_cds_WP_167732240.1_339	24.642	349	361
WP_000667249.1	lcl|NZ_RQEX01000018.1_cds_WP_118957331.1_1823	40.556	180	176
WP_239248138.1	lcl|NZ_RQEX01000005.1_cds_WP_135581617.1_922	28.882	322	313
WP_239248138.1	lcl|NZ_RQEX01000005.1_cds_WP_118954467.1_767	25.776	322	313
WP_239248138.1	lcl|NZ_RQEX01000018.1_cds_WP_135582610.1_1825	25.610	328	313
WP_239248138.1	lcl|NZ_RQEX01000005.1_cds_WP_135581677.1_1063	24.907	269	313
WP_239248138.1	lcl|NZ_RQEX01000015.1_cds_WP_118957901.1_3213	25.681	257	313
WP_239248138.1	lcl|NZ_RQEX01000018.1_cds_WP_135582583.1_1775	26.638	229	313
WP_239248138.1	lcl|NZ_RQEX01000018.1_cds_WP_118957352.1_1800	24.126	286	313
WP_239248138.1	lcl|NZ_RQEX01000005.1_cds_WP_135581479.1_675	24.895	237	313
WP_239248138.1	lcl|NZ_RQEX01000018.1_cds_WP_135582571.1_1762	22.256	328	313
WP_239248138.1	lcl|NZ_RQEX01000018.1_cds_WP_118957365.1_1786	25.157	159	313
WP_239248138.1	lcl|NZ_RQEX01000018.1_cds_WP_135582586.1_1788	26.368	201	313
WP_239248138.1	lcl|NZ_RQEX01000018.1_cds_WP_135582592.1_1802	24.290	317	313
WP_239248138.1	lcl|NZ_RQEX01000010.1_cds_WP_118957095.1_2867	21.502	293	313
WP_002079020.1	lcl|NZ_RQEX01000005.1_cds_WP_135581677.1_1063	27.703	296	311
WP_002079020.1	lcl|NZ_RQEX01000018.1_cds_WP_135582610.1_1825	24.085	328	311
WP_002079020.1	lcl|NZ_RQEX01000018.1_cds_WP_135582583.1_1775	25.287	261	311
WP_002079020.1	lcl|NZ_RQEX01000017.1_cds_WP_135582321.1_2611	27.848	158	311
WP_002079020.1	lcl|NZ_RQEX01000010.1_cds_WP_118957095.1_2867	25.751	233	311
WP_002079020.1	lcl|NZ_RQEX01000005.1_cds_WP_118954467.1_767	22.433	263	311
WP_002079020.1	lcl|NZ_RQEX01000018.1_cds_WP_118957365.1_1786	20.652	184	311
WP_000947528.1	lcl|NZ_RQEX01000018.1_cds_WP_135582593.1_1803	24.793	121	361
WP_000797356.1	lcl|NZ_RQEX01000005.1_cds_WP_167882814.1_1212	32.264	530	595
WP_000797356.1	lcl|NZ_RQEX01000005.1_cds_WP_167450714.1_374	29.109	505	595
WP_000797356.1	lcl|NZ_RQEX01000005.1_cds_WP_118964703.1_856	29.224	438	595
WP_000797356.1	lcl|NZ_RQEX01000018.1_cds_WP_135582572.1_1763	37.991	229	595
WP_000797356.1	lcl|NZ_RQEX01000018.1_cds_WP_118955241.1_1665	27.948	229	595
WP_000797356.1	lcl|NZ_RQEX01000005.1_cds_WP_135581463.1_654	28.821	229	595
WP_000797356.1	lcl|NZ_RQEX01000021.1_cds_WP_167450780.1_3531	28.631	241	595
WP_000797356.1	lcl|NZ_RQEX01000005.1_cds_WP_118954123.1_1147	28.947	190	595
WP_000797356.1	lcl|NZ_RQEX01000018.1_cds_WP_118955242.1_1664	32.515	163	595
WP_000797356.1	lcl|NZ_RQEX01000018.1_cds_WP_135582410.1_1330	26.027	219	595
WP_000797356.1	lcl|NZ_RQEX01000005.1_cds_WP_135581430.1_618	28.740	254	595
WP_000797356.1	lcl|NZ_RQEX01000010.1_cds_WP_135581826.1_2790	33.333	159	595
WP_000797356.1	lcl|NZ_RQEX01000017.1_cds_WP_135582140.1_2199	29.944	177	595
WP_000797356.1	lcl|NZ_RQEX01000018.1_cds_WP_118956883.1_2038	25.620	242	595
WP_000797356.1	lcl|NZ_RQEX01000017.1_cds_WP_135582312.1_2596	29.412	221	595
WP_000797356.1	lcl|NZ_RQEX01000023.1_cds_WP_118957663.1_3668	29.630	216	595
WP_000797356.1	lcl|NZ_RQEX01000015.1_cds_WP_118957909.1_3202	30.409	171	595
WP_000797356.1	lcl|NZ_RQEX01000017.1_cds_WP_135572229.1_2241	27.723	202	595
WP_000797356.1	lcl|NZ_RQEX01000005.1_cds_WP_118964471.1_555	28.481	158	595
WP_000797356.1	lcl|NZ_RQEX01000023.1_cds_WP_118957668.1_3674	30.380	158	595
WP_000797356.1	lcl|NZ_RQEX01000023.1_cds_WP_118957668.1_3674	25.137	183	595
