WP_000340715.1	lcl|NZ_JADDWW010000021.1_cds_WP_002725873.1_936	91.860	86	106
WP_000410273.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669917.1_935	92.903	310	314
WP_000410273.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669955.1_2374	23.381	278	314
WP_000410273.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671202.1_988	22.462	325	314
WP_000410273.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669957.1_2372	25.137	183	314
WP_000410273.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669973.1_2517	24.199	281	314
WP_000410273.1	lcl|NZ_JADDWW010000036.1_cds_WP_011670961.1_1595	25.402	311	314
WP_000410273.1	lcl|NZ_JADDWW010000090.1_cds_WP_011670813.1_3128	22.353	170	314
WP_000884059.1	lcl|NZ_JADDWW010000001.1_cds_WP_002750963.1_764	36.301	146	185
WP_000884059.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669938.1_904	33.898	177	185
WP_000646253.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669955.1_2374	30.841	321	329
WP_000646253.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671202.1_988	30.476	315	329
WP_000646253.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669973.1_2517	31.343	335	329
WP_000646253.1	lcl|NZ_JADDWW010000036.1_cds_WP_011670961.1_1595	31.190	311	329
WP_000646253.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669957.1_2372	28.197	305	329
WP_000646253.1	lcl|NZ_JADDWW010000090.1_cds_WP_011670813.1_3128	27.273	341	329
WP_000646253.1	lcl|NZ_JADDWW010000020.1_cds_WP_011671143.1_876	29.712	313	329
WP_000646253.1	lcl|NZ_JADDWW010000036.1_cds_WP_002754065.1_1598	28.182	330	329
WP_000646253.1	lcl|NZ_JADDWW010000003.1_cds_WP_011671074.1_1739	24.556	338	329
WP_000646253.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669917.1_935	28.112	249	329
WP_000646253.1	lcl|NZ_JADDWW010000013.1_cds_WP_017859386.1_331	26.217	267	329
WP_000646253.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669959.1_2370	25.993	277	329
WP_000646253.1	lcl|NZ_JADDWW010000056.1_cds_WP_011669202.1_2315	24.629	337	329
WP_000774263.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669956.1_2373	28.426	197	267
WP_000774263.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669974.1_2516	26.455	189	267
WP_000774263.1	lcl|NZ_JADDWW010000032.1_cds_WP_011670832.1_1475	33.636	110	267
WP_000774263.1	lcl|NZ_JADDWW010000090.1_cds_WP_011670812.1_3127	26.984	189	267
WP_000774263.1	lcl|NZ_JADDWW010000084.1_cds_WP_002766579.1_3008	26.344	186	267
WP_240738528.1	lcl|NZ_JADDWW010000016.1_cds_WP_011670269.1_525	26.667	315	509
WP_240738528.1	lcl|NZ_JADDWW010000016.1_cds_WP_002751286.1_524	31.111	90	509
WP_240738528.1	lcl|NZ_JADDWW010000016.1_cds_WP_011670269.1_525	26.667	315	509
WP_240738528.1	lcl|NZ_JADDWW010000016.1_cds_WP_002751286.1_524	31.111	90	509
WP_001067557.1	lcl|NZ_JADDWW010000036.1_cds_WP_011670961.1_1595	27.106	273	330
WP_001067557.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669955.1_2374	23.636	275	330
WP_001067557.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671202.1_988	27.798	277	330
WP_001067557.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669973.1_2517	26.183	317	330
WP_001067557.1	lcl|NZ_JADDWW010000003.1_cds_WP_011671074.1_1739	26.457	223	330
WP_001067557.1	lcl|NZ_JADDWW010000020.1_cds_WP_011671143.1_876	27.044	318	330
WP_001067557.1	lcl|NZ_JADDWW010000056.1_cds_WP_011669202.1_2315	24.898	245	330
WP_001067557.1	lcl|NZ_JADDWW010000090.1_cds_WP_011670813.1_3128	25.352	142	330
WP_001067557.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669917.1_935	23.708	329	330
WP_001067557.1	lcl|NZ_JADDWW010000013.1_cds_WP_017859386.1_331	26.667	240	330
WP_001067557.1	lcl|NZ_JADDWW010000017.1_cds_WP_011671364.1_566	25.781	128	330
WP_001198107.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669968.1_2523	33.428	353	366
WP_001198107.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669926.1_925	40.359	223	366
WP_001198107.1	lcl|NZ_JADDWW010000071.1_cds_WP_002753028.1_2770	27.778	378	366
WP_001198107.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669932.1_910	30.769	390	366
WP_001198107.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669923.1_928	37.864	206	366
WP_001198107.1	lcl|NZ_JADDWW010000006.1_cds_WP_002753888.1_2674	29.526	359	366
WP_001198107.1	lcl|NZ_JADDWW010000003.1_cds_WP_002750680.1_1738	30.270	185	366
WP_000608292.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669968.1_2523	37.398	369	367
WP_000608292.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669932.1_910	31.989	372	367
WP_000608292.1	lcl|NZ_JADDWW010000006.1_cds_WP_002753888.1_2674	33.509	379	367
WP_000608292.1	lcl|NZ_JADDWW010000071.1_cds_WP_002753028.1_2770	30.548	383	367
WP_000608292.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669926.1_925	33.448	290	367
WP_000608292.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669923.1_928	33.898	236	367
WP_000608292.1	lcl|NZ_JADDWW010000003.1_cds_WP_002750680.1_1738	26.257	358	367
WP_000342716.1	lcl|NZ_JADDWW010000086.1_cds_WP_011669455.1_3032	44.130	247	265
WP_017857901.1	lcl|NZ_JADDWW010000075.1_cds_WP_011670400.1_2826	37.500	304	310
WP_017857901.1	lcl|NZ_JADDWW010000044.1_cds_WP_011669757.1_1941	26.990	289	310
WP_017857901.1	lcl|NZ_JADDWW010000001.1_cds_WP_011670034.1_714	27.820	133	310
WP_017857901.1	lcl|NZ_JADDWW010000075.1_cds_WP_011670400.1_2826	37.500	304	310
WP_017857901.1	lcl|NZ_JADDWW010000044.1_cds_WP_011669757.1_1941	26.990	289	310
WP_017857901.1	lcl|NZ_JADDWW010000001.1_cds_WP_011670034.1_714	27.820	133	310
WP_001088861.1	lcl|NZ_JADDWW010000066.1_cds_WP_026054147.1_2602	39.683	63	144
WP_240738526.1	lcl|NZ_JADDWW010000021.1_cds_WP_004779550.1_919	33.333	111	221
WP_240738526.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671228.1_957	26.923	78	221
WP_002095414.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671228.1_957	31.293	147	388
WP_002095414.1	lcl|NZ_JADDWW010000031.1_cds_WP_011669876.1_1429	30.435	138	388
WP_002095414.1	lcl|NZ_JADDWW010000091.1_cds_WP_011669711.1_3137	26.667	210	388
WP_002095414.1	lcl|NZ_JADDWW010000093.1_cds_WP_011669488.1_3155	24.476	143	388
WP_002095414.1	lcl|NZ_JADDWW010000021.1_cds_WP_004779550.1_919	33.684	95	388
WP_000815073.1	lcl|NZ_JADDWW010000031.1_cds_WP_011669876.1_1429	21.910	178	409
WP_000815073.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671228.1_957	24.409	127	409
WP_000575398.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669968.1_2523	38.162	359	361
WP_000575398.1	lcl|NZ_JADDWW010000006.1_cds_WP_002753888.1_2674	35.174	344	361
WP_000575398.1	lcl|NZ_JADDWW010000071.1_cds_WP_002753028.1_2770	29.124	388	361
WP_000575398.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669932.1_910	30.000	370	361
WP_000575398.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669926.1_925	31.179	263	361
WP_000575398.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669923.1_928	30.594	219	361
WP_000575398.1	lcl|NZ_JADDWW010000003.1_cds_WP_002750680.1_1738	24.355	349	361
WP_000667249.1	lcl|NZ_JADDWW010000061.1_cds_WP_002727916.1_2519	43.503	177	176
WP_239248138.1	lcl|NZ_JADDWW010000020.1_cds_WP_011671143.1_876	29.377	337	313
WP_239248138.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669957.1_2372	29.508	305	313
WP_239248138.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671202.1_988	25.234	321	313
WP_239248138.1	lcl|NZ_JADDWW010000036.1_cds_WP_011670961.1_1595	24.818	274	313
WP_239248138.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669955.1_2374	26.693	251	313
WP_239248138.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669973.1_2517	25.301	332	313
WP_239248138.1	lcl|NZ_JADDWW010000090.1_cds_WP_011670813.1_3128	24.125	257	313
WP_239248138.1	lcl|NZ_JADDWW010000056.1_cds_WP_011669202.1_2315	25.292	257	313
WP_239248138.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669917.1_935	22.291	323	313
WP_239248138.1	lcl|NZ_JADDWW010000013.1_cds_WP_017859386.1_331	22.837	289	313
WP_239248138.1	lcl|NZ_JADDWW010000017.1_cds_WP_011671364.1_566	24.211	190	313
WP_000572389.1	lcl|NZ_JADDWW010000061.1_cds_WP_002727923.1_2524	33.621	116	134
WP_002079020.1	lcl|NZ_JADDWW010000036.1_cds_WP_011670961.1_1595	29.255	188	311
WP_002079020.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669955.1_2374	28.736	174	311
WP_002079020.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669973.1_2517	24.850	334	311
WP_002079020.1	lcl|NZ_JADDWW010000013.1_cds_WP_017859386.1_331	23.636	330	311
WP_002079020.1	lcl|NZ_JADDWW010000017.1_cds_WP_011671364.1_566	25.322	233	311
WP_002079020.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671202.1_988	21.739	276	311
WP_002079020.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669957.1_2372	25.294	170	311
WP_002079020.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669972.1_2518	24.627	134	311
WP_000947528.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669971.1_2520	22.531	324	361
WP_000947528.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669970.1_2521	22.689	119	361
WP_000797356.1	lcl|NZ_JADDWW010000063.1_cds_WP_011669421.1_2553	32.634	524	595
WP_000797356.1	lcl|NZ_JADDWW010000002.1_cds_WP_011669275.1_1269	30.180	444	595
WP_000797356.1	lcl|NZ_JADDWW010000042.1_cds_WP_011671171.1_1868	40.359	223	595
WP_000797356.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669933.1_909	33.019	212	595
WP_000797356.1	lcl|NZ_JADDWW010000011.1_cds_WP_011670593.1_153	27.391	230	595
WP_000797356.1	lcl|NZ_JADDWW010000016.1_cds_WP_011670265.1_519	28.870	239	595
WP_000797356.1	lcl|NZ_JADDWW010000028.1_cds_WP_011669511.1_1195	30.645	186	595
WP_000797356.1	lcl|NZ_JADDWW010000014.1_cds_WP_011670503.1_381	31.361	169	595
WP_000797356.1	lcl|NZ_JADDWW010000001.1_cds_WP_002721914.1_733	25.692	253	595
WP_000797356.1	lcl|NZ_JADDWW010000004.1_cds_WP_011670774.1_2124	29.596	223	595
WP_000797356.1	lcl|NZ_JADDWW010000009.1_cds_WP_002724285.1_3221	25.993	277	595
WP_000797356.1	lcl|NZ_JADDWW010000009.1_cds_WP_002724740.1_3242	28.293	205	595
WP_000797356.1	lcl|NZ_JADDWW010000035.1_cds_WP_307898175.1_1568	29.189	185	595
WP_000797356.1	lcl|NZ_JADDWW010000019.1_cds_WP_011669577.1_670	32.258	155	595
WP_000797356.1	lcl|NZ_JADDWW010000019.1_cds_WP_011669577.1_670	26.230	183	595
WP_000797356.1	lcl|NZ_JADDWW010000016.1_cds_WP_011670275.1_535	31.288	163	595
WP_000797356.1	lcl|NZ_JADDWW010000001.1_cds_WP_011670070.1_765	29.167	192	595
WP_000797356.1	lcl|NZ_JADDWW010000009.1_cds_WP_002724311.1_3222	27.686	242	595
WP_000797356.1	lcl|NZ_JADDWW010000001.1_cds_WP_011670085.1_784	28.571	224	595
WP_000797356.1	lcl|NZ_JADDWW010000015.1_cds_WP_011670007.1_457	27.746	173	595
WP_000797356.1	lcl|NZ_JADDWW010000002.1_cds_WP_011669346.1_1356	27.219	169	595
WP_000797356.1	lcl|NZ_JADDWW010000004.1_cds_WP_011670766.1_2114	31.356	236	595
WP_000797356.1	lcl|NZ_JADDWW010000067.1_cds_WP_011670431.1_2622	30.065	153	595
WP_000797356.1	lcl|NZ_JADDWW010000067.1_cds_WP_011670431.1_2622	24.691	243	595
WP_000797356.1	lcl|NZ_JADDWW010000009.1_cds_WP_307911415.1_3203	43.750	48	595
WP_000797356.1	lcl|NZ_JADDWW010000019.1_cds_WP_011669571.1_679	26.222	225	595
WP_000797356.1	lcl|NZ_JADDWW010000009.1_cds_WP_002759225.1_3266	23.118	186	595
WP_000797356.1	lcl|NZ_JADDWW010000009.1_cds_WP_002759225.1_3266	27.778	162	595
WP_000797356.1	lcl|NZ_JADDWW010000004.1_cds_WP_011670765.1_2111	24.571	175	595
WP_000797356.1	lcl|NZ_JADDWW010000077.1_cds_IQA84_RS14680_2862	29.245	106	595
WP_000797356.1	lcl|NZ_JADDWW010000007.1_cds_WP_011670548.1_2923	23.611	216	595
WP_000797356.1	lcl|NZ_JADDWW010000092.1_cds_WP_011669271.1_3149	30.000	170	595
WP_000797356.1	lcl|NZ_JADDWW010000003.1_cds_WP_011671065.1_1753	34.615	78	595
