WP_000340715.1	lcl|NZ_JQPV01000062.1_cds_WP_000340715.1_1672	100.000	86	106
WP_000410273.1	lcl|NZ_JQPV01000062.1_cds_WP_000410267.1_1671	99.682	314	314
WP_000410273.1	lcl|NZ_JQPV01000062.1_cds_WP_000646251.1_1668	25.705	319	314
WP_000410273.1	lcl|NZ_JQPV01000032.1_cds_WP_000744698.1_755	24.691	324	314
WP_000410273.1	lcl|NZ_JQPV01000034.1_cds_WP_000723090.1_811	23.958	288	314
WP_000410273.1	lcl|NZ_JQPV01000062.1_cds_WP_001067557.1_1665	24.695	328	314
WP_000604524.1	lcl|NZ_JQPV01000062.1_cds_WP_000604522.1_1670	99.178	365	365
WP_000884059.1	lcl|NZ_JQPV01000062.1_cds_WP_000884059.1_1669	100.000	185	185
WP_000884059.1	lcl|NZ_JQPV01000040.1_cds_WP_000351733.1_1038	40.000	140	185
WP_000646253.1	lcl|NZ_JQPV01000062.1_cds_WP_000646251.1_1668	99.696	329	329
WP_000646253.1	lcl|NZ_JQPV01000032.1_cds_WP_000744698.1_755	32.063	315	329
WP_000646253.1	lcl|NZ_JQPV01000034.1_cds_WP_000723090.1_811	30.746	335	329
WP_000646253.1	lcl|NZ_JQPV01000067.1_cds_WP_001984071.1_1760	31.475	305	329
WP_000646253.1	lcl|NZ_JQPV01000009.1_cds_WP_000649924.1_162	29.878	328	329
WP_000646253.1	lcl|NZ_JQPV01000030.1_cds_WP_000709511.1_708	29.538	325	329
WP_000646253.1	lcl|NZ_JQPV01000067.1_cds_WP_000688695.1_1780	28.975	283	329
WP_000646253.1	lcl|NZ_JQPV01000062.1_cds_WP_001067557.1_1665	28.664	307	329
WP_000646253.1	lcl|NZ_JQPV01000168.1_cds_WP_000475904.1_3349	27.372	274	329
WP_000646253.1	lcl|NZ_JQPV01000062.1_cds_WP_000410267.1_1671	25.705	319	329
WP_000646253.1	lcl|NZ_JQPV01000165.1_cds_WP_001074781.1_3266	29.323	266	329
WP_000646253.1	lcl|NZ_JQPV01000070.1_cds_WP_001003557.1_1841	25.000	332	329
WP_000646253.1	lcl|NZ_JQPV01000062.1_cds_WP_000378097.1_1648	24.419	172	329
WP_000774263.1	lcl|NZ_JQPV01000062.1_cds_WP_061251935.1_1667	98.502	267	267
WP_000774263.1	lcl|NZ_JQPV01000034.1_cds_WP_000842260.1_812	26.316	190	267
WP_000774263.1	lcl|NZ_JQPV01000101.1_cds_WP_000667727.1_2350	31.818	110	267
WP_000774263.1	lcl|NZ_JQPV01000077.1_cds_WP_000805357.1_1936	33.645	107	267
WP_240738528.1	lcl|NZ_JQPV01000062.1_cds_WP_061251934.1_1666	98.821	509	509
WP_240738528.1	lcl|NZ_JQPV01000060.1_cds_WP_000291575.1_1599	27.019	322	509
WP_240738528.1	lcl|NZ_JQPV01000060.1_cds_WP_000364507.1_1598	31.111	90	509
WP_240738528.1	lcl|NZ_JQPV01000062.1_cds_WP_061251934.1_1666	98.821	509	509
WP_240738528.1	lcl|NZ_JQPV01000060.1_cds_WP_000291575.1_1599	27.019	322	509
WP_240738528.1	lcl|NZ_JQPV01000060.1_cds_WP_000364507.1_1598	31.111	90	509
WP_001067557.1	lcl|NZ_JQPV01000062.1_cds_WP_001067557.1_1665	100.000	330	330
WP_001067557.1	lcl|NZ_JQPV01000062.1_cds_WP_000646251.1_1668	28.990	307	330
WP_001067557.1	lcl|NZ_JQPV01000067.1_cds_WP_001984071.1_1760	25.735	272	330
WP_001067557.1	lcl|NZ_JQPV01000032.1_cds_WP_000744698.1_755	27.174	276	330
WP_001067557.1	lcl|NZ_JQPV01000070.1_cds_WP_001003557.1_1841	28.395	243	330
WP_001067557.1	lcl|NZ_JQPV01000034.1_cds_WP_000723090.1_811	23.724	333	330
WP_001067557.1	lcl|NZ_JQPV01000009.1_cds_WP_000649924.1_162	28.854	253	330
WP_001067557.1	lcl|NZ_JQPV01000067.1_cds_WP_000688695.1_1780	25.681	257	330
WP_001067557.1	lcl|NZ_JQPV01000062.1_cds_WP_000410267.1_1671	24.695	328	330
WP_001198107.1	lcl|NZ_JQPV01000062.1_cds_WP_001198107.1_1664	100.000	366	366
WP_001198107.1	lcl|NZ_JQPV01000062.1_cds_WP_061251933.1_1663	39.726	365	366
WP_001198107.1	lcl|NZ_JQPV01000168.1_cds_WP_061217456.1_3360	34.540	359	366
WP_001198107.1	lcl|NZ_JQPV01000062.1_cds_WP_000172660.1_1647	32.199	382	366
WP_001198107.1	lcl|NZ_JQPV01000067.1_cds_WP_061251957.1_1797	27.441	379	366
WP_001198107.1	lcl|NZ_JQPV01000133.1_cds_WP_000538755.1_2843	29.972	357	366
WP_001198107.1	lcl|NZ_JQPV01000062.1_cds_WP_002106355.1_1653	31.092	357	366
WP_001198107.1	lcl|NZ_JQPV01000052.1_cds_WP_001982414.1_1314	31.579	190	366
WP_000608292.1	lcl|NZ_JQPV01000062.1_cds_WP_061251933.1_1663	99.183	367	367
WP_000608292.1	lcl|NZ_JQPV01000062.1_cds_WP_001198107.1_1664	39.452	365	367
WP_000608292.1	lcl|NZ_JQPV01000168.1_cds_WP_061217456.1_3360	36.712	365	367
WP_000608292.1	lcl|NZ_JQPV01000062.1_cds_WP_000172660.1_1647	31.967	366	367
WP_000608292.1	lcl|NZ_JQPV01000133.1_cds_WP_000538755.1_2843	30.458	371	367
WP_000608292.1	lcl|NZ_JQPV01000062.1_cds_WP_002106355.1_1653	39.744	234	367
WP_000608292.1	lcl|NZ_JQPV01000067.1_cds_WP_061251957.1_1797	29.948	384	367
WP_000608292.1	lcl|NZ_JQPV01000052.1_cds_WP_001982414.1_1314	25.419	358	367
WP_000689747.1	lcl|NZ_JQPV01000062.1_cds_WP_000689744.1_1662	99.816	544	544
WP_000689747.1	lcl|NZ_JQPV01000062.1_cds_WP_000689744.1_1662	99.816	544	544
WP_000342716.1	lcl|NZ_JQPV01000062.1_cds_WP_061251932.1_1661	97.358	265	265
WP_000342716.1	lcl|NZ_JQPV01000116.1_cds_WP_001002663.1_2637	44.856	243	265
WP_017857901.1	lcl|NZ_JQPV01000062.1_cds_WP_001246622.1_1660	96.774	310	310
WP_017857901.1	lcl|NZ_JQPV01000039.1_cds_WP_000501205.1_985	36.184	304	310
WP_017857901.1	lcl|NZ_JQPV01000084.1_cds_WP_001183714.1_2089	25.914	301	310
WP_017857901.1	lcl|NZ_JQPV01000056.1_cds_WP_000279894.1_1441	25.191	262	310
WP_017857901.1	lcl|NZ_JQPV01000062.1_cds_WP_001246622.1_1660	96.774	310	310
WP_017857901.1	lcl|NZ_JQPV01000039.1_cds_WP_000501205.1_985	36.184	304	310
WP_017857901.1	lcl|NZ_JQPV01000084.1_cds_WP_001183714.1_2089	25.914	301	310
WP_017857901.1	lcl|NZ_JQPV01000056.1_cds_WP_000279894.1_1441	25.191	262	310
WP_000479982.1	lcl|NZ_JQPV01000062.1_cds_WP_000479980.1_1659	99.621	264	264
WP_000715956.1	lcl|NZ_JQPV01000062.1_cds_WP_000715958.1_1658	98.473	131	131
WP_001088861.1	lcl|NZ_JQPV01000062.1_cds_WP_001088861.1_1657	100.000	144	144
