WP_000340715.1	lcl|NZ_AOUU01000018.1_cds_WP_000340715.1_499	100.000	86	106
WP_000410273.1	lcl|NZ_AOUU01000018.1_cds_WP_000712240.1_498	99.045	314	314
WP_000410273.1	lcl|NZ_AOUU01000018.1_cds_WP_000646251.1_495	25.705	319	314
WP_000410273.1	lcl|NZ_AOUU01000125.1_cds_WP_000744700.1_3287	24.691	324	314
WP_000410273.1	lcl|NZ_AOUU01000018.1_cds_WP_000600886.1_467	25.269	186	314
WP_000410273.1	lcl|NZ_AOUU01000018.1_cds_WP_000723084.1_412	24.306	288	314
WP_000410273.1	lcl|NZ_AOUU01000018.1_cds_WP_000025488.1_473	21.053	323	314
WP_000410273.1	lcl|NZ_AOUU01000018.1_cds_WP_001067556.1_492	24.695	328	314
WP_000604524.1	lcl|NZ_AOUU01000018.1_cds_WP_000604524.1_497	99.726	365	365
WP_000884059.1	lcl|NZ_AOUU01000018.1_cds_WP_000884057.1_496	99.459	185	185
WP_000884059.1	lcl|NZ_AOUU01000028.1_cds_WP_000351733.1_851	40.000	140	185
WP_000646253.1	lcl|NZ_AOUU01000018.1_cds_WP_000646251.1_495	99.696	329	329
WP_000646253.1	lcl|NZ_AOUU01000125.1_cds_WP_000744700.1_3287	32.063	315	329
WP_000646253.1	lcl|NZ_AOUU01000018.1_cds_WP_000723084.1_412	31.045	335	329
WP_000646253.1	lcl|NZ_AOUU01000018.1_cds_WP_000600886.1_467	31.677	322	329
WP_000646253.1	lcl|NZ_AOUU01000016.1_cds_WP_001984071.1_337	31.475	305	329
WP_000646253.1	lcl|NZ_AOUU01000031.1_cds_WP_000649927.1_964	29.878	328	329
WP_000646253.1	lcl|NZ_AOUU01000089.1_cds_WP_000709512.1_2218	29.730	333	329
WP_000646253.1	lcl|NZ_AOUU01000018.1_cds_WP_000601375.1_438	24.080	299	329
WP_000646253.1	lcl|NZ_AOUU01000018.1_cds_WP_001067556.1_492	28.664	307	329
WP_000646253.1	lcl|NZ_AOUU01000114.1_cds_WP_000688700.1_2935	28.622	283	329
WP_000646253.1	lcl|NZ_AOUU01000018.1_cds_WP_000707057.1_471	30.037	273	329
WP_000646253.1	lcl|NZ_AOUU01000018.1_cds_WP_000025488.1_473	25.078	319	329
WP_000646253.1	lcl|NZ_AOUU01000018.1_cds_WP_000475906.1_429	26.642	274	329
WP_000646253.1	lcl|NZ_AOUU01000018.1_cds_WP_000712240.1_498	25.705	319	329
WP_000646253.1	lcl|NZ_AOUU01000127.1_cds_WP_001003550.1_3452	25.526	333	329
WP_000646253.1	lcl|NZ_AOUU01000049.1_cds_WP_001074785.1_1262	29.057	265	329
WP_000646253.1	lcl|NZ_AOUU01000018.1_cds_WP_000487324.1_440	26.398	322	329
WP_000774263.1	lcl|NZ_AOUU01000018.1_cds_WP_000774258.1_494	97.753	267	267
WP_000774263.1	lcl|NZ_AOUU01000018.1_cds_WP_000859505.1_441	26.693	251	267
WP_000774263.1	lcl|NZ_AOUU01000018.1_cds_WP_000800436.1_462	26.496	234	267
WP_000774263.1	lcl|NZ_AOUU01000018.1_cds_WP_000842260.1_411	26.316	190	267
WP_000774263.1	lcl|NZ_AOUU01000119.1_cds_WP_000667727.1_3055	31.818	110	267
WP_000774263.1	lcl|NZ_AOUU01000077.1_cds_WP_000805358.1_1906	33.645	107	267
WP_240738528.1	lcl|NZ_AOUU01000018.1_cds_WP_000602735.1_493	99.411	509	509
WP_240738528.1	lcl|NZ_AOUU01000029.1_cds_WP_000291595.1_926	26.791	321	509
WP_240738528.1	lcl|NZ_AOUU01000029.1_cds_WP_000364507.1_925	31.111	90	509
WP_240738528.1	lcl|NZ_AOUU01000018.1_cds_WP_000602735.1_493	99.411	509	509
WP_240738528.1	lcl|NZ_AOUU01000029.1_cds_WP_000291595.1_926	26.791	321	509
WP_240738528.1	lcl|NZ_AOUU01000029.1_cds_WP_000364507.1_925	31.111	90	509
WP_001067557.1	lcl|NZ_AOUU01000018.1_cds_WP_001067556.1_492	99.697	330	330
WP_001067557.1	lcl|NZ_AOUU01000018.1_cds_WP_000646251.1_495	28.990	307	330
WP_001067557.1	lcl|NZ_AOUU01000016.1_cds_WP_001984071.1_337	25.735	272	330
WP_001067557.1	lcl|NZ_AOUU01000018.1_cds_WP_000600886.1_467	26.316	266	330
WP_001067557.1	lcl|NZ_AOUU01000018.1_cds_WP_000025488.1_473	29.864	221	330
WP_001067557.1	lcl|NZ_AOUU01000125.1_cds_WP_000744700.1_3287	26.812	276	330
WP_001067557.1	lcl|NZ_AOUU01000127.1_cds_WP_001003550.1_3452	28.395	243	330
WP_001067557.1	lcl|NZ_AOUU01000018.1_cds_WP_000723084.1_412	24.324	333	330
WP_001067557.1	lcl|NZ_AOUU01000114.1_cds_WP_000688700.1_2935	26.070	257	330
WP_001067557.1	lcl|NZ_AOUU01000031.1_cds_WP_000649927.1_964	28.854	253	330
WP_001067557.1	lcl|NZ_AOUU01000018.1_cds_WP_000601375.1_438	26.545	275	330
WP_001067557.1	lcl|NZ_AOUU01000018.1_cds_WP_000712240.1_498	24.695	328	330
WP_001198107.1	lcl|NZ_AOUU01000018.1_cds_WP_000575184.1_418	34.262	359	366
WP_001198107.1	lcl|NZ_AOUU01000018.1_cds_WP_000575397.1_477	33.898	354	366
WP_001198107.1	lcl|NZ_AOUU01000119.1_cds_WP_001281953.1_3049	27.441	379	366
WP_001198107.1	lcl|NZ_AOUU01000018.1_cds_WP_000346036.1_457	28.090	356	366
