WP_000340715.1	lcl|NZ_AFKI01000117.1_cds_WP_000340715.1_1374	100.000	86	106
WP_000410273.1	lcl|NZ_AFKI01000117.1_cds_WP_000410273.1_1373	100.000	314	314
WP_000410273.1	lcl|NZ_AFKI01000117.1_cds_WP_000093099.1_1353	46.988	83	314
WP_000410273.1	lcl|NZ_AFKI01000117.1_cds_WP_000646250.1_1370	25.705	319	314
WP_000410273.1	lcl|NZ_AFKI01000066.1_cds_WP_000744700.1_2152	24.691	324	314
WP_000410273.1	lcl|NZ_AFKI01000117.1_cds_WP_000600889.1_1344	25.269	186	314
WP_000410273.1	lcl|NZ_AFKI01000117.1_cds_WP_000723090.1_1291	23.958	288	314
WP_000410273.1	lcl|NZ_AFKI01000117.1_cds_WP_001067557.1_1367	24.695	328	314
WP_000604524.1	lcl|NZ_AFKI01000117.1_cds_WP_000604524.1_1372	99.726	365	365
WP_000884059.1	lcl|NZ_AFKI01000117.1_cds_WP_000884059.1_1371	100.000	185	185
WP_000884059.1	lcl|NZ_AFKI01000023.1_cds_WP_000351733.1_3112	40.000	140	185
WP_000646253.1	lcl|NZ_AFKI01000117.1_cds_WP_000646250.1_1370	99.088	329	329
WP_000646253.1	lcl|NZ_AFKI01000066.1_cds_WP_000744700.1_2152	32.063	315	329
WP_000646253.1	lcl|NZ_AFKI01000117.1_cds_WP_000723090.1_1291	30.746	335	329
WP_000646253.1	lcl|NZ_AFKI01000117.1_cds_WP_000600889.1_1344	31.677	322	329
WP_000646253.1	lcl|NZ_AFKI01000168.1_cds_WP_001984071.1_556	31.475	305	329
WP_000646253.1	lcl|NZ_AFKI01000137.1_cds_WP_000649925.1_933	29.878	328	329
WP_000646253.1	lcl|NZ_AFKI01000107.1_cds_WP_000709511.1_1542	29.538	325	329
WP_000646253.1	lcl|NZ_AFKI01000117.1_cds_WP_000601375.1_1317	24.080	299	329
WP_000646253.1	lcl|NZ_AFKI01000099.1_cds_WP_000688695.1_1698	28.975	283	329
WP_000646253.1	lcl|NZ_AFKI01000117.1_cds_WP_001067557.1_1367	28.664	307	329
WP_000646253.1	lcl|NZ_AFKI01000117.1_cds_WP_000475904.1_1308	27.372	274	329
WP_000646253.1	lcl|NZ_AFKI01000117.1_cds_WP_000410273.1_1373	26.019	319	329
WP_000646253.1	lcl|NZ_AFKI01000027.1_cds_WP_001074785.1_2948	29.057	265	329
WP_000646253.1	lcl|NZ_AFKI01000017.1_cds_WP_001003555.1_3404	25.148	338	329
WP_000646253.1	lcl|NZ_AFKI01000117.1_cds_WP_000487322.1_1319	26.398	322	329
WP_000774263.1	lcl|NZ_AFKI01000117.1_cds_WP_000774262.1_1369	99.251	267	267
WP_000774263.1	lcl|NZ_AFKI01000117.1_cds_WP_000859505.1_1320	26.693	251	267
WP_000774263.1	lcl|NZ_AFKI01000117.1_cds_WP_000800438.1_1339	24.786	234	267
WP_000774263.1	lcl|NZ_AFKI01000117.1_cds_WP_000842260.1_1290	26.316	190	267
WP_000774263.1	lcl|NZ_AFKI01000051.1_cds_WP_000667727.1_2437	31.818	110	267
WP_000774263.1	lcl|NZ_AFKI01000156.1_cds_WP_000805357.1_649	33.645	107	267
WP_240738528.1	lcl|NZ_AFKI01000117.1_cds_WP_000612797.1_1368	98.821	509	509
WP_240738528.1	lcl|NZ_AFKI01000125.1_cds_WP_000291591.1_1143	26.480	321	509
WP_240738528.1	lcl|NZ_AFKI01000125.1_cds_WP_000364507.1_1144	31.111	90	509
WP_240738528.1	lcl|NZ_AFKI01000117.1_cds_WP_000612797.1_1368	98.821	509	509
WP_240738528.1	lcl|NZ_AFKI01000125.1_cds_WP_000291591.1_1143	26.480	321	509
WP_240738528.1	lcl|NZ_AFKI01000125.1_cds_WP_000364507.1_1144	31.111	90	509
