WP_000340715.1	lcl|NZ_AFJR01000109.1_cds_WP_000340715.1_2506	100.000	86	106
WP_000410273.1	lcl|NZ_AFJR01000109.1_cds_WP_000410273.1_2507	100.000	314	314
WP_000410273.1	lcl|NZ_AFJR01000098.1_cds_WP_000093099.1_2754	46.988	83	314
WP_000410273.1	lcl|NZ_AFJR01000109.1_cds_WP_000646252.1_2510	25.705	319	314
WP_000410273.1	lcl|NZ_AFJR01000218.1_cds_WP_000744700.1_1538	24.691	324	314
WP_000410273.1	lcl|NZ_AFJR01000098.1_cds_WP_000600889.1_2745	25.269	186	314
WP_000410273.1	lcl|NZ_AFJR01000429.1_cds_WP_000723090.1_110	23.958	288	314
WP_000410273.1	lcl|NZ_AFJR01000109.1_cds_WP_001067557.1_2513	24.695	328	314
WP_000604524.1	lcl|NZ_AFJR01000109.1_cds_WP_000604524.1_2508	99.726	365	365
WP_000884059.1	lcl|NZ_AFJR01000109.1_cds_WP_000884059.1_2509	100.000	185	185
WP_000884059.1	lcl|NZ_AFJR01000411.1_cds_WP_000351733.1_328	40.000	140	185
WP_000646253.1	lcl|NZ_AFJR01000109.1_cds_WP_000646252.1_2510	98.784	329	329
WP_000646253.1	lcl|NZ_AFJR01000218.1_cds_WP_000744700.1_1538	32.063	315	329
WP_000646253.1	lcl|NZ_AFJR01000429.1_cds_WP_000723090.1_110	30.746	335	329
WP_000646253.1	lcl|NZ_AFJR01000098.1_cds_WP_000600889.1_2745	31.677	322	329
WP_000646253.1	lcl|NZ_AFJR01000242.1_cds_WP_001984071.1_1102	31.475	305	329
WP_000646253.1	lcl|NZ_AFJR01000239.1_cds_WP_000649925.1_1194	29.878	328	329
WP_000646253.1	lcl|NZ_AFJR01000433.1_cds_WP_000709511.1_80	29.538	325	329
WP_000646253.1	lcl|NZ_AFJR01000092.1_cds_WP_000601375.1_2849	24.080	299	329
WP_000646253.1	lcl|NZ_AFJR01000243.1_cds_WP_000688695.1_1082	28.975	283	329
WP_000646253.1	lcl|NZ_AFJR01000109.1_cds_WP_001067557.1_2513	28.664	307	329
WP_000646253.1	lcl|NZ_AFJR01000092.1_cds_WP_000475904.1_2858	27.372	274	329
WP_000646253.1	lcl|NZ_AFJR01000109.1_cds_WP_000410273.1_2507	26.019	319	329
WP_000646253.1	lcl|NZ_AFJR01000065.1_cds_WP_001074785.1_3500	29.057	265	329
WP_000646253.1	lcl|NZ_AFJR01000236.1_cds_WP_001003555.1_1233	25.148	338	329
WP_000646253.1	lcl|NZ_AFJR01000092.1_cds_WP_000487322.1_2847	26.398	322	329
WP_000774263.1	lcl|NZ_AFJR01000109.1_cds_WP_000774262.1_2511	99.251	267	267
WP_000774263.1	lcl|NZ_AFJR01000092.1_cds_WP_000859505.1_2846	26.693	251	267
WP_000774263.1	lcl|NZ_AFJR01000098.1_cds_WP_000800438.1_2740	24.786	234	267
WP_000774263.1	lcl|NZ_AFJR01000429.1_cds_WP_000842260.1_111	26.316	190	267
WP_000774263.1	lcl|NZ_AFJR01000229.1_cds_WP_000667727.1_1353	31.818	110	267
WP_000774263.1	lcl|NZ_AFJR01000266.1_cds_WP_000805357.1_874	33.645	107	267
WP_240738528.1	lcl|NZ_AFJR01000109.1_cds_WP_000612797.1_2512	98.821	509	509
WP_240738528.1	lcl|NZ_AFJR01000117.1_cds_WP_000291591.1_2401	26.480	321	509
WP_240738528.1	lcl|NZ_AFJR01000117.1_cds_WP_000364507.1_2400	31.111	90	509
WP_240738528.1	lcl|NZ_AFJR01000109.1_cds_WP_000612797.1_2512	98.821	509	509
WP_240738528.1	lcl|NZ_AFJR01000117.1_cds_WP_000291591.1_2401	26.480	321	509
WP_240738528.1	lcl|NZ_AFJR01000117.1_cds_WP_000364507.1_2400	31.111	90	509
WP_001067557.1	lcl|NZ_AFJR01000109.1_cds_WP_001067557.1_2513	100.000	330	330
WP_001067557.1	lcl|NZ_AFJR01000109.1_cds_WP_000646252.1_2510	28.664	307	330
WP_001067557.1	lcl|NZ_AFJR01000098.1_cds_WP_000600889.1_2745	26.316	266	330
WP_001067557.1	lcl|NZ_AFJR01000242.1_cds_WP_001984071.1_1102	25.735	272	330
WP_001067557.1	lcl|NZ_AFJR01000236.1_cds_WP_001003555.1_1233	28.395	243	330
WP_001067557.1	lcl|NZ_AFJR01000218.1_cds_WP_000744700.1_1538	26.812	276	330
WP_001067557.1	lcl|NZ_AFJR01000429.1_cds_WP_000723090.1_110	23.724	333	330
WP_001067557.1	lcl|NZ_AFJR01000239.1_cds_WP_000649925.1_1194	28.854	253	330
WP_001067557.1	lcl|NZ_AFJR01000243.1_cds_WP_000688695.1_1082	25.681	257	330
WP_001067557.1	lcl|NZ_AFJR01000092.1_cds_WP_000601375.1_2849	26.545	275	330
WP_001067557.1	lcl|NZ_AFJR01000109.1_cds_WP_000410273.1_2507	24.695	328	330
WP_001198107.1	lcl|NZ_AFJR01000109.1_cds_WP_001198107.1_2514	100.000	366	366
WP_001198107.1	lcl|NZ_AFJR01000109.1_cds_WP_000608295.1_2515	39.726	365	366
WP_001198107.1	lcl|NZ_AFJR01000429.1_cds_WP_000575178.1_104	34.262	359	366
WP_001198107.1	lcl|NZ_AFJR01000254.1_cds_WP_001281953.1_985	27.441	379	366
WP_001198107.1	lcl|NZ_AFJR01000098.1_cds_WP_000346036.1_2737	28.090	356	366
WP_001198107.1	lcl|NZ_AFJR01000098.1_cds_WP_000582222.1_2756	31.111	360	366
WP_001198107.1	lcl|NZ_AFJR01000259.1_cds_WP_000538752.1_958	29.692	357	366
WP_001198107.1	lcl|NZ_AFJR01000098.1_cds_WP_000947844.1_2744	26.667	345	366
WP_001198107.1	lcl|NZ_AFJR01000129.1_cds_WP_001982414.1_2182	31.579	190	366
WP_000608292.1	lcl|NZ_AFJR01000109.1_cds_WP_000608295.1_2515	99.455	367	367
WP_000608292.1	lcl|NZ_AFJR01000109.1_cds_WP_001198107.1_2514	39.452	365	367
WP_000608292.1	lcl|NZ_AFJR01000429.1_cds_WP_000575178.1_104	36.712	365	367
WP_000608292.1	lcl|NZ_AFJR01000259.1_cds_WP_000538752.1_958	30.458	371	367
WP_000608292.1	lcl|NZ_AFJR01000098.1_cds_WP_000582222.1_2756	35.385	325	367
WP_000608292.1	lcl|NZ_AFJR01000254.1_cds_WP_001281953.1_985	30.208	384	367
WP_000608292.1	lcl|NZ_AFJR01000098.1_cds_WP_000346036.1_2737	24.397	373	367
WP_000608292.1	lcl|NZ_AFJR01000098.1_cds_WP_000947844.1_2744	26.404	356	367
WP_000608292.1	lcl|NZ_AFJR01000129.1_cds_WP_001982414.1_2182	25.419	358	367
WP_000689747.1	lcl|NZ_AFJR01000109.1_cds_WP_000689743.1_2516	99.632	544	544
WP_000689747.1	lcl|NZ_AFJR01000109.1_cds_WP_000689743.1_2516	99.632	544	544
WP_000342716.1	lcl|NZ_AFJR01000109.1_cds_WP_000342713.1_2517	99.623	265	265
WP_000342716.1	lcl|NZ_AFJR01000425.1_cds_WP_001002663.1_128	44.856	243	265
WP_017857901.1	lcl|NZ_AFJR01000109.1_cds_WP_001246618.1_2518	99.355	310	310
