WP_000340715.1	lcl|NZ_AFJK02000004.1_cds_WP_000340715.1_3791	100.000	86	106
WP_000410273.1	lcl|NZ_AFJK02000004.1_cds_WP_000410273.1_3790	100.000	314	314
WP_000410273.1	lcl|NZ_AFJK02000004.1_cds_WP_000646250.1_3787	25.705	319	314
WP_000410273.1	lcl|NZ_AFJK02000058.1_cds_WP_000744700.1_725	24.691	324	314
WP_000410273.1	lcl|NZ_AFJK02000004.1_cds_WP_000723092.1_3713	23.875	289	314
WP_000410273.1	lcl|NZ_AFJK02000004.1_cds_WP_001033107.1_3765	20.000	265	314
WP_000410273.1	lcl|NZ_AFJK02000004.1_cds_WP_001067556.1_3784	24.695	328	314
WP_000604524.1	lcl|NZ_AFJK02000004.1_cds_WP_001967810.1_3789	99.452	365	365
WP_000884059.1	lcl|NZ_AFJK02000004.1_cds_WP_000884059.1_3788	100.000	185	185
WP_000884059.1	lcl|NZ_AFJK02000027.1_cds_WP_000351733.1_2325	40.000	140	185
WP_000646253.1	lcl|NZ_AFJK02000004.1_cds_WP_000646250.1_3787	99.088	329	329
WP_000646253.1	lcl|NZ_AFJK02000058.1_cds_WP_000744700.1_725	32.063	315	329
WP_000646253.1	lcl|NZ_AFJK02000004.1_cds_WP_000723092.1_3713	30.746	335	329
WP_000646253.1	lcl|NZ_AFJK02000012.1_cds_WP_001984071.1_3225	31.475	305	329
WP_000646253.1	lcl|NZ_AFJK02000004.1_cds_WP_000699346.1_3773	30.655	336	329
WP_000646253.1	lcl|NZ_AFJK02000058.1_cds_WP_000649923.1_563	29.878	328	329
WP_000646253.1	lcl|NZ_AFJK02000031.1_cds_WP_000709513.1_2041	29.538	325	329
WP_000646253.1	lcl|NZ_AFJK02000004.1_cds_WP_001067556.1_3784	28.664	307	329
WP_000646253.1	lcl|NZ_AFJK02000012.1_cds_WP_000688696.1_3245	28.975	283	329
WP_000646253.1	lcl|NZ_AFJK02000004.1_cds_WP_000475904.1_3730	27.372	274	329
WP_000646253.1	lcl|NZ_AFJK02000004.1_cds_WP_000410273.1_3790	26.019	319	329
WP_000646253.1	lcl|NZ_AFJK02000004.1_cds_WP_001033107.1_3765	26.688	311	329
WP_000646253.1	lcl|NZ_AFJK02000053.1_cds_WP_001074785.1_919	29.057	265	329
WP_000646253.1	lcl|NZ_AFJK02000048.1_cds_WP_001003557.1_1406	25.000	332	329
WP_000774263.1	lcl|NZ_AFJK02000004.1_cds_WP_000774256.1_3786	98.502	267	267
WP_000774263.1	lcl|NZ_AFJK02000004.1_cds_WP_000842260.1_3712	26.316	190	267
WP_000774263.1	lcl|NZ_AFJK02000065.1_cds_WP_000667727.1_54	31.818	110	267
WP_000774263.1	lcl|NZ_AFJK02000050.1_cds_WP_000805359.1_1293	34.579	107	267
WP_240738528.1	lcl|NZ_AFJK02000004.1_cds_WP_000612794.1_3785	98.428	509	509
WP_240738528.1	lcl|NZ_AFJK02000053.1_cds_WP_000291586.1_992	26.562	320	509
WP_240738528.1	lcl|NZ_AFJK02000053.1_cds_WP_000364507.1_991	31.111	90	509
WP_240738528.1	lcl|NZ_AFJK02000004.1_cds_WP_000612794.1_3785	98.428	509	509
WP_240738528.1	lcl|NZ_AFJK02000053.1_cds_WP_000291586.1_992	26.562	320	509
WP_240738528.1	lcl|NZ_AFJK02000053.1_cds_WP_000364507.1_991	31.111	90	509
WP_001067557.1	lcl|NZ_AFJK02000004.1_cds_WP_001067556.1_3784	99.697	330	330
WP_001067557.1	lcl|NZ_AFJK02000004.1_cds_WP_000646250.1_3787	28.664	307	330
WP_001067557.1	lcl|NZ_AFJK02000012.1_cds_WP_001984071.1_3225	25.735	272	330
WP_001067557.1	lcl|NZ_AFJK02000048.1_cds_WP_001003557.1_1406	28.395	243	330
WP_001067557.1	lcl|NZ_AFJK02000058.1_cds_WP_000744700.1_725	26.812	276	330
WP_001067557.1	lcl|NZ_AFJK02000004.1_cds_WP_000723092.1_3713	23.724	333	330
WP_001067557.1	lcl|NZ_AFJK02000004.1_cds_WP_000699346.1_3773	27.442	215	330
WP_001067557.1	lcl|NZ_AFJK02000058.1_cds_WP_000649923.1_563	28.854	253	330
WP_001067557.1	lcl|NZ_AFJK02000012.1_cds_WP_000688696.1_3245	25.681	257	330
WP_001067557.1	lcl|NZ_AFJK02000004.1_cds_WP_000410273.1_3790	24.695	328	330
WP_001198107.1	lcl|NZ_AFJK02000004.1_cds_WP_000575178.1_3719	34.262	359	366
WP_001198107.1	lcl|NZ_AFJK02000065.1_cds_WP_001281953.1_60	27.441	379	366
WP_001198107.1	lcl|NZ_AFJK02000004.1_cds_WP_000172653.1_3755	31.152	382	366
WP_001198107.1	lcl|NZ_AFJK02000004.1_cds_WP_000331751.1_3761	31.111	360	366
WP_001198107.1	lcl|NZ_AFJK02000062.1_cds_WP_000538750.1_455	29.692	357	366
WP_001198107.1	lcl|NZ_AFJK02000025.1_cds_WP_001982414.1_2635	31.579	190	366
WP_000608292.1	lcl|NZ_AFJK02000004.1_cds_WP_000575178.1_3719	36.712	365	367
WP_000608292.1	lcl|NZ_AFJK02000004.1_cds_WP_000172653.1_3755	33.616	354	367
WP_000608292.1	lcl|NZ_AFJK02000062.1_cds_WP_000538750.1_455	30.458	371	367
WP_000608292.1	lcl|NZ_AFJK02000004.1_cds_WP_000331751.1_3761	35.385	325	367
WP_000608292.1	lcl|NZ_AFJK02000065.1_cds_WP_001281953.1_60	30.208	384	367
WP_000608292.1	lcl|NZ_AFJK02000025.1_cds_WP_001982414.1_2635	25.419	358	367
WP_000689747.1	lcl|NZ_AFJK02000004.1_cds_WP_000776640.1_3783	38.026	547	544
WP_000689747.1	lcl|NZ_AFJK02000004.1_cds_WP_000776640.1_3783	38.026	547	544
