WP_000340715.1	lcl|NZ_NPDW01000001.1_cds_WP_100743203.1_1855	60.256	78	106
WP_000410273.1	lcl|NZ_NPDW01000001.1_cds_WP_100743202.1_1854	81.613	310	314
WP_000410273.1	lcl|NZ_NPDW01000002.1_cds_WP_100743861.1_2447	28.025	314	314
WP_000410273.1	lcl|NZ_NPDW01000002.1_cds_WP_100743885.1_2475	24.843	318	314
WP_000410273.1	lcl|NZ_NPDW01000001.1_cds_WP_100743198.1_1850	24.275	276	314
WP_000410273.1	lcl|NZ_NPDW01000003.1_cds_WP_100745004.1_3632	24.706	170	314
WP_000410273.1	lcl|NZ_NPDW01000001.1_cds_WP_100741717.1_139	22.684	313	314
WP_000884059.1	lcl|NZ_NPDW01000001.1_cds_WP_100743185.1_1835	31.677	161	185
WP_000884059.1	lcl|NZ_NPDW01000001.1_cds_WP_100742837.1_1429	33.065	124	185
WP_000646253.1	lcl|NZ_NPDW01000001.1_cds_WP_100743198.1_1850	31.875	320	329
WP_000646253.1	lcl|NZ_NPDW01000002.1_cds_WP_100743885.1_2475	31.210	314	329
WP_000646253.1	lcl|NZ_NPDW01000003.1_cds_WP_100745004.1_3632	29.326	341	329
WP_000646253.1	lcl|NZ_NPDW01000001.1_cds_WP_100741717.1_139	29.677	310	329
WP_000646253.1	lcl|NZ_NPDW01000002.1_cds_WP_100743861.1_2447	28.435	313	329
WP_000646253.1	lcl|NZ_NPDW01000002.1_cds_WP_100743544.1_2086	27.519	258	329
WP_000646253.1	lcl|NZ_NPDW01000001.1_cds_WP_100743175.1_1825	26.199	271	329
WP_000646253.1	lcl|NZ_NPDW01000001.1_cds_WP_100743202.1_1854	24.528	318	329
WP_000646253.1	lcl|NZ_NPDW01000002.1_cds_WP_100743929.1_2529	28.102	274	329
WP_000646253.1	lcl|NZ_NPDW01000003.1_cds_WP_207762310.1_3621	26.407	231	329
WP_000646253.1	lcl|NZ_NPDW01000002.1_cds_WP_100743582.1_2132	23.420	269	329
WP_000646253.1	lcl|NZ_NPDW01000001.1_cds_WP_100743137.1_1787	23.985	271	329
WP_000646253.1	lcl|NZ_NPDW01000002.1_cds_WP_100744172.1_2810	21.705	258	329
WP_000774263.1	lcl|NZ_NPDW01000001.1_cds_WP_100743194.1_1845	26.020	196	267
WP_000774263.1	lcl|NZ_NPDW01000001.1_cds_WP_100743096.1_1726	23.755	261	267
WP_000774263.1	lcl|NZ_NPDW01000002.1_cds_WP_100743606.1_2158	36.036	111	267
WP_000774263.1	lcl|NZ_NPDW01000001.1_cds_WP_100743187.1_1838	26.178	191	267
WP_000774263.1	lcl|NZ_NPDW01000001.1_cds_WP_100741624.1_28	26.901	171	267
WP_000774263.1	lcl|NZ_NPDW01000003.1_cds_WP_100745005.1_3633	26.943	193	267
WP_240738528.1	lcl|NZ_NPDW01000001.1_cds_WP_100742856.1_1451	23.839	323	509
WP_240738528.1	lcl|NZ_NPDW01000001.1_cds_WP_100742857.1_1452	29.245	106	509
WP_240738528.1	lcl|NZ_NPDW01000001.1_cds_WP_100742856.1_1451	23.839	323	509
WP_240738528.1	lcl|NZ_NPDW01000001.1_cds_WP_100742857.1_1452	29.245	106	509
WP_001067557.1	lcl|NZ_NPDW01000001.1_cds_WP_100741717.1_139	25.899	278	330
WP_001067557.1	lcl|NZ_NPDW01000001.1_cds_WP_100743198.1_1850	28.623	276	330
WP_001067557.1	lcl|NZ_NPDW01000002.1_cds_WP_100743885.1_2475	27.536	276	330
WP_001067557.1	lcl|NZ_NPDW01000002.1_cds_WP_100743861.1_2447	25.982	331	330
WP_001067557.1	lcl|NZ_NPDW01000001.1_cds_WP_100743175.1_1825	25.581	258	330
WP_001067557.1	lcl|NZ_NPDW01000002.1_cds_WP_100743532.1_2075	28.235	170	330
WP_001067557.1	lcl|NZ_NPDW01000002.1_cds_WP_100743582.1_2132	25.385	260	330
WP_001067557.1	lcl|NZ_NPDW01000003.1_cds_WP_100745004.1_3632	23.529	323	330
WP_001067557.1	lcl|NZ_NPDW01000002.1_cds_WP_100744172.1_2810	30.065	153	330
WP_001067557.1	lcl|NZ_NPDW01000002.1_cds_WP_100743929.1_2529	25.943	212	330
WP_001067557.1	lcl|NZ_NPDW01000002.1_cds_WP_100743544.1_2086	29.139	151	330
WP_001198107.1	lcl|NZ_NPDW01000001.1_cds_WP_100743164.1_1814	35.260	346	366
WP_001198107.1	lcl|NZ_NPDW01000002.1_cds_WP_100743633.1_2195	27.559	381	366
WP_001198107.1	lcl|NZ_NPDW01000001.1_cds_WP_100742328.1_837	28.329	353	366
WP_001198107.1	lcl|NZ_NPDW01000001.1_cds_WP_100743197.1_1849	28.056	360	366
WP_001198107.1	lcl|NZ_NPDW01000001.1_cds_WP_100743177.1_1827	27.528	178	366
WP_000608292.1	lcl|NZ_NPDW01000001.1_cds_WP_100742328.1_837	30.548	347	367
WP_000608292.1	lcl|NZ_NPDW01000001.1_cds_WP_100743164.1_1814	31.933	357	367
WP_000608292.1	lcl|NZ_NPDW01000002.1_cds_WP_100743633.1_2195	28.198	383	367
WP_000608292.1	lcl|NZ_NPDW01000001.1_cds_WP_100743197.1_1849	30.370	270	367
WP_000608292.1	lcl|NZ_NPDW01000001.1_cds_WP_100742016.1_465	26.891	357	367
WP_000608292.1	lcl|NZ_NPDW01000002.1_cds_WP_100744435.1_3120	30.702	114	367
WP_000342716.1	lcl|NZ_NPDW01000001.1_cds_WP_100741966.1_408	41.152	243	265
WP_017857901.1	lcl|NZ_NPDW01000002.1_cds_WP_100744089.1_2713	35.806	310	310
WP_017857901.1	lcl|NZ_NPDW01000002.1_cds_WP_100744376.1_3050	28.205	312	310
WP_017857901.1	lcl|NZ_NPDW01000001.1_cds_WP_100742782.1_1365	23.574	263	310
WP_017857901.1	lcl|NZ_NPDW01000002.1_cds_WP_100744089.1_2713	35.806	310	310
WP_017857901.1	lcl|NZ_NPDW01000002.1_cds_WP_100744376.1_3050	28.205	312	310
WP_017857901.1	lcl|NZ_NPDW01000001.1_cds_WP_100742782.1_1365	23.574	263	310
WP_001088861.1	lcl|NZ_NPDW01000002.1_cds_WP_100744395.1_3074	39.683	63	144
WP_240738526.1	lcl|NZ_NPDW01000001.1_cds_WP_100742762.1_1344	29.508	122	221
WP_240738526.1	lcl|NZ_NPDW01000001.1_cds_WP_100743179.1_1829	30.000	110	221
WP_240738524.1	lcl|NZ_NPDW01000001.1_cds_WP_100743167.1_1817	26.961	204	283
WP_002095414.1	lcl|NZ_NPDW01000001.1_cds_WP_100741920.1_358	36.283	113	388
WP_002095414.1	lcl|NZ_NPDW01000001.1_cds_WP_100743184.1_1834	32.692	156	388
WP_002095414.1	lcl|NZ_NPDW01000001.1_cds_WP_100742761.1_1343	30.935	139	388
WP_002095414.1	lcl|NZ_NPDW01000001.1_cds_WP_100742494.1_1039	27.338	139	388
WP_002095414.1	lcl|NZ_NPDW01000003.1_cds_WP_100744936.1_3555	26.190	126	388
WP_002095414.1	lcl|NZ_NPDW01000001.1_cds_WP_100743285.1_1946	27.211	147	388
WP_002095414.1	lcl|NZ_NPDW01000001.1_cds_WP_100743179.1_1829	28.846	104	388
WP_000815073.1	lcl|NZ_NPDW01000001.1_cds_WP_100741920.1_358	26.772	127	409
WP_000575398.1	lcl|NZ_NPDW01000001.1_cds_WP_100742328.1_837	33.616	354	361
WP_000575398.1	lcl|NZ_NPDW01000001.1_cds_WP_100743164.1_1814	33.618	351	361
WP_000575398.1	lcl|NZ_NPDW01000002.1_cds_WP_100743633.1_2195	28.866	388	361
WP_000575398.1	lcl|NZ_NPDW01000001.1_cds_WP_100743197.1_1849	26.950	282	361
WP_000575398.1	lcl|NZ_NPDW01000001.1_cds_WP_100742016.1_465	24.277	346	361
WP_239248138.1	lcl|NZ_NPDW01000002.1_cds_WP_100743861.1_2447	28.387	310	313
WP_239248138.1	lcl|NZ_NPDW01000002.1_cds_WP_100743885.1_2475	30.070	286	313
WP_239248138.1	lcl|NZ_NPDW01000001.1_cds_WP_100741717.1_139	26.820	261	313
WP_239248138.1	lcl|NZ_NPDW01000001.1_cds_WP_100743175.1_1825	29.091	220	313
WP_239248138.1	lcl|NZ_NPDW01000001.1_cds_WP_100743198.1_1850	24.545	330	313
WP_239248138.1	lcl|NZ_NPDW01000003.1_cds_WP_100745004.1_3632	24.514	257	313
WP_239248138.1	lcl|NZ_NPDW01000001.1_cds_WP_100743202.1_1854	22.430	321	313
