WP_000340715.1	lcl|NZ_JADDVY010000006.1_cds_WP_002725873.1_2941	91.860	86	106
WP_000410273.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733579.1_2942	92.994	314	314
WP_000410273.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733534.1_2945	25.078	319	314
WP_000410273.1	lcl|NZ_JADDVY010000018.1_cds_WP_002722638.1_639	22.769	325	314
WP_000410273.1	lcl|NZ_JADDVY010000006.1_cds_WP_002740024.1_3036	24.555	281	314
WP_000410273.1	lcl|NZ_JADDVY010000007.1_cds_WP_002728309.1_3198	25.402	311	314
WP_000410273.1	lcl|NZ_JADDVY010000013.1_cds_WP_002743770.1_338	22.353	170	314
WP_000410273.1	lcl|NZ_JADDVY010000006.1_cds_WP_016749081.1_2974	22.769	325	314
WP_000604524.1	lcl|NZ_JADDVY010000006.1_cds_WP_026054882.1_2943	85.479	365	365
WP_000884059.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733646.1_2944	95.676	185	185
WP_000884059.1	lcl|NZ_JADDVY010000003.1_cds_WP_002721790.1_1931	36.301	146	185
WP_000646253.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733534.1_2945	98.176	329	329
WP_000646253.1	lcl|NZ_JADDVY010000018.1_cds_WP_002722638.1_639	29.841	315	329
WP_000646253.1	lcl|NZ_JADDVY010000006.1_cds_WP_002740024.1_3036	31.045	335	329
WP_000646253.1	lcl|NZ_JADDVY010000007.1_cds_WP_002728309.1_3198	30.868	311	329
WP_000646253.1	lcl|NZ_JADDVY010000013.1_cds_WP_002743770.1_338	27.273	341	329
WP_000646253.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733638.1_2982	27.299	348	329
WP_000646253.1	lcl|NZ_JADDVY010000007.1_cds_WP_002728316.1_3195	28.182	330	329
WP_000646253.1	lcl|NZ_JADDVY010000074.1_cds_WP_002741146.1_3070	28.846	312	329
WP_000646253.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733546.1_3011	25.000	268	329
