WP_000340715.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000340715.1_380	100.000	86	106
WP_000410273.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000410273.1_381	100.000	314	314
WP_000410273.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000093099.1_401	46.988	83	314
WP_000410273.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000646250.1_384	25.705	319	314
WP_000410273.1	lcl|NZ_JAGGCQ010000009.1_cds_WP_000744700.1_1528	24.691	324	314
WP_000410273.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000600889.1_410	25.269	186	314
WP_000410273.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000723090.1_463	23.958	288	314
WP_000410273.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001067557.1_387	24.695	328	314
WP_000604524.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000604524.1_382	99.726	365	365
WP_000884059.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000884059.1_383	100.000	185	185
WP_000884059.1	lcl|NZ_JAGGCQ010000003.1_cds_WP_000351733.1_555	40.000	140	185
WP_000646253.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000646250.1_384	99.088	329	329
WP_000646253.1	lcl|NZ_JAGGCQ010000009.1_cds_WP_000744700.1_1528	32.063	315	329
WP_000646253.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000723090.1_463	30.746	335	329
WP_000646253.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000600889.1_410	31.677	322	329
WP_000646253.1	lcl|NZ_JAGGCQ010000025.1_cds_WP_001984071.1_2757	31.475	305	329
WP_000646253.1	lcl|NZ_JAGGCQ010000011.1_cds_WP_000649925.1_1743	29.878	328	329
WP_000646253.1	lcl|NZ_JAGGCQ010000062.1_cds_WP_000709511.1_3680	29.538	325	329
WP_000646253.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000601375.1_437	24.080	299	329
WP_000646253.1	lcl|NZ_JAGGCQ010000025.1_cds_WP_000688695.1_2737	28.975	283	329
WP_000646253.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001067557.1_387	28.664	307	329
WP_000646253.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000475904.1_446	27.372	274	329
WP_000646253.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000410273.1_381	26.019	319	329
WP_000646253.1	lcl|NZ_JAGGCQ010000006.1_cds_WP_001074785.1_1109	29.057	265	329
WP_000646253.1	lcl|NZ_JAGGCQ010000017.1_cds_WP_001003555.1_2321	25.148	338	329
WP_000646253.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000487322.1_435	26.398	322	329
WP_000774263.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000774262.1_385	99.251	267	267
WP_000774263.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000859505.1_434	26.693	251	267
WP_000774263.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000800438.1_415	24.786	234	267
WP_000774263.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000842260.1_464	26.316	190	267
WP_000774263.1	lcl|NZ_JAGGCQ010000057.1_cds_WP_000667727.1_3620	31.818	110	267
WP_000774263.1	lcl|NZ_JAGGCQ010000019.1_cds_WP_000805357.1_2434	33.645	107	267
WP_240738528.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000612797.1_386	98.821	509	509
WP_240738528.1	lcl|NZ_JAGGCQ010000006.1_cds_WP_000291591.1_1033	26.480	321	509
WP_240738528.1	lcl|NZ_JAGGCQ010000006.1_cds_WP_000364507.1_1034	31.111	90	509
WP_240738528.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000612797.1_386	98.821	509	509
WP_240738528.1	lcl|NZ_JAGGCQ010000006.1_cds_WP_000291591.1_1033	26.480	321	509
WP_240738528.1	lcl|NZ_JAGGCQ010000006.1_cds_WP_000364507.1_1034	31.111	90	509
WP_001067557.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001067557.1_387	100.000	330	330
WP_001067557.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000646250.1_384	28.664	307	330
WP_001067557.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000600889.1_410	26.316	266	330
WP_001067557.1	lcl|NZ_JAGGCQ010000025.1_cds_WP_001984071.1_2757	25.735	272	330
WP_001067557.1	lcl|NZ_JAGGCQ010000017.1_cds_WP_001003555.1_2321	28.395	243	330
WP_001067557.1	lcl|NZ_JAGGCQ010000009.1_cds_WP_000744700.1_1528	26.812	276	330
WP_001067557.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000723090.1_463	23.724	333	330
WP_001067557.1	lcl|NZ_JAGGCQ010000011.1_cds_WP_000649925.1_1743	28.854	253	330
WP_001067557.1	lcl|NZ_JAGGCQ010000025.1_cds_WP_000688695.1_2737	25.681	257	330
WP_001067557.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000601375.1_437	26.545	275	330
WP_001067557.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000410273.1_381	24.695	328	330
WP_001198107.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001198107.1_388	100.000	366	366
WP_001198107.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000608295.1_389	39.726	365	366
WP_001198107.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000575178.1_457	34.262	359	366
WP_001198107.1	lcl|NZ_JAGGCQ010000025.1_cds_WP_001281953.1_2723	27.441	379	366
WP_001198107.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000346036.1_418	28.090	356	366
WP_001198107.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000582222.1_399	31.111	360	366
WP_001198107.1	lcl|NZ_JAGGCQ010000005.1_cds_WP_000538752.1_957	29.692	357	366
WP_001198107.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000947844.1_411	26.667	345	366
WP_001198107.1	lcl|NZ_JAGGCQ010000015.1_cds_WP_001982414.1_2108	31.579	190	366
WP_000608292.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000608295.1_389	99.455	367	367
WP_000608292.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001198107.1_388	39.452	365	367
