WP_000340715.1	lcl|NZ_JADDWT010000040.1_cds_WP_000340715.1_2504	100.000	86	106
WP_000410273.1	lcl|NZ_JADDWT010000040.1_cds_WP_000410266.1_2503	99.363	314	314
WP_000410273.1	lcl|NZ_JADDWT010000040.1_cds_WP_000646254.1_2500	25.705	319	314
WP_000410273.1	lcl|NZ_JADDWT010000013.1_cds_WP_000744698.1_344	24.691	324	314
WP_000410273.1	lcl|NZ_JADDWT010000015.1_cds_WP_000723091.1_543	23.611	288	314
WP_000410273.1	lcl|NZ_JADDWT010000040.1_cds_WP_001067557.1_2497	24.695	328	314
WP_000410273.1	lcl|NZ_JADDWT010000003.1_cds_WP_002072074.1_2423	23.077	273	314
WP_000604524.1	lcl|NZ_JADDWT010000040.1_cds_WP_000604525.1_2502	99.178	365	365
WP_000884059.1	lcl|NZ_JADDWT010000040.1_cds_WP_000884059.1_2501	100.000	185	185
WP_000884059.1	lcl|NZ_JADDWT010000008.1_cds_WP_000351733.1_3801	40.000	140	185
WP_000646253.1	lcl|NZ_JADDWT010000040.1_cds_WP_000646254.1_2500	99.088	329	329
WP_000646253.1	lcl|NZ_JADDWT010000013.1_cds_WP_000744698.1_344	32.063	315	329
WP_000646253.1	lcl|NZ_JADDWT010000015.1_cds_WP_000723091.1_543	31.045	335	329
WP_000646253.1	lcl|NZ_JADDWT010000003.1_cds_WP_002072074.1_2423	31.148	305	329
WP_000646253.1	lcl|NZ_JADDWT010000012.1_cds_WP_000649924.1_236	29.878	328	329
WP_000646253.1	lcl|NZ_JADDWT010000003.1_cds_WP_000709508.1_2413	29.231	325	329
WP_000646253.1	lcl|NZ_JADDWT010000040.1_cds_WP_001067557.1_2497	28.664	307	329
WP_000646253.1	lcl|NZ_JADDWT010000003.1_cds_WP_000688696.1_2443	28.975	283	329
WP_000646253.1	lcl|NZ_JADDWT010000028.1_cds_WP_000475901.1_1597	27.372	274	329
WP_000646253.1	lcl|NZ_JADDWT010000040.1_cds_WP_000410266.1_2503	25.705	319	329
