WP_000340715.1	lcl|NZ_JQQR01000023.1_cds_WP_000340715.1_695	100.000	86	106
WP_000410273.1	lcl|NZ_JQQR01000023.1_cds_WP_000410273.1_696	100.000	314	314
WP_000410273.1	lcl|NZ_JQQR01000023.1_cds_WP_061226680.1_699	25.705	319	314
WP_000410273.1	lcl|NZ_JQQR01000042.1_cds_WP_000744700.1_1202	24.691	324	314
WP_000410273.1	lcl|NZ_JQQR01000009.1_cds_WP_000723090.1_377	23.958	288	314
WP_000410273.1	lcl|NZ_JQQR01000023.1_cds_WP_001067557.1_702	24.695	328	314
WP_000410273.1	lcl|NZ_JQQR01000074.1_cds_WP_002072074.1_1873	23.077	273	314
WP_000604524.1	lcl|NZ_JQQR01000023.1_cds_WP_000604524.1_697	99.726	365	365
WP_000884059.1	lcl|NZ_JQQR01000023.1_cds_WP_000884059.1_698	100.000	185	185
WP_000884059.1	lcl|NZ_JQQR01000019.1_cds_WP_000351733.1_542	40.000	140	185
WP_000646253.1	lcl|NZ_JQQR01000023.1_cds_WP_061226680.1_699	99.392	329	329
WP_000646253.1	lcl|NZ_JQQR01000042.1_cds_WP_000744700.1_1202	32.063	315	329
WP_000646253.1	lcl|NZ_JQQR01000009.1_cds_WP_000723090.1_377	30.746	335	329
WP_000646253.1	lcl|NZ_JQQR01000074.1_cds_WP_002072074.1_1873	31.148	305	329
WP_000646253.1	lcl|NZ_JQQR01000081.1_cds_WP_000649924.1_1988	29.878	328	329
WP_000646253.1	lcl|NZ_JQQR01000062.1_cds_WP_000709513.1_1688	29.538	325	329
WP_000646253.1	lcl|NZ_JQQR01000023.1_cds_WP_001067557.1_702	28.664	307	329
WP_000646253.1	lcl|NZ_JQQR01000074.1_cds_WP_000688698.1_1853	28.975	283	329
WP_000646253.1	lcl|NZ_JQQR01000009.1_cds_WP_000475904.1_360	27.372	274	329
WP_000646253.1	lcl|NZ_JQQR01000023.1_cds_WP_000410273.1_696	26.019	319	329
WP_000646253.1	lcl|NZ_JQQR01000084.1_cds_WP_017858396.1_2096	29.057	265	329
WP_000646253.1	lcl|NZ_JQQR01000056.1_cds_WP_002105505.1_1542	24.699	332	329
WP_000646253.1	lcl|NZ_JQQR01000023.1_cds_WP_000378097.1_719	24.419	172	329
WP_000774263.1	lcl|NZ_JQQR01000023.1_cds_WP_000774260.1_700	98.876	267	267
WP_000774263.1	lcl|NZ_JQQR01000009.1_cds_WP_000842260.1_378	26.316	190	267
WP_000774263.1	lcl|NZ_JQQR01000014.1_cds_WP_000667727.1_474	31.818	110	267
WP_000774263.1	lcl|NZ_JQQR01000170.1_cds_WP_000805357.1_3451	33.645	107	267
WP_240738528.1	lcl|NZ_JQQR01000023.1_cds_WP_000612794.1_701	98.428	509	509
WP_240738528.1	lcl|NZ_JQQR01000002.1_cds_WP_000291578.1_30	26.562	320	509
WP_240738528.1	lcl|NZ_JQQR01000002.1_cds_WP_000364507.1_31	31.111	90	509
WP_240738528.1	lcl|NZ_JQQR01000023.1_cds_WP_000612794.1_701	98.428	509	509
WP_240738528.1	lcl|NZ_JQQR01000002.1_cds_WP_000291578.1_30	26.562	320	509
WP_240738528.1	lcl|NZ_JQQR01000002.1_cds_WP_000364507.1_31	31.111	90	509
WP_001067557.1	lcl|NZ_JQQR01000023.1_cds_WP_001067557.1_702	100.000	330	330
WP_001067557.1	lcl|NZ_JQQR01000023.1_cds_WP_061226680.1_699	28.990	307	330
WP_001067557.1	lcl|NZ_JQQR01000074.1_cds_WP_002072074.1_1873	26.103	272	330
WP_001067557.1	lcl|NZ_JQQR01000042.1_cds_WP_000744700.1_1202	26.812	276	330
WP_001067557.1	lcl|NZ_JQQR01000056.1_cds_WP_002105505.1_1542	27.572	243	330
WP_001067557.1	lcl|NZ_JQQR01000009.1_cds_WP_000723090.1_377	23.724	333	330
WP_001067557.1	lcl|NZ_JQQR01000081.1_cds_WP_000649924.1_1988	28.854	253	330
WP_001067557.1	lcl|NZ_JQQR01000074.1_cds_WP_000688698.1_1853	24.903	257	330
WP_001067557.1	lcl|NZ_JQQR01000023.1_cds_WP_000410273.1_696	24.695	328	330
WP_001198107.1	lcl|NZ_JQQR01000023.1_cds_WP_001198107.1_703	100.000	366	366
WP_001198107.1	lcl|NZ_JQQR01000023.1_cds_WP_000608292.1_704	39.452	365	366
WP_001198107.1	lcl|NZ_JQQR01000009.1_cds_WP_000575178.1_371	34.262	359	366
WP_001198107.1	lcl|NZ_JQQR01000023.1_cds_WP_061226678.1_720	32.461	382	366
WP_001198107.1	lcl|NZ_JQQR01000074.1_cds_WP_001281953.1_1837	27.441	379	366
WP_001198107.1	lcl|NZ_JQQR01000023.1_cds_WP_017857903.1_714	31.373	357	366
WP_001198107.1	lcl|NZ_JQQR01000068.1_cds_WP_000538755.1_1738	29.972	357	366
WP_001198107.1	lcl|NZ_JQQR01000048.1_cds_WP_001982414.1_1382	31.579	190	366
WP_000608292.1	lcl|NZ_JQQR01000023.1_cds_WP_000608292.1_704	100.000	367	367
WP_000608292.1	lcl|NZ_JQQR01000023.1_cds_WP_001198107.1_703	39.452	365	367
WP_000608292.1	lcl|NZ_JQQR01000009.1_cds_WP_000575178.1_371	36.712	365	367
WP_000608292.1	lcl|NZ_JQQR01000023.1_cds_WP_061226678.1_720	31.694	366	367
WP_000608292.1	lcl|NZ_JQQR01000068.1_cds_WP_000538755.1_1738	30.458	371	367
