WP_000340715.1	lcl|NZ_AHMS02000034.1_cds_WP_002725873.1_1090	91.860	86	106
WP_000410273.1	lcl|NZ_AHMS02000034.1_cds_WP_002725867.1_1089	93.226	310	314
WP_000410273.1	lcl|NZ_AHMS02000034.1_cds_WP_002725843.1_1041	23.103	290	314
WP_000410273.1	lcl|NZ_AHMS02000022.1_cds_WP_002722638.1_2129	22.769	325	314
WP_000410273.1	lcl|NZ_AHMS02000034.1_cds_WP_002727919.1_1013	24.555	281	314
WP_000410273.1	lcl|NZ_AHMS02000034.1_cds_WP_002725944.1_1039	21.154	312	314
WP_000410273.1	lcl|NZ_AHMS02000015.1_cds_WP_002728309.1_2833	25.402	311	314
WP_000410273.1	lcl|NZ_AHMS02000005.1_cds_WP_002729504.1_3329	22.353	170	314
WP_000884059.1	lcl|NZ_AHMS02000034.1_cds_WP_002721790.1_901	36.301	146	185
WP_000884059.1	lcl|NZ_AHMS02000034.1_cds_WP_002725884.1_1058	34.463	177	185
WP_000646253.1	lcl|NZ_AHMS02000034.1_cds_WP_002725843.1_1041	30.530	321	329
WP_000646253.1	lcl|NZ_AHMS02000022.1_cds_WP_002722638.1_2129	29.841	315	329
WP_000646253.1	lcl|NZ_AHMS02000034.1_cds_WP_002727919.1_1013	30.448	335	329
WP_000646253.1	lcl|NZ_AHMS02000015.1_cds_WP_002728309.1_2833	30.868	311	329
WP_000646253.1	lcl|NZ_AHMS02000005.1_cds_WP_002729504.1_3329	27.273	341	329
WP_000646253.1	lcl|NZ_AHMS02000034.1_cds_WP_002725944.1_1039	27.742	310	329
WP_000646253.1	lcl|NZ_AHMS02000015.1_cds_WP_002728316.1_2830	28.182	330	329
WP_000646253.1	lcl|NZ_AHMS02000022.1_cds_WP_002724389.1_2265	29.393	313	329
WP_000646253.1	lcl|NZ_AHMS02000002.1_cds_WP_002729582.1_3620	25.664	339	329
WP_000646253.1	lcl|NZ_AHMS02000034.1_cds_WP_002725867.1_1089	27.711	249	329
WP_000646253.1	lcl|NZ_AHMS02000034.1_cds_WP_002721309.1_1037	26.277	274	329
WP_000646253.1	lcl|NZ_AHMS02000011.1_cds_WP_002728462.1_3047	26.217	267	329
WP_000646253.1	lcl|NZ_AHMS02000022.1_cds_WP_002721725.1_2021	25.223	337	329
WP_000646253.1	lcl|NZ_AHMS02000031.1_cds_WP_002728696.1_1492	27.459	244	329
WP_000774263.1	lcl|NZ_AHMS02000034.1_cds_WP_002725899.1_1040	29.293	198	267
WP_000774263.1	lcl|NZ_AHMS02000034.1_cds_WP_002727921.1_1012	26.455	189	267
WP_000774263.1	lcl|NZ_AHMS02000005.1_cds_WP_002729040.1_3378	33.636	110	267
WP_000774263.1	lcl|NZ_AHMS02000005.1_cds_WP_002729513.1_3328	26.455	189	267
WP_000774263.1	lcl|NZ_AHMS02000040.1_cds_WP_002766579.1_556	26.344	186	267
WP_240738528.1	lcl|NZ_AHMS02000006.1_cds_WP_002728536.1_3197	26.667	315	509
WP_240738528.1	lcl|NZ_AHMS02000006.1_cds_WP_002728534.1_3196	31.111	90	509
WP_240738528.1	lcl|NZ_AHMS02000006.1_cds_WP_002728536.1_3197	26.667	315	509
WP_240738528.1	lcl|NZ_AHMS02000006.1_cds_WP_002728534.1_3196	31.111	90	509
WP_001067557.1	lcl|NZ_AHMS02000015.1_cds_WP_002728309.1_2833	26.740	273	330
WP_001067557.1	lcl|NZ_AHMS02000034.1_cds_WP_002725843.1_1041	23.273	275	330
WP_001067557.1	lcl|NZ_AHMS02000022.1_cds_WP_002722638.1_2129	27.425	299	330
WP_001067557.1	lcl|NZ_AHMS02000034.1_cds_WP_002727919.1_1013	26.183	317	330
WP_001067557.1	lcl|NZ_AHMS02000002.1_cds_WP_002729582.1_3620	27.193	228	330
WP_001067557.1	lcl|NZ_AHMS02000022.1_cds_WP_002721725.1_2021	24.898	245	330
WP_001067557.1	lcl|NZ_AHMS02000022.1_cds_WP_002724389.1_2265	25.868	317	330
WP_001067557.1	lcl|NZ_AHMS02000005.1_cds_WP_002729504.1_3329	25.352	142	330
WP_001067557.1	lcl|NZ_AHMS02000034.1_cds_WP_002725867.1_1089	23.708	329	330
WP_001067557.1	lcl|NZ_AHMS02000011.1_cds_WP_002728462.1_3047	26.639	244	330
WP_001067557.1	lcl|NZ_AHMS02000031.1_cds_WP_002728696.1_1492	26.014	296	330
WP_001067557.1	lcl|NZ_AHMS02000033.1_cds_WP_032851408.1_1173	25.781	128	330
WP_001198107.1	lcl|NZ_AHMS02000034.1_cds_WP_002727932.1_1019	32.861	353	366
WP_001198107.1	lcl|NZ_AHMS02000034.1_cds_WP_002725894.1_1079	34.202	307	366
WP_001198107.1	lcl|NZ_AHMS02000005.1_cds_WP_002728994.1_3384	27.778	378	366
WP_001198107.1	lcl|NZ_AHMS02000034.1_cds_WP_002725956.1_1064	30.256	390	366
WP_001198107.1	lcl|NZ_AHMS02000034.1_cds_WP_002725930.1_1082	38.350	206	366
WP_001198107.1	lcl|NZ_AHMS02000013.1_cds_WP_002724694.1_2965	30.471	361	366
WP_001198107.1	lcl|NZ_AHMS02000002.1_cds_WP_002724641.1_3619	30.270	185	366
WP_000608292.1	lcl|NZ_AHMS02000034.1_cds_WP_002727932.1_1019	37.110	353	367
WP_000608292.1	lcl|NZ_AHMS02000034.1_cds_WP_002725956.1_1064	31.989	372	367
WP_000608292.1	lcl|NZ_AHMS02000013.1_cds_WP_002724694.1_2965	33.596	381	367
WP_000608292.1	lcl|NZ_AHMS02000005.1_cds_WP_002728994.1_3384	30.105	382	367
WP_000608292.1	lcl|NZ_AHMS02000034.1_cds_WP_002725894.1_1079	31.065	338	367
WP_000608292.1	lcl|NZ_AHMS02000034.1_cds_WP_002725930.1_1082	34.322	236	367
WP_000608292.1	lcl|NZ_AHMS02000002.1_cds_WP_002724641.1_3619	26.257	358	367
WP_000342716.1	lcl|NZ_AHMS02000040.1_cds_WP_002722928.1_592	44.534	247	265
WP_017857901.1	lcl|NZ_AHMS02000030.1_cds_WP_002730863.1_1553	36.842	304	310
WP_017857901.1	lcl|NZ_AHMS02000026.1_cds_WP_002727287.1_1913	26.821	302	310
WP_017857901.1	lcl|NZ_AHMS02000003.1_cds_WP_002727177.1_3572	27.820	133	310
WP_017857901.1	lcl|NZ_AHMS02000030.1_cds_WP_002730863.1_1553	36.842	304	310
WP_017857901.1	lcl|NZ_AHMS02000026.1_cds_WP_002727287.1_1913	26.821	302	310
WP_017857901.1	lcl|NZ_AHMS02000003.1_cds_WP_002727177.1_3572	27.820	133	310
WP_001088861.1	lcl|NZ_AHMS02000047.1_cds_WP_026054147.1_67	39.683	63	144
WP_240738526.1	lcl|NZ_AHMS02000034.1_cds_WP_004779550.1_1073	33.333	111	221
WP_240738526.1	lcl|NZ_AHMS02000022.1_cds_WP_011671435.1_2155	26.923	78	221
WP_002095414.1	lcl|NZ_AHMS02000022.1_cds_WP_011671435.1_2155	31.293	147	388
WP_002095414.1	lcl|NZ_AHMS02000020.1_cds_WP_002727063.1_2552	30.435	138	388
WP_002095414.1	lcl|NZ_AHMS02000021.1_cds_WP_016749152.1_2344	26.667	210	388
WP_002095414.1	lcl|NZ_AHMS02000040.1_cds_WP_002766450.1_546	24.476	143	388
WP_002095414.1	lcl|NZ_AHMS02000034.1_cds_WP_004779550.1_1073	33.684	95	388
WP_000815073.1	lcl|NZ_AHMS02000020.1_cds_WP_002727063.1_2552	21.910	178	409
WP_000815073.1	lcl|NZ_AHMS02000022.1_cds_WP_011671435.1_2155	24.409	127	409
WP_000575398.1	lcl|NZ_AHMS02000034.1_cds_WP_002727932.1_1019	37.709	358	361
WP_000575398.1	lcl|NZ_AHMS02000013.1_cds_WP_002724694.1_2965	35.174	344	361
