WP_000340715.1	lcl|NZ_JQPG01000050.1_cds_WP_000340715.1_1531	100.000	86	106
WP_000410273.1	lcl|NZ_JQPG01000050.1_cds_WP_000410273.1_1532	100.000	314	314
WP_000410273.1	lcl|NZ_JQPG01000050.1_cds_WP_000093099.1_1551	46.988	83	314
WP_000410273.1	lcl|NZ_JQPG01000050.1_cds_WP_000646256.1_1535	27.612	268	314
WP_000410273.1	lcl|NZ_JQPG01000069.1_cds_WP_000744700.1_2093	24.691	324	314
WP_000410273.1	lcl|NZ_JQPG01000050.1_cds_WP_000600889.1_1560	25.269	186	314
WP_000410273.1	lcl|NZ_JQPG01000050.1_cds_WP_000723092.1_1614	23.875	289	314
WP_000410273.1	lcl|NZ_JQPG01000050.1_cds_WP_001067556.1_1538	24.695	328	314
WP_000604524.1	lcl|NZ_JQPG01000050.1_cds_WP_000604524.1_1533	99.726	365	365
WP_000884059.1	lcl|NZ_JQPG01000050.1_cds_WP_000884059.1_1534	100.000	185	185
WP_000884059.1	lcl|NZ_JQPG01000012.1_cds_WP_000351733.1_271	40.000	140	185
WP_000646253.1	lcl|NZ_JQPG01000050.1_cds_WP_000646256.1_1535	99.392	329	329
WP_000646253.1	lcl|NZ_JQPG01000069.1_cds_WP_000744700.1_2093	32.063	315	329
WP_000646253.1	lcl|NZ_JQPG01000050.1_cds_WP_000723092.1_1614	30.746	335	329
WP_000646253.1	lcl|NZ_JQPG01000050.1_cds_WP_000600889.1_1560	31.677	322	329
WP_000646253.1	lcl|NZ_JQPG01000029.1_cds_WP_001984071.1_764	31.475	305	329
WP_000646253.1	lcl|NZ_JQPG01000088.1_cds_WP_000649925.1_2493	29.878	328	329
WP_000646253.1	lcl|NZ_JQPG01000038.1_cds_WP_000709513.1_1139	29.538	325	329
WP_000646253.1	lcl|NZ_JQPG01000050.1_cds_WP_000601375.1_1587	24.080	299	329
WP_000646253.1	lcl|NZ_JQPG01000050.1_cds_WP_001067556.1_1538	28.664	307	329
WP_000646253.1	lcl|NZ_JQPG01000029.1_cds_WP_000688696.1_784	28.975	283	329
WP_000646253.1	lcl|NZ_JQPG01000050.1_cds_WP_000475901.1_1597	27.372	274	329
WP_000646253.1	lcl|NZ_JQPG01000050.1_cds_WP_000410273.1_1532	26.019	319	329
WP_000646253.1	lcl|NZ_JQPG01000064.1_cds_WP_001074785.1_1917	29.057	265	329
WP_000646253.1	lcl|NZ_JQPG01000077.1_cds_WP_001003556.1_2247	25.602	332	329
WP_000646253.1	lcl|NZ_JQPG01000050.1_cds_WP_000487322.1_1585	26.398	322	329
WP_000774263.1	lcl|NZ_JQPG01000050.1_cds_WP_000774263.1_1536	99.625	267	267
WP_000774263.1	lcl|NZ_JQPG01000050.1_cds_WP_000859505.1_1584	26.693	251	267
WP_000774263.1	lcl|NZ_JQPG01000050.1_cds_WP_000800438.1_1565	24.786	234	267
WP_000774263.1	lcl|NZ_JQPG01000050.1_cds_WP_000842260.1_1615	26.316	190	267
WP_000774263.1	lcl|NZ_JQPG01000102.1_cds_WP_000667727.1_2783	31.818	110	267
WP_000774263.1	lcl|NZ_JQPG01000099.1_cds_WP_000805357.1_2754	33.645	107	267
WP_240738528.1	lcl|NZ_JQPG01000050.1_cds_WP_002163445.1_1537	98.821	509	509
WP_240738528.1	lcl|NZ_JQPG01000051.1_cds_WP_000291586.1_1666	26.562	320	509
WP_240738528.1	lcl|NZ_JQPG01000051.1_cds_WP_000364507.1_1665	31.111	90	509
WP_240738528.1	lcl|NZ_JQPG01000050.1_cds_WP_002163445.1_1537	98.821	509	509
WP_240738528.1	lcl|NZ_JQPG01000051.1_cds_WP_000291586.1_1666	26.562	320	509
WP_240738528.1	lcl|NZ_JQPG01000051.1_cds_WP_000364507.1_1665	31.111	90	509
WP_001067557.1	lcl|NZ_JQPG01000050.1_cds_WP_001067556.1_1538	99.697	330	330
WP_001067557.1	lcl|NZ_JQPG01000050.1_cds_WP_000646256.1_1535	29.316	307	330
WP_001067557.1	lcl|NZ_JQPG01000050.1_cds_WP_000600889.1_1560	26.316	266	330
WP_001067557.1	lcl|NZ_JQPG01000029.1_cds_WP_001984071.1_764	25.735	272	330
WP_001067557.1	lcl|NZ_JQPG01000077.1_cds_WP_001003556.1_2247	28.395	243	330
WP_001067557.1	lcl|NZ_JQPG01000069.1_cds_WP_000744700.1_2093	26.812	276	330
WP_001067557.1	lcl|NZ_JQPG01000050.1_cds_WP_000723092.1_1614	23.724	333	330
WP_001067557.1	lcl|NZ_JQPG01000088.1_cds_WP_000649925.1_2493	28.854	253	330
WP_001067557.1	lcl|NZ_JQPG01000029.1_cds_WP_000688696.1_784	25.681	257	330
WP_001067557.1	lcl|NZ_JQPG01000050.1_cds_WP_000601375.1_1587	26.545	275	330
WP_001067557.1	lcl|NZ_JQPG01000050.1_cds_WP_000410273.1_1532	24.695	328	330
WP_001198107.1	lcl|NZ_JQPG01000050.1_cds_WP_000575178.1_1608	34.262	359	366
WP_001198107.1	lcl|NZ_JQPG01000154.1_cds_WP_001281953.1_3495	27.441	379	366
WP_001198107.1	lcl|NZ_JQPG01000050.1_cds_WP_000346036.1_1568	28.090	356	366
WP_001198107.1	lcl|NZ_JQPG01000050.1_cds_WP_000582222.1_1549	31.111	360	366
WP_001198107.1	lcl|NZ_JQPG01000020.1_cds_WP_000538757.1_536	29.692	357	366
WP_001198107.1	lcl|NZ_JQPG01000050.1_cds_WP_000947844.1_1561	26.667	345	366
WP_001198107.1	lcl|NZ_JQPG01000014.1_cds_WP_001982414.1_353	31.579	190	366
WP_000608292.1	lcl|NZ_JQPG01000050.1_cds_WP_000575178.1_1608	36.712	365	367
WP_000608292.1	lcl|NZ_JQPG01000020.1_cds_WP_000538757.1_536	30.458	371	367
WP_000608292.1	lcl|NZ_JQPG01000050.1_cds_WP_000582222.1_1549	35.385	325	367
WP_000608292.1	lcl|NZ_JQPG01000154.1_cds_WP_001281953.1_3495	30.208	384	367
WP_000608292.1	lcl|NZ_JQPG01000050.1_cds_WP_000346036.1_1568	24.397	373	367
WP_000608292.1	lcl|NZ_JQPG01000050.1_cds_WP_000947844.1_1561	26.404	356	367
WP_000608292.1	lcl|NZ_JQPG01000014.1_cds_WP_001982414.1_353	25.419	358	367
WP_000689747.1	lcl|NZ_JQPG01000050.1_cds_WP_000776640.1_1539	38.026	547	544
WP_000689747.1	lcl|NZ_JQPG01000050.1_cds_WP_000776640.1_1539	38.026	547	544
WP_000342716.1	lcl|NZ_JQPG01000050.1_cds_WP_000424609.1_1540	67.424	264	265
WP_000342716.1	lcl|NZ_JQPG01000160.1_cds_WP_001002663.1_3544	44.856	243	265
WP_017857901.1	lcl|NZ_JQPG01000050.1_cds_WP_002074065.1_1541	91.935	310	310
WP_017857901.1	lcl|NZ_JQPG01000125.1_cds_WP_000501205.1_3209	36.184	304	310
WP_017857901.1	lcl|NZ_JQPG01000085.1_cds_WP_001183723.1_2388	25.914	301	310
WP_017857901.1	lcl|NZ_JQPG01000018.1_cds_WP_000279894.1_485	25.191	262	310
WP_017857901.1	lcl|NZ_JQPG01000050.1_cds_WP_002074065.1_1541	91.935	310	310
WP_017857901.1	lcl|NZ_JQPG01000125.1_cds_WP_000501205.1_3209	36.184	304	310
WP_017857901.1	lcl|NZ_JQPG01000085.1_cds_WP_001183723.1_2388	25.914	301	310
WP_017857901.1	lcl|NZ_JQPG01000018.1_cds_WP_000279894.1_485	25.191	262	310
WP_000479982.1	lcl|NZ_JQPG01000050.1_cds_WP_000479984.1_1542	99.242	264	264
WP_000715956.1	lcl|NZ_JQPG01000050.1_cds_WP_000715958.1_1543	98.473	131	131
WP_001088861.1	lcl|NZ_JQPG01000050.1_cds_WP_001088863.1_1544	98.611	144	144
WP_001088861.1	lcl|NZ_JQPG01000035.1_cds_WP_002069656.1_1043	42.857	56	144
WP_240738526.1	lcl|NZ_JQPG01000050.1_cds_WP_000517243.1_1545	99.095	221	221
