WP_000340715.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000340715.1_506	100.000	86	106
WP_000410273.1	lcl|NZ_JAFCYY010000011.1_cds_WP_203368341.1_505	99.682	314	314
WP_000410273.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000646251.1_502	25.705	319	314
WP_000410273.1	lcl|NZ_JAFCYY010000001.1_cds_WP_000744700.1_215	24.691	324	314
WP_000410273.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000723092.1_1174	23.875	289	314
WP_000410273.1	lcl|NZ_JAFCYY010000011.1_cds_WP_001067557.1_499	24.695	328	314
WP_000604524.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000604524.1_504	99.726	365	365
WP_000884059.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000884059.1_503	100.000	185	185
WP_000884059.1	lcl|NZ_JAFCYY010000004.1_cds_WP_000351733.1_2876	40.000	140	185
WP_000646253.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000646251.1_502	99.696	329	329
WP_000646253.1	lcl|NZ_JAFCYY010000001.1_cds_WP_000744700.1_215	32.063	315	329
WP_000646253.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000723092.1_1174	30.746	335	329
WP_000646253.1	lcl|NZ_JAFCYY010000012.1_cds_WP_001984071.1_592	31.475	305	329
WP_000646253.1	lcl|NZ_JAFCYY010000001.1_cds_WP_000649923.1_58	29.878	328	329
WP_000646253.1	lcl|NZ_JAFCYY010000012.1_cds_WP_000709513.1_582	29.538	325	329
WP_000646253.1	lcl|NZ_JAFCYY010000012.1_cds_WP_000688695.1_612	28.975	283	329
WP_000646253.1	lcl|NZ_JAFCYY010000011.1_cds_WP_001067557.1_499	28.664	307	329
WP_000646253.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000475904.1_1157	27.372	274	329
WP_000646253.1	lcl|NZ_JAFCYY010000011.1_cds_WP_203368341.1_505	26.019	319	329
WP_000646253.1	lcl|NZ_JAFCYY010000005.1_cds_WP_001074784.1_3207	29.057	265	329
WP_000646253.1	lcl|NZ_JAFCYY010000001.1_cds_WP_061269596.1_341	24.699	332	329
WP_000646253.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000378097.1_482	24.419	172	329
WP_000774263.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000774262.1_501	99.251	267	267
WP_000774263.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000842260.1_1175	26.316	190	267
WP_000774263.1	lcl|NZ_JAFCYY010000012.1_cds_WP_000667727.1_634	31.818	110	267
WP_000774263.1	lcl|NZ_JAFCYY010000009.1_cds_WP_000805357.1_3932	33.645	107	267
WP_240738528.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000612798.1_500	98.035	509	509
WP_240738528.1	lcl|NZ_JAFCYY010000005.1_cds_WP_000291586.1_3279	26.562	320	509
WP_240738528.1	lcl|NZ_JAFCYY010000005.1_cds_WP_000364507.1_3278	31.111	90	509
WP_240738528.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000612798.1_500	98.035	509	509
WP_240738528.1	lcl|NZ_JAFCYY010000005.1_cds_WP_000291586.1_3279	26.562	320	509
WP_240738528.1	lcl|NZ_JAFCYY010000005.1_cds_WP_000364507.1_3278	31.111	90	509
WP_001067557.1	lcl|NZ_JAFCYY010000011.1_cds_WP_001067557.1_499	100.000	330	330
WP_001067557.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000646251.1_502	28.990	307	330
WP_001067557.1	lcl|NZ_JAFCYY010000012.1_cds_WP_001984071.1_592	25.735	272	330
WP_001067557.1	lcl|NZ_JAFCYY010000001.1_cds_WP_000744700.1_215	26.812	276	330
WP_001067557.1	lcl|NZ_JAFCYY010000001.1_cds_WP_061269596.1_341	28.395	243	330
WP_001067557.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000723092.1_1174	23.724	333	330
WP_001067557.1	lcl|NZ_JAFCYY010000001.1_cds_WP_000649923.1_58	28.854	253	330
WP_001067557.1	lcl|NZ_JAFCYY010000012.1_cds_WP_000688695.1_612	25.681	257	330
WP_001198107.1	lcl|NZ_JAFCYY010000011.1_cds_WP_001198107.1_498	100.000	366	366
WP_001198107.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000608286.1_497	39.452	365	366
WP_001198107.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000575178.1_1168	34.262	359	366
WP_001198107.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000172660.1_481	32.199	382	366
WP_001198107.1	lcl|NZ_JAFCYY010000012.1_cds_WP_001281953.1_628	27.441	379	366
WP_001198107.1	lcl|NZ_JAFCYY010000011.1_cds_WP_203368340.1_487	31.389	360	366
WP_001198107.1	lcl|NZ_JAFCYY010000007.1_cds_WP_000538749.1_3611	29.692	357	366
WP_001198107.1	lcl|NZ_JAFCYY010000023.1_cds_WP_001982414.1_1769	31.579	190	366
WP_000608292.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000608286.1_497	99.728	367	367
WP_000608292.1	lcl|NZ_JAFCYY010000011.1_cds_WP_001198107.1_498	39.452	365	367
WP_000608292.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000575178.1_1168	36.712	365	367
WP_000608292.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000172660.1_481	31.967	366	367
WP_000608292.1	lcl|NZ_JAFCYY010000011.1_cds_WP_203368340.1_487	35.692	325	367
WP_000608292.1	lcl|NZ_JAFCYY010000007.1_cds_WP_000538749.1_3611	30.458	371	367
WP_000608292.1	lcl|NZ_JAFCYY010000012.1_cds_WP_001281953.1_628	30.208	384	367
WP_000608292.1	lcl|NZ_JAFCYY010000023.1_cds_WP_001982414.1_1769	25.419	358	367
WP_000689747.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000689744.1_496	99.816	544	544
WP_000689747.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000689744.1_496	99.816	544	544
WP_000342716.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000342716.1_495	100.000	265	265
WP_000342716.1	lcl|NZ_JAFCYY010000036.1_cds_WP_001002663.1_2628	44.856	243	265
WP_017857901.1	lcl|NZ_JAFCYY010000011.1_cds_WP_002130260.1_494	99.032	310	310
WP_017857901.1	lcl|NZ_JAFCYY010000021.1_cds_WP_000501205.1_1662	36.184	304	310
WP_017857901.1	lcl|NZ_JAFCYY010000025.1_cds_WP_001183723.1_1878	25.914	301	310
WP_017857901.1	lcl|NZ_JAFCYY010000016.1_cds_WP_000279894.1_1054	25.191	262	310
WP_017857901.1	lcl|NZ_JAFCYY010000011.1_cds_WP_002130260.1_494	99.032	310	310
WP_017857901.1	lcl|NZ_JAFCYY010000021.1_cds_WP_000501205.1_1662	36.184	304	310
WP_017857901.1	lcl|NZ_JAFCYY010000025.1_cds_WP_001183723.1_1878	25.914	301	310
WP_017857901.1	lcl|NZ_JAFCYY010000016.1_cds_WP_000279894.1_1054	25.191	262	310
WP_000479982.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000479982.1_493	100.000	264	264
WP_000715956.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000715958.1_492	98.473	131	131
WP_001088861.1	lcl|NZ_JAFCYY010000011.1_cds_WP_001088863.1_491	98.611	144	144
WP_001088861.1	lcl|NZ_JAFCYY010000002.1_cds_WP_002069656.1_1405	42.857	56	144
WP_240738526.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000517243.1_490	99.095	221	221
WP_240738526.1	lcl|NZ_JAFCYY010000001.1_cds_WP_001082178.1_186	28.205	78	221
WP_240738526.1	lcl|NZ_JAFCYY010000021.1_cds_WP_001069832.1_1644	27.523	109	221
WP_240738524.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000378097.1_482	26.522	230	283
WP_002095414.1	lcl|NZ_JAFCYY010000001.1_cds_WP_001082178.1_186	31.973	147	388
WP_002095414.1	lcl|NZ_JAFCYY010000011.1_cds_WP_002097509.1_464	27.572	243	388
WP_002095414.1	lcl|NZ_JAFCYY010000021.1_cds_WP_000347676.1_1643	32.867	143	388
WP_002095414.1	lcl|NZ_JAFCYY010000003.1_cds_WP_000402846.1_2316	27.211	147	388
WP_002095414.1	lcl|NZ_JAFCYY010000018.1_cds_WP_001217659.1_1153	31.111	90	388
WP_002095414.1	lcl|NZ_JAFCYY010000011.1_cds_WP_061261803.1_488	24.646	353	388
WP_000667982.1	lcl|NZ_JAFCYY010000011.1_cds_WP_002106356.1_485	29.321	324	414
WP_000815073.1	lcl|NZ_JAFCYY010000011.1_cds_WP_061261803.1_488	33.816	414	409
WP_000815073.1	lcl|NZ_JAFCYY010000021.1_cds_WP_000347676.1_1643	24.324	148	409
WP_000815073.1	lcl|NZ_JAFCYY010000001.1_cds_WP_001082178.1_186	23.602	161	409
WP_000575398.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000575178.1_1168	38.547	358	361
WP_000575398.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000608286.1_497	40.169	356	361
WP_000575398.1	lcl|NZ_JAFCYY010000011.1_cds_WP_001198107.1_498	34.181	354	361
WP_000575398.1	lcl|NZ_JAFCYY010000007.1_cds_WP_000538749.1_3611	34.670	349	361
WP_000575398.1	lcl|NZ_JAFCYY010000012.1_cds_WP_001281953.1_628	28.608	388	361
WP_000575398.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000172660.1_481	30.343	379	361
WP_000575398.1	lcl|NZ_JAFCYY010000011.1_cds_WP_203368340.1_487	30.769	299	361
