WP_000340715.1	lcl|NZ_JQOX01000022.1_cds_WP_000340715.1_556	100.000	86	106
WP_000410273.1	lcl|NZ_JQOX01000022.1_cds_WP_000410273.1_557	100.000	314	314
WP_000410273.1	lcl|NZ_JQOX01000022.1_cds_WP_000093099.1_577	46.988	83	314
WP_000410273.1	lcl|NZ_JQOX01000022.1_cds_WP_000646256.1_560	27.612	268	314
WP_000410273.1	lcl|NZ_JQOX01000010.1_cds_WP_000744700.1_269	24.691	324	314
WP_000410273.1	lcl|NZ_JQOX01000022.1_cds_WP_000600889.1_586	25.269	186	314
WP_000410273.1	lcl|NZ_JQOX01000022.1_cds_WP_000723092.1_640	23.875	289	314
WP_000410273.1	lcl|NZ_JQOX01000022.1_cds_WP_001067556.1_563	24.695	328	314
WP_000604524.1	lcl|NZ_JQOX01000022.1_cds_WP_000604524.1_558	99.726	365	365
WP_000884059.1	lcl|NZ_JQOX01000022.1_cds_WP_000884059.1_559	100.000	185	185
WP_000884059.1	lcl|NZ_JQOX01000014.1_cds_WP_000351733.1_405	40.000	140	185
WP_000646253.1	lcl|NZ_JQOX01000022.1_cds_WP_000646256.1_560	99.392	329	329
WP_000646253.1	lcl|NZ_JQOX01000010.1_cds_WP_000744700.1_269	32.063	315	329
WP_000646253.1	lcl|NZ_JQOX01000022.1_cds_WP_000723092.1_640	30.746	335	329
WP_000646253.1	lcl|NZ_JQOX01000022.1_cds_WP_000600889.1_586	31.677	322	329
WP_000646253.1	lcl|NZ_JQOX01000023.1_cds_WP_001984071.1_674	31.475	305	329
WP_000646253.1	lcl|NZ_JQOX01000030.1_cds_WP_000649925.1_910	29.878	328	329
WP_000646253.1	lcl|NZ_JQOX01000036.1_cds_WP_000709513.1_1078	29.538	325	329
WP_000646253.1	lcl|NZ_JQOX01000022.1_cds_WP_000601375.1_613	24.080	299	329
WP_000646253.1	lcl|NZ_JQOX01000022.1_cds_WP_001067556.1_563	28.664	307	329
WP_000646253.1	lcl|NZ_JQOX01000023.1_cds_WP_000688696.1_694	28.975	283	329
WP_000646253.1	lcl|NZ_JQOX01000022.1_cds_WP_000475901.1_623	27.372	274	329
WP_000646253.1	lcl|NZ_JQOX01000022.1_cds_WP_000410273.1_557	26.019	319	329
WP_000646253.1	lcl|NZ_JQOX01000037.1_cds_WP_001074785.1_1106	29.057	265	329
WP_000646253.1	lcl|NZ_JQOX01000061.1_cds_WP_001003556.1_1760	25.602	332	329
WP_000646253.1	lcl|NZ_JQOX01000022.1_cds_WP_000487322.1_611	26.398	322	329
WP_000774263.1	lcl|NZ_JQOX01000022.1_cds_WP_000774263.1_561	99.625	267	267
WP_000774263.1	lcl|NZ_JQOX01000022.1_cds_WP_000859505.1_610	26.693	251	267
WP_000774263.1	lcl|NZ_JQOX01000022.1_cds_WP_000800438.1_591	24.786	234	267
WP_000774263.1	lcl|NZ_JQOX01000022.1_cds_WP_000842260.1_641	26.316	190	267
WP_000774263.1	lcl|NZ_JQOX01000159.1_cds_WP_000667727.1_3542	31.818	110	267
WP_000774263.1	lcl|NZ_JQOX01000009.1_cds_WP_000805357.1_221	33.645	107	267
WP_240738528.1	lcl|NZ_JQOX01000022.1_cds_WP_002163445.1_562	98.821	509	509
WP_240738528.1	lcl|NZ_JQOX01000109.1_cds_WP_000291586.1_2827	26.562	320	509
WP_240738528.1	lcl|NZ_JQOX01000109.1_cds_WP_000364507.1_2826	31.111	90	509
WP_240738528.1	lcl|NZ_JQOX01000022.1_cds_WP_002163445.1_562	98.821	509	509
WP_240738528.1	lcl|NZ_JQOX01000109.1_cds_WP_000291586.1_2827	26.562	320	509
WP_240738528.1	lcl|NZ_JQOX01000109.1_cds_WP_000364507.1_2826	31.111	90	509
WP_001067557.1	lcl|NZ_JQOX01000022.1_cds_WP_001067556.1_563	99.697	330	330
WP_001067557.1	lcl|NZ_JQOX01000022.1_cds_WP_000646256.1_560	29.316	307	330
WP_001067557.1	lcl|NZ_JQOX01000022.1_cds_WP_000600889.1_586	26.316	266	330
WP_001067557.1	lcl|NZ_JQOX01000023.1_cds_WP_001984071.1_674	25.735	272	330
WP_001067557.1	lcl|NZ_JQOX01000061.1_cds_WP_001003556.1_1760	28.395	243	330
WP_001067557.1	lcl|NZ_JQOX01000010.1_cds_WP_000744700.1_269	26.812	276	330
WP_001067557.1	lcl|NZ_JQOX01000022.1_cds_WP_000723092.1_640	23.724	333	330
WP_001067557.1	lcl|NZ_JQOX01000030.1_cds_WP_000649925.1_910	28.854	253	330
WP_001067557.1	lcl|NZ_JQOX01000023.1_cds_WP_000688696.1_694	25.681	257	330
WP_001067557.1	lcl|NZ_JQOX01000022.1_cds_WP_000601375.1_613	26.545	275	330
WP_001067557.1	lcl|NZ_JQOX01000022.1_cds_WP_000410273.1_557	24.695	328	330
WP_001198107.1	lcl|NZ_JQOX01000022.1_cds_WP_000575178.1_634	34.262	359	366
WP_001198107.1	lcl|NZ_JQOX01000114.1_cds_WP_001281953.1_2955	27.441	379	366
WP_001198107.1	lcl|NZ_JQOX01000022.1_cds_WP_000346036.1_594	28.090	356	366
WP_001198107.1	lcl|NZ_JQOX01000022.1_cds_WP_000582222.1_575	31.111	360	366
WP_001198107.1	lcl|NZ_JQOX01000170.1_cds_WP_000538757.1_3607	29.692	357	366
WP_001198107.1	lcl|NZ_JQOX01000022.1_cds_WP_000947844.1_587	26.667	345	366
WP_001198107.1	lcl|NZ_JQOX01000053.1_cds_WP_001982414.1_1538	31.579	190	366
WP_000608292.1	lcl|NZ_JQOX01000022.1_cds_WP_000575178.1_634	36.712	365	367
WP_000608292.1	lcl|NZ_JQOX01000170.1_cds_WP_000538757.1_3607	30.458	371	367
WP_000608292.1	lcl|NZ_JQOX01000022.1_cds_WP_000582222.1_575	35.385	325	367
WP_000608292.1	lcl|NZ_JQOX01000114.1_cds_WP_001281953.1_2955	30.208	384	367
WP_000608292.1	lcl|NZ_JQOX01000022.1_cds_WP_000346036.1_594	24.397	373	367
WP_000608292.1	lcl|NZ_JQOX01000022.1_cds_WP_000947844.1_587	26.404	356	367
WP_000608292.1	lcl|NZ_JQOX01000053.1_cds_WP_001982414.1_1538	25.419	358	367
WP_000689747.1	lcl|NZ_JQOX01000022.1_cds_WP_000776640.1_564	38.026	547	544
