WP_000340715.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590643.1_540	88.372	86	106
WP_000410273.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590644.1_541	78.205	312	314
WP_000410273.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590646.1_543	23.938	259	314
WP_000410273.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593681.1_187	23.765	324	314
WP_000410273.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590671.1_570	25.333	225	314
WP_000884059.1	lcl|NZ_RQEZ01000037.1_cds_WP_135590804.1_2206	38.095	147	185
WP_000646253.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590646.1_543	29.874	318	329
WP_000646253.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593681.1_187	29.524	315	329
WP_000646253.1	lcl|NZ_RQEZ01000057.1_cds_WP_135593996.1_3147	32.362	309	329
WP_000646253.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590671.1_570	28.115	313	329
WP_000646253.1	lcl|NZ_RQEZ01000106.1_cds_WP_135595207.1_3735	27.679	336	329
WP_000646253.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593453.1_63	29.712	313	329
WP_000646253.1	lcl|NZ_RQEZ01000030.1_cds_WP_135591407.1_2440	29.429	333	329
WP_000646253.1	lcl|NZ_RQEZ01000048.1_cds_WP_246057568.1_564	22.333	300	329
WP_000646253.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590644.1_541	25.397	315	329
WP_000646253.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593870.1_278	26.205	332	329
WP_000646253.1	lcl|NZ_RQEZ01000035.1_cds_WP_135590287.1_3371	23.460	341	329
WP_000646253.1	lcl|NZ_RQEZ01000017.1_cds_WP_135592711.1_2390	27.652	264	329
WP_000646253.1	lcl|NZ_RQEZ01000012.1_cds_WP_135590112.1_1404	23.504	234	329
WP_000646253.1	lcl|NZ_RQEZ01000030.1_cds_WP_135591491.1_2490	28.063	253	329
WP_000646253.1	lcl|NZ_RQEZ01000048.1_cds_WP_246057566.1_571	28.834	163	329
WP_000774263.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590652.1_549	28.099	242	267
WP_000774263.1	lcl|NZ_RQEZ01000048.1_cds_WP_135593078.1_572	25.121	207	267
WP_000774263.1	lcl|NZ_RQEZ01000013.1_cds_WP_135594705.1_702	27.461	193	267
WP_000774263.1	lcl|NZ_RQEZ01000106.1_cds_WP_210412877.1_3734	28.571	189	267
WP_000774263.1	lcl|NZ_RQEZ01000110.1_cds_WP_135594508.1_3107	27.619	210	267
WP_240738528.1	lcl|NZ_RQEZ01000010.1_cds_WP_135594136.1_2704	27.385	325	509
WP_240738528.1	lcl|NZ_RQEZ01000010.1_cds_WP_135594138.1_2705	28.889	90	509
WP_240738528.1	lcl|NZ_RQEZ01000010.1_cds_WP_135594136.1_2704	27.385	325	509
WP_240738528.1	lcl|NZ_RQEZ01000010.1_cds_WP_135594138.1_2705	28.889	90	509
WP_001067557.1	lcl|NZ_RQEZ01000048.1_cds_WP_246057568.1_564	24.658	292	330
WP_001067557.1	lcl|NZ_RQEZ01000057.1_cds_WP_135593996.1_3147	29.032	279	330
WP_001067557.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593870.1_278	25.692	253	330
WP_001067557.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593681.1_187	27.174	276	330
WP_001067557.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590646.1_543	24.335	263	330
WP_001067557.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593453.1_63	29.225	284	330
WP_001067557.1	lcl|NZ_RQEZ01000035.1_cds_WP_135590287.1_3371	24.887	221	330
WP_001067557.1	lcl|NZ_RQEZ01000106.1_cds_WP_135595207.1_3735	27.820	133	330
WP_001067557.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590671.1_570	22.337	291	330
WP_001198107.1	lcl|NZ_RQEZ01000048.1_cds_WP_135593070.1_576	31.686	344	366
WP_001198107.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590659.1_556	33.133	332	366
WP_001198107.1	lcl|NZ_RQEZ01000013.1_cds_WP_210412911.1_707	28.191	376	366
WP_001198107.1	lcl|NZ_RQEZ01000053.1_cds_WP_135591657.1_1956	30.919	359	366
WP_001198107.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590647.1_544	27.596	337	366
WP_001198107.1	lcl|NZ_RQEZ01000110.1_cds_WP_167881183.1_3095	31.016	187	366
WP_000608292.1	lcl|NZ_RQEZ01000048.1_cds_WP_135593070.1_576	34.400	375	367
WP_000608292.1	lcl|NZ_RQEZ01000053.1_cds_WP_135591657.1_1956	33.422	377	367
WP_000608292.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590659.1_556	32.486	354	367
WP_000608292.1	lcl|NZ_RQEZ01000013.1_cds_WP_210412911.1_707	31.316	380	367
WP_000608292.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590647.1_544	28.409	352	367
WP_000608292.1	lcl|NZ_RQEZ01000110.1_cds_WP_167881183.1_3095	24.581	358	367
WP_000608292.1	lcl|NZ_RQEZ01000105.1_cds_WP_135592359.1_2023	34.831	89	367
WP_000342716.1	lcl|NZ_RQEZ01000024.1_cds_WP_135595691.1_2887	44.856	243	265
WP_017857901.1	lcl|NZ_RQEZ01000075.1_cds_WP_135595399.1_1064	37.829	304	310
WP_017857901.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590515.1_397	26.316	285	310
WP_017857901.1	lcl|NZ_RQEZ01000037.1_cds_WP_135590414.1_2152	29.323	133	310
WP_017857901.1	lcl|NZ_RQEZ01000075.1_cds_WP_135595399.1_1064	37.829	304	310
WP_017857901.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590515.1_397	26.316	285	310
WP_017857901.1	lcl|NZ_RQEZ01000037.1_cds_WP_135590414.1_2152	29.323	133	310
WP_001088861.1	lcl|NZ_RQEZ01000104.1_cds_WP_135592066.1_1584	41.071	56	144
WP_240738526.1	lcl|NZ_RQEZ01000075.1_cds_WP_167881159.1_1079	28.448	116	221
WP_002095414.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593632.1_159	30.000	150	388
WP_002095414.1	lcl|NZ_RQEZ01000075.1_cds_WP_135595385.1_1080	31.884	138	388
WP_002095414.1	lcl|NZ_RQEZ01000034.1_cds_WP_135592973.1_3631	23.140	242	388
WP_002095414.1	lcl|NZ_RQEZ01000114.1_cds_WP_135595266.1_1661	25.828	151	388
WP_002095414.1	lcl|NZ_RQEZ01000003.1_cds_WP_135593114.1_1171	23.529	119	388
WP_002095414.1	lcl|NZ_RQEZ01000053.1_cds_WP_135591742.1_2006	23.364	107	388
WP_000815073.1	lcl|NZ_RQEZ01000075.1_cds_WP_135595385.1_1080	23.649	148	409
WP_000815073.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593632.1_159	26.829	123	409
WP_000815073.1	lcl|NZ_RQEZ01000114.1_cds_WP_135595266.1_1661	22.819	149	409
WP_000575398.1	lcl|NZ_RQEZ01000048.1_cds_WP_135593070.1_576	34.897	341	361
WP_000575398.1	lcl|NZ_RQEZ01000053.1_cds_WP_135591657.1_1956	35.549	346	361
WP_000575398.1	lcl|NZ_RQEZ01000013.1_cds_WP_210412911.1_707	28.608	388	361
WP_000575398.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590659.1_556	32.432	333	361
WP_000575398.1	lcl|NZ_RQEZ01000110.1_cds_WP_167881183.1_3095	23.768	345	361
WP_239248138.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593453.1_63	27.795	331	313
WP_239248138.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593681.1_187	25.552	317	313
WP_239248138.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590671.1_570	25.658	304	313
WP_239248138.1	lcl|NZ_RQEZ01000057.1_cds_WP_135593996.1_3147	26.349	315	313
WP_239248138.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590646.1_543	25.312	320	313
WP_239248138.1	lcl|NZ_RQEZ01000048.1_cds_WP_246057568.1_564	25.483	259	313
WP_239248138.1	lcl|NZ_RQEZ01000106.1_cds_WP_135595207.1_3735	24.609	256	313
WP_239248138.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590644.1_541	23.853	327	313
WP_239248138.1	lcl|NZ_RQEZ01000003.1_cds_WP_135593332.1_1133	23.427	286	313
WP_002079020.1	lcl|NZ_RQEZ01000057.1_cds_WP_135593996.1_3147	30.811	185	311
WP_002079020.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590646.1_543	27.530	247	311
WP_002079020.1	lcl|NZ_RQEZ01000017.1_cds_WP_135592711.1_2390	29.333	150	311
WP_002079020.1	lcl|NZ_RQEZ01000003.1_cds_WP_135593332.1_1133	25.322	233	311
WP_002079020.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593870.1_278	21.326	347	311
WP_002079020.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593681.1_187	21.053	266	311
WP_000947528.1	lcl|NZ_RQEZ01000048.1_cds_WP_246057563.1_592	23.478	115	361
WP_000797356.1	lcl|NZ_RQEZ01000030.1_cds_WP_167881187.1_2479	31.947	529	595
WP_000797356.1	lcl|NZ_RQEZ01000035.1_cds_WP_135736183.1_3402	29.505	505	595
WP_000797356.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593517.1_101	39.462	223	595
WP_000797356.1	lcl|NZ_RQEZ01000046.1_cds_WP_135590986.1_299	31.169	231	595
WP_000797356.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590550.1_437	27.706	231	595
WP_000797356.1	lcl|NZ_RQEZ01000010.1_cds_WP_167881217.1_2710	27.984	243	595
WP_000797356.1	lcl|NZ_RQEZ01000046.1_cds_WP_135590943.1_336	28.112	249	595
WP_000797356.1	lcl|NZ_RQEZ01000039.1_cds_WP_135595570.1_2225	30.857	175	595
WP_000797356.1	lcl|NZ_RQEZ01000056.1_cds_WP_135590851.1_3813	30.899	178	595
WP_000797356.1	lcl|NZ_RQEZ01000039.1_cds_WP_135595604.1_2263	29.050	179	595
WP_000797356.1	lcl|NZ_RQEZ01000107.1_cds_WP_135592637.1_2672	28.962	183	595
WP_000797356.1	lcl|NZ_RQEZ01000017.1_cds_WP_135592679.1_2408	27.273	209	595
WP_000797356.1	lcl|NZ_RQEZ01000012.1_cds_WP_135590102.1_1393	28.293	205	595
WP_000797356.1	lcl|NZ_RQEZ01000053.1_cds_WP_135591720.1_1994	27.542	236	595
WP_000797356.1	lcl|NZ_RQEZ01000109.1_cds_WP_135595199.1_3710	28.409	176	595
WP_000797356.1	lcl|NZ_RQEZ01000037.1_cds_WP_135590431.1_2170	27.801	241	595
