WP_000340715.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000340715.1_1683	100.000	86	106
WP_000410273.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000410275.1_1684	100.000	310	314
WP_000410273.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723078.1_1733	24.731	279	314
WP_000410273.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000744700.1_313	24.691	324	314
WP_000410273.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723090.1_1753	23.958	288	314
WP_000410273.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000567887.1_1735	23.348	227	314
WP_000884059.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000351733.1_1994	40.000	140	185
WP_000884059.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001047905.1_1715	33.898	177	185
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000744700.1_313	32.063	315	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723078.1_1733	30.530	321	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723090.1_1753	30.746	335	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001984071.1_3489	31.475	305	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000649923.1_471	29.878	328	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000567887.1_1735	28.852	305	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000709511.1_3683	29.538	325	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000688696.1_3469	28.975	283	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000410275.1_1684	26.347	334	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000460023.1_1737	25.632	277	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001074785.1_2297	29.057	265	329
WP_000646253.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001003557.1_3746	25.000	332	329
WP_000774263.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000043898.1_1734	27.027	185	267
WP_000774263.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000842260.1_1754	26.316	190	267
WP_000774263.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000667727.1_3446	31.818	110	267
WP_000774263.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000805357.1_692	33.645	107	267
WP_240738528.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000291586.1_2370	26.562	320	509
WP_240738528.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000364507.1_2369	31.111	90	509
WP_240738528.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000291586.1_2370	26.562	320	509
WP_240738528.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000364507.1_2369	31.111	90	509
WP_001067557.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723078.1_1733	22.909	275	330
WP_001067557.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001984071.1_3489	25.735	272	330
WP_001067557.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001003557.1_3746	28.395	243	330
WP_001067557.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000744700.1_313	26.812	276	330
WP_001067557.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723090.1_1753	23.724	333	330
WP_001067557.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000649923.1_471	28.854	253	330
WP_001067557.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000688696.1_3469	25.681	257	330
WP_001198107.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000575178.1_1747	34.262	359	366
WP_001198107.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000041233.1_1694	33.851	322	366
WP_001198107.1	lcl|NZ_JAKUHN010000002.1_cds_WP_002188046.1_3452	27.177	379	366
WP_001198107.1	lcl|NZ_JAKUHN010000002.1_cds_WP_002078520.1_1709	30.256	390	366
WP_001198107.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000538757.1_911	29.692	357	366
WP_001198107.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001117632.1_1691	37.864	206	366
WP_001198107.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001982414.1_3378	31.579	190	366
WP_000608292.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000575178.1_1747	36.712	365	367
WP_000608292.1	lcl|NZ_JAKUHN010000002.1_cds_WP_002078520.1_1709	31.452	372	367
WP_000608292.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000538757.1_911	30.458	371	367
WP_000608292.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000041233.1_1694	31.657	338	367
WP_000608292.1	lcl|NZ_JAKUHN010000002.1_cds_WP_002188046.1_3452	30.208	384	367
WP_000608292.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001117632.1_1691	33.898	236	367
WP_000608292.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001982414.1_3378	25.419	358	367
WP_000342716.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001002663.1_3013	44.856	243	265
WP_017857901.1	lcl|NZ_JAKUHN010000002.1_cds_WP_002187782.1_2552	36.184	304	310
WP_017857901.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001183723.1_1167	25.914	301	310
WP_017857901.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000279895.1_1968	25.191	262	310
WP_017857901.1	lcl|NZ_JAKUHN010000002.1_cds_WP_002187782.1_2552	36.184	304	310
WP_017857901.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001183723.1_1167	25.914	301	310
WP_017857901.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000279895.1_1968	25.191	262	310
WP_001088861.1	lcl|NZ_JAKUHN010000001.1_cds_WP_002069656.1_176	42.857	56	144
WP_240738526.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001082180.1_342	28.205	78	221
WP_240738526.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001075146.1_1700	31.532	111	221
WP_240738526.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001069832.1_2566	27.523	109	221
WP_002095414.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001082180.1_342	31.973	147	388
WP_002095414.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000347675.1_2567	32.867	143	388
WP_002095414.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000402845.1_1512	27.211	147	388
WP_002095414.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001075146.1_1700	31.579	95	388
WP_000815073.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000347675.1_2567	24.324	148	409
WP_000815073.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001082180.1_342	23.602	161	409
WP_000575398.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000575178.1_1747	38.547	358	361
WP_000575398.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000538757.1_911	34.957	349	361
WP_000575398.1	lcl|NZ_JAKUHN010000002.1_cds_WP_002188046.1_3452	28.608	388	361
