WP_000340715.1	lcl|NZ_AOWX01000105.1_cds_WP_000340715.1_1965	100.000	86	106
WP_000410273.1	lcl|NZ_AOWX01000105.1_cds_WP_000410273.1_1964	100.000	314	314
WP_000410273.1	lcl|NZ_AOWX01000105.1_cds_WP_000093099.1_1944	46.988	83	314
WP_000410273.1	lcl|NZ_AOWX01000105.1_cds_WP_000646250.1_1961	25.705	319	314
WP_000410273.1	lcl|NZ_AOWX01000093.1_cds_WP_000744700.1_1692	24.691	324	314
WP_000410273.1	lcl|NZ_AOWX01000105.1_cds_WP_000723090.1_1882	23.958	288	314
WP_000410273.1	lcl|NZ_AOWX01000105.1_cds_WP_017861861.1_1935	23.273	275	314
WP_000410273.1	lcl|NZ_AOWX01000105.1_cds_WP_001067557.1_1958	24.695	328	314
WP_000604524.1	lcl|NZ_AOWX01000105.1_cds_WP_000604524.1_1963	99.726	365	365
WP_000884059.1	lcl|NZ_AOWX01000105.1_cds_WP_000884059.1_1962	100.000	185	185
WP_000884059.1	lcl|NZ_AOWX01000062.1_cds_WP_000351733.1_1095	40.000	140	185
WP_000646253.1	lcl|NZ_AOWX01000105.1_cds_WP_000646250.1_1961	99.088	329	329
WP_000646253.1	lcl|NZ_AOWX01000093.1_cds_WP_000744700.1_1692	32.063	315	329
WP_000646253.1	lcl|NZ_AOWX01000105.1_cds_WP_000723090.1_1882	30.746	335	329
WP_000646253.1	lcl|NZ_AOWX01000105.1_cds_WP_017861861.1_1935	31.464	321	329
WP_000646253.1	lcl|NZ_AOWX01000091.1_cds_WP_001984071.1_1623	31.475	305	329
WP_000646253.1	lcl|NZ_AOWX01000142.1_cds_WP_000649925.1_3030	29.878	328	329
WP_000646253.1	lcl|NZ_AOWX01000027.1_cds_WP_000709511.1_205	29.538	325	329
WP_000646253.1	lcl|NZ_AOWX01000105.1_cds_WP_000601375.1_1908	24.080	299	329
WP_000646253.1	lcl|NZ_AOWX01000105.1_cds_WP_001067557.1_1958	28.664	307	329
WP_000646253.1	lcl|NZ_AOWX01000091.1_cds_LEP2GSC036_RS01000000122200_1603	28.975	283	329
