WP_000340715.1	lcl|NZ_AFLN01000138.1_cds_WP_000340715.1_1199	100.000	86	106
WP_000410273.1	lcl|NZ_AFLN01000138.1_cds_WP_000410273.1_1198	100.000	314	314
WP_000410273.1	lcl|NZ_AFLN01000138.1_cds_WP_000093099.1_1178	46.988	83	314
WP_000410273.1	lcl|NZ_AFLN01000138.1_cds_WP_000646250.1_1195	25.705	319	314
WP_000410273.1	lcl|NZ_AFLN01000060.1_cds_WP_000744700.1_2171	24.691	324	314
WP_000410273.1	lcl|NZ_AFLN01000138.1_cds_WP_000600889.1_1169	25.269	186	314
WP_000410273.1	lcl|NZ_AFLN01000138.1_cds_WP_000723090.1_1116	23.958	288	314
WP_000410273.1	lcl|NZ_AFLN01000138.1_cds_WP_001067557.1_1192	24.695	328	314
WP_000604524.1	lcl|NZ_AFLN01000138.1_cds_WP_000604524.1_1197	99.726	365	365
WP_000884059.1	lcl|NZ_AFLN01000138.1_cds_WP_000884059.1_1196	100.000	185	185
WP_000884059.1	lcl|NZ_AFLN01000028.1_cds_WP_000351733.1_3065	40.000	140	185
WP_000646253.1	lcl|NZ_AFLN01000138.1_cds_WP_000646250.1_1195	99.088	329	329
WP_000646253.1	lcl|NZ_AFLN01000060.1_cds_WP_000744700.1_2171	32.063	315	329
WP_000646253.1	lcl|NZ_AFLN01000138.1_cds_WP_000723090.1_1116	30.746	335	329
WP_000646253.1	lcl|NZ_AFLN01000138.1_cds_WP_000600889.1_1169	31.677	322	329
WP_000646253.1	lcl|NZ_AFLN01000035.1_cds_WP_001984071.1_2730	31.475	305	329
WP_000646253.1	lcl|NZ_AFLN01000022.1_cds_WP_000649925.1_3391	29.878	328	329
WP_000646253.1	lcl|NZ_AFLN01000193.1_cds_WP_000709511.1_417	29.538	325	329
WP_000646253.1	lcl|NZ_AFLN01000138.1_cds_WP_000601375.1_1142	24.080	299	329
WP_000646253.1	lcl|NZ_AFLN01000035.1_cds_WP_000688695.1_2750	28.975	283	329
WP_000646253.1	lcl|NZ_AFLN01000138.1_cds_WP_001067557.1_1192	28.664	307	329
WP_000646253.1	lcl|NZ_AFLN01000138.1_cds_WP_000475904.1_1133	27.372	274	329
WP_000646253.1	lcl|NZ_AFLN01000138.1_cds_WP_000410273.1_1198	26.019	319	329
WP_000646253.1	lcl|NZ_AFLN01000059.1_cds_WP_001074785.1_2209	29.057	265	329
WP_000646253.1	lcl|NZ_AFLN01000128.1_cds_WP_001003555.1_1336	25.148	338	329
WP_000646253.1	lcl|NZ_AFLN01000138.1_cds_WP_000487322.1_1144	26.398	322	329
WP_000774263.1	lcl|NZ_AFLN01000138.1_cds_WP_000774262.1_1194	99.251	267	267
WP_000774263.1	lcl|NZ_AFLN01000138.1_cds_WP_000859505.1_1145	26.693	251	267
WP_000774263.1	lcl|NZ_AFLN01000138.1_cds_WP_000800438.1_1164	24.786	234	267
WP_000774263.1	lcl|NZ_AFLN01000138.1_cds_WP_000842260.1_1115	26.316	190	267
WP_000774263.1	lcl|NZ_AFLN01000173.1_cds_WP_000667727.1_608	31.818	110	267
WP_000774263.1	lcl|NZ_AFLN01000006.1_cds_WP_000805357.1_3630	33.645	107	267
WP_240738528.1	lcl|NZ_AFLN01000138.1_cds_WP_000612797.1_1193	98.821	509	509
WP_240738528.1	lcl|NZ_AFLN01000029.1_cds_WP_000291591.1_3021	26.480	321	509
WP_240738528.1	lcl|NZ_AFLN01000029.1_cds_WP_000364507.1_3020	31.111	90	509
WP_240738528.1	lcl|NZ_AFLN01000138.1_cds_WP_000612797.1_1193	98.821	509	509
WP_240738528.1	lcl|NZ_AFLN01000029.1_cds_WP_000291591.1_3021	26.480	321	509
WP_240738528.1	lcl|NZ_AFLN01000029.1_cds_WP_000364507.1_3020	31.111	90	509
WP_001067557.1	lcl|NZ_AFLN01000138.1_cds_WP_001067557.1_1192	100.000	330	330
WP_001067557.1	lcl|NZ_AFLN01000138.1_cds_WP_000646250.1_1195	28.664	307	330
WP_001067557.1	lcl|NZ_AFLN01000138.1_cds_WP_000600889.1_1169	26.316	266	330
WP_001067557.1	lcl|NZ_AFLN01000035.1_cds_WP_001984071.1_2730	25.735	272	330
WP_001067557.1	lcl|NZ_AFLN01000128.1_cds_WP_001003555.1_1336	28.395	243	330
WP_001067557.1	lcl|NZ_AFLN01000060.1_cds_WP_000744700.1_2171	26.812	276	330
WP_001067557.1	lcl|NZ_AFLN01000138.1_cds_WP_000723090.1_1116	23.724	333	330
WP_001067557.1	lcl|NZ_AFLN01000022.1_cds_WP_000649925.1_3391	28.854	253	330
WP_001067557.1	lcl|NZ_AFLN01000035.1_cds_WP_000688695.1_2750	25.681	257	330
WP_001067557.1	lcl|NZ_AFLN01000138.1_cds_WP_000601375.1_1142	26.545	275	330
WP_001067557.1	lcl|NZ_AFLN01000138.1_cds_WP_000410273.1_1198	24.695	328	330
WP_001198107.1	lcl|NZ_AFLN01000138.1_cds_WP_001198107.1_1191	100.000	366	366
WP_001198107.1	lcl|NZ_AFLN01000138.1_cds_WP_000608295.1_1190	39.726	365	366
WP_001198107.1	lcl|NZ_AFLN01000138.1_cds_WP_000575178.1_1122	34.262	359	366
WP_001198107.1	lcl|NZ_AFLN01000079.1_cds_WP_001281953.1_1836	27.441	379	366
WP_001198107.1	lcl|NZ_AFLN01000138.1_cds_WP_000346036.1_1161	28.090	356	366
WP_001198107.1	lcl|NZ_AFLN01000138.1_cds_WP_000582222.1_1180	31.111	360	366
WP_001198107.1	lcl|NZ_AFLN01000184.1_cds_WP_000538752.1_482	29.692	357	366
WP_001198107.1	lcl|NZ_AFLN01000138.1_cds_WP_000947844.1_1168	26.667	345	366
WP_001198107.1	lcl|NZ_AFLN01000071.1_cds_WP_001982414.1_1981	31.579	190	366
WP_000608292.1	lcl|NZ_AFLN01000138.1_cds_WP_000608295.1_1190	99.455	367	367
