WP_000340715.1	lcl|NZ_AHNX02000064.1_cds_WP_000340716.1_3409	98.837	86	106
WP_000410273.1	lcl|NZ_AHNX02000064.1_cds_WP_000410266.1_3408	99.363	314	314
WP_000410273.1	lcl|NZ_AHNX02000064.1_cds_WP_000646254.1_3405	25.705	319	314
WP_000410273.1	lcl|NZ_AHNX02000040.1_cds_WP_000744698.1_3780	24.691	324	314
WP_000410273.1	lcl|NZ_AHNX02000258.1_cds_WP_000723091.1_536	23.611	288	314
WP_000410273.1	lcl|NZ_AHNX02000064.1_cds_WP_001067557.1_3402	24.695	328	314
WP_000604524.1	lcl|NZ_AHNX02000064.1_cds_WP_002132254.1_3407	99.452	365	365
WP_000884059.1	lcl|NZ_AHNX02000064.1_cds_WP_000884059.1_3406	100.000	185	185
WP_000884059.1	lcl|NZ_AHNX02000199.1_cds_WP_000351733.1_1338	40.000	140	185
WP_000646253.1	lcl|NZ_AHNX02000064.1_cds_WP_000646254.1_3405	99.088	329	329
WP_000646253.1	lcl|NZ_AHNX02000040.1_cds_WP_000744698.1_3780	32.063	315	329
WP_000646253.1	lcl|NZ_AHNX02000258.1_cds_WP_000723091.1_536	31.045	335	329
WP_000646253.1	lcl|NZ_AHNX02000142.1_cds_WP_002072074.1_2415	31.148	305	329
WP_000646253.1	lcl|NZ_AHNX02000180.1_cds_WP_000649924.1_1819	29.878	328	329
WP_000646253.1	lcl|NZ_AHNX02000050.1_cds_WP_000709509.1_3518	29.231	325	329
WP_000646253.1	lcl|NZ_AHNX02000064.1_cds_WP_001067557.1_3402	28.664	307	329
WP_000646253.1	lcl|NZ_AHNX02000225.1_cds_WP_000688698.1_899	28.975	283	329
WP_000646253.1	lcl|NZ_AHNX02000198.1_cds_WP_000475901.1_1397	27.372	274	329
WP_000646253.1	lcl|NZ_AHNX02000064.1_cds_WP_000410266.1_3408	25.705	319	329
WP_000646253.1	lcl|NZ_AHNX02000048.1_cds_WP_001074779.1_3633	28.679	265	329
WP_000646253.1	lcl|NZ_AHNX02000075.1_cds_WP_001003560.1_3282	24.852	338	329
WP_000646253.1	lcl|NZ_AHNX02000198.1_cds_WP_000378097.1_1363	24.419	172	329
WP_000774263.1	lcl|NZ_AHNX02000064.1_cds_WP_000774259.1_3404	98.502	267	267
WP_000774263.1	lcl|NZ_AHNX02000258.1_cds_WP_000842260.1_537	26.316	190	267
WP_000774263.1	lcl|NZ_AHNX02000225.1_cds_WP_000667727.1_877	31.818	110	267
WP_000774263.1	lcl|NZ_AHNX02000122.1_cds_WP_000805357.1_2764	33.645	107	267
WP_240738528.1	lcl|NZ_AHNX02000064.1_cds_WP_000612798.1_3403	98.035	509	509
WP_240738528.1	lcl|NZ_AHNX02000091.1_cds_WP_000291581.1_3134	26.480	321	509
WP_240738528.1	lcl|NZ_AHNX02000091.1_cds_WP_000364504.1_3135	31.111	90	509
WP_240738528.1	lcl|NZ_AHNX02000064.1_cds_WP_000612798.1_3403	98.035	509	509
WP_240738528.1	lcl|NZ_AHNX02000091.1_cds_WP_000291581.1_3134	26.480	321	509
WP_240738528.1	lcl|NZ_AHNX02000091.1_cds_WP_000364504.1_3135	31.111	90	509
WP_001067557.1	lcl|NZ_AHNX02000064.1_cds_WP_001067557.1_3402	100.000	330	330
WP_001067557.1	lcl|NZ_AHNX02000064.1_cds_WP_000646254.1_3405	30.350	257	330
WP_001067557.1	lcl|NZ_AHNX02000142.1_cds_WP_002072074.1_2415	26.103	272	330
WP_001067557.1	lcl|NZ_AHNX02000040.1_cds_WP_000744698.1_3780	27.174	276	330
WP_001067557.1	lcl|NZ_AHNX02000075.1_cds_WP_001003560.1_3282	27.984	243	330
WP_001067557.1	lcl|NZ_AHNX02000258.1_cds_WP_000723091.1_536	23.423	333	330
WP_001067557.1	lcl|NZ_AHNX02000180.1_cds_WP_000649924.1_1819	28.854	253	330
WP_001067557.1	lcl|NZ_AHNX02000225.1_cds_WP_000688698.1_899	24.903	257	330
WP_001198107.1	lcl|NZ_AHNX02000064.1_cds_WP_001198107.1_3401	100.000	366	366
WP_001198107.1	lcl|NZ_AHNX02000064.1_cds_WP_000608294.1_3400	39.452	365	366
WP_001198107.1	lcl|NZ_AHNX02000198.1_cds_WP_000575180.1_1408	33.705	359	366
WP_001198107.1	lcl|NZ_AHNX02000198.1_cds_WP_000172659.1_1364	32.461	382	366
WP_001198107.1	lcl|NZ_AHNX02000225.1_cds_WP_001281953.1_883	27.441	379	366
WP_001198107.1	lcl|NZ_AHNX02000149.1_cds_WP_000538754.1_2359	29.972	357	366
WP_001198107.1	lcl|NZ_AHNX02000092.1_cds_WP_002132462.1_3105	31.611	329	366
WP_001198107.1	lcl|NZ_AHNX02000054.1_cds_WP_002132158.1_3492	40.152	132	366
WP_001198107.1	lcl|NZ_AHNX02000146.1_cds_WP_001982414.1_2392	31.579	190	366
WP_001198107.1	lcl|NZ_AHNX02000028.1_cds_WP_002131893.1_3916	26.009	223	366
WP_000608292.1	lcl|NZ_AHNX02000064.1_cds_WP_000608294.1_3400	99.728	367	367
WP_000608292.1	lcl|NZ_AHNX02000064.1_cds_WP_001198107.1_3401	39.452	365	367
WP_000608292.1	lcl|NZ_AHNX02000198.1_cds_WP_000575180.1_1408	36.438	365	367
WP_000608292.1	lcl|NZ_AHNX02000198.1_cds_WP_000172659.1_1364	32.240	366	367
WP_000608292.1	lcl|NZ_AHNX02000149.1_cds_WP_000538754.1_2359	30.458	371	367
WP_000608292.1	lcl|NZ_AHNX02000092.1_cds_WP_002132462.1_3105	39.147	258	367
WP_000608292.1	lcl|NZ_AHNX02000225.1_cds_WP_001281953.1_883	30.208	384	367
WP_000608292.1	lcl|NZ_AHNX02000054.1_cds_WP_002132158.1_3492	44.348	115	367
WP_000608292.1	lcl|NZ_AHNX02000146.1_cds_WP_001982414.1_2392	25.419	358	367
