WP_000340715.1	lcl|NZ_AHQP01000102.1_cds_WP_000340715.1_2356	100.000	86	106
WP_000410273.1	lcl|NZ_AHQP01000102.1_cds_WP_000410273.1_2357	100.000	314	314
WP_000410273.1	lcl|NZ_AHQP01000102.1_cds_WP_000093099.1_2377	46.988	83	314
WP_000410273.1	lcl|NZ_AHQP01000102.1_cds_WP_000646250.1_2360	25.705	319	314
WP_000410273.1	lcl|NZ_AHQP01000349.1_cds_WP_000744700.1_519	24.691	324	314
WP_000410273.1	lcl|NZ_AHQP01000102.1_cds_WP_000600889.1_2386	25.269	186	314
WP_000410273.1	lcl|NZ_AHQP01000367.1_cds_WP_000723090.1_203	23.958	288	314
WP_000410273.1	lcl|NZ_AHQP01000102.1_cds_WP_001067557.1_2363	24.695	328	314
WP_000604524.1	lcl|NZ_AHQP01000102.1_cds_WP_000604524.1_2358	99.726	365	365
WP_000884059.1	lcl|NZ_AHQP01000102.1_cds_WP_000884059.1_2359	100.000	185	185
WP_000884059.1	lcl|NZ_AHQP01000103.1_cds_WP_000351733.1_2348	40.000	140	185
WP_000646253.1	lcl|NZ_AHQP01000102.1_cds_WP_000646250.1_2360	99.088	329	329
WP_000646253.1	lcl|NZ_AHQP01000349.1_cds_WP_000744700.1_519	32.063	315	329
WP_000646253.1	lcl|NZ_AHQP01000367.1_cds_WP_000723090.1_203	30.746	335	329
WP_000646253.1	lcl|NZ_AHQP01000102.1_cds_WP_000600889.1_2386	31.677	322	329
WP_000646253.1	lcl|NZ_AHQP01000240.1_cds_WP_001984071.1_1021	31.475	305	329
WP_000646253.1	lcl|NZ_AHQP01000005.1_cds_WP_000649925.1_3693	29.878	328	329
WP_000646253.1	lcl|NZ_AHQP01000020.1_cds_WP_000709511.1_3461	29.538	325	329
WP_000646253.1	lcl|NZ_AHQP01000102.1_cds_WP_000601375.1_2413	24.080	299	329
WP_000646253.1	lcl|NZ_AHQP01000352.1_cds_WP_000688695.1_442	28.975	283	329
WP_000646253.1	lcl|NZ_AHQP01000102.1_cds_WP_001067557.1_2363	28.664	307	329
WP_000646253.1	lcl|NZ_AHQP01000102.1_cds_WP_000475904.1_2422	27.372	274	329
WP_000646253.1	lcl|NZ_AHQP01000102.1_cds_WP_000410273.1_2357	26.019	319	329
WP_000646253.1	lcl|NZ_AHQP01000390.1_cds_WP_001074785.1_54	29.057	265	329
WP_000646253.1	lcl|NZ_AHQP01000104.1_cds_WP_001003555.1_2280	25.148	338	329
WP_000646253.1	lcl|NZ_AHQP01000102.1_cds_WP_000487322.1_2411	26.398	322	329
WP_000774263.1	lcl|NZ_AHQP01000102.1_cds_WP_000774262.1_2361	99.251	267	267
WP_000774263.1	lcl|NZ_AHQP01000102.1_cds_WP_000859505.1_2410	26.693	251	267
WP_000774263.1	lcl|NZ_AHQP01000102.1_cds_WP_000800438.1_2391	24.786	234	267
WP_000774263.1	lcl|NZ_AHQP01000367.1_cds_WP_000842260.1_204	26.316	190	267
WP_000774263.1	lcl|NZ_AHQP01000048.1_cds_WP_000667727.1_3350	31.818	110	267
WP_000774263.1	lcl|NZ_AHQP01000363.1_cds_WP_000805357.1_254	33.645	107	267
WP_240738528.1	lcl|NZ_AHQP01000102.1_cds_WP_000612797.1_2362	98.821	509	509
