WP_000340715.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713264.1_3182	65.882	85	106
WP_000410273.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713263.1_3183	73.548	310	314
WP_000410273.1	lcl|NZ_NPDZ01000008.1_cds_WP_100713622.1_3353	25.228	329	314
WP_000410273.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713259.1_3187	22.324	327	314
WP_000410273.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712531.1_95	23.292	322	314
WP_000884059.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713267.1_3179	32.796	186	185
WP_000884059.1	lcl|NZ_NPDZ01000013.1_cds_WP_100715391.1_1060	37.143	140	185
WP_000884059.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713245.1_3202	33.766	154	185
WP_000646253.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713259.1_3187	31.546	317	329
WP_000646253.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712531.1_95	30.794	315	329
WP_000646253.1	lcl|NZ_NPDZ01000022.1_cds_WP_100715486.1_1880	30.744	309	329
WP_000646253.1	lcl|NZ_NPDZ01000008.1_cds_WP_100713622.1_3353	27.778	324	329
WP_000646253.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712285.1_423	25.455	330	329
WP_000646253.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713263.1_3183	24.843	318	329
WP_000646253.1	lcl|NZ_NPDZ01000005.1_cds_WP_100713477.1_2794	24.706	255	329
WP_000646253.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713729.1_2970	23.887	247	329
WP_000646253.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713219.1_3231	27.742	155	329
WP_000646253.1	lcl|NZ_NPDZ01000002.1_cds_WP_100713150.1_1701	21.408	341	329
WP_000646253.1	lcl|NZ_NPDZ01000003.1_cds_WP_100734082.1_2078	24.354	271	329
WP_000774263.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713254.1_3193	22.634	243	267
WP_000774263.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713785.1_2907	26.446	242	267
WP_000774263.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713248.1_3199	27.869	183	267
WP_000774263.1	lcl|NZ_NPDZ01000001.1_cds_WP_125169875.1_623	32.258	93	267
WP_240738528.1	lcl|NZ_NPDZ01000014.1_cds_WP_100714087.1_1155	25.228	329	509
WP_240738528.1	lcl|NZ_NPDZ01000014.1_cds_WP_243393449.1_1156	29.787	94	509
WP_240738528.1	lcl|NZ_NPDZ01000014.1_cds_WP_100714087.1_1155	25.228	329	509
WP_240738528.1	lcl|NZ_NPDZ01000014.1_cds_WP_243393449.1_1156	29.787	94	509
WP_001067557.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713259.1_3187	27.106	273	330
WP_001067557.1	lcl|NZ_NPDZ01000022.1_cds_WP_100715486.1_1880	25.649	308	330
WP_001067557.1	lcl|NZ_NPDZ01000002.1_cds_WP_100713016.1_1638	28.279	244	330
WP_001067557.1	lcl|NZ_NPDZ01000008.1_cds_WP_100713622.1_3353	26.316	323	330
WP_001067557.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712531.1_95	25.856	263	330
WP_001067557.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713729.1_2970	28.216	241	330
WP_001067557.1	lcl|NZ_NPDZ01000002.1_cds_WP_100713150.1_1701	23.661	224	330
WP_001067557.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713219.1_3231	28.571	182	330
WP_001067557.1	lcl|NZ_NPDZ01000005.1_cds_WP_100713477.1_2794	30.233	129	330
WP_001198107.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713232.1_3218	31.034	348	366
WP_001198107.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713704.1_3000	27.394	376	366
WP_001198107.1	lcl|NZ_NPDZ01000012.1_cds_WP_100714717.1_1031	29.745	353	366
WP_001198107.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713258.1_3188	26.377	345	366
WP_001198107.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713792.1_2896	29.050	179	366
WP_000608292.1	lcl|NZ_NPDZ01000012.1_cds_WP_100714717.1_1031	32.982	379	367
WP_000608292.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713232.1_3218	33.143	350	367
WP_000608292.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713704.1_3000	29.867	375	367
WP_000608292.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713258.1_3188	28.261	368	367
WP_000608292.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713792.1_2896	26.776	366	367
WP_000608292.1	lcl|NZ_NPDZ01000011.1_cds_WP_100714984.1_889	26.364	110	367
WP_000342716.1	lcl|NZ_NPDZ01000001.1_cds_WP_100714797.1_724	43.210	243	265
WP_017857901.1	lcl|NZ_NPDZ01000005.1_cds_WP_100715050.1_2641	34.539	304	310
WP_017857901.1	lcl|NZ_NPDZ01000010.1_cds_WP_100714255.1_848	29.231	260	310
WP_017857901.1	lcl|NZ_NPDZ01000013.1_cds_WP_100715142.1_1114	23.308	133	310
WP_017857901.1	lcl|NZ_NPDZ01000005.1_cds_WP_100715050.1_2641	34.539	304	310
WP_017857901.1	lcl|NZ_NPDZ01000010.1_cds_WP_100714255.1_848	29.231	260	310
WP_017857901.1	lcl|NZ_NPDZ01000013.1_cds_WP_100715142.1_1114	23.308	133	310
WP_001088861.1	lcl|NZ_NPDZ01000004.1_cds_WP_100714832.1_2414	45.455	55	144
WP_240738526.1	lcl|NZ_NPDZ01000015.1_cds_WP_100714931.1_1223	24.576	118	221
WP_240738526.1	lcl|NZ_NPDZ01000002.1_cds_WP_100712971.1_1589	28.713	101	221
WP_240738524.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713235.1_3215	23.392	171	283
WP_002095414.1	lcl|NZ_NPDZ01000001.1_cds_WP_100711958.1_63	30.612	147	388
WP_002095414.1	lcl|NZ_NPDZ01000002.1_cds_WP_100713142.1_1588	26.633	199	388
WP_002095414.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713250.1_3197	29.851	134	388
WP_002095414.1	lcl|NZ_NPDZ01000004.1_cds_WP_100713971.1_2494	26.573	143	388
WP_002095414.1	lcl|NZ_NPDZ01000007.1_cds_WP_165778828.1_3228	31.624	117	388
WP_002095414.1	lcl|NZ_NPDZ01000016.1_cds_WP_100715423.1_1277	25.000	144	388
WP_002095414.1	lcl|NZ_NPDZ01000015.1_cds_WP_100714931.1_1223	24.299	107	388
WP_002095414.1	lcl|NZ_NPDZ01000003.1_cds_WP_243393303.1_2158	24.161	149	388
WP_000815073.1	lcl|NZ_NPDZ01000002.1_cds_WP_100713142.1_1588	22.892	166	409
WP_000815073.1	lcl|NZ_NPDZ01000016.1_cds_WP_100715423.1_1277	24.074	162	409
WP_000575398.1	lcl|NZ_NPDZ01000012.1_cds_WP_100714717.1_1031	36.842	342	361
WP_000575398.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713704.1_3000	31.008	387	361
WP_000575398.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713232.1_3218	31.250	352	361
WP_000575398.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713258.1_3188	29.856	278	361
WP_000575398.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713792.1_2896	24.363	353	361
WP_239248138.1	lcl|NZ_NPDZ01000008.1_cds_WP_100713622.1_3353	32.328	232	313
WP_239248138.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712531.1_95	27.301	326	313
WP_239248138.1	lcl|NZ_NPDZ01000022.1_cds_WP_100715486.1_1880	25.185	270	313
WP_239248138.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713259.1_3187	26.201	229	313
WP_239248138.1	lcl|NZ_NPDZ01000002.1_cds_WP_100713016.1_1638	23.790	248	313
WP_239248138.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713235.1_3215	27.477	222	313
WP_239248138.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713263.1_3183	22.884	319	313
WP_239248138.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713729.1_2970	22.768	224	313
WP_002079020.1	lcl|NZ_NPDZ01000005.1_cds_WP_100713477.1_2794	25.234	321	311
WP_002079020.1	lcl|NZ_NPDZ01000022.1_cds_WP_100715486.1_1880	28.342	187	311
WP_002079020.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713259.1_3187	27.429	175	311
WP_002079020.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712531.1_95	22.727	308	311
WP_002079020.1	lcl|NZ_NPDZ01000003.1_cds_WP_100734082.1_2078	26.180	233	311
WP_000797356.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712355.1_481	30.891	505	595
WP_000797356.1	lcl|NZ_NPDZ01000023.1_cds_WP_100715513.1_1898	29.719	498	595
WP_000797356.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712065.1_186	39.759	249	595
WP_000797356.1	lcl|NZ_NPDZ01000008.1_cds_WP_100713684.1_3327	32.018	228	595
WP_000797356.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712095.1_219	35.319	235	595
WP_000797356.1	lcl|NZ_NPDZ01000002.1_cds_WP_100714502.1_1468	29.060	234	595
WP_000797356.1	lcl|NZ_NPDZ01000014.1_cds_WP_100714091.1_1161	28.458	253	595
WP_000797356.1	lcl|NZ_NPDZ01000006.1_cds_WP_100714403.1_3086	32.917	240	595
