WP_000340715.1	lcl|NZ_RQEW01000029.1_cds_WP_123180187.1_134	95.349	86	106
WP_000410273.1	lcl|NZ_RQEW01000029.1_cds_WP_135607540.1_133	62.258	310	314
WP_000410273.1	lcl|NZ_RQEW01000029.1_cds_WP_123180180.1_140	25.097	259	314
WP_000410273.1	lcl|NZ_RQEW01000012.1_cds_WP_010573102.1_910	22.462	325	314
WP_000410273.1	lcl|NZ_RQEW01000029.1_cds_WP_010575169.1_91	24.107	336	314
WP_000410273.1	lcl|NZ_RQEW01000043.1_cds_WP_010576029.1_3150	22.353	170	314
WP_000884059.1	lcl|NZ_RQEW01000029.1_cds_WP_123180202.1_119	38.983	177	185
WP_000884059.1	lcl|NZ_RQEW01000031.1_cds_WP_135607445.1_1992	34.831	178	185
WP_000646253.1	lcl|NZ_RQEW01000012.1_cds_WP_205872855.1_623	33.007	306	329
WP_000646253.1	lcl|NZ_RQEW01000029.1_cds_WP_010575169.1_91	29.042	334	329
WP_000646253.1	lcl|NZ_RQEW01000012.1_cds_WP_010573102.1_910	30.476	315	329
WP_000646253.1	lcl|NZ_RQEW01000029.1_cds_WP_123180180.1_140	27.900	319	329
WP_000646253.1	lcl|NZ_RQEW01000043.1_cds_WP_010576029.1_3150	27.083	336	329
WP_000646253.1	lcl|NZ_RQEW01000012.1_cds_WP_135608001.1_753	27.987	318	329
WP_000646253.1	lcl|NZ_RQEW01000043.1_cds_WP_040913715.1_3059	29.394	330	329
WP_000646253.1	lcl|NZ_RQEW01000007.1_cds_WP_100737905.1_1775	25.826	333	329
WP_000646253.1	lcl|NZ_RQEW01000007.1_cds_WP_100737667.1_1607	24.633	341	329
WP_000646253.1	lcl|NZ_RQEW01000029.1_cds_WP_135607540.1_133	24.437	311	329
WP_000646253.1	lcl|NZ_RQEW01000025.1_cds_WP_135608729.1_2783	26.217	267	329
WP_000646253.1	lcl|NZ_RQEW01000012.1_cds_WP_135608099.1_1000	23.565	331	329
WP_000646253.1	lcl|NZ_RQEW01000029.1_cds_WP_123180213.1_107	26.016	246	329
WP_000646253.1	lcl|NZ_RQEW01000043.1_cds_WP_135608769.1_3112	28.279	244	329
WP_000646253.1	lcl|NZ_RQEW01000008.1_cds_WP_135608506.1_3237	25.581	258	329
WP_000774263.1	lcl|NZ_RQEW01000029.1_cds_WP_123180186.1_135	28.099	242	267
WP_000774263.1	lcl|NZ_RQEW01000029.1_cds_WP_123180232.1_90	26.455	189	267
WP_000774263.1	lcl|NZ_RQEW01000016.1_cds_WP_135608260.1_3550	33.636	110	267
WP_000774263.1	lcl|NZ_RQEW01000043.1_cds_WP_205872856.1_3149	26.020	196	267
WP_000774263.1	lcl|NZ_RQEW01000007.1_cds_WP_084492239.1_1524	32.353	102	267
WP_240738528.1	lcl|NZ_RQEW01000031.1_cds_WP_100738198.1_2146	26.254	339	509
WP_240738528.1	lcl|NZ_RQEW01000031.1_cds_WP_010574788.1_2147	31.111	90	509
WP_240738528.1	lcl|NZ_RQEW01000031.1_cds_WP_100738198.1_2146	26.254	339	509
WP_240738528.1	lcl|NZ_RQEW01000031.1_cds_WP_010574788.1_2147	31.111	90	509
WP_001067557.1	lcl|NZ_RQEW01000012.1_cds_WP_205872855.1_623	27.306	271	330
WP_001067557.1	lcl|NZ_RQEW01000029.1_cds_WP_123180180.1_140	25.000	324	330
WP_001067557.1	lcl|NZ_RQEW01000029.1_cds_WP_010575169.1_91	27.027	333	330
WP_001067557.1	lcl|NZ_RQEW01000012.1_cds_WP_010573102.1_910	27.899	276	330
WP_001067557.1	lcl|NZ_RQEW01000012.1_cds_WP_135608099.1_1000	26.538	260	330
WP_001067557.1	lcl|NZ_RQEW01000007.1_cds_WP_100737905.1_1775	27.004	237	330
WP_001067557.1	lcl|NZ_RQEW01000012.1_cds_WP_135608001.1_753	27.915	283	330
