WP_000340715.1	lcl|NZ_ANIH01000018.1_cds_WP_004753574.1_540	94.186	86	106
WP_000410273.1	lcl|NZ_ANIH01000018.1_cds_WP_020765346.1_539	96.178	314	314
WP_000410273.1	lcl|NZ_ANIH01000018.1_cds_WP_020765358.1_536	25.705	319	314
WP_000410273.1	lcl|NZ_ANIH01000014.1_cds_WP_004753565.1_296	24.691	324	314
WP_000410273.1	lcl|NZ_ANIH01000018.1_cds_WP_020765339.1_509	24.000	275	314
WP_000410273.1	lcl|NZ_ANIH01000144.1_cds_WP_020766826.1_2996	23.843	281	314
WP_000410273.1	lcl|NZ_ANIH01000172.1_cds_WP_004766600.1_3686	24.402	209	314
WP_000604524.1	lcl|NZ_ANIH01000018.1_cds_WP_020778491.1_538	94.247	365	365
WP_000884059.1	lcl|NZ_ANIH01000018.1_cds_WP_004766667.1_537	96.757	185	185
WP_000884059.1	lcl|NZ_ANIH01000071.1_cds_WP_004752075.1_1518	40.714	140	185
WP_000646253.1	lcl|NZ_ANIH01000018.1_cds_WP_020765358.1_536	97.568	329	329
WP_000646253.1	lcl|NZ_ANIH01000014.1_cds_WP_004753565.1_296	31.429	315	329
WP_000646253.1	lcl|NZ_ANIH01000018.1_cds_WP_020765339.1_509	30.721	319	329
WP_000646253.1	lcl|NZ_ANIH01000144.1_cds_WP_020766826.1_2996	30.746	335	329
WP_000646253.1	lcl|NZ_ANIH01000172.1_cds_WP_004766600.1_3686	31.818	308	329
WP_000646253.1	lcl|NZ_ANIH01000156.1_cds_WP_020766960.1_3208	30.514	331	329
WP_000646253.1	lcl|NZ_ANIH01000083.1_cds_WP_004751412.1_1739	30.154	325	329
WP_000646253.1	lcl|NZ_ANIH01000061.1_cds_WP_020765851.1_1386	27.273	341	329
WP_000646253.1	lcl|NZ_ANIH01000018.1_cds_WP_004762989.1_533	28.990	307	329
WP_000646253.1	lcl|NZ_ANIH01000144.1_cds_WP_020766871.1_2971	23.881	268	329
WP_000646253.1	lcl|NZ_ANIH01000018.1_cds_WP_020765346.1_539	26.493	268	329
WP_000646253.1	lcl|NZ_ANIH01000144.1_cds_WP_002733698.1_2979	26.642	274	329
WP_000646253.1	lcl|NZ_ANIH01000014.1_cds_WP_020765261.1_425	30.000	180	329
WP_000646253.1	lcl|NZ_ANIH01000168.1_cds_WP_020767228.1_3624	29.213	267	329
WP_000646253.1	lcl|NZ_ANIH01000017.1_cds_WP_004766563.1_466	25.191	262	329
WP_000646253.1	lcl|NZ_ANIH01000144.1_cds_WP_020766840.1_2969	26.168	321	329
WP_000646253.1	lcl|NZ_ANIH01000037.1_cds_WP_020765537.1_821	27.711	249	329
WP_000774263.1	lcl|NZ_ANIH01000018.1_cds_WP_004762941.1_535	94.007	267	267
WP_000774263.1	lcl|NZ_ANIH01000144.1_cds_WP_020766834.1_2968	26.295	251	267
WP_000774263.1	lcl|NZ_ANIH01000018.1_cds_WP_000800438.1_504	24.786	234	267
WP_000774263.1	lcl|NZ_ANIH01000144.1_cds_WP_020766865.1_2997	25.926	189	267
WP_000774263.1	lcl|NZ_ANIH01000061.1_cds_WP_020778860.1_1407	27.979	193	267
WP_000774263.1	lcl|NZ_ANIH01000101.1_cds_WP_004758210.1_2172	37.209	86	267
WP_240738528.1	lcl|NZ_ANIH01000018.1_cds_WP_016753424.1_534	96.071	509	509
WP_240738528.1	lcl|NZ_ANIH01000157.1_cds_WP_004751764.1_3237	27.356	329	509
WP_240738528.1	lcl|NZ_ANIH01000157.1_cds_WP_020766999.1_3238	31.111	90	509
WP_240738528.1	lcl|NZ_ANIH01000018.1_cds_WP_016753424.1_534	96.071	509	509
WP_240738528.1	lcl|NZ_ANIH01000157.1_cds_WP_004751764.1_3237	27.356	329	509
WP_240738528.1	lcl|NZ_ANIH01000157.1_cds_WP_020766999.1_3238	31.111	90	509
WP_001067557.1	lcl|NZ_ANIH01000018.1_cds_WP_004762989.1_533	96.061	330	330
WP_001067557.1	lcl|NZ_ANIH01000172.1_cds_WP_004766600.1_3686	26.199	271	330
WP_001067557.1	lcl|NZ_ANIH01000018.1_cds_WP_020765358.1_536	27.541	305	330
WP_001067557.1	lcl|NZ_ANIH01000018.1_cds_WP_020765339.1_509	25.940	266	330
