WP_000340715.1	lcl|NZ_AHNA02000003.1_cds_WP_000340715.1_3874	100.000	86	106
WP_000410273.1	lcl|NZ_AHNA02000003.1_cds_WP_000410268.1_3873	99.677	310	314
WP_000410273.1	lcl|NZ_AHNA02000003.1_cds_WP_000723079.1_3823	24.731	279	314
WP_000410273.1	lcl|NZ_AHNA02000023.1_cds_WP_000744700.1_2699	24.691	324	314
WP_000410273.1	lcl|NZ_AHNA02000003.1_cds_WP_000723083.1_3801	23.611	288	314
WP_000410273.1	lcl|NZ_AHNA02000003.1_cds_WP_000567886.1_3821	23.348	227	314
WP_000884059.1	lcl|NZ_AHNA02000017.1_cds_WP_000351733.1_3121	40.000	140	185
WP_000884059.1	lcl|NZ_AHNA02000003.1_cds_WP_001047906.1_3842	33.898	177	185
WP_000646253.1	lcl|NZ_AHNA02000023.1_cds_WP_000744700.1_2699	32.063	315	329
WP_000646253.1	lcl|NZ_AHNA02000003.1_cds_WP_000723079.1_3823	30.530	321	329
WP_000646253.1	lcl|NZ_AHNA02000003.1_cds_WP_000723083.1_3801	31.045	335	329
WP_000646253.1	lcl|NZ_AHNA02000047.1_cds_WP_001984071.1_1429	31.475	305	329
WP_000646253.1	lcl|NZ_AHNA02000023.1_cds_WP_000649924.1_2861	29.878	328	329
WP_000646253.1	lcl|NZ_AHNA02000003.1_cds_WP_000567886.1_3821	28.525	305	329
WP_000646253.1	lcl|NZ_AHNA02000047.1_cds_WP_000709513.1_1439	29.538	325	329
WP_000646253.1	lcl|NZ_AHNA02000058.1_cds_WP_000688693.1_1194	28.975	283	329
WP_000646253.1	lcl|NZ_AHNA02000003.1_cds_WP_000410268.1_3873	25.982	331	329
WP_000646253.1	lcl|NZ_AHNA02000003.1_cds_WP_000475907.1_3818	26.667	240	329
WP_000646253.1	lcl|NZ_AHNA02000037.1_cds_WP_001074779.1_1897	28.679	265	329
WP_000646253.1	lcl|NZ_AHNA02000042.1_cds_WP_001003557.1_1747	25.000	332	329
WP_000774263.1	lcl|NZ_AHNA02000003.1_cds_WP_000043899.1_3822	27.027	185	267
WP_000774263.1	lcl|NZ_AHNA02000003.1_cds_WP_000842260.1_3800	26.316	190	267
WP_000774263.1	lcl|NZ_AHNA02000046.1_cds_WP_000667727.1_1466	31.818	110	267
WP_000774263.1	lcl|NZ_AHNA02000063.1_cds_WP_000805357.1_759	33.645	107	267
WP_240738528.1	lcl|NZ_AHNA02000059.1_cds_WP_000291579.1_1133	26.480	321	509
WP_240738528.1	lcl|NZ_AHNA02000059.1_cds_WP_000364507.1_1134	31.111	90	509
WP_240738528.1	lcl|NZ_AHNA02000059.1_cds_WP_000291579.1_1133	26.480	321	509
WP_240738528.1	lcl|NZ_AHNA02000059.1_cds_WP_000364507.1_1134	31.111	90	509
WP_001067557.1	lcl|NZ_AHNA02000003.1_cds_WP_000723079.1_3823	22.909	275	330
WP_001067557.1	lcl|NZ_AHNA02000047.1_cds_WP_001984071.1_1429	25.735	272	330
WP_001067557.1	lcl|NZ_AHNA02000042.1_cds_WP_001003557.1_1747	28.395	243	330
WP_001067557.1	lcl|NZ_AHNA02000023.1_cds_WP_000744700.1_2699	26.812	276	330
WP_001067557.1	lcl|NZ_AHNA02000003.1_cds_WP_000723083.1_3801	23.423	333	330
WP_001067557.1	lcl|NZ_AHNA02000023.1_cds_WP_000649924.1_2861	28.854	253	330
WP_001067557.1	lcl|NZ_AHNA02000058.1_cds_WP_000688693.1_1194	25.292	257	330
WP_001198107.1	lcl|NZ_AHNA02000003.1_cds_WP_000575181.1_3807	33.983	359	366
WP_001198107.1	lcl|NZ_AHNA02000003.1_cds_WP_000041235.1_3863	34.161	322	366
WP_001198107.1	lcl|NZ_AHNA02000048.1_cds_WP_001281953.1_1406	27.441	379	366
WP_001198107.1	lcl|NZ_AHNA02000003.1_cds_WP_002099944.1_3848	30.513	390	366
WP_001198107.1	lcl|NZ_AHNA02000080.1_cds_WP_000538754.1_46	29.972	357	366
WP_001198107.1	lcl|NZ_AHNA02000003.1_cds_WP_001117631.1_3866	37.864	206	366
WP_001198107.1	lcl|NZ_AHNA02000004.1_cds_WP_001982414.1_3749	31.579	190	366
WP_000608292.1	lcl|NZ_AHNA02000003.1_cds_WP_000575181.1_3807	36.438	365	367
WP_000608292.1	lcl|NZ_AHNA02000003.1_cds_WP_002099944.1_3848	31.720	372	367
WP_000608292.1	lcl|NZ_AHNA02000080.1_cds_WP_000538754.1_46	30.458	371	367
WP_000608292.1	lcl|NZ_AHNA02000048.1_cds_WP_001281953.1_1406	30.208	384	367
WP_000608292.1	lcl|NZ_AHNA02000003.1_cds_WP_000041235.1_3863	33.564	289	367
WP_000608292.1	lcl|NZ_AHNA02000003.1_cds_WP_001117631.1_3866	28.448	348	367
WP_000608292.1	lcl|NZ_AHNA02000004.1_cds_WP_001982414.1_3749	25.419	358	367
WP_000689747.1	lcl|NZ_AHNA02000052.1_cds_WP_000584316.1_1381	33.766	77	544
WP_000689747.1	lcl|NZ_AHNA02000052.1_cds_WP_000584316.1_1381	33.766	77	544
WP_000342716.1	lcl|NZ_AHNA02000071.1_cds_WP_001002662.1_617	44.856	243	265
WP_017857901.1	lcl|NZ_AHNA02000031.1_cds_WP_000501205.1_2248	36.184	304	310
WP_017857901.1	lcl|NZ_AHNA02000073.1_cds_WP_001183716.1_253	25.914	301	310
WP_017857901.1	lcl|NZ_AHNA02000044.1_cds_WP_000279890.1_1511	24.809	262	310
WP_017857901.1	lcl|NZ_AHNA02000031.1_cds_WP_000501205.1_2248	36.184	304	310
WP_017857901.1	lcl|NZ_AHNA02000073.1_cds_WP_001183716.1_253	25.914	301	310
WP_017857901.1	lcl|NZ_AHNA02000044.1_cds_WP_000279890.1_1511	24.809	262	310
WP_001088861.1	lcl|NZ_AHNA02000053.1_cds_WP_002100450.1_1335	44.643	56	144
WP_240738526.1	lcl|NZ_AHNA02000023.1_cds_WP_001082181.1_2728	28.205	78	221
WP_240738526.1	lcl|NZ_AHNA02000003.1_cds_WP_001075145.1_3857	32.432	111	221
WP_240738526.1	lcl|NZ_AHNA02000031.1_cds_WP_001069827.1_2228	27.523	109	221
WP_002095414.1	lcl|NZ_AHNA02000023.1_cds_WP_001082181.1_2728	31.973	147	388
WP_002095414.1	lcl|NZ_AHNA02000031.1_cds_WP_000347685.1_2227	32.867	143	388
WP_002095414.1	lcl|NZ_AHNA02000003.1_cds_WP_000402849.1_4044	26.531	147	388
WP_002095414.1	lcl|NZ_AHNA02000003.1_cds_WP_001075145.1_3857	33.684	95	388
WP_000815073.1	lcl|NZ_AHNA02000031.1_cds_WP_000347685.1_2227	24.324	148	409
WP_000815073.1	lcl|NZ_AHNA02000023.1_cds_WP_001082181.1_2728	23.602	161	409
WP_000575398.1	lcl|NZ_AHNA02000003.1_cds_WP_000575181.1_3807	38.827	358	361
WP_000575398.1	lcl|NZ_AHNA02000080.1_cds_WP_000538754.1_46	34.670	349	361
WP_000575398.1	lcl|NZ_AHNA02000048.1_cds_WP_001281953.1_1406	28.608	388	361
WP_000575398.1	lcl|NZ_AHNA02000003.1_cds_WP_002099944.1_3848	29.730	370	361
WP_000575398.1	lcl|NZ_AHNA02000003.1_cds_WP_000041235.1_3863	31.559	263	361
WP_000575398.1	lcl|NZ_AHNA02000003.1_cds_WP_001117631.1_3866	31.963	219	361
WP_000575398.1	lcl|NZ_AHNA02000004.1_cds_WP_001982414.1_3749	23.768	345	361
WP_000667249.1	lcl|NZ_AHNA02000003.1_cds_WP_001159751.1_3803	41.111	180	176
WP_239248138.1	lcl|NZ_AHNA02000003.1_cds_WP_000567886.1_3821	30.464	302	313
WP_239248138.1	lcl|NZ_AHNA02000023.1_cds_WP_000649924.1_2861	28.135	327	313
WP_239248138.1	lcl|NZ_AHNA02000023.1_cds_WP_000744700.1_2699	26.168	321	313
WP_239248138.1	lcl|NZ_AHNA02000047.1_cds_WP_001984071.1_1429	25.461	271	313
WP_239248138.1	lcl|NZ_AHNA02000003.1_cds_WP_000723079.1_3823	25.670	261	313
WP_239248138.1	lcl|NZ_AHNA02000003.1_cds_WP_000723083.1_3801	24.699	332	313
WP_239248138.1	lcl|NZ_AHNA02000042.1_cds_WP_001003557.1_1747	27.132	258	313
WP_239248138.1	lcl|NZ_AHNA02000003.1_cds_WP_000410268.1_3873	21.362	323	313
WP_239248138.1	lcl|NZ_AHNA02000003.1_cds_WP_001101626.1_3817	27.477	222	313
WP_000572389.1	lcl|NZ_AHNA02000003.1_cds_WP_000343395.1_3808	32.759	116	134
WP_002079020.1	lcl|NZ_AHNA02000003.1_cds_WP_000723079.1_3823	30.460	174	311
WP_002079020.1	lcl|NZ_AHNA02000047.1_cds_WP_001984071.1_1429	27.888	251	311
WP_002079020.1	lcl|NZ_AHNA02000003.1_cds_WP_000723083.1_3801	22.291	323	311
WP_002079020.1	lcl|NZ_AHNA02000037.1_cds_WP_001074779.1_1897	28.481	158	311
WP_002079020.1	lcl|NZ_AHNA02000023.1_cds_WP_000744700.1_2699	21.622	259	311
WP_002079020.1	lcl|NZ_AHNA02000058.1_cds_WP_000688693.1_1194	31.250	160	311
WP_002079020.1	lcl|NZ_AHNA02000023.1_cds_WP_000649924.1_2861	22.677	269	311
WP_002079020.1	lcl|NZ_AHNA02000003.1_cds_WP_000642162.1_3802	26.263	99	311
WP_000947528.1	lcl|NZ_AHNA02000003.1_cds_WP_000847602.1_3804	24.060	266	361
WP_000947528.1	lcl|NZ_AHNA02000003.1_cds_WP_001068976.1_3805	23.188	138	361
WP_000947528.1	lcl|NZ_AHNA02000003.1_cds_WP_001099039.1_4125	22.396	192	361
WP_000797356.1	lcl|NZ_AHNA02000012.1_cds_WP_000172203.1_3356	35.115	393	595
WP_000797356.1	lcl|NZ_AHNA02000012.1_cds_WP_000667646.1_3313	29.901	505	595
WP_000797356.1	lcl|NZ_AHNA02000023.1_cds_WP_000828456.1_2790	39.462	223	595
