WP_000340715.1	lcl|NZ_BOPW01000004.1_cds_WP_002733653.1_947	90.698	86	106
WP_000410273.1	lcl|NZ_BOPW01000004.1_cds_WP_002733579.1_948	92.994	314	314
WP_000410273.1	lcl|NZ_BOPW01000004.1_cds_WP_002733534.1_951	25.078	319	314
WP_000410273.1	lcl|NZ_BOPW01000001.1_cds_WP_002722638.1_268	22.769	325	314
WP_000410273.1	lcl|NZ_BOPW01000004.1_cds_WP_002727919.1_1043	24.555	281	314
WP_000410273.1	lcl|NZ_BOPW01000002.1_cds_WP_002728309.1_540	25.402	311	314
WP_000410273.1	lcl|NZ_BOPW01000028.1_cds_WP_002729504.1_3166	22.353	170	314
WP_000410273.1	lcl|NZ_BOPW01000004.1_cds_WP_016749081.1_975	22.769	325	314
WP_000604524.1	lcl|NZ_BOPW01000004.1_cds_WP_026054882.1_949	85.479	365	365
WP_000884059.1	lcl|NZ_BOPW01000004.1_cds_WP_002733646.1_950	95.676	185	185
WP_000884059.1	lcl|NZ_BOPW01000006.1_cds_WP_002721790.1_1485	36.301	146	185
WP_000646253.1	lcl|NZ_BOPW01000004.1_cds_WP_002733534.1_951	98.176	329	329
WP_000646253.1	lcl|NZ_BOPW01000001.1_cds_WP_002722638.1_268	29.841	315	329
WP_000646253.1	lcl|NZ_BOPW01000004.1_cds_WP_002727919.1_1043	30.448	335	329
WP_000646253.1	lcl|NZ_BOPW01000002.1_cds_WP_002728309.1_540	30.868	311	329
WP_000646253.1	lcl|NZ_BOPW01000028.1_cds_WP_002729504.1_3166	27.273	341	329
WP_000646253.1	lcl|NZ_BOPW01000004.1_cds_WP_002733638.1_983	27.299	348	329
WP_000646253.1	lcl|NZ_BOPW01000002.1_cds_WP_002735602.1_537	28.182	330	329
WP_000646253.1	lcl|NZ_BOPW01000001.1_cds_WP_002732362.1_142	28.846	312	329
WP_000646253.1	lcl|NZ_BOPW01000004.1_cds_WP_002733546.1_1018	25.000	268	329
WP_000646253.1	lcl|NZ_BOPW01000004.1_cds_WP_016749079.1_954	28.664	307	329
WP_000646253.1	lcl|NZ_BOPW01000001.1_cds_WP_002732331.1_53	25.664	339	329
WP_000646253.1	lcl|NZ_BOPW01000004.1_cds_WP_002744551.1_977	29.259	270	329
WP_000646253.1	lcl|NZ_BOPW01000004.1_cds_WP_002733579.1_948	27.711	249	329
WP_000646253.1	lcl|NZ_BOPW01000004.1_cds_WP_002733698.1_1026	26.642	274	329
WP_000646253.1	lcl|NZ_BOPW01000004.1_cds_WP_016749081.1_975	23.659	317	329
WP_000646253.1	lcl|NZ_BOPW01000003.1_cds_WP_002728462.1_751	26.217	267	329
WP_000646253.1	lcl|NZ_BOPW01000033.1_cds_WP_002732574.1_3286	24.924	329	329
WP_000646253.1	lcl|NZ_BOPW01000018.1_cds_WP_002728696.1_2717	27.459	244	329
WP_000646253.1	lcl|NZ_BOPW01000004.1_cds_WP_002733757.1_1016	31.034	174	329
WP_000774263.1	lcl|NZ_BOPW01000004.1_cds_WP_002733627.1_952	92.884	267	267
WP_000774263.1	lcl|NZ_BOPW01000004.1_cds_WP_002733554.1_1015	24.701	251	267
WP_000774263.1	lcl|NZ_BOPW01000004.1_cds_WP_002733775.1_988	24.153	236	267
WP_000774263.1	lcl|NZ_BOPW01000004.1_cds_WP_002727921.1_1044	26.455	189	267
WP_000774263.1	lcl|NZ_BOPW01000002.1_cds_WP_002729040.1_360	33.636	110	267
WP_000774263.1	lcl|NZ_BOPW01000028.1_cds_WP_002729513.1_3167	26.455	189	267
WP_000774263.1	lcl|NZ_BOPW01000005.1_cds_WP_002766579.1_1144	26.344	186	267
WP_240738528.1	lcl|NZ_BOPW01000004.1_cds_WP_002738292.1_953	95.874	509	509
WP_240738528.1	lcl|NZ_BOPW01000003.1_cds_WP_002728536.1_824	26.667	315	509
WP_240738528.1	lcl|NZ_BOPW01000003.1_cds_WP_002728534.1_823	31.111	90	509
WP_240738528.1	lcl|NZ_BOPW01000004.1_cds_WP_002738292.1_953	95.874	509	509
WP_240738528.1	lcl|NZ_BOPW01000003.1_cds_WP_002728536.1_824	26.667	315	509
WP_240738528.1	lcl|NZ_BOPW01000003.1_cds_WP_002728534.1_823	31.111	90	509
WP_001067557.1	lcl|NZ_BOPW01000004.1_cds_WP_016749079.1_954	94.848	330	330
WP_001067557.1	lcl|NZ_BOPW01000002.1_cds_WP_002728309.1_540	26.740	273	330
WP_001067557.1	lcl|NZ_BOPW01000004.1_cds_WP_002733534.1_951	28.990	307	330
WP_001067557.1	lcl|NZ_BOPW01000004.1_cds_WP_016749081.1_975	30.317	221	330
WP_001067557.1	lcl|NZ_BOPW01000001.1_cds_WP_002722638.1_268	27.425	299	330
WP_001067557.1	lcl|NZ_BOPW01000004.1_cds_WP_002727919.1_1043	26.183	317	330
WP_001067557.1	lcl|NZ_BOPW01000001.1_cds_WP_002732331.1_53	27.193	228	330
WP_001067557.1	lcl|NZ_BOPW01000033.1_cds_WP_002732574.1_3286	24.898	245	330
WP_001067557.1	lcl|NZ_BOPW01000001.1_cds_WP_002732362.1_142	27.554	323	330
WP_001067557.1	lcl|NZ_BOPW01000004.1_cds_WP_002733546.1_1018	25.275	273	330
WP_001067557.1	lcl|NZ_BOPW01000028.1_cds_WP_002729504.1_3166	25.352	142	330
WP_001067557.1	lcl|NZ_BOPW01000004.1_cds_WP_002733638.1_983	25.965	285	330
WP_001067557.1	lcl|NZ_BOPW01000004.1_cds_WP_002733579.1_948	24.540	326	330
WP_001067557.1	lcl|NZ_BOPW01000003.1_cds_WP_002728462.1_751	26.639	244	330
WP_001067557.1	lcl|NZ_BOPW01000018.1_cds_WP_002728696.1_2717	26.014	296	330
WP_001067557.1	lcl|NZ_BOPW01000011.1_cds_WP_002739707.1_2112	25.781	128	330
WP_001198107.1	lcl|NZ_BOPW01000004.1_cds_WP_002733737.1_971	33.616	354	366
WP_001198107.1	lcl|NZ_BOPW01000004.1_cds_WP_002733556.1_1037	32.861	353	366
WP_001198107.1	lcl|NZ_BOPW01000002.1_cds_WP_002728994.1_366	27.778	378	366
WP_001198107.1	lcl|NZ_BOPW01000002.1_cds_WP_002724694.1_489	30.471	361	366
WP_001198107.1	lcl|NZ_BOPW01000004.1_cds_WP_002733587.1_965	31.092	357	366
WP_001198107.1	lcl|NZ_BOPW01000004.1_cds_WP_002733730.1_991	26.966	356	366
WP_001198107.1	lcl|NZ_BOPW01000004.1_cds_WP_002733599.1_984	25.490	357	366
WP_001198107.1	lcl|NZ_BOPW01000001.1_cds_WP_002724641.1_54	30.270	185	366
WP_000608292.1	lcl|NZ_BOPW01000004.1_cds_WP_002733556.1_1037	37.110	353	367
WP_000608292.1	lcl|NZ_BOPW01000004.1_cds_WP_002733737.1_971	39.554	359	367
WP_000608292.1	lcl|NZ_BOPW01000002.1_cds_WP_002724694.1_489	33.596	381	367
WP_000608292.1	lcl|NZ_BOPW01000004.1_cds_WP_002733587.1_965	41.048	229	367
WP_000608292.1	lcl|NZ_BOPW01000002.1_cds_WP_002728994.1_366	30.105	382	367
WP_000608292.1	lcl|NZ_BOPW01000004.1_cds_WP_002733599.1_984	31.073	354	367
WP_000608292.1	lcl|NZ_BOPW01000004.1_cds_WP_002733730.1_991	24.000	375	367
