WP_000340715.1	lcl|NZ_AOWU01000073.1_cds_WP_000340715.1_911	100.000	86	106
WP_000410273.1	lcl|NZ_AOWU01000073.1_cds_WP_000410266.1_910	99.363	314	314
WP_000410273.1	lcl|NZ_AOWU01000073.1_cds_WP_000646254.1_907	25.705	319	314
WP_000410273.1	lcl|NZ_AOWU01000070.1_cds_WP_000744698.1_849	24.691	324	314
WP_000410273.1	lcl|NZ_AOWU01000078.1_cds_WP_000723091.1_962	23.611	288	314
WP_000410273.1	lcl|NZ_AOWU01000073.1_cds_WP_001067557.1_904	24.695	328	314
WP_000410273.1	lcl|NZ_AOWU01000182.1_cds_WP_002072074.1_2866	23.077	273	314
WP_000604524.1	lcl|NZ_AOWU01000073.1_cds_WP_000604525.1_909	99.178	365	365
WP_000884059.1	lcl|NZ_AOWU01000073.1_cds_WP_000884059.1_908	100.000	185	185
WP_000884059.1	lcl|NZ_AOWU01000079.1_cds_WP_000351733.1_971	40.000	140	185
WP_000646253.1	lcl|NZ_AOWU01000073.1_cds_WP_000646254.1_907	99.088	329	329
WP_000646253.1	lcl|NZ_AOWU01000070.1_cds_WP_000744698.1_849	32.063	315	329
WP_000646253.1	lcl|NZ_AOWU01000078.1_cds_WP_000723091.1_962	31.045	335	329
WP_000646253.1	lcl|NZ_AOWU01000182.1_cds_WP_002072074.1_2866	31.148	305	329
WP_000646253.1	lcl|NZ_AOWU01000142.1_cds_WP_000649924.1_1965	29.878	328	329
WP_000646253.1	lcl|NZ_AOWU01000181.1_cds_WP_000709508.1_2856	29.231	325	329
WP_000646253.1	lcl|NZ_AOWU01000073.1_cds_WP_001067557.1_904	28.664	307	329
WP_000646253.1	lcl|NZ_AOWU01000143.1_cds_WP_000688696.1_2010	28.975	283	329
WP_000646253.1	lcl|NZ_AOWU01000047.1_cds_WP_000475901.1_563	27.372	274	329
WP_000646253.1	lcl|NZ_AOWU01000073.1_cds_WP_000410266.1_910	25.705	319	329
WP_000646253.1	lcl|NZ_AOWU01000195.1_cds_WP_001074779.1_3244	28.679	265	329
WP_000646253.1	lcl|NZ_AOWU01000086.1_cds_WP_001003560.1_1058	24.852	338	329
WP_000646253.1	lcl|NZ_AOWU01000074.1_cds_WP_000378097.1_923	24.419	172	329
WP_000774263.1	lcl|NZ_AOWU01000073.1_cds_WP_000774259.1_906	98.502	267	267
WP_000774263.1	lcl|NZ_AOWU01000078.1_cds_WP_000842260.1_961	26.316	190	267
WP_000774263.1	lcl|NZ_AOWU01000144.1_cds_WP_000667727.1_2029	31.818	110	267
WP_000774263.1	lcl|NZ_AOWU01000180.1_cds_WP_000805357.1_2816	33.645	107	267
WP_240738528.1	lcl|NZ_AOWU01000073.1_cds_WP_002072162.1_905	98.035	509	509
WP_240738528.1	lcl|NZ_AOWU01000008.1_cds_WP_000291581.1_87	26.480	321	509
WP_240738528.1	lcl|NZ_AOWU01000008.1_cds_WP_000364504.1_86	31.111	90	509
WP_240738528.1	lcl|NZ_AOWU01000073.1_cds_WP_002072162.1_905	98.035	509	509
WP_240738528.1	lcl|NZ_AOWU01000008.1_cds_WP_000291581.1_87	26.480	321	509
WP_240738528.1	lcl|NZ_AOWU01000008.1_cds_WP_000364504.1_86	31.111	90	509
