WP_000340715.1	lcl|NZ_RQFU01000026.1_cds_WP_015678341.1_2957	63.514	74	106
WP_000410273.1	lcl|NZ_RQFU01000026.1_cds_WP_135637401.1_2956	83.226	310	314
WP_000410273.1	lcl|NZ_RQFU01000005.1_cds_WP_135633018.1_104	23.765	324	314
WP_000410273.1	lcl|NZ_RQFU01000028.1_cds_WP_135637665.1_3402	28.333	180	314
WP_000410273.1	lcl|NZ_RQFU01000016.1_cds_WP_135635337.1_2468	23.529	170	314
WP_000410273.1	lcl|NZ_RQFU01000005.1_cds_WP_135633797.1_669	22.769	325	314
WP_000884059.1	lcl|NZ_RQFU01000019.1_cds_WP_135636384.1_1148	30.588	170	185
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_135633018.1_104	30.573	314	329
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_135633797.1_669	30.645	310	329
WP_000646251.1	lcl|NZ_RQFU01000016.1_cds_WP_135635337.1_2468	29.326	341	329
WP_000646251.1	lcl|NZ_RQFU01000028.1_cds_WP_135637665.1_3402	27.492	331	329
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_015676887.1_486	27.950	322	329
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_135633056.1_131	28.754	313	329
WP_000646251.1	lcl|NZ_RQFU01000026.1_cds_WP_135637401.1_2956	27.358	318	329
WP_000646251.1	lcl|NZ_RQFU01000026.1_cds_WP_135637363.1_2938	27.778	270	329
WP_000646251.1	lcl|NZ_RQFU01000016.1_cds_WP_208597430.1_2479	26.840	231	329
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_135632959.1_51	28.916	249	329
WP_000646251.1	lcl|NZ_RQFU01000028.1_cds_WP_015678111.1_3386	24.907	269	329
WP_000646251.1	lcl|NZ_RQFU01000001.1_cds_WP_135632670.1_2769	25.543	184	329
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_135633423.1_432	22.305	269	329
WP_000774260.1	lcl|NZ_RQFU01000005.1_cds_WP_135633389.1_405	30.128	156	267
WP_000774260.1	lcl|NZ_RQFU01000028.1_cds_WP_135637619.1_3325	23.372	261	267
WP_000774260.1	lcl|NZ_RQFU01000028.1_cds_WP_135637664.1_3401	24.352	193	267
WP_000774260.1	lcl|NZ_RQFU01000005.1_cds_WP_135633588.1_552	28.161	174	267
WP_000774260.1	lcl|NZ_RQFU01000016.1_cds_WP_015679378.1_2467	26.562	192	267
WP_000612794.1	lcl|NZ_RQFU01000019.1_cds_WP_167880757.1_1126	24.308	325	509
WP_000612794.1	lcl|NZ_RQFU01000019.1_cds_WP_015675751.1_1125	28.972	107	509
WP_000612794.1	lcl|NZ_RQFU01000019.1_cds_WP_167880757.1_1126	24.308	325	509
WP_000612794.1	lcl|NZ_RQFU01000019.1_cds_WP_015675751.1_1125	28.972	107	509
WP_001067557.1	lcl|NZ_RQFU01000005.1_cds_WP_135633797.1_669	24.101	278	330
WP_001067557.1	lcl|NZ_RQFU01000005.1_cds_WP_135633056.1_131	26.019	319	330
WP_001067557.1	lcl|NZ_RQFU01000005.1_cds_WP_135633018.1_104	26.812	276	330
WP_001067557.1	lcl|NZ_RQFU01000005.1_cds_WP_135633423.1_432	26.848	257	330
WP_001067557.1	lcl|NZ_RQFU01000026.1_cds_WP_135637363.1_2938	26.991	226	330
WP_001067557.1	lcl|NZ_RQFU01000028.1_cds_WP_135637665.1_3402	22.866	328	330
WP_001067557.1	lcl|NZ_RQFU01000005.1_cds_WP_135632959.1_51	27.317	205	330
WP_001067557.1	lcl|NZ_RQFU01000001.1_cds_WP_135632670.1_2769	23.849	239	330
WP_001067557.1	lcl|NZ_RQFU01000016.1_cds_WP_135635337.1_2468	22.742	299	330
WP_001067557.1	lcl|NZ_RQFU01000026.1_cds_WP_135637401.1_2956	23.810	231	330
WP_001198107.1	lcl|NZ_RQFU01000028.1_cds_WP_135637673.1_3411	33.429	347	366
WP_001198107.1	lcl|NZ_RQFU01000005.1_cds_WP_135633345.1_372	29.581	382	366
WP_001198107.1	lcl|NZ_RQFU01000026.1_cds_WP_135637385.1_2949	34.050	279	366
WP_001198107.1	lcl|NZ_RQFU01000024.1_cds_WP_015676052.1_3470	29.444	360	366
WP_001198107.1	lcl|NZ_RQFU01000010.1_cds_WP_135634402.1_1937	28.324	173	366
WP_000608286.1	lcl|NZ_RQFU01000028.1_cds_WP_135637673.1_3411	37.088	364	367
WP_000608286.1	lcl|NZ_RQFU01000024.1_cds_WP_015676052.1_3470	28.912	377	367
WP_000608286.1	lcl|NZ_RQFU01000026.1_cds_WP_135637385.1_2949	31.322	348	367
WP_000608286.1	lcl|NZ_RQFU01000005.1_cds_WP_135633345.1_372	28.346	381	367
WP_000608286.1	lcl|NZ_RQFU01000010.1_cds_WP_135634402.1_1937	27.171	357	367
WP_000608286.1	lcl|NZ_RQFU01000018.1_cds_WP_135636001.1_1834	33.962	106	367
WP_000342715.1	lcl|NZ_RQFU01000010.1_cds_WP_135634335.1_1883	41.152	243	265
WP_001246622.1	lcl|NZ_RQFU01000001.1_cds_WP_015676230.1_2676	38.065	310	310
WP_001246622.1	lcl|NZ_RQFU01000018.1_cds_WP_135635925.1_1765	31.183	279	310
WP_001246622.1	lcl|NZ_RQFU01000019.1_cds_WP_135636470.1_1214	23.574	263	310
WP_001246622.1	lcl|NZ_RQFU01000001.1_cds_WP_015676230.1_2676	38.065	310	310
WP_001246622.1	lcl|NZ_RQFU01000018.1_cds_WP_135635925.1_1765	31.183	279	310
WP_001246622.1	lcl|NZ_RQFU01000019.1_cds_WP_135636470.1_1214	23.574	263	310
WP_001088861.1	lcl|NZ_RQFU01000018.1_cds_WP_015678967.1_1787	35.780	109	144
WP_000517242.1	lcl|NZ_RQFU01000005.1_cds_WP_039928406.1_863	27.381	84	221
WP_000611594.1	lcl|NZ_RQFU01000005.1_cds_WP_015677338.1_309	31.624	117	175
WP_000980525.1	lcl|NZ_RQFU01000016.1_cds_WP_015679214.1_2543	27.426	237	241
WP_000980525.1	lcl|NZ_RQFU01000019.1_cds_WP_135636878.1_1226	23.457	243	241
WP_000980525.1	lcl|NZ_RQFU01000005.1_cds_WP_135633308.1_351	23.849	239	241
WP_000980525.1	lcl|NZ_RQFU01000018.1_cds_WP_015677685.1_1716	23.320	253	241
WP_000980525.1	lcl|NZ_RQFU01000018.1_cds_WP_015678965.1_1780	29.670	91	241
WP_000980525.1	lcl|NZ_RQFU01000005.1_cds_WP_135633361.1_380	31.148	122	241
WP_002080969.1	lcl|NZ_RQFU01000005.1_cds_WP_015676643.1_389	32.698	367	596
WP_002080969.1	lcl|NZ_RQFU01000005.1_cds_WP_135633273.1_328	33.654	312	596
WP_002080969.1	lcl|NZ_RQFU01000010.1_cds_WP_135634577.1_2085	30.203	394	596
WP_002080969.1	lcl|NZ_RQFU01000005.1_cds_WP_135633805.1_675	33.621	232	596
WP_002080969.1	lcl|NZ_RQFU01000005.1_cds_WP_135633809.1_677	34.498	229	596
WP_002080969.1	lcl|NZ_RQFU01000026.1_cds_WP_135637369.1_2941	28.788	330	596
WP_002080969.1	lcl|NZ_RQFU01000012.1_cds_WP_244932581.1_2385	28.846	312	596
WP_002080969.1	lcl|NZ_RQFU01000015.1_cds_WP_135635200.1_3188	32.093	215	596
WP_002080969.1	lcl|NZ_RQFU01000018.1_cds_WP_135635965.1_1802	28.444	225	596
