WP_000340715.1	lcl|NZ_MUKL01000007.1_cds_WP_000340715.1_3635	100.000	86	106
WP_000410273.1	lcl|NZ_MUKL01000007.1_cds_WP_000410273.1_3636	100.000	314	314
WP_000410273.1	lcl|NZ_MUKL01000007.1_cds_WP_000646255.1_3639	26.019	319	314
WP_000410273.1	lcl|NZ_MUKL01000002.1_cds_WP_000744695.1_1953	24.691	324	314
WP_000410273.1	lcl|NZ_MUKL01000024.1_cds_WP_000649929.1_1550	28.135	327	314
WP_000410273.1	lcl|NZ_MUKL01000008.1_cds_WP_000600891.1_3679	23.636	275	314
WP_000410273.1	lcl|NZ_MUKL01000008.1_cds_WP_000723081.1_3731	23.958	288	314
WP_000410273.1	lcl|NZ_MUKL01000007.1_cds_WP_001067557.1_3642	24.695	328	314
WP_000604524.1	lcl|NZ_MUKL01000007.1_cds_WP_000604524.1_3637	99.726	365	365
WP_000884059.1	lcl|NZ_MUKL01000007.1_cds_WP_000884059.1_3638	100.000	185	185
WP_000884059.1	lcl|NZ_MUKL01000004.1_cds_WP_000351733.1_2931	40.000	140	185
WP_000646251.1	lcl|NZ_MUKL01000007.1_cds_WP_000646255.1_3639	99.088	329	329
WP_000646251.1	lcl|NZ_MUKL01000002.1_cds_WP_000744695.1_1953	32.063	315	329
WP_000646251.1	lcl|NZ_MUKL01000008.1_cds_WP_000723081.1_3731	31.045	335	329
WP_000646251.1	lcl|NZ_MUKL01000008.1_cds_WP_000600891.1_3679	31.988	322	329
WP_000646251.1	lcl|NZ_MUKL01000005.1_cds_WP_002064390.1_3184	31.475	305	329
WP_000646251.1	lcl|NZ_MUKL01000024.1_cds_WP_000649929.1_1550	30.183	328	329
WP_000646251.1	lcl|NZ_MUKL01000005.1_cds_WP_000709511.1_3174	29.730	333	329
WP_000646251.1	lcl|NZ_MUKL01000008.1_cds_WP_000601375.1_3706	24.415	299	329
WP_000646251.1	lcl|NZ_MUKL01000007.1_cds_WP_001067557.1_3642	28.990	307	329
WP_000646251.1	lcl|NZ_MUKL01000005.1_cds_WP_000688698.1_3205	29.329	283	329
WP_000646251.1	lcl|NZ_MUKL01000008.1_cds_WP_000475897.1_3714	27.372	274	329
WP_000646251.1	lcl|NZ_MUKL01000007.1_cds_WP_000410273.1_3636	25.705	319	329
WP_000646251.1	lcl|NZ_MUKL01000028.1_cds_WP_001074779.1_1793	29.057	265	329
WP_000646251.1	lcl|NZ_MUKL01000014.1_cds_WP_001003563.1_524	26.378	254	329
WP_000646251.1	lcl|NZ_MUKL01000008.1_cds_WP_000487319.1_3704	27.385	325	329
WP_000774260.1	lcl|NZ_MUKL01000007.1_cds_WP_000774259.1_3640	98.502	267	267
WP_000774260.1	lcl|NZ_MUKL01000008.1_cds_WP_000859505.1_3703	26.639	244	267
WP_000774260.1	lcl|NZ_MUKL01000008.1_cds_WP_000800439.1_3684	25.328	229	267
WP_000774260.1	lcl|NZ_MUKL01000008.1_cds_WP_000842260.1_3732	26.316	190	267
WP_000774260.1	lcl|NZ_MUKL01000005.1_cds_WP_000667727.1_3227	25.907	193	267
WP_000774260.1	lcl|NZ_MUKL01000013.1_cds_WP_000805357.1_443	33.645	107	267
WP_000612794.1	lcl|NZ_MUKL01000007.1_cds_WP_000612799.1_3641	99.214	509	509
WP_000612794.1	lcl|NZ_MUKL01000017.1_cds_WP_000291581.1_788	26.911	327	509
WP_000612794.1	lcl|NZ_MUKL01000017.1_cds_WP_000364504.1_789	31.111	90	509
WP_000612794.1	lcl|NZ_MUKL01000007.1_cds_WP_000612799.1_3641	99.214	509	509
WP_000612794.1	lcl|NZ_MUKL01000017.1_cds_WP_000291581.1_788	26.911	327	509
WP_000612794.1	lcl|NZ_MUKL01000017.1_cds_WP_000364504.1_789	31.111	90	509
WP_001067557.1	lcl|NZ_MUKL01000007.1_cds_WP_001067557.1_3642	100.000	330	330
