WP_000340715.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002725873.1_2147	91.860	86	106
WP_000410273.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669917.1_2146	92.903	310	314
WP_000410273.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669955.1_2097	23.381	278	314
WP_000410273.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671202.1_3159	22.462	325	314
WP_000410273.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669957.1_2095	25.137	183	314
WP_000410273.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669973.1_2072	24.199	281	314
WP_000410273.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670961.1_2821	25.402	311	314
WP_000410273.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670813.1_2590	22.353	170	314
WP_000884059.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002750963.1_1350	36.301	146	185
WP_000884059.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669938.1_2115	33.898	177	185
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669955.1_2097	30.841	321	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669973.1_2072	31.642	335	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671202.1_3159	30.476	315	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670961.1_2821	31.511	311	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669957.1_2095	28.852	305	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670813.1_2590	27.273	341	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671143.1_3027	30.032	313	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002754065.1_2818	28.182	330	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671074.1_2939	24.852	338	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669917.1_2146	27.711	249	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_017859386.1_1968	26.592	267	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669959.1_2093	25.993	277	329
WP_000646251.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669202.1_311	24.629	337	329
WP_000774260.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669956.1_2096	27.391	230	267
WP_000774260.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669974.1_2071	26.455	189	267
WP_000774260.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670832.1_2615	33.636	110	267
WP_000774260.1	lcl|NZ_JAKUHP010000002.1_cds_MKT69_RS13000_2589	26.984	189	267
WP_000774260.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002766579.1_679	26.344	186	267
WP_000612794.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670269.1_1805	27.103	321	509
WP_000612794.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002751286.1_1806	31.111	90	509
WP_000612794.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670269.1_1805	27.103	321	509
WP_000612794.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002751286.1_1806	31.111	90	509
WP_001067557.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670961.1_2821	27.106	273	330
WP_001067557.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669955.1_2097	23.636	275	330
WP_001067557.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671202.1_3159	27.798	277	330
WP_001067557.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669973.1_2072	26.183	317	330
WP_001067557.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671074.1_2939	26.457	223	330
WP_001067557.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671143.1_3027	27.044	318	330
WP_001067557.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669202.1_311	24.898	245	330
WP_001067557.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670813.1_2590	25.352	142	330
WP_001067557.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669917.1_2146	23.708	329	330
WP_001067557.1	lcl|NZ_JAKUHP010000002.1_cds_WP_017859386.1_1968	26.667	240	330
WP_001067557.1	lcl|NZ_JAKUHP010000001.1_cds_WP_011671364.1_153	25.781	128	330
WP_001198107.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669968.1_2079	33.428	353	366
WP_001198107.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669926.1_2136	40.359	223	366
WP_001198107.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002753028.1_2600	27.778	378	366
WP_001198107.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669932.1_2121	30.769	390	366
WP_001198107.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669923.1_2139	37.864	206	366
WP_001198107.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002753888.1_2775	29.526	359	366
WP_001198107.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002750680.1_2940	30.270	185	366
WP_000608286.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669968.1_2079	37.398	369	367
WP_000608286.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669932.1_2121	32.258	372	367
WP_000608286.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002753888.1_2775	33.509	379	367
WP_000608286.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002753028.1_2600	29.843	382	367
WP_000608286.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669926.1_2136	33.562	292	367
WP_000608286.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669923.1_2139	33.898	236	367
WP_000608286.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002750680.1_2940	26.257	358	367
WP_000342715.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669455.1_667	44.534	247	265
WP_001246622.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670400.1_1620	39.145	304	310
WP_001246622.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669757.1_2304	27.682	289	310
WP_001246622.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670034.1_1300	28.571	133	310
WP_001246622.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670400.1_1620	39.145	304	310
WP_001246622.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669757.1_2304	27.682	289	310
WP_001246622.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670034.1_1300	28.571	133	310
WP_001088861.1	lcl|NZ_JAKUHP010000002.1_cds_WP_026054147.1_1156	39.683	63	144
WP_000517242.1	lcl|NZ_JAKUHP010000002.1_cds_WP_004779550.1_2130	33.333	111	221
WP_000517242.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671228.1_3128	26.923	78	221
WP_000611594.1	lcl|NZ_JAKUHP010000002.1_cds_MKT69_RS15680_3122	32.353	102	175
WP_001015417.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669711.1_994	25.339	221	406
WP_001015417.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669876.1_1474	24.581	179	406
WP_000980525.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669930.1_2126	27.823	248	241
WP_000980525.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670621.1_1064	26.984	252	241
WP_000980525.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669763.1_1153	32.673	101	241
WP_000980525.1	lcl|NZ_JAKUHP010000002.1_cds_MKT69_RS01305_261	33.333	93	241
WP_000980525.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670931.1_2787	30.857	175	241
WP_000980525.1	lcl|NZ_JAKUHP010000001.1_cds_WP_002722237.1_78	30.702	114	241
WP_002080969.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669421.1_612	33.244	373	596
WP_002080969.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669275.1_412	37.021	235	596
WP_002080969.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671171.1_3069	34.553	246	596
WP_002080969.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669933.1_2120	30.660	212	596
