WP_000340715.1	lcl|NZ_AKXB02000131.1_cds_WP_000340715.1_1399	100.000	86	106
WP_000410273.1	lcl|NZ_AKXB02000131.1_cds_WP_004428880.1_1400	94.551	312	314
WP_000410273.1	lcl|NZ_AKXB02000131.1_cds_WP_002178756.1_1404	24.437	311	314
WP_000410273.1	lcl|NZ_AKXB02000139.1_cds_WP_004447188.1_1069	24.383	324	314
WP_000410273.1	lcl|NZ_AKXB02000131.1_cds_WP_036068182.1_1413	22.022	277	314
WP_000410273.1	lcl|NZ_AKXB02000038.1_cds_WP_004443912.1_3501	24.138	290	314
WP_000410273.1	lcl|NZ_AKXB02000038.1_cds_WP_004443880.1_3459	23.779	307	314
WP_000410273.1	lcl|NZ_AKXB02000172.1_cds_WP_198290613.1_107	22.826	276	314
WP_000884059.1	lcl|NZ_AKXB02000152.1_cds_WP_004447495.1_521	40.000	140	185
WP_000646251.1	lcl|NZ_AKXB02000038.1_cds_WP_004443880.1_3459	37.450	251	329
WP_000646251.1	lcl|NZ_AKXB02000131.1_cds_WP_002178756.1_1404	31.304	345	329
WP_000646251.1	lcl|NZ_AKXB02000139.1_cds_WP_004447188.1_1069	30.794	315	329
WP_000646251.1	lcl|NZ_AKXB02000038.1_cds_WP_004443912.1_3501	31.343	335	329
WP_000646251.1	lcl|NZ_AKXB02000131.1_cds_WP_036068182.1_1413	31.457	302	329
WP_000646251.1	lcl|NZ_AKXB02000172.1_cds_WP_198290613.1_107	31.373	306	329
WP_000646251.1	lcl|NZ_AKXB02000121.1_cds_WP_004446629.1_1763	29.290	338	329
WP_000646251.1	lcl|NZ_AKXB02000175.1_cds_WP_002148036.1_4	30.154	325	329
WP_000646251.1	lcl|NZ_AKXB02000167.1_cds_WP_004447713.1_208	27.899	276	329
WP_000646251.1	lcl|NZ_AKXB02000131.1_cds_WP_004428880.1_1400	26.119	268	329
WP_000646251.1	lcl|NZ_AKXB02000038.1_cds_WP_004428900.1_3478	24.638	345	329
WP_000646251.1	lcl|NZ_AKXB02000008.1_cds_WP_004428300.1_4302	27.820	266	329
WP_000646251.1	lcl|NZ_AKXB02000150.1_cds_WP_004432019.1_741	24.924	329	329
WP_000646251.1	lcl|NZ_AKXB02000131.1_cds_WP_004428883.1_1423	25.306	245	329
WP_000646251.1	lcl|NZ_AKXB02000070.1_cds_WP_004445016.1_2971	27.160	243	329
WP_000774260.1	lcl|NZ_AKXB02000131.1_cds_WP_002178459.1_1418	30.043	233	267
WP_000774260.1	lcl|NZ_AKXB02000038.1_cds_WP_004430538.1_3502	26.455	189	267
WP_000774260.1	lcl|NZ_AKXB02000011.1_cds_WP_004442826.1_4088	33.071	127	267
WP_000774260.1	lcl|NZ_AKXB02000038.1_cds_WP_002178723.1_3477	21.905	210	267
WP_000774260.1	lcl|NZ_AKXB02000173.1_cds_WP_004447785.1_96	37.209	86	267
WP_000612794.1	lcl|NZ_AKXB02000073.1_cds_WP_004445115.1_2936	28.135	327	509
WP_000612794.1	lcl|NZ_AKXB02000073.1_cds_WP_002148203.1_2935	31.111	90	509
WP_000612794.1	lcl|NZ_AKXB02000073.1_cds_WP_004445115.1_2936	28.135	327	509
WP_000612794.1	lcl|NZ_AKXB02000073.1_cds_WP_002148203.1_2935	31.111	90	509
WP_001067557.1	lcl|NZ_AKXB02000038.1_cds_WP_004443880.1_3459	28.063	253	330
WP_001067557.1	lcl|NZ_AKXB02000172.1_cds_WP_198290613.1_107	26.568	271	330
WP_001067557.1	lcl|NZ_AKXB02000131.1_cds_WP_036068182.1_1413	24.265	272	330
WP_001067557.1	lcl|NZ_AKXB02000038.1_cds_WP_004443912.1_3501	25.788	349	330
WP_001067557.1	lcl|NZ_AKXB02000139.1_cds_WP_004447188.1_1069	28.261	276	330
WP_001067557.1	lcl|NZ_AKXB02000131.1_cds_WP_002178756.1_1404	25.000	256	330
WP_001067557.1	lcl|NZ_AKXB02000150.1_cds_WP_004432019.1_741	27.273	242	330
WP_001067557.1	lcl|NZ_AKXB02000131.1_cds_WP_004428883.1_1423	29.688	128	330
WP_001067557.1	lcl|NZ_AKXB02000121.1_cds_WP_004446629.1_1763	29.020	255	330
WP_001067557.1	lcl|NZ_AKXB02000167.1_cds_WP_004447713.1_208	24.889	225	330
WP_001067557.1	lcl|NZ_AKXB02000008.1_cds_WP_004428300.1_4302	28.387	155	330
