WP_000340715.1	lcl|NZ_AHQV01000071.1_cds_WP_000340715.1_3129	100.000	86	106
WP_000410273.1	lcl|NZ_AHQV01000071.1_cds_WP_000410268.1_3130	99.677	310	314
WP_000410273.1	lcl|NZ_AHQV01000071.1_cds_WP_000723079.1_3181	24.731	279	314
WP_000410273.1	lcl|NZ_AHQV01000068.1_cds_WP_000744700.1_3371	24.691	324	314
WP_000410273.1	lcl|NZ_AHQV01000071.1_cds_WP_000723083.1_3204	23.611	288	314
WP_000410273.1	lcl|NZ_AHQV01000071.1_cds_WP_000567886.1_3183	23.348	227	314
WP_000884059.1	lcl|NZ_AHQV01000235.1_cds_WP_000351733.1_1185	40.000	140	185
WP_000884059.1	lcl|NZ_AHQV01000071.1_cds_WP_001047906.1_3161	33.898	177	185
WP_000646251.1	lcl|NZ_AHQV01000068.1_cds_WP_000744700.1_3371	32.063	315	329
WP_000646251.1	lcl|NZ_AHQV01000071.1_cds_WP_000723079.1_3181	30.530	321	329
WP_000646251.1	lcl|NZ_AHQV01000071.1_cds_WP_000723083.1_3204	31.343	335	329
WP_000646251.1	lcl|NZ_AHQV01000285.1_cds_WP_001984071.1_677	31.803	305	329
WP_000646251.1	lcl|NZ_AHQV01000069.1_cds_WP_000649924.1_3311	30.183	328	329
WP_000646251.1	lcl|NZ_AHQV01000071.1_cds_WP_000567886.1_3183	29.180	305	329
WP_000646251.1	lcl|NZ_AHQV01000037.1_cds_WP_000709513.1_3713	30.030	333	329
WP_000646251.1	lcl|NZ_AHQV01000088.1_cds_WP_000688693.1_2795	29.329	283	329
WP_000646251.1	lcl|NZ_AHQV01000071.1_cds_WP_000410268.1_3130	25.680	331	329
WP_000646251.1	lcl|NZ_AHQV01000071.1_cds_WP_000475907.1_3186	26.667	240	329
WP_000646251.1	lcl|NZ_AHQV01000063.1_cds_WP_001074779.1_3589	29.057	265	329
WP_000646251.1	lcl|NZ_AHQV01000204.1_cds_WP_001003557.1_1620	25.000	332	329
WP_000774260.1	lcl|NZ_AHQV01000071.1_cds_WP_000043899.1_3182	25.610	246	267
WP_000774260.1	lcl|NZ_AHQV01000071.1_cds_WP_000842260.1_3205	26.316	190	267
WP_000774260.1	lcl|NZ_AHQV01000383.1_cds_WP_000667727.1_160	25.907	193	267
WP_000774260.1	lcl|NZ_AHQV01000212.1_cds_WP_000805357.1_1546	33.645	107	267
WP_000612794.1	lcl|NZ_AHQV01000195.1_cds_WP_000291579.1_1768	26.911	327	509
WP_000612794.1	lcl|NZ_AHQV01000195.1_cds_WP_000364507.1_1769	31.111	90	509
WP_000612794.1	lcl|NZ_AHQV01000195.1_cds_WP_000291579.1_1768	26.911	327	509
WP_000612794.1	lcl|NZ_AHQV01000195.1_cds_WP_000364507.1_1769	31.111	90	509
WP_001067557.1	lcl|NZ_AHQV01000071.1_cds_WP_000723079.1_3181	22.909	275	330
WP_001067557.1	lcl|NZ_AHQV01000285.1_cds_WP_001984071.1_677	25.735	272	330
WP_001067557.1	lcl|NZ_AHQV01000204.1_cds_WP_001003557.1_1620	28.395	243	330
WP_001067557.1	lcl|NZ_AHQV01000068.1_cds_WP_000744700.1_3371	26.812	276	330
WP_001067557.1	lcl|NZ_AHQV01000071.1_cds_WP_000723083.1_3204	23.423	333	330
WP_001067557.1	lcl|NZ_AHQV01000069.1_cds_WP_000649924.1_3311	28.854	253	330
WP_001067557.1	lcl|NZ_AHQV01000088.1_cds_WP_000688693.1_2795	25.292	257	330
WP_001198107.1	lcl|NZ_AHQV01000071.1_cds_WP_000575181.1_3198	33.983	359	366
WP_001198107.1	lcl|NZ_AHQV01000071.1_cds_WP_000041235.1_3140	34.161	322	366
WP_001198107.1	lcl|NZ_AHQV01000282.1_cds_WP_001281953.1_699	27.441	379	366
WP_001198107.1	lcl|NZ_AHQV01000071.1_cds_WP_002099944.1_3155	30.513	390	366
WP_001198107.1	lcl|NZ_AHQV01000275.1_cds_WP_000538754.1_762	29.972	357	366
WP_001198107.1	lcl|NZ_AHQV01000071.1_cds_WP_001117631.1_3137	37.864	206	366
WP_001198107.1	lcl|NZ_AHQV01000077.1_cds_WP_001982414.1_3008	31.579	190	366
WP_000608286.1	lcl|NZ_AHQV01000071.1_cds_WP_000575181.1_3198	36.438	365	367
WP_000608286.1	lcl|NZ_AHQV01000071.1_cds_WP_002099944.1_3155	31.989	372	367
WP_000608286.1	lcl|NZ_AHQV01000275.1_cds_WP_000538754.1_762	30.458	371	367
WP_000608286.1	lcl|NZ_AHQV01000282.1_cds_WP_001281953.1_699	29.948	384	367
WP_000608286.1	lcl|NZ_AHQV01000071.1_cds_WP_000041235.1_3140	33.564	289	367
WP_000608286.1	lcl|NZ_AHQV01000071.1_cds_WP_001117631.1_3137	28.448	348	367
WP_000608286.1	lcl|NZ_AHQV01000077.1_cds_WP_001982414.1_3008	25.419	358	367
WP_000689744.1	lcl|NZ_AHQV01000395.1_cds_WP_000584316.1_22	33.766	77	544
WP_000689744.1	lcl|NZ_AHQV01000395.1_cds_WP_000584316.1_22	33.766	77	544
WP_000342715.1	lcl|NZ_AHQV01000247.1_cds_WP_001002662.1_1073	45.267	243	265
WP_001246622.1	lcl|NZ_AHQV01000206.1_cds_WP_000501205.1_1593	37.829	304	310
WP_001246622.1	lcl|NZ_AHQV01000202.1_cds_WP_001183716.1_1666	27.473	273	310
WP_001246622.1	lcl|NZ_AHQV01000082.1_cds_WP_000279890.1_2896	24.427	262	310
WP_001246622.1	lcl|NZ_AHQV01000206.1_cds_WP_000501205.1_1593	37.829	304	310
WP_001246622.1	lcl|NZ_AHQV01000202.1_cds_WP_001183716.1_1666	27.473	273	310
WP_001246622.1	lcl|NZ_AHQV01000082.1_cds_WP_000279890.1_2896	24.427	262	310
WP_001088861.1	lcl|NZ_AHQV01000153.1_cds_WP_002100450.1_2145	44.643	56	144
WP_000517242.1	lcl|NZ_AHQV01000068.1_cds_WP_001082181.1_3343	28.205	78	221
WP_000517242.1	lcl|NZ_AHQV01000071.1_cds_WP_001075145.1_3146	32.432	111	221
WP_000517242.1	lcl|NZ_AHQV01000122.1_cds_WP_001069827.1_2280	27.523	109	221
WP_000611594.1	lcl|NZ_AHQV01000379.1_cds_WP_001206947.1_233	29.655	145	175
WP_001015417.1	lcl|NZ_AHQV01000122.1_cds_WP_000347685.1_2281	25.714	210	406
WP_001015417.1	lcl|NZ_AHQV01000091.1_cds_WP_000402849.1_2733	22.727	220	406
WP_001015417.1	lcl|NZ_AHQV01000068.1_cds_WP_001082181.1_3343	24.074	162	406
WP_000980525.1	lcl|NZ_AHQV01000071.1_cds_WP_000601342.1_3150	38.235	102	241
WP_000980525.1	lcl|NZ_AHQV01000269.1_cds_WP_000653652.1_820	26.984	252	241
WP_000980525.1	lcl|NZ_AHQV01000068.1_cds_WP_000998676.1_3397	26.471	238	241
WP_000980525.1	lcl|NZ_AHQV01000153.1_cds_WP_000566240.1_2142	32.673	101	241
WP_000980525.1	lcl|NZ_AHQV01000034.1_cds_WP_000043153.1_3728	30.857	175	241
WP_000980525.1	lcl|NZ_AHQV01000153.1_cds_WP_002100448.1_2170	25.847	236	241
WP_000980525.1	lcl|NZ_AHQV01000063.1_cds_WP_000194184.1_3570	25.339	221	241
WP_002080969.1	lcl|NZ_AHQV01000099.1_cds_WP_000172203.1_2637	35.372	376	596
WP_002080969.1	lcl|NZ_AHQV01000061.1_cds_WP_000667646.1_3635	35.907	259	596
WP_002080969.1	lcl|NZ_AHQV01000078.1_cds_WP_000828456.1_2963	35.341	249	596
WP_002080969.1	lcl|NZ_AHQV01000071.1_cds_WP_000615263.1_3156	31.132	212	596
WP_002080969.1	lcl|NZ_AHQV01000303.1_cds_WP_000510770.1_581	32.083	240	596
WP_002080969.1	lcl|NZ_AHQV01000255.1_cds_WP_001052496.1_971	25.306	245	596
WP_002080969.1	lcl|NZ_AHQV01000377.1_cds_WP_001161019.1_260	30.556	216	596
WP_002080969.1	lcl|NZ_AHQV01000076.1_cds_WP_000666552.1_3048	29.675	246	596
WP_002080969.1	lcl|NZ_AHQV01000371.1_cds_WP_002100161.1_414	27.111	225	596
WP_002080969.1	lcl|NZ_AHQV01000195.1_cds_WP_000047473.1_1774	26.126	222	596
WP_002080969.1	lcl|NZ_AHQV01000385.1_cds_WP_001982953.1_144	28.972	214	596
WP_002080969.1	lcl|NZ_AHQV01000286.1_cds_WP_000619178.1_669	29.832	238	596
WP_002080969.1	lcl|NZ_AHQV01000314.1_cds_WP_000184524.1_528	29.319	191	596
WP_002080969.1	lcl|NZ_AHQV01000281.1_cds_WP_000052667.1_709	28.319	226	596
WP_002080969.1	lcl|NZ_AHQV01000221.1_cds_WP_000603361.1_1370	27.354	223	596
WP_002080969.1	lcl|NZ_AHQV01000161.1_cds_WP_000590871.1_2099	26.126	222	596
WP_002080969.1	lcl|NZ_AHQV01000394.1_cds_WP_001141155.1_30	24.775	222	596
WP_002080969.1	lcl|NZ_AHQV01000099.1_cds_WP_000626143.1_2632	26.339	224	596
WP_002080969.1	lcl|NZ_AHQV01000225.1_cds_WP_001049211.1_1321	29.310	174	596
WP_002080969.1	lcl|NZ_AHQV01000225.1_cds_WP_001049211.1_1321	23.767	223	596
