WP_000340715.1	lcl|NZ_JQQB01000131.1_cds_WP_002614501.1_3234	89.535	86	106
WP_000410273.1	lcl|NZ_JQQB01000131.1_cds_WP_004503085.1_3233	91.374	313	314
WP_000410273.1	lcl|NZ_JQQB01000131.1_cds_WP_004503081.1_3230	26.266	316	314
WP_000410273.1	lcl|NZ_JQQB01000008.1_cds_WP_002615921.1_283	24.458	323	314
WP_000410273.1	lcl|NZ_JQQB01000078.1_cds_WP_002634803.1_2167	25.826	333	314
WP_000410273.1	lcl|NZ_JQQB01000057.1_cds_WP_016760841.1_1653	24.199	281	314
WP_000410273.1	lcl|NZ_JQQB01000044.1_cds_WP_004495474.1_1396	25.080	311	314
WP_000410273.1	lcl|NZ_JQQB01000187.1_cds_WP_016759850.1_3623	20.433	323	314
WP_000410273.1	lcl|NZ_JQQB01000039.1_cds_WP_004503537.1_1203	21.656	314	314
WP_000604524.1	lcl|NZ_JQQB01000131.1_cds_WP_004503038.1_3232	83.562	365	365
WP_000884059.1	lcl|NZ_JQQB01000131.1_cds_WP_004503080.1_3231	96.216	185	185
WP_000884059.1	lcl|NZ_JQQB01000098.1_cds_WP_002630958.1_2547	34.932	146	185
WP_000646251.1	lcl|NZ_JQQB01000131.1_cds_WP_004503081.1_3230	94.833	329	329
WP_000646251.1	lcl|NZ_JQQB01000057.1_cds_WP_016760841.1_1653	30.357	336	329
WP_000646251.1	lcl|NZ_JQQB01000008.1_cds_WP_002615921.1_283	30.476	315	329
WP_000646251.1	lcl|NZ_JQQB01000044.1_cds_WP_004495474.1_1396	31.511	311	329
WP_000646251.1	lcl|NZ_JQQB01000166.1_cds_WP_016758520.1_3525	26.866	335	329
WP_000646251.1	lcl|NZ_JQQB01000206.1_cds_WP_061236034.1_3718	28.161	348	329
WP_000646251.1	lcl|NZ_JQQB01000078.1_cds_WP_002634803.1_2167	29.467	319	329
WP_000646251.1	lcl|NZ_JQQB01000044.1_cds_WP_004495465.1_1399	28.571	322	329
WP_000646251.1	lcl|NZ_JQQB01000039.1_cds_WP_004503537.1_1203	25.000	268	329
WP_000646251.1	lcl|NZ_JQQB01000131.1_cds_WP_061235919.1_3227	29.316	307	329
WP_000646251.1	lcl|NZ_JQQB01000010.1_cds_WP_004496595.1_315	25.444	338	329
WP_000646251.1	lcl|NZ_JQQB01000187.1_cds_WP_016759850.1_3623	24.224	322	329
WP_000646251.1	lcl|NZ_JQQB01000187.1_cds_WP_004503138.1_3621	29.259	270	329
WP_000646251.1	lcl|NZ_JQQB01000131.1_cds_WP_004503085.1_3233	27.778	252	329
