WP_000340715.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000340715.1_1055	100.000	86	106
WP_000410273.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000410273.1_1056	100.000	314	314
WP_000410273.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000093099.1_1076	46.988	83	314
WP_000410273.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000646250.1_1059	25.705	319	314
WP_000410273.1	lcl|NZ_JAGGCI010000008.1_cds_WP_000744700.1_1443	24.691	324	314
WP_000410273.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000600889.1_1085	25.269	186	314
WP_000410273.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000723090.1_1138	23.958	288	314
WP_000410273.1	lcl|NZ_JAGGCI010000006.1_cds_WP_001067557.1_1062	24.695	328	314
WP_000604524.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000604524.1_1057	99.726	365	365
WP_000884059.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000884059.1_1058	100.000	185	185
WP_000884059.1	lcl|NZ_JAGGCI010000003.1_cds_WP_000351733.1_632	40.000	140	185
WP_000646251.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000646250.1_1059	99.392	329	329
WP_000646251.1	lcl|NZ_JAGGCI010000008.1_cds_WP_000744700.1_1443	32.063	315	329
WP_000646251.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000723090.1_1138	31.045	335	329
WP_000646251.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000600889.1_1085	31.677	322	329
WP_000646251.1	lcl|NZ_JAGGCI010000027.1_cds_WP_001984071.1_2926	31.803	305	329
WP_000646251.1	lcl|NZ_JAGGCI010000010.1_cds_WP_000649925.1_1653	30.183	328	329
WP_000646251.1	lcl|NZ_JAGGCI010000060.1_cds_WP_000709511.1_3679	29.730	333	329
WP_000646251.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000601375.1_1112	24.415	299	329
WP_000646251.1	lcl|NZ_JAGGCI010000006.1_cds_WP_001067557.1_1062	28.990	307	329
WP_000646251.1	lcl|NZ_JAGGCI010000027.1_cds_WP_000688695.1_2906	29.329	283	329
WP_000646251.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000475904.1_1121	27.372	274	329
WP_000646251.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000410273.1_1056	25.705	319	329
WP_000646251.1	lcl|NZ_JAGGCI010000007.1_cds_WP_001074785.1_1240	29.434	265	329
WP_000646251.1	lcl|NZ_JAGGCI010000019.1_cds_WP_001003555.1_2493	25.148	338	329
WP_000646251.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000487322.1_1110	27.077	325	329
WP_000774260.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000774262.1_1060	99.251	267	267
WP_000774260.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000859505.1_1109	26.639	244	267
WP_000774260.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000800438.1_1090	25.328	229	267
WP_000774260.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000842260.1_1139	26.316	190	267
WP_000774260.1	lcl|NZ_JAGGCI010000024.1_cds_WP_000667727.1_2785	25.907	193	267
WP_000774260.1	lcl|NZ_JAGGCI010000021.1_cds_WP_000805357.1_2607	33.645	107	267
