WP_000340715.1	lcl|NZ_AFLV02000009.1_cds_WP_002614501.1_3448	89.535	86	106
WP_000410273.1	lcl|NZ_AFLV02000009.1_cds_WP_004498704.1_3449	91.935	310	314
WP_000410273.1	lcl|NZ_AFLV02000009.1_cds_WP_004497949.1_3499	24.731	279	314
WP_000410273.1	lcl|NZ_AFLV02000050.1_cds_WP_002615921.1_1830	24.458	323	314
WP_000410273.1	lcl|NZ_AFLV02000001.1_cds_WP_004498401.1_3989	25.826	333	314
WP_000410273.1	lcl|NZ_AFLV02000021.1_cds_WP_004499129.1_2832	24.555	281	314
WP_000410273.1	lcl|NZ_AFLV02000009.1_cds_WP_002614506.1_3501	25.137	183	314
WP_000410273.1	lcl|NZ_AFLV02000023.1_cds_WP_004495474.1_2599	25.080	311	314
WP_000884059.1	lcl|NZ_AFLV02000053.1_cds_WP_002630958.1_1619	34.932	146	185
WP_000884059.1	lcl|NZ_AFLV02000009.1_cds_WP_004498097.1_3482	33.898	177	185
WP_000646251.1	lcl|NZ_AFLV02000009.1_cds_WP_004497949.1_3499	31.464	321	329
WP_000646251.1	lcl|NZ_AFLV02000021.1_cds_WP_004499129.1_2832	30.952	336	329
WP_000646251.1	lcl|NZ_AFLV02000050.1_cds_WP_002615921.1_1830	30.476	315	329
WP_000646251.1	lcl|NZ_AFLV02000023.1_cds_WP_004495474.1_2599	31.511	311	329
WP_000646251.1	lcl|NZ_AFLV02000009.1_cds_WP_002614506.1_3501	29.508	305	329
WP_000646251.1	lcl|NZ_AFLV02000023.1_cds_WP_004495537.1_2647	26.866	335	329
WP_000646251.1	lcl|NZ_AFLV02000001.1_cds_WP_004498401.1_3989	29.467	319	329
WP_000646251.1	lcl|NZ_AFLV02000023.1_cds_WP_004495465.1_2602	28.571	322	329
WP_000646251.1	lcl|NZ_AFLV02000059.1_cds_WP_002619620.1_1185	25.740	338	329
WP_000646251.1	lcl|NZ_AFLV02000061.1_cds_WP_002619620.1_1091	25.740	338	329
WP_000646251.1	lcl|NZ_AFLV02000009.1_cds_WP_004498704.1_3449	28.030	264	329
WP_000646251.1	lcl|NZ_AFLV02000009.1_cds_WP_002614509.1_3504	27.536	276	329
WP_000646251.1	lcl|NZ_AFLV02000003.1_cds_WP_004498464.1_3806	27.376	263	329
WP_000646251.1	lcl|NZ_AFLV02000043.1_cds_WP_004494996.1_2026	24.169	331	329
WP_000646251.1	lcl|NZ_AFLV02000001.1_cds_WP_004495316.1_4028	27.309	249	329
WP_000774260.1	lcl|NZ_AFLV02000009.1_cds_WP_004497932.1_3500	27.027	185	267
WP_000774260.1	lcl|NZ_AFLV02000038.1_cds_WP_004499478.1_2300	30.151	199	267
WP_000774260.1	lcl|NZ_AFLV02000021.1_cds_WP_002620407.1_2831	26.316	190	267
WP_000774260.1	lcl|NZ_AFLV02000023.1_cds_WP_004495535.1_2648	26.596	188	267
WP_000774260.1	lcl|NZ_AFLV02000058.1_cds_WP_026054267.1_1257	31.776	107	267
WP_000612794.1	lcl|NZ_AFLV02000003.1_cds_WP_004498450.1_3876	25.526	333	509
WP_000612794.1	lcl|NZ_AFLV02000003.1_cds_WP_004498493.1_3875	31.111	90	509
WP_000612794.1	lcl|NZ_AFLV02000003.1_cds_WP_004498450.1_3876	25.526	333	509
WP_000612794.1	lcl|NZ_AFLV02000003.1_cds_WP_004498493.1_3875	31.111	90	509
