WP_000340715.1	lcl|NZ_RQFL01000026.1_cds_WP_035983633.1_2810	61.538	78	106
WP_000410273.1	lcl|NZ_RQFL01000026.1_cds_WP_135748742.1_2813	80.645	310	314
WP_000410273.1	lcl|NZ_RQFL01000011.1_cds_WP_135748906.1_1035	27.389	314	314
WP_000410273.1	lcl|NZ_RQFL01000011.1_cds_WP_135748927.1_1008	24.074	324	314
WP_000410273.1	lcl|NZ_RQFL01000026.1_cds_WP_135748743.1_2812	22.989	261	314
WP_000410273.1	lcl|NZ_RQFL01000009.1_cds_WP_135749866.1_3178	23.529	170	314
WP_000410273.1	lcl|NZ_RQFL01000007.1_cds_WP_135748100.1_2550	22.741	321	314
WP_000884059.1	lcl|NZ_RQFL01000024.1_cds_WP_135749621.1_72	30.909	165	185
WP_000646251.1	lcl|NZ_RQFL01000011.1_cds_WP_135748927.1_1008	31.210	314	329
WP_000646251.1	lcl|NZ_RQFL01000007.1_cds_WP_135748100.1_2550	30.671	313	329
WP_000646251.1	lcl|NZ_RQFL01000026.1_cds_WP_135748743.1_2812	28.152	341	329
WP_000646251.1	lcl|NZ_RQFL01000009.1_cds_WP_135749866.1_3178	28.869	336	329
WP_000646251.1	lcl|NZ_RQFL01000011.1_cds_WP_135748906.1_1035	27.796	313	329
WP_000646251.1	lcl|NZ_RQFL01000011.1_cds_WP_135696004.1_1419	26.168	321	329
WP_000646251.1	lcl|NZ_RQFL01000011.1_cds_WP_135749550.1_1351	29.134	254	329
WP_000646251.1	lcl|NZ_RQFL01000026.1_cds_WP_135748742.1_2813	24.528	318	329
WP_000646251.1	lcl|NZ_RQFL01000011.1_cds_WP_135747765.1_955	31.174	247	329
WP_000646251.1	lcl|NZ_RQFL01000009.1_cds_WP_208727372.1_3167	26.840	231	329
WP_000646251.1	lcl|NZ_RQFL01000026.1_cds_WP_135747942.1_2870	23.954	263	329
WP_000646251.1	lcl|NZ_RQFL01000026.1_cds_WP_135750024.1_2830	23.288	292	329
WP_000646251.1	lcl|NZ_RQFL01000021.1_cds_WP_135749799.1_3525	26.816	179	329
WP_000646251.1	lcl|NZ_RQFL01000011.1_cds_WP_135749044.1_1359	24.000	250	329
WP_000646251.1	lcl|NZ_RQFL01000026.1_cds_WP_135747429.1_2823	32.584	89	329
WP_000646251.1	lcl|NZ_RQFL01000026.1_cds_WP_135748741.1_2814	24.460	278	329
WP_000774260.1	lcl|NZ_RQFL01000026.1_cds_WP_135693628.1_2931	23.755	261	267
WP_000774260.1	lcl|NZ_RQFL01000026.1_cds_WP_135747430.1_2822	24.645	211	267
WP_000774260.1	lcl|NZ_RQFL01000011.1_cds_WP_135749127.1_1323	33.065	124	267
WP_000774260.1	lcl|NZ_RQFL01000026.1_cds_WP_135748744.1_2811	25.397	189	267
WP_000774260.1	lcl|NZ_RQFL01000007.1_cds_WP_135747821.1_2662	28.488	172	267
WP_000774260.1	lcl|NZ_RQFL01000009.1_cds_WP_135749867.1_3179	26.943	193	267
WP_000612794.1	lcl|NZ_RQFL01000024.1_cds_WP_135749640.1_50	24.845	322	509
WP_000612794.1	lcl|NZ_RQFL01000024.1_cds_WP_135693237.1_49	28.302	106	509
WP_000612794.1	lcl|NZ_RQFL01000024.1_cds_WP_135749640.1_50	24.845	322	509
WP_000612794.1	lcl|NZ_RQFL01000024.1_cds_WP_135693237.1_49	28.302	106	509
WP_001067557.1	lcl|NZ_RQFL01000007.1_cds_WP_135748100.1_2550	25.540	278	330
WP_001067557.1	lcl|NZ_RQFL01000011.1_cds_WP_135749550.1_1351	30.342	234	330
WP_001067557.1	lcl|NZ_RQFL01000011.1_cds_WP_135748927.1_1008	27.174	276	330
WP_001067557.1	lcl|NZ_RQFL01000011.1_cds_WP_135748906.1_1035	25.602	332	330
WP_001067557.1	lcl|NZ_RQFL01000011.1_cds_WP_135749044.1_1359	27.843	255	330
WP_001067557.1	lcl|NZ_RQFL01000026.1_cds_WP_135748743.1_2812	26.336	262	330
WP_001067557.1	lcl|NZ_RQFL01000026.1_cds_WP_135748741.1_2814	29.688	128	330
WP_001067557.1	lcl|NZ_RQFL01000011.1_cds_WP_135749161.1_1432	27.647	170	330
WP_001067557.1	lcl|NZ_RQFL01000011.1_cds_WP_135747765.1_955	26.389	216	330
WP_001067557.1	lcl|NZ_RQFL01000021.1_cds_WP_135749799.1_3525	30.921	152	330
WP_001067557.1	lcl|NZ_RQFL01000009.1_cds_WP_135749866.1_3178	23.077	299	330
WP_001067557.1	lcl|NZ_RQFL01000011.1_cds_WP_135696004.1_1419	28.000	150	330
WP_001198107.1	lcl|NZ_RQFL01000026.1_cds_WP_135750028.1_2841	35.345	348	366
WP_001198107.1	lcl|NZ_RQFL01000011.1_cds_WP_135748323.1_1285	28.346	381	366
WP_001198107.1	lcl|NZ_RQFL01000026.1_cds_WP_135748740.1_2815	29.805	359	366
WP_001198107.1	lcl|NZ_RQFL01000024.1_cds_WP_135748253.1_645	29.661	354	366
WP_000608286.1	lcl|NZ_RQFL01000026.1_cds_WP_135750028.1_2841	35.955	356	367
WP_000608286.1	lcl|NZ_RQFL01000026.1_cds_WP_135748740.1_2815	36.415	357	367
WP_000608286.1	lcl|NZ_RQFL01000024.1_cds_WP_135748253.1_645	29.412	374	367
