WP_000340715.1	lcl|NZ_AFKZ01000110.1_cds_WP_000340715.1_1800	100.000	86	106
WP_000410273.1	lcl|NZ_AFKZ01000110.1_cds_WP_000410273.1_1801	100.000	314	314
WP_000410273.1	lcl|NZ_AFKZ01000110.1_cds_WP_000093099.1_1821	46.988	83	314
WP_000410273.1	lcl|NZ_AFKZ01000110.1_cds_WP_000646250.1_1804	25.705	319	314
WP_000410273.1	lcl|NZ_AFKZ01000133.1_cds_WP_000744700.1_1354	24.691	324	314
WP_000410273.1	lcl|NZ_AFKZ01000110.1_cds_WP_000600889.1_1830	25.269	186	314
WP_000410273.1	lcl|NZ_AFKZ01000125.1_cds_WP_000723090.1_1520	23.958	288	314
WP_000410273.1	lcl|NZ_AFKZ01000110.1_cds_WP_001067557.1_1807	24.695	328	314
WP_000604524.1	lcl|NZ_AFKZ01000110.1_cds_WP_000604524.1_1802	99.726	365	365
WP_000884059.1	lcl|NZ_AFKZ01000110.1_cds_WP_000884059.1_1803	100.000	185	185
WP_000884059.1	lcl|NZ_AFKZ01000020.1_cds_WP_000351733.1_3445	40.000	140	185
WP_000646251.1	lcl|NZ_AFKZ01000110.1_cds_WP_000646250.1_1804	99.392	329	329
WP_000646251.1	lcl|NZ_AFKZ01000133.1_cds_WP_000744700.1_1354	32.063	315	329
WP_000646251.1	lcl|NZ_AFKZ01000125.1_cds_WP_000723090.1_1520	31.045	335	329
WP_000646251.1	lcl|NZ_AFKZ01000110.1_cds_WP_000600889.1_1830	31.677	322	329
WP_000646251.1	lcl|NZ_AFKZ01000212.1_cds_WP_001984071.1_369	31.803	305	329
WP_000646251.1	lcl|NZ_AFKZ01000072.1_cds_WP_000649925.1_2230	30.183	328	329
WP_000646251.1	lcl|NZ_AFKZ01000295.1_cds_WP_000709511.1_10	29.730	333	329
WP_000646251.1	lcl|NZ_AFKZ01000110.1_cds_WP_000601375.1_1857	24.415	299	329
WP_000646251.1	lcl|NZ_AFKZ01000110.1_cds_WP_001067557.1_1807	28.990	307	329
WP_000646251.1	lcl|NZ_AFKZ01000117.1_cds_WP_000688695.1_1672	29.329	283	329
WP_000646251.1	lcl|NZ_AFKZ01000110.1_cds_WP_000475904.1_1866	27.372	274	329
WP_000646251.1	lcl|NZ_AFKZ01000110.1_cds_WP_000410273.1_1801	25.705	319	329
WP_000646251.1	lcl|NZ_AFKZ01000108.1_cds_WP_001074785.1_1897	29.434	265	329
WP_000646251.1	lcl|NZ_AFKZ01000015.1_cds_WP_001003555.1_3597	25.148	338	329
WP_000646251.1	lcl|NZ_AFKZ01000110.1_cds_WP_000487322.1_1855	27.077	325	329
WP_000774260.1	lcl|NZ_AFKZ01000110.1_cds_WP_000774262.1_1805	99.251	267	267
WP_000774260.1	lcl|NZ_AFKZ01000110.1_cds_WP_000859505.1_1854	26.639	244	267
WP_000774260.1	lcl|NZ_AFKZ01000110.1_cds_WP_000800438.1_1835	25.328	229	267
WP_000774260.1	lcl|NZ_AFKZ01000125.1_cds_WP_000842260.1_1521	26.316	190	267
WP_000774260.1	lcl|NZ_AFKZ01000167.1_cds_WP_000667727.1_815	25.907	193	267
WP_000774260.1	lcl|NZ_AFKZ01000071.1_cds_WP_000805357.1_2300	33.645	107	267
WP_000612794.1	lcl|NZ_AFKZ01000110.1_cds_WP_000612797.1_1806	98.035	509	509
WP_000612794.1	lcl|NZ_AFKZ01000104.1_cds_WP_000291591.1_1983	26.911	327	509
WP_000612794.1	lcl|NZ_AFKZ01000104.1_cds_WP_000364507.1_1984	31.111	90	509
WP_000612794.1	lcl|NZ_AFKZ01000110.1_cds_WP_000612797.1_1806	98.035	509	509
WP_000612794.1	lcl|NZ_AFKZ01000104.1_cds_WP_000291591.1_1983	26.911	327	509
WP_000612794.1	lcl|NZ_AFKZ01000104.1_cds_WP_000364507.1_1984	31.111	90	509
WP_001067557.1	lcl|NZ_AFKZ01000110.1_cds_WP_001067557.1_1807	100.000	330	330
WP_001067557.1	lcl|NZ_AFKZ01000110.1_cds_WP_000646250.1_1804	28.664	307	330
WP_001067557.1	lcl|NZ_AFKZ01000110.1_cds_WP_000600889.1_1830	26.316	266	330
WP_001067557.1	lcl|NZ_AFKZ01000212.1_cds_WP_001984071.1_369	25.735	272	330
WP_001067557.1	lcl|NZ_AFKZ01000015.1_cds_WP_001003555.1_3597	28.395	243	330
WP_001067557.1	lcl|NZ_AFKZ01000133.1_cds_WP_000744700.1_1354	26.812	276	330
WP_001067557.1	lcl|NZ_AFKZ01000125.1_cds_WP_000723090.1_1520	23.724	333	330
WP_001067557.1	lcl|NZ_AFKZ01000072.1_cds_WP_000649925.1_2230	28.854	253	330
WP_001067557.1	lcl|NZ_AFKZ01000117.1_cds_WP_000688695.1_1672	25.681	257	330
