WP_000340715.1	lcl|NZ_AHQL01000104.1_cds_WP_004462903.1_2613	95.349	86	106
WP_000410273.1	lcl|NZ_AHQL01000104.1_cds_WP_004472299.1_2612	92.581	310	314
WP_000410273.1	lcl|NZ_AHQL01000015.1_cds_WP_004461583.1_3520	24.611	321	314
WP_000410273.1	lcl|NZ_AHQL01000104.1_cds_WP_004470124.1_2609	27.509	269	314
WP_000410273.1	lcl|NZ_AHQL01000022.1_cds_WP_004472946.1_3340	25.000	332	314
WP_000410273.1	lcl|NZ_AHQL01000016.1_cds_WP_004465060.1_3492	23.843	281	314
WP_000410273.1	lcl|NZ_AHQL01000243.1_cds_WP_004461234.1_1159	25.359	209	314
WP_000604524.1	lcl|NZ_AHQL01000104.1_cds_WP_016756282.1_2611	83.836	365	365
WP_000884059.1	lcl|NZ_AHQL01000104.1_cds_WP_004470265.1_2610	94.054	185	185
WP_000884059.1	lcl|NZ_AHQL01000098.1_cds_WP_004460143.1_2788	35.616	146	185
WP_000646251.1	lcl|NZ_AHQL01000104.1_cds_WP_004470124.1_2609	94.207	328	329
WP_000646251.1	lcl|NZ_AHQL01000016.1_cds_WP_004465060.1_3492	31.343	335	329
WP_000646251.1	lcl|NZ_AHQL01000243.1_cds_WP_004461234.1_1159	32.797	311	329
WP_000646251.1	lcl|NZ_AHQL01000015.1_cds_WP_004461583.1_3520	29.524	315	329
WP_000646251.1	lcl|NZ_AHQL01000170.1_cds_WP_026053758.1_1929	27.928	333	329
WP_000646251.1	lcl|NZ_AHQL01000022.1_cds_WP_004472946.1_3340	28.882	322	329
WP_000646251.1	lcl|NZ_AHQL01000243.1_cds_WP_004467290.1_1162	28.571	322	329
WP_000646251.1	lcl|NZ_AHQL01000272.1_cds_WP_004466638.1_800	26.861	309	329
WP_000646251.1	lcl|NZ_AHQL01000104.1_cds_WP_004479660.1_2606	31.128	257	329
WP_000646251.1	lcl|NZ_AHQL01000238.1_cds_WP_016754130.1_1294	24.627	268	329
WP_000646251.1	lcl|NZ_AHQL01000170.1_cds_WP_004472325.1_1925	29.658	263	329
WP_000646251.1	lcl|NZ_AHQL01000170.1_cds_WP_004472347.1_1923	25.890	309	329
WP_000646251.1	lcl|NZ_AHQL01000102.1_cds_WP_016754659.1_2681	25.507	345	329
WP_000646251.1	lcl|NZ_AHQL01000104.1_cds_WP_004472299.1_2612	26.296	270	329
WP_000646251.1	lcl|NZ_AHQL01000253.1_cds_WP_004472277.1_981	26.050	238	329
WP_000646251.1	lcl|NZ_AHQL01000240.1_cds_WP_016756807.1_1236	27.099	262	329
WP_000646251.1	lcl|NZ_AHQL01000350.1_cds_WP_016757118.1_526	24.773	331	329
WP_000646251.1	lcl|NZ_AHQL01000049.1_cds_WP_004472818.1_3062	27.273	286	329
WP_000646251.1	lcl|NZ_AHQL01000238.1_cds_WP_004472386.1_1296	30.460	174	329
WP_000774260.1	lcl|NZ_AHQL01000104.1_cds_WP_016755107.1_2608	89.139	267	267
WP_000774260.1	lcl|NZ_AHQL01000170.1_cds_WP_004472344.1_1934	26.407	231	267
WP_000774260.1	lcl|NZ_AHQL01000238.1_cds_WP_004477718.1_1297	26.442	208	267
WP_000774260.1	lcl|NZ_AHQL01000136.1_cds_WP_004466848.1_2217	30.457	197	267
WP_000774260.1	lcl|NZ_AHQL01000016.1_cds_WP_004475142.1_3493	26.316	190	267
WP_000774260.1	lcl|NZ_AHQL01000272.1_cds_WP_016755548.1_801	26.984	189	267
WP_000774260.1	lcl|NZ_AHQL01000364.1_cds_WP_016754360.1_208	26.442	208	267
WP_000612794.1	lcl|NZ_AHQL01000104.1_cds_WP_016753865.1_2607	87.598	508	509
WP_000612794.1	lcl|NZ_AHQL01000226.1_cds_WP_004463881.1_1531	27.385	325	509
WP_000612794.1	lcl|NZ_AHQL01000226.1_cds_WP_004460640.1_1530	33.333	90	509
WP_000612794.1	lcl|NZ_AHQL01000104.1_cds_WP_016753865.1_2607	87.598	508	509
WP_000612794.1	lcl|NZ_AHQL01000226.1_cds_WP_004463881.1_1531	27.385	325	509
WP_000612794.1	lcl|NZ_AHQL01000226.1_cds_WP_004460640.1_1530	33.333	90	509
WP_001067557.1	lcl|NZ_AHQL01000104.1_cds_WP_004479660.1_2606	92.424	330	330
WP_001067557.1	lcl|NZ_AHQL01000104.1_cds_WP_004470124.1_2609	29.316	307	330
WP_001067557.1	lcl|NZ_AHQL01000243.1_cds_WP_004461234.1_1159	26.007	273	330
WP_001067557.1	lcl|NZ_AHQL01000015.1_cds_WP_004461583.1_3520	28.261	276	330
WP_001067557.1	lcl|NZ_AHQL01000170.1_cds_WP_004472347.1_1923	31.081	222	330
WP_001067557.1	lcl|NZ_AHQL01000016.1_cds_WP_004465060.1_3492	26.048	334	330
WP_001067557.1	lcl|NZ_AHQL01000350.1_cds_WP_016757118.1_526	25.514	243	330
WP_001067557.1	lcl|NZ_AHQL01000102.1_cds_WP_016754659.1_2681	26.154	260	330
WP_001067557.1	lcl|NZ_AHQL01000022.1_cds_WP_004472946.1_3340	28.455	246	330
WP_001067557.1	lcl|NZ_AHQL01000170.1_cds_WP_026053758.1_1929	24.735	283	330
WP_001067557.1	lcl|NZ_AHQL01000238.1_cds_WP_016754130.1_1294	24.719	267	330
WP_001067557.1	lcl|NZ_AHQL01000272.1_cds_WP_004466638.1_800	24.460	139	330
WP_001067557.1	lcl|NZ_AHQL01000240.1_cds_WP_016756807.1_1236	28.462	130	330
WP_001067557.1	lcl|NZ_AHQL01000104.1_cds_WP_004472299.1_2612	24.012	329	330
WP_001198107.1	lcl|NZ_AHQL01000104.1_cds_WP_004485964.1_2605	93.443	366	366
WP_001198107.1	lcl|NZ_AHQL01000104.1_cds_WP_004472364.1_2604	39.452	365	366
WP_001198107.1	lcl|NZ_AHQL01000104.1_cds_WP_004472245.1_2586	32.778	360	366
WP_001198107.1	lcl|NZ_AHQL01000120.1_cds_WP_004462146.1_2424	32.857	350	366
WP_001198107.1	lcl|NZ_AHQL01000136.1_cds_WP_004466571.1_2224	28.191	376	366
WP_001198107.1	lcl|NZ_AHQL01000170.1_cds_WP_004472186.1_1940	28.011	357	366
WP_001198107.1	lcl|NZ_AHQL01000038.1_cds_WP_016756029.1_3174	30.641	359	366
WP_001198107.1	lcl|NZ_AHQL01000104.1_cds_WP_004472328.1_2590	30.836	347	366
WP_001198107.1	lcl|NZ_AHQL01000170.1_cds_WP_016754106.1_1930	25.485	361	366
WP_001198107.1	lcl|NZ_AHQL01000102.1_cds_WP_004460480.1_2680	30.645	186	366
WP_000608286.1	lcl|NZ_AHQL01000104.1_cds_WP_004472364.1_2604	89.918	367	367
WP_000608286.1	lcl|NZ_AHQL01000104.1_cds_WP_004485964.1_2605	39.891	366	367
WP_000608286.1	lcl|NZ_AHQL01000120.1_cds_WP_004462146.1_2424	36.390	349	367
WP_000608286.1	lcl|NZ_AHQL01000104.1_cds_WP_004472245.1_2586	37.190	363	367
WP_000608286.1	lcl|NZ_AHQL01000038.1_cds_WP_016756029.1_3174	34.521	365	367
WP_000608286.1	lcl|NZ_AHQL01000104.1_cds_WP_004472328.1_2590	33.424	368	367
WP_000608286.1	lcl|NZ_AHQL01000136.1_cds_WP_004466571.1_2224	29.815	379	367
WP_000608286.1	lcl|NZ_AHQL01000170.1_cds_WP_016754106.1_1930	29.679	374	367
WP_000608286.1	lcl|NZ_AHQL01000170.1_cds_WP_004472186.1_1940	24.933	373	367
WP_000608286.1	lcl|NZ_AHQL01000102.1_cds_WP_004460480.1_2680	26.816	358	367
WP_000608286.1	lcl|NZ_AHQL01000014.1_cds_WP_026053629.1_3564	33.708	89	367
WP_000689744.1	lcl|NZ_AHQL01000104.1_cds_WP_004472182.1_2603	85.478	544	544
WP_000689744.1	lcl|NZ_AHQL01000104.1_cds_WP_004472182.1_2603	85.478	544	544
WP_000342715.1	lcl|NZ_AHQL01000104.1_cds_WP_004470185.1_2602	90.566	265	265
WP_000342715.1	lcl|NZ_AHQL01000299.1_cds_WP_004457662.1_692	44.534	247	265
WP_001246622.1	lcl|NZ_AHQL01000104.1_cds_WP_016756281.1_2601	90.323	310	310
WP_001246622.1	lcl|NZ_AHQL01000252.1_cds_WP_016756897.1_993	37.966	295	310
WP_001246622.1	lcl|NZ_AHQL01000213.1_cds_WP_004466126.1_1839	27.273	308	310
WP_001246622.1	lcl|NZ_AHQL01000240.1_cds_WP_004462208.1_1271	27.820	133	310
WP_001246622.1	lcl|NZ_AHQL01000104.1_cds_WP_016756281.1_2601	90.323	310	310
WP_001246622.1	lcl|NZ_AHQL01000252.1_cds_WP_016756897.1_993	37.966	295	310
WP_001246622.1	lcl|NZ_AHQL01000213.1_cds_WP_004466126.1_1839	27.273	308	310
WP_001246622.1	lcl|NZ_AHQL01000240.1_cds_WP_004462208.1_1271	27.820	133	310
WP_000479982.1	lcl|NZ_AHQL01000104.1_cds_WP_016753868.1_2600	89.394	264	264
WP_000715956.1	lcl|NZ_AHQL01000104.1_cds_WP_004470135.1_2599	91.473	129	131
WP_001088861.1	lcl|NZ_AHQL01000104.1_cds_WP_016753869.1_2598	85.517	145	144
WP_001088861.1	lcl|NZ_AHQL01000343.1_cds_WP_004462309.1_634	41.270	63	144
WP_000517242.1	lcl|NZ_AHQL01000104.1_cds_WP_004470037.1_2597	90.045	221	221
WP_000517242.1	lcl|NZ_AHQL01000149.1_cds_WP_004472978.1_2048	29.808	104	221
WP_000611594.1	lcl|NZ_AHQL01000104.1_cds_WP_004472205.1_2592	80.571	175	175
WP_000611594.1	lcl|NZ_AHQL01000015.1_cds_WP_004485991.1_3553	26.531	147	175
WP_001015417.1	lcl|NZ_AHQL01000104.1_cds_WP_004472185.1_2591	84.864	403	406
WP_001015417.1	lcl|NZ_AHQL01000104.1_cds_WP_004472360.1_2587	34.625	387	406
WP_001015417.1	lcl|NZ_AHQL01000139.1_cds_WP_016756454.1_2166	23.214	224	406
WP_001015417.1	lcl|NZ_AHQL01000238.1_cds_WP_004472388.1_1300	27.551	98	406
WP_001015417.1	lcl|NZ_AHQL01000149.1_cds_WP_004462595.1_2049	25.683	183	406
WP_000980525.1	lcl|NZ_AHQL01000170.1_cds_WP_016754124.1_1957	27.004	237	241
WP_000980525.1	lcl|NZ_AHQL01000027.1_cds_WP_004462302.1_3294	32.673	101	241
WP_000980525.1	lcl|NZ_AHQL01000169.1_cds_WP_004464211.1_1974	25.490	255	241
WP_000980525.1	lcl|NZ_AHQL01000355.1_cds_WP_004467201.1_415	33.333	93	241
WP_000980525.1	lcl|NZ_AHQL01000260.1_cds_WP_004457569.1_909	29.775	178	241
WP_000980525.1	lcl|NZ_AHQL01000212.1_cds_WP_026053765.1_1858	31.757	148	241
WP_000481873.1	lcl|NZ_AHQL01000104.1_cds_WP_004472290.1_2588	30.682	352	413
WP_002080969.1	lcl|NZ_AHQL01000219.1_cds_WP_016755137.1_1686	33.947	380	596
WP_002080969.1	lcl|NZ_AHQL01000170.1_cds_WP_016756546.1_1927	35.931	231	596
WP_002080969.1	lcl|NZ_AHQL01000255.1_cds_WP_016756915.1_958	34.884	258	596
WP_002080969.1	lcl|NZ_AHQL01000020.1_cds_WP_004472662.1_3411	34.016	244	596
WP_002080969.1	lcl|NZ_AHQL01000217.1_cds_WP_016756615.1_1737	33.019	212	596
WP_002080969.1	lcl|NZ_AHQL01000227.1_cds_WP_004461439.1_1477	31.466	232	596
WP_002080969.1	lcl|NZ_AHQL01000350.1_cds_WP_004473839.1_496	26.033	242	596
WP_002080969.1	lcl|NZ_AHQL01000018.1_cds_WP_016755910.1_3462	28.926	242	596
WP_002080969.1	lcl|NZ_AHQL01000142.1_cds_WP_004458038.1_2064	30.144	209	596
WP_002080969.1	lcl|NZ_AHQL01000226.1_cds_WP_004460645.1_1525	26.050	238	596
WP_002080969.1	lcl|NZ_AHQL01000216.1_cds_WP_004480113.1_1760	27.803	223	596
WP_002080969.1	lcl|NZ_AHQL01000262.1_cds_WP_016756939.1_904	27.397	219	596
WP_002080969.1	lcl|NZ_AHQL01000262.1_cds_WP_016756939.1_904	25.806	155	596
WP_002080969.1	lcl|NZ_AHQL01000358.1_cds_WP_004467270.1_384	29.204	226	596
WP_002080969.1	lcl|NZ_AHQL01000348.1_cds_WP_004462026.1_559	26.906	223	596
WP_002080969.1	lcl|NZ_AHQL01000271.1_cds_WP_004466497.1_823	26.761	213	596
WP_002080969.1	lcl|NZ_AHQL01000023.1_cds_WP_016755958.1_3318	27.982	218	596
WP_002080969.1	lcl|NZ_AHQL01000023.1_cds_WP_016755958.1_3318	30.198	202	596
WP_002080969.1	lcl|NZ_AHQL01000043.1_cds_WP_016756042.1_3099	26.446	242	596
WP_002080969.1	lcl|NZ_AHQL01000098.1_cds_WP_004460086.1_2755	25.333	225	596
WP_002080969.1	lcl|NZ_AHQL01000102.1_cds_WP_004459333.1_2634	26.126	222	596
WP_002080969.1	lcl|NZ_AHQL01000249.1_cds_WP_004474610.1_1089	22.925	253	596
WP_002080969.1	lcl|NZ_AHQL01000043.1_cds_WP_004458701.1_3100	24.790	238	596
WP_002080969.1	lcl|NZ_AHQL01000133.1_cds_WP_016756407.1_2312	20.601	233	596
WP_002080969.1	lcl|NZ_AHQL01000098.1_cds_WP_004477375.1_2789	25.000	224	596
WP_002080969.1	lcl|NZ_AHQL01000105.1_cds_WP_004467533.1_2576	22.973	222	596
WP_002080969.1	lcl|NZ_AHQL01000105.1_cds_WP_004467533.1_2576	22.358	246	596
WP_002080969.1	lcl|NZ_AHQL01000116.1_cds_WP_004466635.1_2461	23.651	241	596
