WP_000340715.1	lcl|NZ_RQGM01000062.1_cds_WP_135573185.1_205	95.349	86	106
WP_000410273.1	lcl|NZ_RQGM01000006.1_cds_WP_135750114.1_2620	61.218	312	314
WP_000410273.1	lcl|NZ_RQGM01000071.1_cds_WP_118954467.1_3386	22.462	325	314
WP_000410273.1	lcl|NZ_RQGM01000033.1_cds_WP_135572641.1_468	26.994	326	314
WP_000410273.1	lcl|NZ_RQGM01000006.1_cds_WP_135571467.1_2635	23.509	285	314
WP_000410273.1	lcl|NZ_RQGM01000030.1_cds_WP_118957901.1_2701	23.529	170	314
WP_000410273.1	lcl|NZ_RQGM01000010.1_cds_WP_135571314.1_3595	24.615	260	314
WP_000884059.1	lcl|NZ_RQGM01000035.1_cds_WP_135570167.1_2038	38.356	146	185
WP_000646251.1	lcl|NZ_RQGM01000006.1_cds_WP_135571467.1_2635	31.737	334	329
WP_000646251.1	lcl|NZ_RQGM01000071.1_cds_WP_118954467.1_3386	31.111	315	329
WP_000646251.1	lcl|NZ_RQGM01000030.1_cds_WP_118957901.1_2701	27.381	336	329
WP_000646251.1	lcl|NZ_RQGM01000033.1_cds_WP_135572641.1_468	29.819	332	329
WP_000646251.1	lcl|NZ_RQGM01000042.1_cds_WP_118954096.1_1323	29.503	322	329
WP_000646251.1	lcl|NZ_RQGM01000010.1_cds_WP_135571314.1_3595	28.270	237	329
WP_000646251.1	lcl|NZ_RQGM01000006.1_cds_WP_135750114.1_2620	26.266	316	329
WP_000646251.1	lcl|NZ_RQGM01000069.1_cds_WP_135571634.1_1246	28.395	243	329
WP_000646251.1	lcl|NZ_RQGM01000024.1_cds_WP_135574219.1_1621	25.588	340	329
WP_000646251.1	lcl|NZ_RQGM01000070.1_cds_WP_135572425.1_3107	38.235	102	329
WP_000646251.1	lcl|NZ_RQGM01000057.1_cds_WP_135573672.1_1502	26.718	262	329
WP_000646251.1	lcl|NZ_RQGM01000068.1_cds_WP_135572989.1_1828	26.140	329	329
WP_000646251.1	lcl|NZ_RQGM01000011.1_cds_WP_135570412.1_890	25.194	258	329
WP_000646251.1	lcl|NZ_RQGM01000042.1_cds_WP_135571063.1_1377	25.524	286	329
WP_000774260.1	lcl|NZ_RQGM01000006.1_cds_WP_135571464.1_2636	25.789	190	267
WP_000774260.1	lcl|NZ_RQGM01000004.1_cds_WP_135573916.1_2225	36.364	110	267
WP_000774260.1	lcl|NZ_RQGM01000024.1_cds_WP_135574095.1_1537	31.373	102	267
WP_000774260.1	lcl|NZ_RQGM01000030.1_cds_WP_135571791.1_2700	24.631	203	267
WP_000612794.1	lcl|NZ_RQGM01000008.1_cds_WP_135781590.1_610	28.016	257	509
WP_000612794.1	lcl|NZ_RQGM01000008.1_cds_WP_135570040.1_608	32.222	90	509
WP_000612794.1	lcl|NZ_RQGM01000008.1_cds_WP_135781590.1_610	28.016	257	509
WP_000612794.1	lcl|NZ_RQGM01000008.1_cds_WP_135570040.1_608	32.222	90	509
WP_001067557.1	lcl|NZ_RQGM01000071.1_cds_WP_118954467.1_3386	28.623	276	330
WP_001067557.1	lcl|NZ_RQGM01000006.1_cds_WP_135571467.1_2635	26.462	325	330
WP_001067557.1	lcl|NZ_RQGM01000069.1_cds_WP_135571634.1_1246	27.848	237	330
WP_001067557.1	lcl|NZ_RQGM01000024.1_cds_WP_135574219.1_1621	28.384	229	330
WP_001067557.1	lcl|NZ_RQGM01000068.1_cds_WP_135572989.1_1828	27.347	245	330
WP_001067557.1	lcl|NZ_RQGM01000010.1_cds_WP_135571314.1_3595	26.768	198	330
WP_001067557.1	lcl|NZ_RQGM01000062.1_cds_WP_135573493.1_203	28.346	127	330
WP_001067557.1	lcl|NZ_RQGM01000033.1_cds_WP_135572641.1_468	27.622	286	330
WP_001067557.1	lcl|NZ_RQGM01000070.1_cds_WP_135572425.1_3107	33.019	106	330
WP_001067557.1	lcl|NZ_RQGM01000030.1_cds_WP_118957901.1_2701	22.162	370	330
WP_001198107.1	lcl|NZ_RQGM01000006.1_cds_WP_135750113.1_2619	35.385	325	366
WP_001198107.1	lcl|NZ_RQGM01000062.1_cds_WP_135573181.1_202	31.025	361	366
WP_001198107.1	lcl|NZ_RQGM01000004.1_cds_WP_135573907.1_2230	27.704	379	366
WP_001198107.1	lcl|NZ_RQGM01000059.1_cds_WP_135568715.1_2390	31.476	359	366
WP_001198107.1	lcl|NZ_RQGM01000062.1_cds_WP_208724871.1_190	34.940	249	366
WP_001198107.1	lcl|NZ_RQGM01000024.1_cds_WP_167450712.1_1551	30.270	185	366
WP_000608286.1	lcl|NZ_RQGM01000006.1_cds_WP_135750113.1_2619	32.659	346	367
WP_000608286.1	lcl|NZ_RQGM01000059.1_cds_WP_135568715.1_2390	33.773	379	367
WP_000608286.1	lcl|NZ_RQGM01000062.1_cds_WP_135573181.1_202	31.566	396	367
WP_000608286.1	lcl|NZ_RQGM01000004.1_cds_WP_135573907.1_2230	30.909	385	367
WP_000608286.1	lcl|NZ_RQGM01000062.1_cds_WP_208724871.1_190	30.588	340	367
WP_000608286.1	lcl|NZ_RQGM01000024.1_cds_WP_167450712.1_1551	25.978	358	367
WP_000342715.1	lcl|NZ_RQGM01000038.1_cds_WP_135571935.1_3023	44.444	243	265
WP_001246622.1	lcl|NZ_RQGM01000076.1_cds_WP_135574902.1_84	37.627	295	310
WP_001246622.1	lcl|NZ_RQGM01000062.1_cds_WP_135573406.1_349	24.837	306	310
WP_001246622.1	lcl|NZ_RQGM01000035.1_cds_WP_135570244.1_2088	28.571	133	310
WP_001246622.1	lcl|NZ_RQGM01000076.1_cds_WP_135574902.1_84	37.627	295	310
WP_001246622.1	lcl|NZ_RQGM01000062.1_cds_WP_135573406.1_349	24.837	306	310
WP_001246622.1	lcl|NZ_RQGM01000035.1_cds_WP_135570244.1_2088	28.571	133	310
WP_001088861.1	lcl|NZ_RQGM01000079.1_cds_WP_118955411.1_3912	44.643	56	144
WP_000517242.1	lcl|NZ_RQGM01000060.1_cds_WP_135572809.1_3535	28.947	76	221
WP_000611594.1	lcl|NZ_RQGM01000060.1_cds_WP_174714565.1_3541	31.034	145	175
WP_001015417.1	lcl|NZ_RQGM01000028.1_cds_WP_135569353.1_748	23.874	222	406
WP_001015417.1	lcl|NZ_RQGM01000076.1_cds_WP_135574878.1_68	22.705	207	406
WP_001015417.1	lcl|NZ_RQGM01000060.1_cds_WP_135572809.1_3535	24.074	162	406
WP_000980525.1	lcl|NZ_RQGM01000051.1_cds_WP_135571337.1_3922	26.360	239	241
WP_000980525.1	lcl|NZ_RQGM01000079.1_cds_WP_118955413.1_3909	32.673	101	241
WP_000980525.1	lcl|NZ_RQGM01000026.1_cds_WP_135572891.1_3560	25.000	232	241
WP_000980525.1	lcl|NZ_RQGM01000083.1_cds_WP_135574314.1_2894	25.000	252	241
WP_000980525.1	lcl|NZ_RQGM01000004.1_cds_WP_135573853.1_2270	30.857	175	241
WP_000980525.1	lcl|NZ_RQGM01000011.1_cds_WP_135570843.1_969	25.210	238	241
WP_000980525.1	lcl|NZ_RQGM01000013.1_cds_WP_135573736.1_3642	24.658	219	241
WP_002080969.1	lcl|NZ_RQGM01000042.1_cds_WP_167482383.1_1363	35.405	370	596
WP_002080969.1	lcl|NZ_RQGM01000024.1_cds_WP_167482463.1_1586	35.521	259	596
WP_002080969.1	lcl|NZ_RQGM01000033.1_cds_WP_135572717.1_418	34.677	248	596
WP_002080969.1	lcl|NZ_RQGM01000028.1_cds_WP_135569394.1_723	30.579	242	596
WP_002080969.1	lcl|NZ_RQGM01000062.1_cds_WP_135573323.1_302	32.093	215	596
WP_002080969.1	lcl|NZ_RQGM01000035.1_cds_WP_135570143.1_2018	29.752	242	596
WP_002080969.1	lcl|NZ_RQGM01000042.1_cds_WP_135571044.1_1389	28.155	206	596
WP_002080969.1	lcl|NZ_RQGM01000008.1_cds_WP_167450780.1_603	26.271	236	596
WP_002080969.1	lcl|NZ_RQGM01000052.1_cds_WP_135572292.1_2368	29.694	229	596
WP_002080969.1	lcl|NZ_RQGM01000059.1_cds_WP_118957668.1_2452	26.400	250	596
WP_002080969.1	lcl|NZ_RQGM01000042.1_cds_WP_135571182.1_1295	27.111	225	596
WP_002080969.1	lcl|NZ_RQGM01000052.1_cds_WP_135572229.1_2328	30.097	206	596
WP_002080969.1	lcl|NZ_RQGM01000068.1_cds_WP_135573031.1_1807	24.138	232	596
WP_002080969.1	lcl|NZ_RQGM01000069.1_cds_WP_118954754.1_1186	28.761	226	596
WP_002080969.1	lcl|NZ_RQGM01000087.1_cds_WP_135570297.1_3469	28.293	205	596
WP_002080969.1	lcl|NZ_RQGM01000048.1_cds_WP_135572406.1_3341	26.957	230	596
WP_002080969.1	lcl|NZ_RQGM01000083.1_cds_WP_118956272.1_2905	26.009	223	596
WP_002080969.1	lcl|NZ_RQGM01000042.1_cds_WP_135571077.1_1367	28.319	226	596
WP_002080969.1	lcl|NZ_RQGM01000052.1_cds_WP_135572218.1_2321	23.963	217	596
