WP_000340715.1	lcl|NZ_JADDVO010000006.1_cds_WP_002725873.1_2931	91.860	86	106
WP_000410273.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733579.1_2932	92.994	314	314
WP_000410273.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733534.1_2935	25.078	319	314
WP_000410273.1	lcl|NZ_JADDVO010000017.1_cds_WP_002722638.1_593	22.769	325	314
WP_000410273.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740024.1_3026	24.555	281	314
WP_000410273.1	lcl|NZ_JADDVO010000007.1_cds_WP_002728309.1_3200	25.402	311	314
WP_000410273.1	lcl|NZ_JADDVO010000013.1_cds_WP_002743770.1_342	22.353	170	314
WP_000410273.1	lcl|NZ_JADDVO010000006.1_cds_WP_016749081.1_2964	22.769	325	314
WP_000604524.1	lcl|NZ_JADDVO010000006.1_cds_WP_026054882.1_2933	85.479	365	365
WP_000884059.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733646.1_2934	95.676	185	185
WP_000884059.1	lcl|NZ_JADDVO010000003.1_cds_WP_002721790.1_1914	36.301	146	185
WP_000646251.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733534.1_2935	98.480	329	329
WP_000646251.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740024.1_3026	31.343	335	329
WP_000646251.1	lcl|NZ_JADDVO010000017.1_cds_WP_002722638.1_593	29.841	315	329
WP_000646251.1	lcl|NZ_JADDVO010000007.1_cds_WP_002728309.1_3200	31.190	311	329
WP_000646251.1	lcl|NZ_JADDVO010000013.1_cds_WP_002743770.1_342	27.273	341	329
WP_000646251.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733638.1_2972	27.586	348	329
WP_000646251.1	lcl|NZ_JADDVO010000007.1_cds_WP_002728316.1_3197	28.182	330	329
WP_000646251.1	lcl|NZ_JADDVO010000075.1_cds_WP_002741146.1_3076	29.167	312	329
WP_000646251.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733546.1_3001	25.373	268	329
WP_000646251.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740721.1_2938	28.990	307	329
WP_000646251.1	lcl|NZ_JADDVO010000008.1_cds_WP_002732331.1_3308	25.959	339	329
WP_000646251.1	lcl|NZ_JADDVO010000006.1_cds_WP_002744551.1_2966	28.889	270	329
WP_000646251.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733579.1_2932	27.309	249	329
