WP_000340715.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002725873.1_1517	91.860	86	106
WP_000410273.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733579.1_1516	92.994	314	314
WP_000410273.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733534.1_1513	25.078	319	314
WP_000410273.1	lcl|NZ_JADDUZ010000018.1_cds_WP_002722638.1_683	22.769	325	314
WP_000410273.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740024.1_1422	24.555	281	314
WP_000410273.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002728309.1_3090	25.402	311	314
WP_000410273.1	lcl|NZ_JADDUZ010000014.1_cds_WP_002743770.1_380	22.353	170	314
WP_000410273.1	lcl|NZ_JADDUZ010000002.1_cds_WP_016749081.1_1484	22.769	325	314
WP_000604524.1	lcl|NZ_JADDUZ010000002.1_cds_WP_026054882.1_1515	85.479	365	365
WP_000884059.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733646.1_1514	95.676	185	185
WP_000884059.1	lcl|NZ_JADDUZ010000004.1_cds_WP_002721790.1_2448	36.301	146	185
WP_000646251.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733534.1_1513	98.480	329	329
WP_000646251.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740024.1_1422	31.343	335	329
WP_000646251.1	lcl|NZ_JADDUZ010000018.1_cds_WP_002722638.1_683	29.841	315	329
WP_000646251.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002728309.1_3090	31.190	311	329
WP_000646251.1	lcl|NZ_JADDUZ010000014.1_cds_WP_002743770.1_380	27.273	341	329
WP_000646251.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733638.1_1476	27.586	348	329
WP_000646251.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002728316.1_3093	28.182	330	329
WP_000646251.1	lcl|NZ_JADDUZ010000074.1_cds_WP_002741146.1_3073	29.167	312	329
WP_000646251.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733546.1_1447	25.373	268	329
WP_000646251.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740721.1_1510	28.990	307	329
WP_000646251.1	lcl|NZ_JADDUZ010000008.1_cds_WP_002732331.1_3294	25.959	339	329
WP_000646251.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002744551.1_1482	28.889	270	329
WP_000646251.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733579.1_1516	27.309	249	329
WP_000646251.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733698.1_1439	26.642	274	329
WP_000646251.1	lcl|NZ_JADDUZ010000002.1_cds_WP_016749081.1_1484	23.659	317	329
WP_000646251.1	lcl|NZ_JADDUZ010000057.1_cds_WP_002740236.1_2602	26.592	267	329
WP_000646251.1	lcl|NZ_JADDUZ010000005.1_cds_WP_002721725.1_2756	25.223	337	329
WP_000646251.1	lcl|NZ_JADDUZ010000005.1_cds_WP_002739935.1_2668	27.711	249	329
WP_000646251.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733757.1_1449	31.034	174	329
WP_000774260.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733627.1_1512	93.258	267	267
WP_000774260.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002738295.1_1450	24.701	251	267
WP_000774260.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740926.1_1471	25.541	231	267
WP_000774260.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002727921.1_1421	26.455	189	267
WP_000774260.1	lcl|NZ_JADDUZ010000024.1_cds_WP_002729040.1_1171	33.636	110	267
WP_000774260.1	lcl|NZ_JADDUZ010000014.1_cds_WP_002729513.1_379	26.455	189	267
WP_000774260.1	lcl|NZ_JADDUZ010000003.1_cds_WP_002766579.1_2013	26.344	186	267
WP_000612794.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740779.1_1511	96.857	509	509
WP_000612794.1	lcl|NZ_JADDUZ010000006.1_cds_WP_002728536.1_2985	27.103	321	509
WP_000612794.1	lcl|NZ_JADDUZ010000006.1_cds_WP_002728534.1_2984	31.111	90	509
WP_000612794.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740779.1_1511	96.857	509	509
WP_000612794.1	lcl|NZ_JADDUZ010000006.1_cds_WP_002728536.1_2985	27.103	321	509
WP_000612794.1	lcl|NZ_JADDUZ010000006.1_cds_WP_002728534.1_2984	31.111	90	509
WP_001067557.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740721.1_1510	95.152	330	330
WP_001067557.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002728309.1_3090	26.740	273	330
WP_001067557.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733534.1_1513	28.990	307	330
WP_001067557.1	lcl|NZ_JADDUZ010000002.1_cds_WP_016749081.1_1484	30.317	221	330
WP_001067557.1	lcl|NZ_JADDUZ010000018.1_cds_WP_002722638.1_683	27.425	299	330
WP_001067557.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740024.1_1422	26.183	317	330
WP_001067557.1	lcl|NZ_JADDUZ010000008.1_cds_WP_002732331.1_3294	27.193	228	330
WP_001067557.1	lcl|NZ_JADDUZ010000005.1_cds_WP_002721725.1_2756	24.898	245	330
WP_001067557.1	lcl|NZ_JADDUZ010000074.1_cds_WP_002741146.1_3073	27.303	304	330
WP_001067557.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733546.1_1447	25.275	273	330
WP_001067557.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733638.1_1476	25.965	285	330
WP_001067557.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733579.1_1516	24.540	326	330
WP_001067557.1	lcl|NZ_JADDUZ010000014.1_cds_WP_002743770.1_380	24.648	142	330
WP_001067557.1	lcl|NZ_JADDUZ010000005.1_cds_WP_002739935.1_2668	26.351	296	330
WP_001067557.1	lcl|NZ_JADDUZ010000057.1_cds_WP_002740236.1_2602	26.337	243	330
WP_001067557.1	lcl|NZ_JADDUZ010000036.1_cds_WP_002739707.1_1805	25.781	128	330
WP_001198107.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740826.1_1509	95.628	366	366
WP_001198107.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740861.1_1508	39.452	365	366
WP_001198107.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733737.1_1488	33.616	354	366
WP_001198107.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740294.1_1428	32.861	353	366
WP_001198107.1	lcl|NZ_JADDUZ010000024.1_cds_WP_002728994.1_1177	27.778	378	366
WP_001198107.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002738884.1_3138	30.471	361	366
WP_001198107.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733599.1_1475	25.490	357	366
WP_001198107.1	lcl|NZ_JADDUZ010000008.1_cds_WP_002724641.1_3293	30.270	185	366
WP_000608286.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740861.1_1508	95.095	367	367
WP_000608286.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740826.1_1509	39.726	365	367
WP_000608286.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733737.1_1488	39.276	359	367
WP_000608286.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740294.1_1428	37.110	353	367
WP_000608286.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002738884.1_3138	33.858	381	367
WP_000608286.1	lcl|NZ_JADDUZ010000024.1_cds_WP_002728994.1_1177	29.843	382	367
WP_000608286.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733599.1_1475	31.073	354	367
WP_000608286.1	lcl|NZ_JADDUZ010000008.1_cds_WP_002724641.1_3293	26.257	358	367
WP_000689744.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740729.1_1507	91.728	544	544
WP_000689744.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740729.1_1507	91.728	544	544
WP_000342715.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740998.1_1506	94.340	265	265
WP_000342715.1	lcl|NZ_JADDUZ010000003.1_cds_WP_002742191.1_2044	44.130	247	265
WP_001246622.1	lcl|NZ_JADDUZ010000002.1_cds_WP_032853071.1_1505	93.871	310	310
WP_001246622.1	lcl|NZ_JADDUZ010000034.1_cds_WP_002741402.1_1711	38.487	304	310
WP_001246622.1	lcl|NZ_JADDUZ010000020.1_cds_WP_002727287.1_932	28.070	285	310
WP_001246622.1	lcl|NZ_JADDUZ010000004.1_cds_WP_002727177.1_2398	26.697	221	310
WP_001246622.1	lcl|NZ_JADDUZ010000002.1_cds_WP_032853071.1_1505	93.871	310	310
WP_001246622.1	lcl|NZ_JADDUZ010000034.1_cds_WP_002741402.1_1711	38.487	304	310
WP_001246622.1	lcl|NZ_JADDUZ010000020.1_cds_WP_002727287.1_932	28.070	285	310
WP_001246622.1	lcl|NZ_JADDUZ010000004.1_cds_WP_002727177.1_2398	26.697	221	310
WP_000479982.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740848.1_1504	93.182	264	264
WP_000715956.1	lcl|NZ_JADDUZ010000002.1_cds_WP_032853450.1_1503	95.349	129	131
WP_001088861.1	lcl|NZ_JADDUZ010000002.1_cds_WP_004777167.1_1502	98.611	144	144
WP_001088861.1	lcl|NZ_JADDUZ010000020.1_cds_WP_026054147.1_923	39.683	63	144
WP_000517242.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740917.1_1501	95.475	221	221
WP_000517242.1	lcl|NZ_JADDUZ010000018.1_cds_WP_011671435.1_654	26.923	78	221
WP_000611594.1	lcl|NZ_JADDUZ010000018.1_cds_WP_002727846.1_648	28.966	145	175
WP_001015417.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740977.1_1489	33.420	386	406
WP_001015417.1	lcl|NZ_JADDUZ010000066.1_cds_WP_016749152.1_2867	25.000	220	406
WP_001015417.1	lcl|NZ_JADDUZ010000038.1_cds_WP_002740458.1_1866	24.590	183	406
WP_000980525.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733582.1_1453	27.731	238	241
WP_000980525.1	lcl|NZ_JADDUZ010000009.1_cds_WP_002722691.1_3335	26.984	252	241
WP_000980525.1	lcl|NZ_JADDUZ010000020.1_cds_WP_002728745.1_926	33.673	98	241
WP_000980525.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002735533.1_3125	28.235	255	241
WP_000980525.1	lcl|NZ_JADDUZ010000022.1_cds_WP_002739054.1_1083	23.707	232	241
WP_000980525.1	lcl|NZ_JADDUZ010000051.1_cds_WP_002722237.1_2494	30.702	114	241
WP_000405259.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740695.1_1493	78.167	371	371
WP_000481873.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740804.1_1492	28.800	375	413
WP_002080969.1	lcl|NZ_JADDUZ010000065.1_cds_WP_002742222.1_2857	33.244	373	596
WP_002080969.1	lcl|NZ_JADDUZ010000001.1_cds_WP_002723347.1_905	37.447	235	596
WP_002080969.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740724.1_1491	33.772	228	596
WP_002080969.1	lcl|NZ_JADDUZ010000002.1_cds_IP993_RS01135_1480	34.483	232	596
WP_002080969.1	lcl|NZ_JADDUZ010000029.1_cds_WP_002741286.1_1379	35.484	248	596
WP_002080969.1	lcl|NZ_JADDUZ010000009.1_cds_WP_002739451.1_3377	31.466	232	596
WP_002080969.1	lcl|NZ_JADDUZ010000010.1_cds_WP_002726143.1_41	31.944	216	596
WP_002080969.1	lcl|NZ_JADDUZ010000027.1_cds_WP_002729296.1_1290	29.339	242	596
WP_002080969.1	lcl|NZ_JADDUZ010000006.1_cds_WP_002728388.1_2979	26.126	222	596
WP_002080969.1	lcl|NZ_JADDUZ010000052.1_cds_WP_002738485.1_2521	31.068	206	596
