WP_000340715.1	lcl|NZ_JQPQ01000101.1_cds_WP_000340713.1_2362	95.349	86	106
WP_000410273.1	lcl|NZ_JQPQ01000101.1_cds_WP_000412665.1_2363	95.192	312	314
WP_000410273.1	lcl|NZ_JQPQ01000101.1_cds_WP_000699347.1_2367	24.437	311	314
WP_000410273.1	lcl|NZ_JQPQ01000001.1_cds_WP_000744700.1_44	24.691	324	314
WP_000410273.1	lcl|NZ_JQPQ01000101.1_cds_WP_000723077.1_2376	21.014	276	314
WP_000410273.1	lcl|NZ_JQPQ01000157.1_cds_WP_000723090.1_3062	23.958	288	314
WP_000410273.1	lcl|NZ_JQPQ01000101.1_cds_WP_001168408.1_2401	23.304	339	314
WP_000884059.1	lcl|NZ_JQPQ01000003.1_cds_WP_000351733.1_112	40.000	140	185
WP_000646251.1	lcl|NZ_JQPQ01000101.1_cds_WP_001168408.1_2401	32.738	336	329
WP_000646251.1	lcl|NZ_JQPQ01000101.1_cds_WP_000699347.1_2367	31.304	345	329
WP_000646251.1	lcl|NZ_JQPQ01000001.1_cds_WP_000744700.1_44	32.063	315	329
WP_000646251.1	lcl|NZ_JQPQ01000157.1_cds_WP_000723090.1_3062	31.045	335	329
WP_000646251.1	lcl|NZ_JQPQ01000101.1_cds_WP_000723077.1_2376	31.457	302	329
WP_000646251.1	lcl|NZ_JQPQ01000043.1_cds_WP_001984071.1_1115	31.803	305	329
WP_000646251.1	lcl|NZ_JQPQ01000076.1_cds_WP_000649923.1_1919	30.183	328	329
WP_000646251.1	lcl|NZ_JQPQ01000207.1_cds_WP_000709511.1_3568	29.730	333	329
WP_000646251.1	lcl|NZ_JQPQ01000043.1_cds_WP_000688695.1_1135	29.329	283	329
WP_000646251.1	lcl|NZ_JQPQ01000101.1_cds_WP_000412665.1_2363	26.394	269	329
WP_000646251.1	lcl|NZ_JQPQ01000101.1_cds_WP_000377752.1_2422	24.716	352	329
WP_000646251.1	lcl|NZ_JQPQ01000038.1_cds_WP_001074781.1_1046	29.699	266	329
WP_000646251.1	lcl|NZ_JQPQ01000034.1_cds_WP_001003557.1_931	25.000	332	329
WP_000646251.1	lcl|NZ_JQPQ01000101.1_cds_WP_000048849.1_2387	25.306	245	329
WP_000774260.1	lcl|NZ_JQPQ01000101.1_cds_WP_000432841.1_2382	30.043	233	267
WP_000774260.1	lcl|NZ_JQPQ01000157.1_cds_WP_000842260.1_3063	26.316	190	267
WP_000774260.1	lcl|NZ_JQPQ01000101.1_cds_WP_000869621.1_2421	21.905	210	267
WP_000774260.1	lcl|NZ_JQPQ01000112.1_cds_WP_000667727.1_2541	25.907	193	267
WP_000774260.1	lcl|NZ_JQPQ01000140.1_cds_JG84_RS14375_2859	33.645	107	267
WP_000612794.1	lcl|NZ_JQPQ01000033.1_cds_WP_000291585.1_881	26.911	327	509
WP_000612794.1	lcl|NZ_JQPQ01000033.1_cds_WP_000364507.1_882	31.111	90	509
WP_000612794.1	lcl|NZ_JQPQ01000033.1_cds_WP_000291585.1_881	26.911	327	509
WP_000612794.1	lcl|NZ_JQPQ01000033.1_cds_WP_000364507.1_882	31.111	90	509
WP_001067557.1	lcl|NZ_JQPQ01000101.1_cds_WP_001168408.1_2401	28.063	253	330
WP_001067557.1	lcl|NZ_JQPQ01000043.1_cds_WP_001984071.1_1115	25.735	272	330
WP_001067557.1	lcl|NZ_JQPQ01000101.1_cds_WP_000723077.1_2376	23.792	269	330
WP_001067557.1	lcl|NZ_JQPQ01000034.1_cds_WP_001003557.1_931	28.395	243	330
WP_001067557.1	lcl|NZ_JQPQ01000001.1_cds_WP_000744700.1_44	26.812	276	330
WP_001067557.1	lcl|NZ_JQPQ01000157.1_cds_WP_000723090.1_3062	23.724	333	330
WP_001067557.1	lcl|NZ_JQPQ01000101.1_cds_WP_000699347.1_2367	25.000	256	330
WP_001067557.1	lcl|NZ_JQPQ01000101.1_cds_WP_000048849.1_2387	30.469	128	330
WP_001067557.1	lcl|NZ_JQPQ01000076.1_cds_WP_000649923.1_1919	28.854	253	330
WP_001067557.1	lcl|NZ_JQPQ01000043.1_cds_WP_000688695.1_1135	25.681	257	330
WP_001067557.1	lcl|NZ_JQPQ01000101.1_cds_WP_000697617.1_2424	25.984	254	330
WP_001067557.1	lcl|NZ_JQPQ01000101.1_cds_WP_000412665.1_2363	24.159	327	330
WP_001198107.1	lcl|NZ_JQPQ01000101.1_cds_WP_002102582.1_2394	36.390	349	366
WP_001198107.1	lcl|NZ_JQPQ01000157.1_cds_WP_061217456.1_3056	34.540	359	366
WP_001198107.1	lcl|NZ_JQPQ01000101.1_cds_WP_000738262.1_2403	32.637	383	366
WP_001198107.1	lcl|NZ_JQPQ01000208.1_cds_WP_061217166.1_3571	27.177	379	366
WP_001198107.1	lcl|NZ_JQPQ01000101.1_cds_WP_000701360.1_2402	26.816	358	366
WP_001198107.1	lcl|NZ_JQPQ01000065.1_cds_WP_000538757.1_1624	29.692	357	366
WP_001198107.1	lcl|NZ_JQPQ01000101.1_cds_WP_001054317.1_2377	28.213	319	366
WP_001198107.1	lcl|NZ_JQPQ01000044.1_cds_WP_001982414.1_1148	31.579	190	366
WP_000608286.1	lcl|NZ_JQPQ01000101.1_cds_WP_002102582.1_2394	37.047	359	367
WP_000608286.1	lcl|NZ_JQPQ01000157.1_cds_WP_061217456.1_3056	36.712	365	367
WP_000608286.1	lcl|NZ_JQPQ01000065.1_cds_WP_000538757.1_1624	30.458	371	367
WP_000608286.1	lcl|NZ_JQPQ01000101.1_cds_WP_000701360.1_2402	31.476	359	367
WP_000608286.1	lcl|NZ_JQPQ01000101.1_cds_WP_000738262.1_2403	32.687	361	367
WP_000608286.1	lcl|NZ_JQPQ01000208.1_cds_WP_061217166.1_3571	29.688	384	367
WP_000608286.1	lcl|NZ_JQPQ01000101.1_cds_WP_001054317.1_2377	27.434	339	367
WP_000608286.1	lcl|NZ_JQPQ01000044.1_cds_WP_001982414.1_1148	25.419	358	367
WP_000342715.1	lcl|NZ_JQPQ01000161.1_cds_WP_001002663.1_3090	45.267	243	265
WP_001246622.1	lcl|NZ_JQPQ01000051.1_cds_WP_000501205.1_1355	37.829	304	310
WP_001246622.1	lcl|NZ_JQPQ01000061.1_cds_WP_061217191.1_1533	27.473	273	310
WP_001246622.1	lcl|NZ_JQPQ01000012.1_cds_WP_000279894.1_393	24.809	262	310
WP_001246622.1	lcl|NZ_JQPQ01000051.1_cds_WP_000501205.1_1355	37.829	304	310
WP_001246622.1	lcl|NZ_JQPQ01000061.1_cds_WP_061217191.1_1533	27.473	273	310
WP_001246622.1	lcl|NZ_JQPQ01000012.1_cds_WP_000279894.1_393	24.809	262	310
WP_001088861.1	lcl|NZ_JQPQ01000045.1_cds_WP_002069656.1_1195	42.857	56	144
WP_000517242.1	lcl|NZ_JQPQ01000001.1_cds_WP_001082181.1_73	28.205	78	221
WP_000517242.1	lcl|NZ_JQPQ01000183.1_cds_WP_001069827.1_3358	27.523	109	221
WP_000611594.1	lcl|NZ_JQPQ01000028.1_cds_WP_001206947.1_754	29.655	145	175
WP_001015417.1	lcl|NZ_JQPQ01000101.1_cds_WP_000445586.1_2419	29.545	396	406
WP_001015417.1	lcl|NZ_JQPQ01000183.1_cds_WP_000347685.1_3357	25.714	210	406
WP_001015417.1	lcl|NZ_JQPQ01000122.1_cds_WP_000402846.1_2705	22.727	220	406
WP_001015417.1	lcl|NZ_JQPQ01000001.1_cds_WP_001082181.1_73	24.074	162	406
WP_000980525.1	lcl|NZ_JQPQ01000032.1_cds_WP_000653653.1_840	26.984	252	241
WP_000980525.1	lcl|NZ_JQPQ01000001.1_cds_WP_000998678.1_18	26.471	238	241
WP_000980525.1	lcl|NZ_JQPQ01000045.1_cds_WP_000566240.1_1198	32.673	101	241
WP_000980525.1	lcl|NZ_JQPQ01000056.1_cds_WP_000043153.1_1412	30.857	175	241
WP_000980525.1	lcl|NZ_JQPQ01000045.1_cds_WP_001968389.1_1169	25.847	236	241
WP_000980525.1	lcl|NZ_JQPQ01000038.1_cds_WP_000194186.1_1027	25.339	221	241
WP_002080969.1	lcl|NZ_JQPQ01000101.1_cds_WP_000361605.1_2366	52.196	592	596
WP_002080969.1	lcl|NZ_JQPQ01000170.1_cds_WP_000172205.1_3240	35.372	376	596
WP_002080969.1	lcl|NZ_JQPQ01000059.1_cds_WP_000667646.1_1494	35.907	259	596
WP_002080969.1	lcl|NZ_JQPQ01000022.1_cds_WP_000828456.1_617	35.341	249	596
WP_002080969.1	lcl|NZ_JQPQ01000239.1_cds_WP_002105621.1_3753	32.083	240	596
WP_002080969.1	lcl|NZ_JQPQ01000034.1_cds_WP_061217256.1_952	25.410	244	596
WP_002080969.1	lcl|NZ_JQPQ01000095.1_cds_WP_001161019.1_2222	30.556	216	596
WP_002080969.1	lcl|NZ_JQPQ01000003.1_cds_WP_000666554.1_91	29.960	247	596
WP_002080969.1	lcl|NZ_JQPQ01000170.1_cds_WP_002071818.1_3226	27.111	225	596
WP_002080969.1	lcl|NZ_JQPQ01000033.1_cds_WP_000047473.1_887	26.126	222	596
WP_002080969.1	lcl|NZ_JQPQ01000110.1_cds_WP_001982953.1_2511	28.972	214	596
WP_002080969.1	lcl|NZ_JQPQ01000081.1_cds_WP_000184526.1_2059	29.319	191	596
WP_002080969.1	lcl|NZ_JQPQ01000007.1_cds_WP_000619182.1_235	29.412	238	596
WP_002080969.1	lcl|NZ_JQPQ01000303.1_cds_WP_000052667.1_3976	28.319	226	596
