WP_000340715.1	lcl|NZ_AOVI01000120.1_cds_WP_000340715.1_2886	100.000	86	106
WP_000410273.1	lcl|NZ_AOVI01000120.1_cds_WP_000410273.1_2885	100.000	314	314
WP_000410273.1	lcl|NZ_AOVI01000120.1_cds_WP_000093099.1_2865	46.988	83	314
WP_000410273.1	lcl|NZ_AOVI01000120.1_cds_WP_000646250.1_2882	25.705	319	314
WP_000410273.1	lcl|NZ_AOVI01000133.1_cds_WP_000744700.1_3284	24.691	324	314
WP_000410273.1	lcl|NZ_AOVI01000120.1_cds_WP_000600889.1_2856	25.269	186	314
WP_000410273.1	lcl|NZ_AOVI01000064.1_cds_WP_000723090.1_1412	23.958	288	314
WP_000410273.1	lcl|NZ_AOVI01000120.1_cds_WP_001067557.1_2879	24.695	328	314
WP_000604524.1	lcl|NZ_AOVI01000120.1_cds_WP_000604524.1_2884	99.726	365	365
WP_000884059.1	lcl|NZ_AOVI01000120.1_cds_WP_000884059.1_2883	100.000	185	185
WP_000884059.1	lcl|NZ_AOVI01000021.1_cds_WP_000351733.1_632	40.000	140	185
WP_000646251.1	lcl|NZ_AOVI01000120.1_cds_WP_000646250.1_2882	99.392	329	329
WP_000646251.1	lcl|NZ_AOVI01000133.1_cds_WP_000744700.1_3284	32.063	315	329
WP_000646251.1	lcl|NZ_AOVI01000064.1_cds_WP_000723090.1_1412	31.045	335	329
WP_000646251.1	lcl|NZ_AOVI01000120.1_cds_WP_000600889.1_2856	31.677	322	329
WP_000646251.1	lcl|NZ_AOVI01000012.1_cds_WP_001984071.1_163	31.803	305	329
WP_000646251.1	lcl|NZ_AOVI01000030.1_cds_WP_000649925.1_854	30.183	328	329
WP_000646251.1	lcl|NZ_AOVI01000104.1_cds_WP_000709511.1_2364	29.730	333	329
WP_000646251.1	lcl|NZ_AOVI01000120.1_cds_WP_000601375.1_2829	24.415	299	329
WP_000646251.1	lcl|NZ_AOVI01000120.1_cds_WP_001067557.1_2879	28.990	307	329
WP_000646251.1	lcl|NZ_AOVI01000093.1_cds_WP_000688695.1_2049	29.329	283	329
WP_000646251.1	lcl|NZ_AOVI01000120.1_cds_WP_000475904.1_2820	27.372	274	329
WP_000646251.1	lcl|NZ_AOVI01000120.1_cds_WP_000410273.1_2885	25.705	319	329
WP_000646251.1	lcl|NZ_AOVI01000021.1_cds_WP_001074785.1_427	29.434	265	329
WP_000646251.1	lcl|NZ_AOVI01000096.1_cds_WP_001003555.1_2107	25.148	338	329
WP_000646251.1	lcl|NZ_AOVI01000120.1_cds_WP_000487322.1_2831	27.077	325	329
WP_000774260.1	lcl|NZ_AOVI01000120.1_cds_WP_000774262.1_2881	99.251	267	267
WP_000774260.1	lcl|NZ_AOVI01000120.1_cds_WP_000859505.1_2832	26.639	244	267
