WP_000340715.1	lcl|NZ_JADDWG010000006.1_cds_WP_002725873.1_3010	91.860	86	106
WP_000410273.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733579.1_3009	92.994	314	314
WP_000410273.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733534.1_3006	25.078	319	314
WP_000410273.1	lcl|NZ_JADDWG010000018.1_cds_WP_002722638.1_677	22.769	325	314
WP_000410273.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740024.1_2915	24.555	281	314
WP_000410273.1	lcl|NZ_JADDWG010000007.1_cds_WP_002728309.1_3105	25.402	311	314
WP_000410273.1	lcl|NZ_JADDWG010000012.1_cds_WP_002743770.1_259	22.353	170	314
WP_000410273.1	lcl|NZ_JADDWG010000006.1_cds_WP_016749081.1_2977	22.769	325	314
WP_000604524.1	lcl|NZ_JADDWG010000006.1_cds_WP_026054882.1_3008	85.479	365	365
WP_000884059.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733646.1_3007	95.676	185	185
WP_000884059.1	lcl|NZ_JADDWG010000003.1_cds_WP_002721790.1_2047	36.301	146	185
WP_000646251.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733534.1_3006	98.480	329	329
WP_000646251.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740024.1_2915	31.343	335	329
WP_000646251.1	lcl|NZ_JADDWG010000018.1_cds_WP_002722638.1_677	29.841	315	329
WP_000646251.1	lcl|NZ_JADDWG010000007.1_cds_WP_002728309.1_3105	31.190	311	329
WP_000646251.1	lcl|NZ_JADDWG010000012.1_cds_WP_002743770.1_259	27.273	341	329
WP_000646251.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733638.1_2969	27.586	348	329
WP_000646251.1	lcl|NZ_JADDWG010000007.1_cds_WP_002728316.1_3108	28.182	330	329
WP_000646251.1	lcl|NZ_JADDWG010000078.1_cds_WP_002741146.1_3092	29.167	312	329
WP_000646251.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733546.1_2940	25.373	268	329
WP_000646251.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740721.1_3003	28.990	307	329
WP_000646251.1	lcl|NZ_JADDWG010000008.1_cds_WP_002732331.1_3321	25.959	339	329
WP_000646251.1	lcl|NZ_JADDWG010000006.1_cds_WP_002744551.1_2975	28.889	270	329
WP_000646251.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733579.1_3009	27.309	249	329
WP_000646251.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733698.1_2932	26.642	274	329
WP_000646251.1	lcl|NZ_JADDWG010000006.1_cds_WP_016749081.1_2977	23.659	317	329
WP_000646251.1	lcl|NZ_JADDWG010000058.1_cds_WP_002740236.1_2602	26.592	267	329
WP_000646251.1	lcl|NZ_JADDWG010000004.1_cds_WP_002721725.1_2334	25.223	337	329
WP_000646251.1	lcl|NZ_JADDWG010000004.1_cds_WP_002739935.1_2422	27.711	249	329
WP_000646251.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733757.1_2942	31.034	174	329
WP_000774260.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733627.1_3005	93.258	267	267
WP_000774260.1	lcl|NZ_JADDWG010000006.1_cds_WP_002738295.1_2943	24.701	251	267
WP_000774260.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740926.1_2964	25.541	231	267
WP_000774260.1	lcl|NZ_JADDWG010000006.1_cds_WP_002727921.1_2914	26.455	189	267
WP_000774260.1	lcl|NZ_JADDWG010000025.1_cds_WP_002729040.1_1226	33.636	110	267
WP_000774260.1	lcl|NZ_JADDWG010000012.1_cds_WP_002729513.1_260	26.455	189	267
WP_000774260.1	lcl|NZ_JADDWG010000002.1_cds_WP_002766579.1_1541	26.344	186	267
WP_000612794.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740779.1_3004	96.857	509	509
WP_000612794.1	lcl|NZ_JADDWG010000005.1_cds_WP_002728536.1_2691	27.103	321	509
WP_000612794.1	lcl|NZ_JADDWG010000005.1_cds_WP_002728534.1_2692	31.111	90	509
WP_000612794.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740779.1_3004	96.857	509	509
WP_000612794.1	lcl|NZ_JADDWG010000005.1_cds_WP_002728536.1_2691	27.103	321	509
WP_000612794.1	lcl|NZ_JADDWG010000005.1_cds_WP_002728534.1_2692	31.111	90	509
WP_001067557.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740721.1_3003	95.152	330	330
WP_001067557.1	lcl|NZ_JADDWG010000007.1_cds_WP_002728309.1_3105	26.740	273	330
WP_001067557.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733534.1_3006	28.990	307	330
WP_001067557.1	lcl|NZ_JADDWG010000006.1_cds_WP_016749081.1_2977	30.317	221	330
WP_001067557.1	lcl|NZ_JADDWG010000018.1_cds_WP_002722638.1_677	27.425	299	330
WP_001067557.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740024.1_2915	26.183	317	330
WP_001067557.1	lcl|NZ_JADDWG010000008.1_cds_WP_002732331.1_3321	27.193	228	330
WP_001067557.1	lcl|NZ_JADDWG010000004.1_cds_WP_002721725.1_2334	24.898	245	330
WP_001067557.1	lcl|NZ_JADDWG010000078.1_cds_WP_002741146.1_3092	27.303	304	330
WP_001067557.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733546.1_2940	25.275	273	330
WP_001067557.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733638.1_2969	25.965	285	330
WP_001067557.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733579.1_3009	24.540	326	330
WP_001067557.1	lcl|NZ_JADDWG010000012.1_cds_WP_002743770.1_259	24.648	142	330
WP_001067557.1	lcl|NZ_JADDWG010000004.1_cds_WP_002739935.1_2422	26.351	296	330
WP_001067557.1	lcl|NZ_JADDWG010000058.1_cds_WP_002740236.1_2602	26.337	243	330
WP_001067557.1	lcl|NZ_JADDWG010000035.1_cds_WP_002739707.1_1790	25.781	128	330
WP_001198107.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740826.1_3002	95.628	366	366
WP_001198107.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740861.1_3001	39.452	365	366
WP_001198107.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733737.1_2981	33.616	354	366
WP_001198107.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740294.1_2921	32.861	353	366
WP_001198107.1	lcl|NZ_JADDWG010000025.1_cds_WP_002728994.1_1232	27.778	378	366
WP_001198107.1	lcl|NZ_JADDWG010000007.1_cds_WP_002738884.1_3155	30.471	361	366
WP_001198107.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733599.1_2968	25.490	357	366
WP_001198107.1	lcl|NZ_JADDWG010000008.1_cds_WP_002724641.1_3320	30.270	185	366
WP_000608286.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740861.1_3001	95.095	367	367
WP_000608286.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740826.1_3002	39.726	365	367
WP_000608286.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733737.1_2981	39.276	359	367
WP_000608286.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740294.1_2921	37.110	353	367
WP_000608286.1	lcl|NZ_JADDWG010000007.1_cds_WP_002738884.1_3155	33.858	381	367
WP_000608286.1	lcl|NZ_JADDWG010000025.1_cds_WP_002728994.1_1232	29.843	382	367
WP_000608286.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733599.1_2968	31.073	354	367
WP_000608286.1	lcl|NZ_JADDWG010000008.1_cds_WP_002724641.1_3320	26.257	358	367
WP_000689744.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740729.1_3000	91.728	544	544
WP_000689744.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740729.1_3000	91.728	544	544
WP_000342715.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740998.1_2999	94.340	265	265
WP_000342715.1	lcl|NZ_JADDWG010000002.1_cds_WP_002742191.1_1572	44.130	247	265
WP_001246622.1	lcl|NZ_JADDWG010000006.1_cds_WP_032853071.1_2998	93.871	310	310
WP_001246622.1	lcl|NZ_JADDWG010000068.1_cds_WP_002741402.1_2883	38.487	304	310
WP_001246622.1	lcl|NZ_JADDWG010000020.1_cds_WP_002727287.1_947	28.070	285	310
WP_001246622.1	lcl|NZ_JADDWG010000003.1_cds_WP_002727177.1_1995	26.697	221	310
WP_001246622.1	lcl|NZ_JADDWG010000006.1_cds_WP_032853071.1_2998	93.871	310	310
WP_001246622.1	lcl|NZ_JADDWG010000068.1_cds_WP_002741402.1_2883	38.487	304	310
WP_001246622.1	lcl|NZ_JADDWG010000020.1_cds_WP_002727287.1_947	28.070	285	310
WP_001246622.1	lcl|NZ_JADDWG010000003.1_cds_WP_002727177.1_1995	26.697	221	310
WP_000479982.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740848.1_2997	93.182	264	264
WP_000715956.1	lcl|NZ_JADDWG010000006.1_cds_WP_032853450.1_2996	95.349	129	131
WP_001088861.1	lcl|NZ_JADDWG010000006.1_cds_WP_004777167.1_2995	98.611	144	144
WP_001088861.1	lcl|NZ_JADDWG010000020.1_cds_WP_026054147.1_956	39.683	63	144
WP_000517242.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740917.1_2994	95.475	221	221
WP_000517242.1	lcl|NZ_JADDWG010000018.1_cds_WP_011671435.1_648	26.923	78	221
WP_000611594.1	lcl|NZ_JADDWG010000018.1_cds_WP_002727846.1_642	28.966	145	175
WP_001015417.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740977.1_2982	33.420	386	406
WP_001015417.1	lcl|NZ_JADDWG010000069.1_cds_WP_016749152.1_2899	25.000	220	406
WP_001015417.1	lcl|NZ_JADDWG010000036.1_cds_WP_002740458.1_1803	24.590	183	406
WP_000980525.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733582.1_2946	27.731	238	241
WP_000980525.1	lcl|NZ_JADDWG010000013.1_cds_WP_002722691.1_342	26.984	252	241
WP_000980525.1	lcl|NZ_JADDWG010000020.1_cds_WP_002728745.1_953	33.673	98	241
WP_000980525.1	lcl|NZ_JADDWG010000007.1_cds_WP_002735533.1_3142	28.235	255	241
WP_000980525.1	lcl|NZ_JADDWG010000023.1_cds_WP_002739054.1_1138	23.707	232	241
WP_000980525.1	lcl|NZ_JADDWG010000049.1_cds_WP_002722237.1_2307	30.702	114	241
WP_000405259.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740695.1_2986	78.167	371	371
WP_000481873.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740804.1_2985	28.800	375	413
WP_002080969.1	lcl|NZ_JADDWG010000067.1_cds_WP_002742222.1_2875	33.244	373	596
WP_002080969.1	lcl|NZ_JADDWG010000001.1_cds_WP_002723347.1_897	37.447	235	596
WP_002080969.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740724.1_2984	33.772	228	596
WP_002080969.1	lcl|NZ_JADDWG010000006.1_cds_IQA58_RS03765_2973	34.483	232	596
WP_002080969.1	lcl|NZ_JADDWG010000030.1_cds_WP_002741286.1_1583	35.484	248	596
WP_002080969.1	lcl|NZ_JADDWG010000013.1_cds_WP_002739451.1_300	31.466	232	596
WP_002080969.1	lcl|NZ_JADDWG010000009.1_cds_WP_002726143.1_3382	31.944	216	596
WP_002080969.1	lcl|NZ_JADDWG010000028.1_cds_WP_002729296.1_1372	29.339	242	596
WP_002080969.1	lcl|NZ_JADDWG010000005.1_cds_WP_002728388.1_2697	26.126	222	596
WP_002080969.1	lcl|NZ_JADDWG010000050.1_cds_WP_002738485.1_2458	31.068	206	596
WP_002080969.1	lcl|NZ_JADDWG010000012.1_cds_WP_032853264.1_229	27.477	222	596
WP_002080969.1	lcl|NZ_JADDWG010000012.1_cds_WP_032853264.1_229	27.097	155	596
WP_002080969.1	lcl|NZ_JADDWG010000013.1_cds_WP_002725984.1_332	28.251	223	596
WP_002080969.1	lcl|NZ_JADDWG010000010.1_cds_WP_002752475.1_73	27.358	212	596
WP_002080969.1	lcl|NZ_JADDWG010000002.1_cds_WP_002734207.1_1499	27.556	225	596
WP_002080969.1	lcl|NZ_JADDWG010000005.1_cds_WP_032854486.1_2681	28.959	221	596
WP_002080969.1	lcl|NZ_JADDWG010000001.1_cds_WP_002735056.1_812	27.876	226	596
WP_002080969.1	lcl|NZ_JADDWG010000004.1_cds_WP_002724285.1_2383	27.313	227	596
WP_002080969.1	lcl|NZ_JADDWG010000027.1_cds_WP_002733837.1_1328	30.653	199	596
WP_002080969.1	lcl|NZ_JADDWG010000027.1_cds_WP_002733837.1_1328	26.941	219	596
WP_002080969.1	lcl|NZ_JADDWG010000004.1_cds_WP_002730493.1_2365	23.810	231	596
WP_002080969.1	lcl|NZ_JADDWG010000003.1_cds_WP_002721914.1_2016	25.688	218	596
WP_002080969.1	lcl|NZ_JADDWG010000004.1_cds_WP_002739909.1_2427	26.339	224	596
WP_002080969.1	lcl|NZ_JADDWG010000017.1_cds_WP_002733736.1_594	24.390	246	596
WP_002080969.1	lcl|NZ_JADDWG010000004.1_cds_WP_002724311.1_2384	26.360	239	596
WP_002080969.1	lcl|NZ_JADDWG010000010.1_cds_WP_002729758.1_64	22.458	236	596
WP_002080969.1	lcl|NZ_JADDWG010000048.1_cds_WP_002739367.1_2288	20.657	213	596
WP_002080969.1	lcl|NZ_JADDWG010000010.1_cds_WP_002725125.1_61	23.618	199	596
WP_002080969.1	lcl|NZ_JADDWG010000004.1_cds_WP_002734915.1_2436	23.451	226	596
WP_002080969.1	lcl|NZ_JADDWG010000004.1_cds_WP_002734915.1_2436	22.358	246	596
WP_002080969.1	lcl|NZ_JADDWG010000003.1_cds_WP_002721827.1_2048	22.845	232	596
WP_002080969.1	lcl|NZ_JADDWG010000067.1_cds_WP_002742222.1_2875	33.244	373	596
