WP_000340715.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000340715.1_367	100.000	86	106
WP_000410273.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000410273.1_368	100.000	314	314
WP_000410273.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000093099.1_388	46.988	83	314
WP_000410273.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000646250.1_371	25.705	319	314
WP_000410273.1	lcl|NZ_JAGGCD010000009.1_cds_WP_000744700.1_1427	24.691	324	314
WP_000410273.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000600889.1_397	25.269	186	314
WP_000410273.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000723090.1_450	23.958	288	314
WP_000410273.1	lcl|NZ_JAGGCD010000002.1_cds_WP_001067557.1_374	24.695	328	314
WP_000604524.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000604524.1_369	99.726	365	365
WP_000884059.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000884059.1_370	100.000	185	185
WP_000884059.1	lcl|NZ_JAGGCD010000027.1_cds_WP_000351733.1_2789	40.000	140	185
WP_000646251.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000646250.1_371	99.392	329	329
WP_000646251.1	lcl|NZ_JAGGCD010000009.1_cds_WP_000744700.1_1427	32.063	315	329
WP_000646251.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000723090.1_450	31.045	335	329
WP_000646251.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000600889.1_397	31.677	322	329
WP_000646251.1	lcl|NZ_JAGGCD010000028.1_cds_WP_001984071.1_2877	31.803	305	329
WP_000646251.1	lcl|NZ_JAGGCD010000011.1_cds_WP_000649925.1_1654	30.183	328	329
WP_000646251.1	lcl|NZ_JAGGCD010000061.1_cds_WP_000709511.1_3678	29.730	333	329
WP_000646251.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000601375.1_424	24.415	299	329
WP_000646251.1	lcl|NZ_JAGGCD010000002.1_cds_WP_001067557.1_374	28.990	307	329
WP_000646251.1	lcl|NZ_JAGGCD010000028.1_cds_WP_000688695.1_2857	29.329	283	329
WP_000646251.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000475904.1_433	27.372	274	329
WP_000646251.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000410273.1_368	25.705	319	329
WP_000646251.1	lcl|NZ_JAGGCD010000004.1_cds_WP_001074785.1_714	29.434	265	329
WP_000646251.1	lcl|NZ_JAGGCD010000018.1_cds_WP_001003555.1_2315	25.148	338	329
