WP_000340715.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000340715.1_577	100.000	86	106
WP_000410273.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000410273.1_578	100.000	314	314
WP_000410273.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000093099.1_598	46.988	83	314
WP_000410273.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000646250.1_581	25.705	319	314
WP_000410273.1	lcl|NZ_JAGGCN010000010.1_cds_WP_000744700.1_1416	24.691	324	314
WP_000410273.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000600889.1_607	25.269	186	314
WP_000410273.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000723090.1_660	23.958	288	314
WP_000410273.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001067557.1_584	24.695	328	314
WP_000604524.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000604524.1_579	99.726	365	365
WP_000884059.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000884059.1_580	100.000	185	185
WP_000884059.1	lcl|NZ_JAGGCN010000005.1_cds_WP_000351733.1_800	40.000	140	185
WP_000646251.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000646250.1_581	99.392	329	329
WP_000646251.1	lcl|NZ_JAGGCN010000010.1_cds_WP_000744700.1_1416	32.063	315	329
WP_000646251.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000723090.1_660	31.045	335	329
WP_000646251.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000600889.1_607	31.677	322	329
WP_000646251.1	lcl|NZ_JAGGCN010000027.1_cds_WP_001984071.1_2711	31.803	305	329
WP_000646251.1	lcl|NZ_JAGGCN010000011.1_cds_WP_000649925.1_1542	30.183	328	329
WP_000646251.1	lcl|NZ_JAGGCN010000066.1_cds_WP_000709511.1_3655	29.730	333	329
WP_000646251.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000601375.1_634	24.415	299	329
WP_000646251.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001067557.1_584	28.990	307	329
WP_000646251.1	lcl|NZ_JAGGCN010000027.1_cds_WP_000688695.1_2691	29.329	283	329
WP_000646251.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000475904.1_643	27.372	274	329
WP_000646251.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000410273.1_578	25.705	319	329
WP_000646251.1	lcl|NZ_JAGGCN010000017.1_cds_WP_001074785.1_2094	29.434	265	329
WP_000646251.1	lcl|NZ_JAGGCN010000019.1_cds_WP_001003555.1_2207	25.148	338	329
WP_000646251.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000487322.1_632	27.077	325	329
WP_000774260.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000774262.1_582	99.251	267	267
WP_000774260.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000859505.1_631	26.639	244	267
WP_000774260.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000800438.1_612	25.328	229	267
WP_000774260.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000842260.1_661	26.316	190	267
WP_000774260.1	lcl|NZ_JAGGCN010000024.1_cds_WP_000667727.1_2527	25.907	193	267
WP_000774260.1	lcl|NZ_JAGGCN010000020.1_cds_WP_000805357.1_2313	33.645	107	267
WP_000612794.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000612797.1_583	98.035	509	509
WP_000612794.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000291591.1_2668	26.911	327	509
WP_000612794.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000364507.1_2667	31.111	90	509
WP_000612794.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000612797.1_583	98.035	509	509
WP_000612794.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000291591.1_2668	26.911	327	509
WP_000612794.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000364507.1_2667	31.111	90	509
WP_001067557.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001067557.1_584	100.000	330	330
WP_001067557.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000646250.1_581	28.664	307	330
WP_001067557.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000600889.1_607	26.316	266	330
WP_001067557.1	lcl|NZ_JAGGCN010000027.1_cds_WP_001984071.1_2711	25.735	272	330
WP_001067557.1	lcl|NZ_JAGGCN010000019.1_cds_WP_001003555.1_2207	28.395	243	330
WP_001067557.1	lcl|NZ_JAGGCN010000010.1_cds_WP_000744700.1_1416	26.812	276	330
WP_001067557.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000723090.1_660	23.724	333	330
WP_001067557.1	lcl|NZ_JAGGCN010000011.1_cds_WP_000649925.1_1542	28.854	253	330
WP_001067557.1	lcl|NZ_JAGGCN010000027.1_cds_WP_000688695.1_2691	25.681	257	330
WP_001067557.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000601375.1_634	26.545	275	330
WP_001067557.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000410273.1_578	24.695	328	330
WP_001198107.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001198107.1_585	100.000	366	366
WP_001198107.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000608295.1_586	39.726	365	366
WP_001198107.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000575178.1_654	34.262	359	366
WP_001198107.1	lcl|NZ_JAGGCN010000027.1_cds_WP_001281953.1_2677	27.441	379	366
WP_001198107.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000346036.1_615	28.090	356	366
WP_001198107.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000582222.1_596	31.111	360	366
WP_001198107.1	lcl|NZ_JAGGCN010000003.1_cds_WP_000538752.1_430	29.692	357	366
WP_001198107.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000947844.1_608	26.667	345	366
WP_001198107.1	lcl|NZ_JAGGCN010000013.1_cds_WP_001982414.1_1699	31.579	190	366
WP_000608286.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000608295.1_586	99.183	367	367
WP_000608286.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001198107.1_585	39.452	365	367
WP_000608286.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000575178.1_654	36.712	365	367
WP_000608286.1	lcl|NZ_JAGGCN010000003.1_cds_WP_000538752.1_430	30.458	371	367
WP_000608286.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000582222.1_596	34.366	355	367
WP_000608286.1	lcl|NZ_JAGGCN010000027.1_cds_WP_001281953.1_2677	29.948	384	367
WP_000608286.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000346036.1_615	24.397	373	367
WP_000608286.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000947844.1_608	26.567	335	367
WP_000608286.1	lcl|NZ_JAGGCN010000013.1_cds_WP_001982414.1_1699	25.419	358	367
