WP_000340715.1	lcl|NZ_AOWH01000008.1_cds_WP_000340715.1_121	100.000	86	106
WP_000410273.1	lcl|NZ_AOWH01000008.1_cds_WP_000410273.1_120	100.000	314	314
WP_000410273.1	lcl|NZ_AOWH01000008.1_cds_WP_000093099.1_100	46.988	83	314
WP_000410273.1	lcl|NZ_AOWH01000008.1_cds_WP_000646250.1_117	25.705	319	314
WP_000410273.1	lcl|NZ_AOWH01000145.1_cds_WP_000744700.1_3412	24.691	324	314
WP_000410273.1	lcl|NZ_AOWH01000008.1_cds_WP_000600889.1_91	25.269	186	314
WP_000410273.1	lcl|NZ_AOWH01000047.1_cds_WP_000723090.1_845	23.958	288	314
WP_000410273.1	lcl|NZ_AOWH01000008.1_cds_WP_001067557.1_114	24.695	328	314
WP_000604524.1	lcl|NZ_AOWH01000008.1_cds_WP_000604524.1_119	99.726	365	365
WP_000884059.1	lcl|NZ_AOWH01000008.1_cds_WP_000884059.1_118	100.000	185	185
WP_000884059.1	lcl|NZ_AOWH01000062.1_cds_WP_000351733.1_1212	40.000	140	185
WP_000646251.1	lcl|NZ_AOWH01000008.1_cds_WP_000646250.1_117	99.392	329	329
WP_000646251.1	lcl|NZ_AOWH01000145.1_cds_WP_000744700.1_3412	32.063	315	329
WP_000646251.1	lcl|NZ_AOWH01000047.1_cds_WP_000723090.1_845	31.045	335	329
WP_000646251.1	lcl|NZ_AOWH01000008.1_cds_WP_000600889.1_91	31.677	322	329
WP_000646251.1	lcl|NZ_AOWH01000074.1_cds_WP_001984071.1_1560	31.803	305	329
WP_000646251.1	lcl|NZ_AOWH01000091.1_cds_WP_000649925.1_1783	30.183	328	329
WP_000646251.1	lcl|NZ_AOWH01000031.1_cds_WP_000709511.1_572	29.730	333	329
WP_000646251.1	lcl|NZ_AOWH01000008.1_cds_WP_000601375.1_64	24.415	299	329
WP_000646251.1	lcl|NZ_AOWH01000008.1_cds_WP_001067557.1_114	28.990	307	329
WP_000646251.1	lcl|NZ_AOWH01000074.1_cds_WP_000688695.1_1540	29.329	283	329
WP_000646251.1	lcl|NZ_AOWH01000008.1_cds_WP_000475904.1_55	27.372	274	329
WP_000646251.1	lcl|NZ_AOWH01000008.1_cds_WP_000410273.1_120	25.705	319	329
WP_000646251.1	lcl|NZ_AOWH01000065.1_cds_WP_001074785.1_1297	29.434	265	329
WP_000646251.1	lcl|NZ_AOWH01000032.1_cds_WP_001003555.1_616	25.148	338	329
WP_000646251.1	lcl|NZ_AOWH01000008.1_cds_WP_000487322.1_66	27.077	325	329
