WP_000340715.1	lcl|NZ_AOVK01000131.1_cds_WP_000340715.1_2629	100.000	86	106
WP_000410273.1	lcl|NZ_AOVK01000131.1_cds_WP_000410273.1_2630	100.000	314	314
WP_000410273.1	lcl|NZ_AOVK01000131.1_cds_WP_000093099.1_2650	46.988	83	314
WP_000410273.1	lcl|NZ_AOVK01000131.1_cds_WP_000646250.1_2633	25.705	319	314
WP_000410273.1	lcl|NZ_AOVK01000134.1_cds_WP_000744700.1_2857	24.691	324	314
WP_000410273.1	lcl|NZ_AOVK01000131.1_cds_WP_000600889.1_2659	25.269	186	314
WP_000410273.1	lcl|NZ_AOVK01000131.1_cds_WP_000723090.1_2712	23.958	288	314
WP_000410273.1	lcl|NZ_AOVK01000131.1_cds_WP_001067557.1_2636	24.695	328	314
WP_000604524.1	lcl|NZ_AOVK01000131.1_cds_WP_000604524.1_2631	99.726	365	365
WP_000884059.1	lcl|NZ_AOVK01000131.1_cds_WP_000884059.1_2632	100.000	185	185
WP_000884059.1	lcl|NZ_AOVK01000049.1_cds_WP_000351733.1_556	40.000	140	185
WP_000646251.1	lcl|NZ_AOVK01000131.1_cds_WP_000646250.1_2633	99.392	329	329
WP_000646251.1	lcl|NZ_AOVK01000134.1_cds_WP_000744700.1_2857	32.063	315	329
WP_000646251.1	lcl|NZ_AOVK01000131.1_cds_WP_000723090.1_2712	31.045	335	329
WP_000646251.1	lcl|NZ_AOVK01000131.1_cds_WP_000600889.1_2659	31.677	322	329
WP_000646251.1	lcl|NZ_AOVK01000089.1_cds_WP_001984071.1_1291	31.803	305	329
WP_000646251.1	lcl|NZ_AOVK01000091.1_cds_WP_000649925.1_1417	30.183	328	329
WP_000646251.1	lcl|NZ_AOVK01000096.1_cds_WP_000709511.1_1504	29.730	333	329
WP_000646251.1	lcl|NZ_AOVK01000131.1_cds_WP_000601375.1_2686	24.415	299	329
WP_000646251.1	lcl|NZ_AOVK01000131.1_cds_WP_001067557.1_2636	28.990	307	329
WP_000646251.1	lcl|NZ_AOVK01000078.1_cds_WP_000688695.1_1099	29.329	283	329
WP_000646251.1	lcl|NZ_AOVK01000131.1_cds_WP_000475904.1_2695	27.372	274	329
WP_000646251.1	lcl|NZ_AOVK01000131.1_cds_WP_000410273.1_2630	25.705	319	329
WP_000646251.1	lcl|NZ_AOVK01000127.1_cds_WP_001074785.1_2318	29.434	265	329
WP_000646251.1	lcl|NZ_AOVK01000130.1_cds_WP_001003555.1_2539	25.148	338	329
WP_000646251.1	lcl|NZ_AOVK01000131.1_cds_WP_000487322.1_2684	27.077	325	329
WP_000774260.1	lcl|NZ_AOVK01000131.1_cds_WP_000774262.1_2634	99.251	267	267
WP_000774260.1	lcl|NZ_AOVK01000131.1_cds_WP_000859505.1_2683	26.639	244	267
WP_000774260.1	lcl|NZ_AOVK01000131.1_cds_WP_000800438.1_2664	25.328	229	267
WP_000774260.1	lcl|NZ_AOVK01000131.1_cds_WP_000842260.1_2713	26.316	190	267
WP_000774260.1	lcl|NZ_AOVK01000059.1_cds_WP_000667727.1_783	25.907	193	267
WP_000774260.1	lcl|NZ_AOVK01000108.1_cds_WP_000805357.1_1797	33.645	107	267
WP_000612794.1	lcl|NZ_AOVK01000131.1_cds_WP_000612797.1_2635	98.035	509	509
WP_000612794.1	lcl|NZ_AOVK01000126.1_cds_WP_000291591.1_2242	26.911	327	509
WP_000612794.1	lcl|NZ_AOVK01000126.1_cds_WP_000364507.1_2243	31.111	90	509
WP_000612794.1	lcl|NZ_AOVK01000131.1_cds_WP_000612797.1_2635	98.035	509	509
WP_000612794.1	lcl|NZ_AOVK01000126.1_cds_WP_000291591.1_2242	26.911	327	509
WP_000612794.1	lcl|NZ_AOVK01000126.1_cds_WP_000364507.1_2243	31.111	90	509
WP_001067557.1	lcl|NZ_AOVK01000131.1_cds_WP_001067557.1_2636	100.000	330	330
WP_001067557.1	lcl|NZ_AOVK01000131.1_cds_WP_000646250.1_2633	28.664	307	330
WP_001067557.1	lcl|NZ_AOVK01000131.1_cds_WP_000600889.1_2659	26.316	266	330
WP_001067557.1	lcl|NZ_AOVK01000089.1_cds_WP_001984071.1_1291	25.735	272	330
WP_001067557.1	lcl|NZ_AOVK01000130.1_cds_WP_001003555.1_2539	28.395	243	330
WP_001067557.1	lcl|NZ_AOVK01000134.1_cds_WP_000744700.1_2857	26.812	276	330
WP_001067557.1	lcl|NZ_AOVK01000131.1_cds_WP_000723090.1_2712	23.724	333	330
WP_001067557.1	lcl|NZ_AOVK01000091.1_cds_WP_000649925.1_1417	28.854	253	330
WP_001067557.1	lcl|NZ_AOVK01000078.1_cds_WP_000688695.1_1099	25.681	257	330
WP_001067557.1	lcl|NZ_AOVK01000131.1_cds_WP_000601375.1_2686	26.545	275	330
WP_001067557.1	lcl|NZ_AOVK01000131.1_cds_WP_000410273.1_2630	24.695	328	330
WP_001198107.1	lcl|NZ_AOVK01000131.1_cds_WP_001198107.1_2637	100.000	366	366
WP_001198107.1	lcl|NZ_AOVK01000131.1_cds_WP_000608295.1_2638	39.726	365	366
WP_001198107.1	lcl|NZ_AOVK01000131.1_cds_WP_000575178.1_2706	34.262	359	366
WP_001198107.1	lcl|NZ_AOVK01000078.1_cds_WP_001281953.1_1085	27.441	379	366
WP_001198107.1	lcl|NZ_AOVK01000131.1_cds_WP_000346036.1_2667	28.090	356	366
WP_001198107.1	lcl|NZ_AOVK01000131.1_cds_WP_000582222.1_2648	31.111	360	366
WP_001198107.1	lcl|NZ_AOVK01000077.1_cds_WP_000538752.1_1070	29.692	357	366
WP_001198107.1	lcl|NZ_AOVK01000131.1_cds_WP_000947844.1_2660	26.667	345	366
WP_001198107.1	lcl|NZ_AOVK01000094.1_cds_WP_001982414.1_1467	31.579	190	366
WP_000608286.1	lcl|NZ_AOVK01000131.1_cds_WP_000608295.1_2638	99.183	367	367
WP_000608286.1	lcl|NZ_AOVK01000131.1_cds_WP_001198107.1_2637	39.452	365	367
WP_000608286.1	lcl|NZ_AOVK01000131.1_cds_WP_000575178.1_2706	36.712	365	367
WP_000608286.1	lcl|NZ_AOVK01000077.1_cds_WP_000538752.1_1070	30.458	371	367
WP_000608286.1	lcl|NZ_AOVK01000131.1_cds_WP_000582222.1_2648	34.366	355	367
WP_000608286.1	lcl|NZ_AOVK01000078.1_cds_WP_001281953.1_1085	29.948	384	367
WP_000608286.1	lcl|NZ_AOVK01000131.1_cds_WP_000346036.1_2667	24.397	373	367
WP_000608286.1	lcl|NZ_AOVK01000131.1_cds_WP_000947844.1_2660	26.567	335	367
WP_000608286.1	lcl|NZ_AOVK01000094.1_cds_WP_001982414.1_1467	25.419	358	367
WP_000689744.1	lcl|NZ_AOVK01000131.1_cds_WP_000689743.1_2639	99.816	544	544
WP_000689744.1	lcl|NZ_AOVK01000131.1_cds_WP_000689743.1_2639	99.816	544	544
WP_000342715.1	lcl|NZ_AOVK01000131.1_cds_WP_000342713.1_2640	99.245	265	265
WP_000342715.1	lcl|NZ_AOVK01000144.1_cds_WP_001002663.1_3117	45.267	243	265
WP_001246622.1	lcl|NZ_AOVK01000131.1_cds_WP_001246618.1_2641	97.419	310	310
WP_001246622.1	lcl|NZ_AOVK01000060.1_cds_WP_000501205.1_798	37.829	304	310
WP_001246622.1	lcl|NZ_AOVK01000082.1_cds_WP_001183723.1_1199	27.473	273	310
WP_001246622.1	lcl|NZ_AOVK01000135.1_cds_WP_000279894.1_2894	24.809	262	310
WP_001246622.1	lcl|NZ_AOVK01000131.1_cds_WP_001246618.1_2641	97.419	310	310
WP_001246622.1	lcl|NZ_AOVK01000060.1_cds_WP_000501205.1_798	37.829	304	310
WP_001246622.1	lcl|NZ_AOVK01000082.1_cds_WP_001183723.1_1199	27.473	273	310
WP_001246622.1	lcl|NZ_AOVK01000135.1_cds_WP_000279894.1_2894	24.809	262	310
WP_000479982.1	lcl|NZ_AOVK01000131.1_cds_WP_000479982.1_2642	100.000	264	264
WP_000715956.1	lcl|NZ_AOVK01000131.1_cds_WP_000715958.1_2643	98.473	131	131
WP_001088861.1	lcl|NZ_AOVK01000131.1_cds_WP_001088866.1_2644	98.611	144	144
WP_001088861.1	lcl|NZ_AOVK01000073.1_cds_WP_002069656.1_968	42.857	56	144
WP_000517242.1	lcl|NZ_AOVK01000131.1_cds_WP_000517242.1_2645	100.000	221	221
WP_000517242.1	lcl|NZ_AOVK01000134.1_cds_WP_001082180.1_2828	28.205	78	221
WP_000517242.1	lcl|NZ_AOVK01000164.1_cds_WP_001069834.1_3773	27.523	109	221
WP_000611594.1	lcl|NZ_AOVK01000131.1_cds_WP_000611594.1_2646	100.000	175	175
WP_000611594.1	lcl|NZ_AOVK01000134.1_cds_WP_001206947.1_2821	29.655	145	175
WP_001015417.1	lcl|NZ_AOVK01000131.1_cds_WP_001015422.1_2647	98.246	399	406
WP_001015417.1	lcl|NZ_AOVK01000164.1_cds_WP_000347681.1_3772	25.714	210	406
WP_001015417.1	lcl|NZ_AOVK01000154.1_cds_WP_000402845.1_3352	23.041	217	406
WP_001015417.1	lcl|NZ_AOVK01000131.1_cds_WP_000661932.1_2680	24.088	137	406
WP_001015417.1	lcl|NZ_AOVK01000134.1_cds_WP_001082180.1_2828	24.074	162	406
WP_000980525.1	lcl|NZ_AOVK01000120.1_cds_WP_000653653.1_2107	26.984	252	241
WP_000980525.1	lcl|NZ_AOVK01000109.1_cds_WP_000998676.1_1843	26.471	238	241
WP_000980525.1	lcl|NZ_AOVK01000073.1_cds_WP_000566240.1_965	32.673	101	241
WP_000980525.1	lcl|NZ_AOVK01000097.1_cds_WP_000043153.1_1518	30.857	175	241
WP_000980525.1	lcl|NZ_AOVK01000073.1_cds_WP_001968389.1_993	25.847	236	241
WP_000980525.1	lcl|NZ_AOVK01000127.1_cds_WP_000194186.1_2337	25.339	221	241
WP_000481873.1	lcl|NZ_AOVK01000131.1_cds_WP_001106774.1_2652	30.790	367	413
WP_002080969.1	lcl|NZ_AOVK01000115.1_cds_WP_000172202.1_2010	35.467	375	596
