WP_000340715.1	lcl|NZ_JQSB01000051.1_cds_WP_002614501.1_1657	89.535	86	106
WP_000410273.1	lcl|NZ_JQSB01000051.1_cds_WP_061230965.1_1656	91.613	310	314
WP_000410273.1	lcl|NZ_JQSB01000051.1_cds_WP_004497949.1_1606	24.731	279	314
WP_000410273.1	lcl|NZ_JQSB01000026.1_cds_WP_002615921.1_881	24.458	323	314
WP_000410273.1	lcl|NZ_JQSB01000024.1_cds_WP_004498401.1_776	25.826	333	314
WP_000410273.1	lcl|NZ_JQSB01000158.1_cds_WP_004502011.1_3170	24.555	281	314
WP_000410273.1	lcl|NZ_JQSB01000051.1_cds_WP_002614506.1_1604	25.137	183	314
WP_000410273.1	lcl|NZ_JQSB01000089.1_cds_WP_004495474.1_2405	25.080	311	314
WP_000884059.1	lcl|NZ_JQSB01000103.1_cds_WP_002630958.1_2673	34.932	146	185
WP_000884059.1	lcl|NZ_JQSB01000051.1_cds_WP_004498097.1_1623	33.898	177	185
WP_000646251.1	lcl|NZ_JQSB01000051.1_cds_WP_004497949.1_1606	31.464	321	329
WP_000646251.1	lcl|NZ_JQSB01000158.1_cds_WP_004502011.1_3170	30.952	336	329
WP_000646251.1	lcl|NZ_JQSB01000026.1_cds_WP_002615921.1_881	30.476	315	329
WP_000646251.1	lcl|NZ_JQSB01000089.1_cds_WP_004495474.1_2405	31.511	311	329
WP_000646251.1	lcl|NZ_JQSB01000051.1_cds_WP_002614506.1_1604	29.508	305	329
WP_000646251.1	lcl|NZ_JQSB01000214.1_cds_WP_004495537.1_3464	26.866	335	329
WP_000646251.1	lcl|NZ_JQSB01000024.1_cds_WP_004498401.1_776	29.467	319	329
WP_000646251.1	lcl|NZ_JQSB01000171.1_cds_WP_004495465.1_3236	28.571	322	329
WP_000646251.1	lcl|NZ_JQSB01000174.1_cds_WP_002619620.1_3272	25.740	338	329
WP_000646251.1	lcl|NZ_JQSB01000051.1_cds_WP_061230965.1_1656	28.030	264	329
WP_000646251.1	lcl|NZ_JQSB01000051.1_cds_WP_002614509.1_1601	27.536	276	329
WP_000646251.1	lcl|NZ_JQSB01000013.1_cds_WP_004498464.1_421	27.376	263	329
WP_000646251.1	lcl|NZ_JQSB01000094.1_cds_WP_004501205.1_2490	25.076	331	329
WP_000646251.1	lcl|NZ_JQSB01000024.1_cds_WP_004495316.1_815	27.309	249	329
WP_000774260.1	lcl|NZ_JQSB01000051.1_cds_WP_004497932.1_1605	27.027	185	267
WP_000774260.1	lcl|NZ_JQSB01000067.1_cds_WP_004499478.1_1985	30.151	199	267
WP_000774260.1	lcl|NZ_JQSB01000158.1_cds_WP_002620407.1_3169	26.316	190	267
WP_000774260.1	lcl|NZ_JQSB01000214.1_cds_WP_016760166.1_3463	26.596	188	267
WP_000774260.1	lcl|NZ_JQSB01000003.1_cds_WP_080634011.1_93	32.710	107	267
WP_000612794.1	lcl|NZ_JQSB01000220.1_cds_WP_004498450.1_3543	25.526	333	509
WP_000612794.1	lcl|NZ_JQSB01000220.1_cds_WP_004498493.1_3542	31.111	90	509
WP_000612794.1	lcl|NZ_JQSB01000220.1_cds_WP_004498450.1_3543	25.526	333	509
WP_000612794.1	lcl|NZ_JQSB01000220.1_cds_WP_004498493.1_3542	31.111	90	509
WP_001067557.1	lcl|NZ_JQSB01000089.1_cds_WP_004495474.1_2405	27.106	273	330
WP_001067557.1	lcl|NZ_JQSB01000051.1_cds_WP_004497949.1_1606	23.636	275	330
WP_001067557.1	lcl|NZ_JQSB01000026.1_cds_WP_002615921.1_881	27.899	276	330
WP_001067557.1	lcl|NZ_JQSB01000158.1_cds_WP_004502011.1_3170	24.324	333	330
WP_001067557.1	lcl|NZ_JQSB01000174.1_cds_WP_002619620.1_3272	26.792	265	330
WP_001067557.1	lcl|NZ_JQSB01000094.1_cds_WP_004501205.1_2490	24.898	245	330
WP_001067557.1	lcl|NZ_JQSB01000024.1_cds_WP_004498401.1_776	28.916	249	330
WP_001067557.1	lcl|NZ_JQSB01000214.1_cds_WP_004495537.1_3464	25.352	142	330
WP_001067557.1	lcl|NZ_JQSB01000013.1_cds_WP_004498464.1_421	26.230	244	330
WP_001067557.1	lcl|NZ_JQSB01000051.1_cds_WP_061230965.1_1656	24.611	321	330
WP_001198107.1	lcl|NZ_JQSB01000158.1_cds_WP_004499131.1_3177	33.898	354	366
WP_001198107.1	lcl|NZ_JQSB01000051.1_cds_WP_004498728.1_1646	33.851	322	366
WP_001198107.1	lcl|NZ_JQSB01000067.1_cds_WP_004501623.1_1990	27.177	379	366
WP_001198107.1	lcl|NZ_JQSB01000051.1_cds_WP_061230950.1_1629	30.256	390	366
WP_001198107.1	lcl|NZ_JQSB01000148.1_cds_WP_061231194.1_3128	30.748	361	366
WP_001198107.1	lcl|NZ_JQSB01000051.1_cds_WP_004494837.1_1649	37.864	206	366
WP_001198107.1	lcl|NZ_JQSB01000174.1_cds_WP_004500179.1_3273	30.270	185	366
WP_000608286.1	lcl|NZ_JQSB01000158.1_cds_WP_004499131.1_3177	38.649	370	367
WP_000608286.1	lcl|NZ_JQSB01000051.1_cds_WP_061230950.1_1629	32.258	372	367
WP_000608286.1	lcl|NZ_JQSB01000148.1_cds_WP_061231194.1_3128	33.071	381	367
WP_000608286.1	lcl|NZ_JQSB01000067.1_cds_WP_004501623.1_1990	30.105	382	367
WP_000608286.1	lcl|NZ_JQSB01000051.1_cds_WP_004498728.1_1646	31.657	338	367
WP_000608286.1	lcl|NZ_JQSB01000051.1_cds_WP_004494837.1_1649	28.161	348	367
WP_000608286.1	lcl|NZ_JQSB01000174.1_cds_WP_004500179.1_3273	25.698	358	367
WP_000342715.1	lcl|NZ_JQSB01000148.1_cds_WP_004496886.1_3132	44.534	247	265
WP_001246622.1	lcl|NZ_JQSB01000121.1_cds_WP_004499599.1_2886	38.487	304	310
WP_001246622.1	lcl|NZ_JQSB01000038.1_cds_WP_002619450.1_1247	28.105	306	310
WP_001246622.1	lcl|NZ_JQSB01000084.1_cds_WP_061231081.1_2338	27.820	133	310
WP_001246622.1	lcl|NZ_JQSB01000121.1_cds_WP_004499599.1_2886	38.487	304	310
