WP_000340715.1	lcl|NZ_AOUZ01000009.1_cds_WP_000340715.1_245	100.000	86	106
WP_000410273.1	lcl|NZ_AOUZ01000009.1_cds_WP_000410273.1_244	100.000	314	314
WP_000410273.1	lcl|NZ_AOUZ01000009.1_cds_WP_000093099.1_224	46.988	83	314
WP_000410273.1	lcl|NZ_AOUZ01000009.1_cds_WP_000646250.1_241	25.705	319	314
WP_000410273.1	lcl|NZ_AOUZ01000132.1_cds_WP_000744700.1_3154	24.691	324	314
WP_000410273.1	lcl|NZ_AOUZ01000009.1_cds_WP_000600889.1_215	25.269	186	314
WP_000410273.1	lcl|NZ_AOUZ01000148.1_cds_WP_000723090.1_3749	23.958	288	314
WP_000410273.1	lcl|NZ_AOUZ01000009.1_cds_WP_001067557.1_238	24.695	328	314
WP_000604524.1	lcl|NZ_AOUZ01000009.1_cds_WP_000604524.1_243	99.726	365	365
WP_000884059.1	lcl|NZ_AOUZ01000009.1_cds_WP_000884059.1_242	100.000	185	185
WP_000884059.1	lcl|NZ_AOUZ01000139.1_cds_WP_000351733.1_3341	40.000	140	185
WP_000646251.1	lcl|NZ_AOUZ01000009.1_cds_WP_000646250.1_241	99.392	329	329
WP_000646251.1	lcl|NZ_AOUZ01000132.1_cds_WP_000744700.1_3154	32.063	315	329
WP_000646251.1	lcl|NZ_AOUZ01000148.1_cds_WP_000723090.1_3749	31.045	335	329
WP_000646251.1	lcl|NZ_AOUZ01000009.1_cds_WP_000600889.1_215	31.677	322	329
WP_000646251.1	lcl|NZ_AOUZ01000040.1_cds_WP_001984071.1_759	31.803	305	329
WP_000646251.1	lcl|NZ_AOUZ01000145.1_cds_WP_000649925.1_3685	30.183	328	329
WP_000646251.1	lcl|NZ_AOUZ01000032.1_cds_WP_000709511.1_655	29.730	333	329
WP_000646251.1	lcl|NZ_AOUZ01000009.1_cds_WP_000601375.1_188	24.415	299	329
WP_000646251.1	lcl|NZ_AOUZ01000009.1_cds_WP_001067557.1_238	28.990	307	329
WP_000646251.1	lcl|NZ_AOUZ01000109.1_cds_WP_000688695.1_2615	29.329	283	329
WP_000646251.1	lcl|NZ_AOUZ01000009.1_cds_WP_000475904.1_179	27.372	274	329
WP_000646251.1	lcl|NZ_AOUZ01000009.1_cds_WP_000410273.1_244	25.705	319	329
WP_000646251.1	lcl|NZ_AOUZ01000025.1_cds_WP_001074785.1_509	29.434	265	329
WP_000646251.1	lcl|NZ_AOUZ01000095.1_cds_WP_001003555.1_2193	25.148	338	329
WP_000646251.1	lcl|NZ_AOUZ01000009.1_cds_WP_000487322.1_190	27.077	325	329
WP_000774260.1	lcl|NZ_AOUZ01000009.1_cds_WP_000774262.1_240	99.251	267	267
WP_000774260.1	lcl|NZ_AOUZ01000009.1_cds_WP_000859505.1_191	26.639	244	267
WP_000774260.1	lcl|NZ_AOUZ01000009.1_cds_WP_000800438.1_210	25.328	229	267
WP_000774260.1	lcl|NZ_AOUZ01000148.1_cds_WP_000842260.1_3748	26.316	190	267
WP_000774260.1	lcl|NZ_AOUZ01000085.1_cds_WP_000667727.1_1822	25.907	193	267
WP_000774260.1	lcl|NZ_AOUZ01000006.1_cds_WP_000805357.1_49	33.645	107	267
WP_000612794.1	lcl|NZ_AOUZ01000009.1_cds_WP_000612797.1_239	98.035	509	509
WP_000612794.1	lcl|NZ_AOUZ01000093.1_cds_WP_000291591.1_2061	26.911	327	509
WP_000612794.1	lcl|NZ_AOUZ01000093.1_cds_WP_000364507.1_2062	31.111	90	509
WP_000612794.1	lcl|NZ_AOUZ01000009.1_cds_WP_000612797.1_239	98.035	509	509
WP_000612794.1	lcl|NZ_AOUZ01000093.1_cds_WP_000291591.1_2061	26.911	327	509
WP_000612794.1	lcl|NZ_AOUZ01000093.1_cds_WP_000364507.1_2062	31.111	90	509
WP_001067557.1	lcl|NZ_AOUZ01000009.1_cds_WP_001067557.1_238	100.000	330	330
WP_001067557.1	lcl|NZ_AOUZ01000009.1_cds_WP_000646250.1_241	28.664	307	330
WP_001067557.1	lcl|NZ_AOUZ01000009.1_cds_WP_000600889.1_215	26.316	266	330
WP_001067557.1	lcl|NZ_AOUZ01000040.1_cds_WP_001984071.1_759	25.735	272	330
WP_001067557.1	lcl|NZ_AOUZ01000095.1_cds_WP_001003555.1_2193	28.395	243	330
WP_001067557.1	lcl|NZ_AOUZ01000132.1_cds_WP_000744700.1_3154	26.812	276	330
WP_001067557.1	lcl|NZ_AOUZ01000148.1_cds_WP_000723090.1_3749	23.724	333	330
WP_001067557.1	lcl|NZ_AOUZ01000145.1_cds_WP_000649925.1_3685	28.854	253	330
WP_001067557.1	lcl|NZ_AOUZ01000109.1_cds_WP_000688695.1_2615	25.681	257	330
WP_001067557.1	lcl|NZ_AOUZ01000009.1_cds_WP_000601375.1_188	26.545	275	330
WP_001067557.1	lcl|NZ_AOUZ01000009.1_cds_WP_000410273.1_244	24.695	328	330
WP_001198107.1	lcl|NZ_AOUZ01000009.1_cds_WP_001198107.1_237	100.000	366	366
WP_001198107.1	lcl|NZ_AOUZ01000009.1_cds_WP_000608295.1_236	39.726	365	366
WP_001198107.1	lcl|NZ_AOUZ01000009.1_cds_WP_000575178.1_168	34.262	359	366
WP_001198107.1	lcl|NZ_AOUZ01000109.1_cds_WP_001281953.1_2601	27.441	379	366
WP_001198107.1	lcl|NZ_AOUZ01000009.1_cds_WP_000346036.1_207	28.090	356	366
WP_001198107.1	lcl|NZ_AOUZ01000009.1_cds_WP_000582222.1_226	31.111	360	366
WP_001198107.1	lcl|NZ_AOUZ01000086.1_cds_WP_000538752.1_1841	29.692	357	366
WP_001198107.1	lcl|NZ_AOUZ01000009.1_cds_WP_000947844.1_214	26.667	345	366
WP_001198107.1	lcl|NZ_AOUZ01000126.1_cds_WP_025181564.1_2902	31.579	190	366
WP_000608286.1	lcl|NZ_AOUZ01000009.1_cds_WP_000608295.1_236	99.183	367	367
WP_000608286.1	lcl|NZ_AOUZ01000009.1_cds_WP_001198107.1_237	39.452	365	367
WP_000608286.1	lcl|NZ_AOUZ01000009.1_cds_WP_000575178.1_168	36.712	365	367
WP_000608286.1	lcl|NZ_AOUZ01000086.1_cds_WP_000538752.1_1841	30.458	371	367
WP_000608286.1	lcl|NZ_AOUZ01000009.1_cds_WP_000582222.1_226	34.366	355	367
WP_000608286.1	lcl|NZ_AOUZ01000109.1_cds_WP_001281953.1_2601	29.948	384	367
WP_000608286.1	lcl|NZ_AOUZ01000009.1_cds_WP_000346036.1_207	24.397	373	367
WP_000608286.1	lcl|NZ_AOUZ01000009.1_cds_WP_000947844.1_214	26.567	335	367
WP_000608286.1	lcl|NZ_AOUZ01000126.1_cds_WP_025181564.1_2902	25.419	358	367
WP_000689744.1	lcl|NZ_AOUZ01000009.1_cds_WP_000689743.1_235	99.816	544	544
WP_000689744.1	lcl|NZ_AOUZ01000009.1_cds_WP_000689743.1_235	99.816	544	544
WP_000342715.1	lcl|NZ_AOUZ01000009.1_cds_WP_000342713.1_234	99.245	265	265
WP_000342715.1	lcl|NZ_AOUZ01000094.1_cds_WP_001002663.1_2145	45.267	243	265
WP_001246622.1	lcl|NZ_AOUZ01000009.1_cds_WP_001246618.1_233	97.419	310	310
WP_001246622.1	lcl|NZ_AOUZ01000039.1_cds_WP_000501205.1_740	37.829	304	310
WP_001246622.1	lcl|NZ_AOUZ01000065.1_cds_WP_001183723.1_1159	27.473	273	310
WP_001246622.1	lcl|NZ_AOUZ01000108.1_cds_LEP2GSC164_RS01000000122595_2577	32.558	86	310
WP_001246622.1	lcl|NZ_AOUZ01000009.1_cds_WP_001246618.1_233	97.419	310	310
WP_001246622.1	lcl|NZ_AOUZ01000039.1_cds_WP_000501205.1_740	37.829	304	310
WP_001246622.1	lcl|NZ_AOUZ01000065.1_cds_WP_001183723.1_1159	27.473	273	310
WP_001246622.1	lcl|NZ_AOUZ01000108.1_cds_LEP2GSC164_RS01000000122595_2577	32.558	86	310
WP_000479982.1	lcl|NZ_AOUZ01000009.1_cds_WP_000479982.1_232	100.000	264	264
WP_000715956.1	lcl|NZ_AOUZ01000009.1_cds_WP_000715958.1_231	98.473	131	131
WP_001088861.1	lcl|NZ_AOUZ01000009.1_cds_WP_001088866.1_230	98.611	144	144
WP_001088861.1	lcl|NZ_AOUZ01000128.1_cds_WP_002069656.1_2943	42.857	56	144
WP_000517242.1	lcl|NZ_AOUZ01000009.1_cds_WP_000517242.1_229	100.000	221	221
WP_000517242.1	lcl|NZ_AOUZ01000132.1_cds_WP_001082180.1_3183	28.205	78	221
WP_000517242.1	lcl|NZ_AOUZ01000103.1_cds_WP_001069834.1_2451	27.523	109	221
WP_000611594.1	lcl|NZ_AOUZ01000009.1_cds_WP_000611594.1_228	100.000	175	175
WP_000611594.1	lcl|NZ_AOUZ01000132.1_cds_WP_001206947.1_3190	29.655	145	175
WP_001015417.1	lcl|NZ_AOUZ01000009.1_cds_WP_001015422.1_227	98.246	399	406
WP_001015417.1	lcl|NZ_AOUZ01000103.1_cds_WP_000347681.1_2450	25.714	210	406
WP_001015417.1	lcl|NZ_AOUZ01000113.1_cds_WP_000402845.1_2666	23.041	217	406
WP_001015417.1	lcl|NZ_AOUZ01000009.1_cds_WP_000661932.1_194	24.088	137	406
WP_001015417.1	lcl|NZ_AOUZ01000132.1_cds_WP_001082180.1_3183	24.074	162	406
WP_000980525.1	lcl|NZ_AOUZ01000082.1_cds_WP_000653653.1_1764	26.984	252	241
WP_000980525.1	lcl|NZ_AOUZ01000014.1_cds_WP_000998676.1_355	26.471	238	241
WP_000980525.1	lcl|NZ_AOUZ01000128.1_cds_WP_000566240.1_2940	32.673	101	241
WP_000980525.1	lcl|NZ_AOUZ01000042.1_cds_WP_000043153.1_788	30.857	175	241
WP_000980525.1	lcl|NZ_AOUZ01000128.1_cds_WP_001968389.1_2968	25.847	236	241
WP_000980525.1	lcl|NZ_AOUZ01000025.1_cds_WP_000194186.1_490	25.339	221	241
WP_000481873.1	lcl|NZ_AOUZ01000009.1_cds_WP_001106774.1_222	30.790	367	413
WP_002080969.1	lcl|NZ_AOUZ01000086.1_cds_WP_000172202.1_1830	35.467	375	596
WP_002080969.1	lcl|NZ_AOUZ01000063.1_cds_WP_000667646.1_1120	35.907	259	596
WP_002080969.1	lcl|NZ_AOUZ01000009.1_cds_WP_017854526.1_221	29.870	385	596
WP_002080969.1	lcl|NZ_AOUZ01000118.1_cds_WP_000828455.1_2727	35.341	249	596
WP_002080969.1	lcl|NZ_AOUZ01000123.1_cds_WP_000510777.1_2841	31.667	240	596
WP_002080969.1	lcl|NZ_AOUZ01000140.1_cds_WP_001161019.1_3488	30.556	216	596
