WP_000340715.1	lcl|NZ_BFBB01000002.1_cds_WP_108973983.1_291	52.500	80	106
WP_000410273.1	lcl|NZ_BFBB01000002.1_cds_WP_108972993.1_303	26.071	280	314
WP_000410273.1	lcl|NZ_BFBB01000008.1_cds_WP_108977869.1_3066	24.922	321	314
WP_000410273.1	lcl|NZ_BFBB01000002.1_cds_WP_108972967.1_290	24.211	190	314
WP_000410273.1	lcl|NZ_BFBB01000009.1_cds_WP_108978222.1_3353	25.294	170	314
WP_000410273.1	lcl|NZ_BFBB01000002.1_cds_WP_108973052.1_333	23.297	279	314
WP_000884059.1	lcl|NZ_BFBB01000002.1_cds_WP_108973424.1_522	32.738	168	185
WP_000646251.1	lcl|NZ_BFBB01000002.1_cds_WP_108972993.1_303	33.648	318	329
WP_000646251.1	lcl|NZ_BFBB01000008.1_cds_WP_108977869.1_3066	31.230	317	329
WP_000646251.1	lcl|NZ_BFBB01000008.1_cds_WP_108977999.1_3213	32.468	308	329
WP_000646251.1	lcl|NZ_BFBB01000002.1_cds_WP_108973052.1_333	27.760	317	329
WP_000646251.1	lcl|NZ_BFBB01000002.1_cds_WP_108972967.1_290	29.674	337	329
WP_000646251.1	lcl|NZ_BFBB01000009.1_cds_WP_108978222.1_3353	29.167	336	329
WP_000646251.1	lcl|NZ_BFBB01000008.1_cds_WP_209452073.1_3040	28.435	313	329
WP_000646251.1	lcl|NZ_BFBB01000008.1_cds_WP_108977542.1_2699	27.812	320	329
WP_000646251.1	lcl|NZ_BFBB01000002.1_cds_WP_108973130.1_371	28.090	267	329
WP_000646251.1	lcl|NZ_BFBB01000009.1_cds_WP_244594481.1_3342	26.214	309	329
WP_000646251.1	lcl|NZ_BFBB01000001.1_cds_WP_108972444.1_35	27.686	242	329
WP_000774260.1	lcl|NZ_BFBB01000002.1_cds_WP_108973003.1_308	31.053	190	267
WP_000774260.1	lcl|NZ_BFBB01000008.1_cds_WP_108977629.1_2792	24.194	248	267
WP_000774260.1	lcl|NZ_BFBB01000002.1_cds_WP_108973247.1_431	25.095	263	267
WP_000774260.1	lcl|NZ_BFBB01000002.1_cds_WP_108972961.1_286	24.599	187	267
WP_000612794.1	lcl|NZ_BFBB01000002.1_cds_WP_167836895.1_545	28.657	335	509
WP_000612794.1	lcl|NZ_BFBB01000002.1_cds_WP_167836895.1_545	28.657	335	509
WP_001067557.1	lcl|NZ_BFBB01000008.1_cds_WP_108977999.1_3213	26.351	296	330
WP_001067557.1	lcl|NZ_BFBB01000002.1_cds_WP_108972993.1_303	26.199	271	330
WP_001067557.1	lcl|NZ_BFBB01000002.1_cds_WP_108972967.1_290	25.305	328	330
WP_001067557.1	lcl|NZ_BFBB01000008.1_cds_WP_108977869.1_3066	27.174	276	330
WP_001067557.1	lcl|NZ_BFBB01000008.1_cds_WP_209452073.1_3040	31.301	246	330
WP_001067557.1	lcl|NZ_BFBB01000008.1_cds_WP_108977925.1_3134	27.679	224	330
WP_001067557.1	lcl|NZ_BFBB01000009.1_cds_WP_108978222.1_3353	24.224	322	330
WP_001067557.1	lcl|NZ_BFBB01000008.1_cds_WP_108977542.1_2699	30.667	150	330
WP_001198107.1	lcl|NZ_BFBB01000002.1_cds_WP_108973054.1_334	34.444	360	366
WP_001198107.1	lcl|NZ_BFBB01000008.1_cds_WP_108977653.1_2821	28.535	389	366
WP_001198107.1	lcl|NZ_BFBB01000003.1_cds_WP_108974965.1_1284	27.731	357	366
WP_001198107.1	lcl|NZ_BFBB01000002.1_cds_WP_244594247.1_304	25.430	291	366
WP_001198107.1	lcl|NZ_BFBB01000003.1_cds_WP_108975400.1_1515	26.486	185	366
WP_000608286.1	lcl|NZ_BFBB01000002.1_cds_WP_108973054.1_334	38.122	362	367
WP_000608286.1	lcl|NZ_BFBB01000003.1_cds_WP_108974965.1_1284	32.249	338	367
WP_000608286.1	lcl|NZ_BFBB01000008.1_cds_WP_108977653.1_2821	29.894	378	367
WP_000608286.1	lcl|NZ_BFBB01000003.1_cds_WP_108975400.1_1515	27.042	355	367
WP_000608286.1	lcl|NZ_BFBB01000002.1_cds_WP_244594247.1_304	26.797	306	367
WP_000342715.1	lcl|NZ_BFBB01000003.1_cds_WP_108975489.1_1566	43.621	243	265
WP_001246622.1	lcl|NZ_BFBB01000008.1_cds_WP_108978041.1_3260	36.774	310	310
WP_001246622.1	lcl|NZ_BFBB01000007.1_cds_WP_108976690.1_2232	27.305	282	310
WP_001246622.1	lcl|NZ_BFBB01000002.1_cds_WP_108973305.1_461	25.287	261	310
WP_001246622.1	lcl|NZ_BFBB01000008.1_cds_WP_108978041.1_3260	36.774	310	310
WP_001246622.1	lcl|NZ_BFBB01000007.1_cds_WP_108976690.1_2232	27.305	282	310
WP_001246622.1	lcl|NZ_BFBB01000002.1_cds_WP_108973305.1_461	25.287	261	310
WP_001088861.1	lcl|NZ_BFBB01000007.1_cds_WP_108977120.1_2215	36.275	102	144
WP_001088861.1	lcl|NZ_BFBB01000008.1_cds_WP_108977788.1_2973	29.412	68	144
WP_000517242.1	lcl|NZ_BFBB01000004.1_cds_WP_108975905.1_1701	23.636	110	221
WP_000517242.1	lcl|NZ_BFBB01000009.1_cds_WP_108978351.1_3500	31.579	95	221
WP_000611594.1	lcl|NZ_BFBB01000008.1_cds_WP_108977707.1_2880	27.679	112	175
WP_001015417.1	lcl|NZ_BFBB01000002.1_cds_WP_108973007.1_310	27.750	400	406
WP_001015417.1	lcl|NZ_BFBB01000002.1_cds_WP_108973902.1_784	22.335	197	406
WP_000980525.1	lcl|NZ_BFBB01000009.1_cds_WP_108978415.1_3570	25.600	250	241
WP_000980525.1	lcl|NZ_BFBB01000007.1_cds_WP_108977075.1_2447	26.160	237	241
WP_000980525.1	lcl|NZ_BFBB01000002.1_cds_WP_108973077.1_346	25.896	251	241
WP_000980525.1	lcl|NZ_BFBB01000007.1_cds_WP_108977027.1_2421	24.498	249	241
WP_000980525.1	lcl|NZ_BFBB01000008.1_cds_WP_108977670.1_2841	29.897	97	241
WP_000980525.1	lcl|NZ_BFBB01000008.1_cds_WP_108977648.1_2816	26.596	188	241
WP_000980525.1	lcl|NZ_BFBB01000007.1_cds_WP_108976664.1_2219	30.973	113	241
WP_000980525.1	lcl|NZ_BFBB01000009.1_cds_WP_108978360.1_3510	34.021	97	241
WP_000980525.1	lcl|NZ_BFBB01000008.1_cds_WP_167837005.1_2492	24.468	188	241
WP_000980525.1	lcl|NZ_BFBB01000002.1_cds_WP_108973072.1_343	23.556	225	241
WP_000980525.1	lcl|NZ_BFBB01000008.1_cds_WP_108977246.1_2503	23.077	221	241
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108977641.1_2807	38.686	274	596
WP_002080969.1	lcl|NZ_BFBB01000004.1_cds_WP_108975786.1_1638	37.069	232	596
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108977690.1_2863	34.252	254	596
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108978004.1_3219	30.466	279	596
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108978006.1_3221	30.000	220	596
WP_002080969.1	lcl|NZ_BFBB01000001.1_cds_WP_108972621.1_125	30.093	216	596
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108977441.1_2620	26.606	218	596
WP_002080969.1	lcl|NZ_BFBB01000003.1_cds_WP_108974121.1_831	26.866	201	596
WP_002080969.1	lcl|NZ_BFBB01000002.1_cds_WP_108974019.1_551	27.706	231	596
WP_002080969.1	lcl|NZ_BFBB01000007.1_cds_WP_108976633.1_2200	30.093	216	596
WP_002080969.1	lcl|NZ_BFBB01000003.1_cds_WP_167836940.1_1421	30.481	187	596
WP_002080969.1	lcl|NZ_BFBB01000003.1_cds_WP_244594310.1_1504	28.436	211	596
WP_002080969.1	lcl|NZ_BFBB01000002.1_cds_WP_108973281.1_448	27.679	224	596
WP_002080969.1	lcl|NZ_BFBB01000005.1_cds_WP_108976510.1_2108	26.794	209	596
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108977341.1_2559	27.313	227	596
WP_002080969.1	lcl|NZ_BFBB01000002.1_cds_WP_108973852.1_756	27.111	225	596
WP_002080969.1	lcl|NZ_BFBB01000007.1_cds_WP_209452039.1_2208	27.397	219	596
WP_002080969.1	lcl|NZ_BFBB01000003.1_cds_WP_108975135.1_1374	27.619	210	596
WP_002080969.1	lcl|NZ_BFBB01000003.1_cds_WP_108974756.1_1175	24.206	252	596
WP_002080969.1	lcl|NZ_BFBB01000003.1_cds_WP_108974756.1_1175	25.316	158	596
WP_002080969.1	lcl|NZ_BFBB01000002.1_cds_WP_209451970.1_293	26.432	227	596
WP_002080969.1	lcl|NZ_BFBB01000002.1_cds_WP_108973230.1_422	25.316	237	596
WP_002080969.1	lcl|NZ_BFBB01000003.1_cds_WP_108975286.1_1458	26.667	240	596
WP_002080969.1	lcl|NZ_BFBB01000007.1_cds_WP_108976803.1_2293	29.148	223	596
WP_002080969.1	lcl|NZ_BFBB01000007.1_cds_WP_108976803.1_2293	24.194	186	596
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108977429.1_2612	22.807	285	596
WP_002080969.1	lcl|NZ_BFBB01000005.1_cds_WP_108976561.1_2029	21.531	209	596
WP_002080969.1	lcl|NZ_BFBB01000002.1_cds_WP_167836892.1_523	32.184	87	596
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108977641.1_2807	38.686	274	596
WP_002080969.1	lcl|NZ_BFBB01000004.1_cds_WP_108975786.1_1638	37.069	232	596
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108977690.1_2863	34.252	254	596
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108978004.1_3219	30.466	279	596
WP_002080969.1	lcl|NZ_BFBB01000008.1_cds_WP_108978006.1_3221	30.000	220	596
WP_002080969.1	lcl|NZ_BFBB01000001.1_cds_WP_108972621.1_125	30.093	216	596
